id,text,reversed_text,shuffled_text,num_sentences,ppl,ppl_reversed,ppl_shuffled,ppl_diff_reversed,ppl_diff_shuffled,ppl_ratio_reversed,ppl_ratio_shuffled,ppl_loo_mean,ppl_loo_std,ppl_loo_min,ppl_loo_max,ppl_cumulative_slope,ppl_cumulative_mean,ppl_cumulative_std,ppl_cumulative_first,ppl_cumulative_last,ppl_cumulative_rev_slope,ppl_cumulative_rev_mean,ppl_cumulative_rev_std,ppl_cumulative_rev_first,ppl_cumulative_rev_last,ppl_cumulative_shuff_slope,ppl_cumulative_shuff_mean,ppl_cumulative_shuff_std,ppl_cumulative_shuff_first,ppl_cumulative_shuff_last
0,"For this instance, the model predicted bad credit risk. Purpose (Purpose of the loan) is the most important feature and has a positive influence on the prediction. Credit amount (Amount of credit requested) is the second most important feature and has a positive influence on the prediction. Age (Age of the applicant) is the third most important feature and has a positive influence on the prediction. Checking account (Status of the applicant's checking account) is the 4th most important feature and has a positive influence on the prediction.","Checking account (Status of the applicant's checking account) is the 4th most important feature and has a positive influence on the prediction. Age (Age of the applicant) is the third most important feature and has a positive influence on the prediction. Credit amount (Amount of credit requested) is the second most important feature and has a positive influence on the prediction. Purpose (Purpose of the loan) is the most important feature and has a positive influence on the prediction. For this instance, the model predicted bad credit risk.","Age (Age of the applicant) is the third most important feature and has a positive influence on the prediction. Purpose (Purpose of the loan) is the most important feature and has a positive influence on the prediction. Credit amount (Amount of credit requested) is the second most important feature and has a positive influence on the prediction. Checking account (Status of the applicant's checking account) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted bad credit risk.",5,4.75,4.92,5.43,0.17,0.68,1.03,1.14,5.95,1.03,4.2,7.2,-35.2396,44.46,62.47,167.79,4.75,-5.5135,10.73,9.7,29.76,4.92,-6.8738,12.67,12.11,36.44,5.43
1,"For this instance, the model predicted bad credit risk. Age (Age of the applicant) is the most important feature and has a positive influence on the prediction. Credit amount (Amount of credit requested) is the second most important feature and has a positive influence on the prediction. Purpose (Purpose of the loan) is the third most important feature and has a positive influence on the prediction. Housing (Housing status (Own, Rent, etc.)) is the 4th most important feature and has a positive influence on the prediction.","Housing (Housing status (Own, Rent, etc.)) is the 4th most important feature and has a positive influence on the prediction. Purpose (Purpose of the loan) is the third most important feature and has a positive influence on the prediction. Credit amount (Amount of credit requested) is the second most important feature and has a positive influence on the prediction. Age (Age of the applicant) is the most important feature and has a positive influence on the prediction. For this instance, the model predicted bad credit risk.","Purpose (Purpose of the loan) is the third most important feature and has a positive influence on the prediction. Age (Age of the applicant) is the most important feature and has a positive influence on the prediction. Credit amount (Amount of credit requested) is the second most important feature and has a positive influence on the prediction. Housing (Housing status (Own, Rent, etc.)) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted bad credit risk.",5,4.46,5.39,5.58,0.93,1.11,1.21,1.25,5.63,0.79,4.19,6.41,-34.6913,42.51,63.11,167.79,4.46,-4.2152,10.04,6.99,23.31,5.39,-8.8155,14.64,16.07,46.48,5.58
2,"For this instance, the model predicted bad credit risk. Duration (Duration of the loan in months) is the most important feature and has a positive influence on the prediction. Credit amount (Amount of credit requested) is the second most important feature and has a positive influence on the prediction. Age (Age of the applicant) is the third most important feature and has a negative influence on the prediction. Purpose (Purpose of the loan) is the 4th most important feature and has a negative influence on the prediction.","Purpose (Purpose of the loan) is the 4th most important feature and has a negative influence on the prediction. Age (Age of the applicant) is the third most important feature and has a negative influence on the prediction. Credit amount (Amount of credit requested) is the second most important feature and has a positive influence on the prediction. Duration (Duration of the loan in months) is the most important feature and has a positive influence on the prediction. For this instance, the model predicted bad credit risk.","Age (Age of the applicant) is the third most important feature and has a negative influence on the prediction. Duration (Duration of the loan in months) is the most important feature and has a positive influence on the prediction. Credit amount (Amount of credit requested) is the second most important feature and has a positive influence on the prediction. Purpose (Purpose of the loan) is the 4th most important feature and has a negative influence on the prediction. For this instance, the model predicted bad credit risk.",5,4.32,4.71,4.99,0.4,0.67,1.09,1.16,5.38,0.86,3.78,6.22,-34.6759,42.61,63.04,167.79,4.32,-6.2315,11.26,11.09,33.12,4.71,-6.8396,12.15,12.25,36.34,4.99
3,"For this instance, the model predicted bad credit risk. Duration (Duration of the loan in months) is the most important feature and has a positive influence on the prediction. Purpose (Purpose of the loan) is the second most important feature and has a negative influence on the prediction. Age (Age of the applicant) is the third most important feature and has a negative influence on the prediction. Credit amount (Amount of credit requested) is the 4th most important feature and has a negative influence on the prediction.","Credit amount (Amount of credit requested) is the 4th most important feature and has a negative influence on the prediction. Age (Age of the applicant) is the third most important feature and has a negative influence on the prediction. Purpose (Purpose of the loan) is the second most important feature and has a negative influence on the prediction. Duration (Duration of the loan in months) is the most important feature and has a positive influence on the prediction. For this instance, the model predicted bad credit risk.","Age (Age of the applicant) is the third most important feature and has a negative influence on the prediction. Duration (Duration of the loan in months) is the most important feature and has a positive influence on the prediction. Purpose (Purpose of the loan) is the second most important feature and has a negative influence on the prediction. Credit amount (Amount of credit requested) is the 4th most important feature and has a negative influence on the prediction. For this instance, the model predicted bad credit risk.",5,4.27,4.34,5.01,0.07,0.74,1.02,1.17,5.5,0.91,3.75,6.14,-34.7115,42.46,63.13,167.79,4.27,-4.2785,8.8,7.51,23.5,4.34,-6.8364,12.09,12.28,36.34,5.01
4,"For this instance, the model predicted bad credit risk. Age (Age of the applicant) is the most important feature and has a positive influence on the prediction. Purpose (Purpose of the loan) is the second most important feature and has a positive influence on the prediction. Credit amount (Amount of credit requested) is the third most important feature and has a positive influence on the prediction. Duration (Duration of the loan in months) is the 4th most important feature and has a negative influence on the prediction.","Duration (Duration of the loan in months) is the 4th most important feature and has a negative influence on the prediction. Credit amount (Amount of credit requested) is the third most important feature and has a positive influence on the prediction. Purpose (Purpose of the loan) is the second most important feature and has a positive influence on the prediction. Age (Age of the applicant) is the most important feature and has a positive influence on the prediction. For this instance, the model predicted bad credit risk.","Credit amount (Amount of credit requested) is the third most important feature and has a positive influence on the prediction. Age (Age of the applicant) is the most important feature and has a positive influence on the prediction. Purpose (Purpose of the loan) is the second most important feature and has a positive influence on the prediction. Duration (Duration of the loan in months) is the 4th most important feature and has a negative influence on the prediction. For this instance, the model predicted bad credit risk.",5,4.1,4.67,4.32,0.57,0.22,1.14,1.05,5.38,0.76,3.9,6.07,-34.759,42.48,63.13,167.79,4.1,-4.3496,9.28,7.48,23.81,4.67,-4.7386,9.2,8.42,25.76,4.32
5,"For this instance, the model predicted bad credit risk. Age (Age of the applicant) is the most important feature and has a negative influence on the prediction. Purpose (Purpose of the loan) is the second most important feature and has a positive influence on the prediction. Duration (Duration of the loan in months) is the third most important feature and has a positive influence on the prediction. Checking account (Status of the applicant's checking account) is the 4th most important feature and has a negative influence on the prediction.","Checking account (Status of the applicant's checking account) is the 4th most important feature and has a negative influence on the prediction. Duration (Duration of the loan in months) is the third most important feature and has a positive influence on the prediction. Purpose (Purpose of the loan) is the second most important feature and has a positive influence on the prediction. Age (Age of the applicant) is the most important feature and has a negative influence on the prediction. For this instance, the model predicted bad credit risk.","Duration (Duration of the loan in months) is the third most important feature and has a positive influence on the prediction. Age (Age of the applicant) is the most important feature and has a negative influence on the prediction. Purpose (Purpose of the loan) is the second most important feature and has a positive influence on the prediction. Checking account (Status of the applicant's checking account) is the 4th most important feature and has a negative influence on the prediction. For this instance, the model predicted bad credit risk.",5,4.28,5.21,5.02,0.93,0.74,1.22,1.17,5.6,0.81,4.1,6.22,-34.8036,42.66,63.07,167.79,4.28,-5.6325,11.34,9.59,29.89,5.21,-5.6584,10.82,10.11,30.72,5.02
6,"For this instance, the model predicted bad credit risk. Duration (Duration of the loan in months) is the most important feature and has a positive influence on the prediction. Age (Age of the applicant) is the second most important feature and has a negative influence on the prediction. Checking account (Status of the applicant's checking account) is the third most important feature and has a negative influence on the prediction. Sex (Gender of the applicant) is the 4th most important feature and has a negative influence on the prediction.","Sex (Gender of the applicant) is the 4th most important feature and has a negative influence on the prediction. Checking account (Status of the applicant's checking account) is the third most important feature and has a negative influence on the prediction. Age (Age of the applicant) is the second most important feature and has a negative influence on the prediction. Duration (Duration of the loan in months) is the most important feature and has a positive influence on the prediction. For this instance, the model predicted bad credit risk.","Checking account (Status of the applicant's checking account) is the third most important feature and has a negative influence on the prediction. Duration (Duration of the loan in months) is the most important feature and has a positive influence on the prediction. Age (Age of the applicant) is the second most important feature and has a negative influence on the prediction. Sex (Gender of the applicant) is the 4th most important feature and has a negative influence on the prediction. For this instance, the model predicted bad credit risk.",5,4.38,5.39,5.56,1.01,1.18,1.23,1.27,5.5,0.89,3.86,6.56,-34.6756,42.41,63.15,167.79,4.38,-6.9526,12.85,12.11,36.54,5.39,-7.5988,13.67,13.29,39.69,5.56
7,"For this instance, the model predicted good credit risk. Age (Age of the applicant) is the most important feature and has a negative influence on the prediction. Purpose (Purpose of the loan) is the second most important feature and has a positive influence on the prediction. Housing (Housing status (Own, Rent, etc.)) is the third most important feature and has a negative influence on the prediction. Duration (Duration of the loan in months) is the 4th most important feature and has a positive influence on the prediction.","Duration (Duration of the loan in months) is the 4th most important feature and has a positive influence on the prediction. Housing (Housing status (Own, Rent, etc.)) is the third most important feature and has a negative influence on the prediction. Purpose (Purpose of the loan) is the second most important feature and has a positive influence on the prediction. Age (Age of the applicant) is the most important feature and has a negative influence on the prediction. For this instance, the model predicted good credit risk.","Housing (Housing status (Own, Rent, etc.)) is the third most important feature and has a negative influence on the prediction. Age (Age of the applicant) is the most important feature and has a negative influence on the prediction. Purpose (Purpose of the loan) is the second most important feature and has a positive influence on the prediction. Duration (Duration of the loan in months) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted good credit risk.",5,4.49,4.99,5.18,0.5,0.7,1.11,1.15,5.77,0.75,4.39,6.44,-27.3591,35.31,48.71,131.6,4.49,-4.2919,9.64,7.28,23.71,4.99,-5.0922,10.61,8.78,27.71,5.18
8,"For this instance, the model predicted good credit risk. Duration (Duration of the loan in months) is the most important feature and has a negative influence on the prediction. Age (Age of the applicant) is the second most important feature and has a negative influence on the prediction. Checking account (Status of the applicant's checking account) is the third most important feature and has a negative influence on the prediction. Purpose (Purpose of the loan) is the 4th most important feature and has a positive influence on the prediction.","Purpose (Purpose of the loan) is the 4th most important feature and has a positive influence on the prediction. Checking account (Status of the applicant's checking account) is the third most important feature and has a negative influence on the prediction. Age (Age of the applicant) is the second most important feature and has a negative influence on the prediction. Duration (Duration of the loan in months) is the most important feature and has a negative influence on the prediction. For this instance, the model predicted good credit risk.","Checking account (Status of the applicant's checking account) is the third most important feature and has a negative influence on the prediction. Duration (Duration of the loan in months) is the most important feature and has a negative influence on the prediction. Age (Age of the applicant) is the second most important feature and has a negative influence on the prediction. Purpose (Purpose of the loan) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted good credit risk.",5,4.31,5.07,5.38,0.75,1.07,1.17,1.25,5.43,0.88,3.77,6.38,-27.3638,35.04,48.83,131.6,4.31,-6.3033,11.8,11.01,33.35,5.07,-7.6753,13.71,13.3,39.69,5.38
9,"For this instance, the model predicted bad credit risk. Age (Age of the applicant) is the most important feature and has a positive influence on the prediction. Housing (Housing status (Own, Rent, etc.)) is the second most important feature and has a negative influence on the prediction. Credit amount (Amount of credit requested) is the third most important feature and has a positive influence on the prediction. Purpose (Purpose of the loan) is the 4th most important feature and has a negative influence on the prediction.","Purpose (Purpose of the loan) is the 4th most important feature and has a negative influence on the prediction. Credit amount (Amount of credit requested) is the third most important feature and has a positive influence on the prediction. Housing (Housing status (Own, Rent, etc.)) is the second most important feature and has a negative influence on the prediction. Age (Age of the applicant) is the most important feature and has a positive influence on the prediction. For this instance, the model predicted bad credit risk.","Credit amount (Amount of credit requested) is the third most important feature and has a positive influence on the prediction. Age (Age of the applicant) is the most important feature and has a positive influence on the prediction. Housing (Housing status (Own, Rent, etc.)) is the second most important feature and has a negative influence on the prediction. Purpose (Purpose of the loan) is the 4th most important feature and has a negative influence on the prediction. For this instance, the model predicted bad credit risk.",5,4.64,5.33,4.81,0.69,0.17,1.15,1.04,5.89,0.76,4.43,6.59,-34.598,42.77,62.96,167.79,4.64,-6.1328,11.88,10.8,33.12,5.33,-4.5914,9.53,8.23,25.76,4.81
