text_id,num_sentences,ppl_original,ppl_shuffled,ppl_reversed,ppl_loo_mean,ppl_diff_shuffled,ppl_diff_reversed,ppl_diff_loo,ppl_change_ratio_shuffled,ppl_change_ratio_reversed,ppl_change_ratio_loo
0,5,4.7544,5.4312,4.92,5.9452,0.6768,0.1656,1.1907,0.142352,0.034826,0.25045
1,5,4.4631,5.5765,5.3934,5.6296,1.1134,0.9303,1.1665,0.249464,0.208442,0.261362
2,5,4.3154,4.9896,4.7137,5.3803,0.6742,0.3983,1.0649,0.156243,0.092295,0.24678
3,5,4.2724,5.0074,4.3428,5.4958,0.735,0.0704,1.2234,0.172036,0.016473,0.286344
4,5,4.1048,4.3198,4.674,5.3845,0.2151,0.5692,1.2797,0.052391,0.138664,0.311771
5,5,4.2821,5.0215,5.2095,5.5965,0.7394,0.9273,1.3143,0.172662,0.216561,0.306937
6,5,4.3798,5.5632,5.3896,5.501,1.1834,1.0098,1.1212,0.270192,0.230562,0.255984
7,5,4.4897,5.185,4.9909,5.7736,0.6952,0.5012,1.2839,0.15485,0.111624,0.285959
8,5,4.3143,5.3827,5.0663,5.4327,1.0683,0.752,1.1183,0.247624,0.174303,0.259215
9,5,4.6413,4.8131,5.3318,5.8919,0.1718,0.6905,1.2506,0.037015,0.148778,0.269446
10,5,4.3826,5.4422,5.3257,5.5613,1.0596,0.943,1.1786,0.241773,0.215177,0.268935
11,5,4.7163,5.0338,5.2946,5.9414,0.3175,0.5783,1.2251,0.067327,0.122613,0.259756
12,5,4.2208,5.1904,4.6084,5.4106,0.9696,0.3876,1.1899,0.229714,0.09183,0.281903
13,5,4.4919,5.442,5.3411,5.7376,0.9501,0.8492,1.2457,0.211507,0.189042,0.277321
14,5,4.3408,4.9541,4.2982,5.5184,0.6132,-0.0426,1.1776,0.141274,-0.009812,0.271275
15,5,4.6447,5.3456,5.6436,5.9946,0.7009,0.9989,1.3499,0.150913,0.215054,0.290636
16,5,4.2821,5.0215,5.2095,5.5965,0.7394,0.9273,1.3143,0.172662,0.216561,0.306937
17,5,4.0147,4.7981,4.8173,5.1933,0.7835,0.8026,1.1786,0.195148,0.199925,0.293572
18,5,4.8015,6.1922,6.0809,6.221,1.3908,1.2794,1.4195,0.289661,0.26647,0.29565
19,5,4.2208,5.1904,4.6084,5.4106,0.9696,0.3876,1.1899,0.229714,0.09183,0.281903
20,5,4.6254,4.8361,5.2526,5.8917,0.2106,0.6272,1.2662,0.045541,0.135596,0.273759
21,5,4.2839,5.1791,5.1157,5.4172,0.8952,0.8318,1.1333,0.208975,0.194175,0.264562
22,5,4.6454,5.3529,4.9799,5.7879,0.7075,0.3346,1.1425,0.152311,0.072026,0.245947
23,5,4.6765,5.9461,5.8721,6.0451,1.2696,1.1957,1.3686,0.271494,0.255676,0.292666
24,5,4.3043,5.1407,5.462,5.4911,0.8364,1.1577,1.1868,0.194309,0.268968,0.275726
25,5,4.6221,5.7202,4.9499,5.9883,1.0981,0.3278,1.3662,0.237585,0.070928,0.295579
26,5,4.7332,5.5403,5.4824,6.0343,0.8071,0.7492,1.3011,0.170517,0.15829,0.274877
27,5,4.4273,5.147,5.2517,5.6748,0.7197,0.8244,1.2475,0.162557,0.186209,0.281787
28,5,5.255,5.7381,5.8461,6.4311,0.4831,0.5911,1.176,0.091922,0.112478,0.22379
29,5,4.7798,5.7932,5.6094,5.9904,1.0134,0.8297,1.2106,0.212012,0.173577,0.253271
