text_id_rev,num_sentences_rev,last_sentence_rev,ppl_rev
0,1,Checking account (Status of the applicant's checking account) is the 4th most important feature and has a positive influence on the prediction.,29.76
0,2,Age (Age of the applicant) is the third most important feature and has a positive influence on the prediction.,9.51
0,3,Credit amount (Amount of credit requested) is the second most important feature and has a positive influence on the prediction.,5.41
0,4,Purpose (Purpose of the loan) is the most important feature and has a positive influence on the prediction.,4.06
0,5,"For this instance, the model predicted bad credit risk.",4.92
1,1,"Housing (Housing status (Own, Rent, etc.)) is the 4th most important feature and has a positive influence on the prediction.",23.31
1,2,Purpose (Purpose of the loan) is the third most important feature and has a positive influence on the prediction.,10.82
1,3,Credit amount (Amount of credit requested) is the second most important feature and has a positive influence on the prediction.,6.16
1,4,Age (Age of the applicant) is the most important feature and has a positive influence on the prediction.,4.5
1,5,"For this instance, the model predicted bad credit risk.",5.39
2,1,Purpose (Purpose of the loan) is the 4th most important feature and has a negative influence on the prediction.,33.12
2,2,Age (Age of the applicant) is the third most important feature and has a negative influence on the prediction.,9.35
2,3,Credit amount (Amount of credit requested) is the second most important feature and has a positive influence on the prediction.,5.29
2,4,Duration (Duration of the loan in months) is the most important feature and has a positive influence on the prediction.,3.84
2,5,"For this instance, the model predicted bad credit risk.",4.71
3,1,Credit amount (Amount of credit requested) is the 4th most important feature and has a negative influence on the prediction.,23.5
3,2,Age (Age of the applicant) is the third most important feature and has a negative influence on the prediction.,8.02
3,3,Purpose (Purpose of the loan) is the second most important feature and has a negative influence on the prediction.,4.61
3,4,Duration (Duration of the loan in months) is the most important feature and has a positive influence on the prediction.,3.55
3,5,"For this instance, the model predicted bad credit risk.",4.34
4,1,Duration (Duration of the loan in months) is the 4th most important feature and has a negative influence on the prediction.,23.81
4,2,Credit amount (Amount of credit requested) is the third most important feature and has a positive influence on the prediction.,9.03
4,3,Purpose (Purpose of the loan) is the second most important feature and has a positive influence on the prediction.,5.08
4,4,Age (Age of the applicant) is the most important feature and has a positive influence on the prediction.,3.81
4,5,"For this instance, the model predicted bad credit risk.",4.67
5,1,Checking account (Status of the applicant's checking account) is the 4th most important feature and has a negative influence on the prediction.,29.89
5,2,Duration (Duration of the loan in months) is the third most important feature and has a positive influence on the prediction.,11.29
5,3,Purpose (Purpose of the loan) is the second most important feature and has a positive influence on the prediction.,5.98
5,4,Age (Age of the applicant) is the most important feature and has a negative influence on the prediction.,4.33
5,5,"For this instance, the model predicted bad credit risk.",5.21
6,1,Sex (Gender of the applicant) is the 4th most important feature and has a negative influence on the prediction.,36.54
6,2,Checking account (Status of the applicant's checking account) is the third most important feature and has a negative influence on the prediction.,11.76
6,3,Age (Age of the applicant) is the second most important feature and has a negative influence on the prediction.,6.05
6,4,Duration (Duration of the loan in months) is the most important feature and has a positive influence on the prediction.,4.53
6,5,"For this instance, the model predicted bad credit risk.",5.39
7,1,Duration (Duration of the loan in months) is the 4th most important feature and has a positive influence on the prediction.,23.71
7,2,"Housing (Housing status (Own, Rent, etc.)) is the third most important feature and has a negative influence on the prediction.",9.69
7,3,Purpose (Purpose of the loan) is the second most important feature and has a positive influence on the prediction.,5.62
7,4,Age (Age of the applicant) is the most important feature and has a negative influence on the prediction.,4.2
7,5,"For this instance, the model predicted good credit risk.",4.99
8,1,Purpose (Purpose of the loan) is the 4th most important feature and has a positive influence on the prediction.,33.35
8,2,Checking account (Status of the applicant's checking account) is the third most important feature and has a negative influence on the prediction.,10.67
8,3,Age (Age of the applicant) is the second most important feature and has a negative influence on the prediction.,5.67
8,4,Duration (Duration of the loan in months) is the most important feature and has a negative influence on the prediction.,4.22
8,5,"For this instance, the model predicted good credit risk.",5.07
9,1,Purpose (Purpose of the loan) is the 4th most important feature and has a negative influence on the prediction.,33.12
9,2,Credit amount (Amount of credit requested) is the third most important feature and has a positive influence on the prediction.,10.23
