text_id,num_sentences,distinct_2gram_ratio,ttr,verb_ratio,connectives_ratio,cumulative_ppls
0,5,0.597701,0.367816,0.137931,0.057471,"[167.794, 32.5145, 11.0264, 6.1979, 4.7544]"
1,5,0.6,0.4,0.129412,0.058824,"[167.794, 25.7329, 9.0809, 5.4821, 4.4631]"
2,5,0.616279,0.383721,0.127907,0.05814,"[167.794, 25.5111, 9.7325, 5.7097, 4.3154]"
3,5,0.616279,0.383721,0.127907,0.05814,"[167.794, 25.5111, 9.2753, 5.4392, 4.2724]"
4,5,0.616279,0.383721,0.127907,0.05814,"[167.794, 25.7329, 9.2483, 5.5215, 4.1048]"
5,5,0.613636,0.386364,0.125,0.056818,"[167.794, 26.3955, 9.4588, 5.383, 4.2821]"
6,5,0.590909,0.397727,0.113636,0.056818,"[167.794, 25.5111, 8.8035, 5.5835, 4.3798]"
7,5,0.616279,0.418605,0.116279,0.05814,"[131.6038, 25.2991, 9.2284, 5.936, 4.4897]"
8,5,0.613636,0.386364,0.125,0.056818,"[131.6038, 24.6968, 8.9354, 5.6378, 4.3143]"
9,5,0.623529,0.411765,0.129412,0.058824,"[167.794, 25.7329, 9.6387, 6.0578, 4.6413]"
10,5,0.623529,0.411765,0.129412,0.058824,"[167.794, 24.0436, 8.9573, 5.3011, 4.3826]"
11,5,0.616279,0.395349,0.127907,0.05814,"[167.794, 32.5145, 11.0264, 6.1454, 4.7163]"
12,5,0.616279,0.383721,0.127907,0.05814,"[167.794, 25.5111, 8.9162, 5.381, 4.2208]"
13,5,0.632184,0.413793,0.126437,0.057471,"[167.794, 24.0436, 8.8736, 5.2929, 4.4919]"
14,5,0.616279,0.383721,0.127907,0.05814,"[167.794, 26.0356, 9.5405, 5.5681, 4.3408]"
15,5,0.636364,0.409091,0.136364,0.056818,"[167.794, 24.0436, 8.9573, 5.7954, 4.6447]"
16,5,0.613636,0.386364,0.125,0.056818,"[167.794, 26.3955, 9.4588, 5.383, 4.2821]"
17,5,0.616279,0.383721,0.127907,0.05814,"[167.794, 25.7329, 9.0809, 5.2518, 4.0147]"
18,5,0.574713,0.390805,0.114943,0.057471,"[167.794, 25.7329, 9.6662, 6.3415, 4.8015]"
19,5,0.616279,0.383721,0.127907,0.05814,"[167.794, 25.5111, 8.9162, 5.381, 4.2208]"
20,5,0.6,0.411765,0.117647,0.058824,"[131.6038, 25.2991, 9.7715, 6.0803, 4.6254]"
21,5,0.632184,0.425287,0.114943,0.057471,"[131.6038, 22.2866, 8.1175, 5.4689, 4.2839]"
22,5,0.632184,0.425287,0.114943,0.057471,"[131.6038, 24.6968, 8.7721, 5.8246, 4.6454]"
23,5,0.62069,0.390805,0.137931,0.057471,"[131.6038, 23.6921, 9.4097, 5.6431, 4.6765]"
24,5,0.623529,0.411765,0.129412,0.058824,"[167.794, 24.0436, 8.5961, 5.5535, 4.3043]"
25,5,0.623529,0.411765,0.129412,0.058824,"[167.794, 25.7329, 9.6387, 5.8714, 4.6221]"
26,5,0.559524,0.404762,0.119048,0.059524,"[167.794, 32.5145, 10.1784, 6.298, 4.7332]"
27,5,0.6,0.411765,0.117647,0.058824,"[167.794, 24.0436, 8.9707, 6.0045, 4.4273]"
28,5,0.623529,0.423529,0.129412,0.058824,"[167.794, 32.5145, 11.0264, 6.9173, 5.255]"
29,5,0.613636,0.397727,0.136364,0.056818,"[167.794, 24.0436, 8.9573, 5.7038, 4.7798]"
