key,fdr,cem,distinct_bigram_ratio,perplexity,ln_perplexity
0,0.22914036549083136,0.22914036549083136,0.5977011494252874,4.754414081573486,1.559073466864154
1,0.2406665997048484,0.2406665997048484,0.6,4.463107585906982,1.495845291542329
2,0.25974863702231227,0.25974863702231227,0.6162790697674418,4.315367221832275,1.4621824244675397
3,0.2615389064253261,0.2615389064253261,0.6162790697674418,4.272390842437744,1.4521735868076777
4,0.2689516347174638,0.2689516347174638,0.6162790697674418,4.104768753051758,1.412149408321711
5,0.2588952978853427,0.2588952978853427,0.6136363636363636,4.282116413116455,1.454447376420187
6,0.2364060820923276,0.2364060820923276,0.5909090909090909,4.379819393157959,1.4770074890993699
7,0.2528980482171752,0.2528980482171752,0.6162790697674418,4.489720821380615,1.5017905219548067
8,0.25756798595917313,0.25756798595917313,0.6136363636363636,4.314332008361816,1.4619425056829307
9,0.2532837757617213,0.2532837757617213,0.6235294117647059,4.641294956207275,1.53499341269058
10,0.26311326259095474,0.26311326259095474,0.6235294117647059,4.382627964019775,1.4776485362505851
11,0.2448704015162833,0.2448704015162833,0.6162790697674418,4.716297626495361,1.5510240906276607
12,0.2637462142459847,0.2637462142459847,0.6162790697674418,4.220781326293945,1.4400202593209563
13,0.2660336841325589,0.2660336841325589,0.632183908045977,4.491909027099609,1.5022777844671131
14,0.2587076061276232,0.2587076061276232,0.6162790697674418,4.340832710266113,1.4680661984327747
15,0.26369183942377017,0.26369183942377017,0.6363636363636364,4.64470100402832,1.5357270007706045
16,0.2588952978853427,0.2588952978853427,0.6136363636363636,4.282116413116455,1.454447376420187
17,0.2732452195925069,0.2732452195925069,0.6162790697674418,4.014688968658447,1.3899598770650863
18,0.21052382665768474,0.21052382665768474,0.5747126436781609,4.801450252532959,1.5689180082243388
19,0.2637462142459847,0.2637462142459847,0.6162790697674418,4.220781326293945,1.4400202593209563
20,0.23505322302903817,0.23505322302903817,0.6,4.625423908233643,1.5315680225985502
21,0.274705237944645,0.274705237944645,0.632183908045977,4.283865451812744,1.4548557449524055
22,0.2602155922921403,0.2602155922921403,0.632183908045977,4.645350456237793,1.535866817479545
23,0.2497535379439353,0.2497535379439353,0.6206896551724138,4.676468849182129,1.5425433057309972
24,0.2663632303458526,0.2663632303458526,0.6235294117647059,4.304320812225342,1.4596193582380985
25,0.2539693934027713,0.2539693934027713,0.6235294117647059,4.622101783752441,1.5308495331918122
26,0.20138040543742453,0.20138040543742453,0.5595238095238095,4.733214378356934,1.5546045442902658
27,0.24197066307961868,0.24197066307961868,0.6,4.427272319793701,1.4877836652517855
28,0.23432494530018744,0.23432494530018744,0.6235294117647059,5.255037307739258,1.6591871037783579
29,0.24069987611716165,0.24069987611716165,0.6136363636363636,4.779780387878418,1.5643946014894186
