text_id,num_sentences,ppl_original,ppl_shuffled,ppl_reversed,ppl_loo_mean,ppl_diff_shuffled,ppl_diff_reversed,ppl_diff_loo,ppl_change_ratio_shuffled,ppl_change_ratio_reversed,ppl_change_ratio_loo
0,5,8.2057,9.1198,9.405,9.4104,0.914,1.1993,1.2047,0.111391,0.146154,0.146811
1,5,9.1765,11.5076,12.5541,10.4297,2.3311,3.3775,1.2532,0.254023,0.368062,0.136562
2,5,6.8197,9.4157,9.6592,8.3585,2.596,2.8395,1.5388,0.380664,0.416366,0.225639
3,5,9.0875,11.0267,12.0083,10.5048,1.9391,2.9207,1.4173,0.213386,0.3214,0.155956
4,5,8.6386,9.229,10.0101,10.2086,0.5904,1.3715,1.57,0.068348,0.158767,0.181743
5,5,7.1574,8.911,9.2988,8.344,1.7536,2.1415,1.1866,0.245011,0.2992,0.165793
6,5,7.3148,9.7924,10.5308,8.5161,2.4776,3.2161,1.2014,0.338716,0.439671,0.164237
7,5,7.7471,9.9789,12.131,9.481,2.2318,4.3839,1.7339,0.288079,0.56588,0.22381
8,5,7.209,7.9808,8.3042,8.6078,0.7718,1.0953,1.3988,0.107066,0.151933,0.194036
9,5,8.2337,10.8915,13.123,9.7378,2.6577,4.8893,1.504,0.322787,0.593808,0.182666
10,5,9.8466,13.5041,14.9585,11.5871,3.6575,5.1119,1.7405,0.371452,0.519158,0.176762
11,5,9.9471,12.8194,14.071,11.3416,2.8723,4.1239,1.3945,0.288757,0.414586,0.14019
12,5,8.6887,10.6026,10.6,9.9701,1.9138,1.9112,1.2814,0.220268,0.219967,0.147476
13,5,8.1682,11.4699,11.8281,10.029,3.3016,3.6598,1.8608,0.404207,0.44806,0.227809
14,5,7.4652,9.8146,9.707,9.2676,2.3494,2.2418,1.8024,0.314708,0.300296,0.241435
15,5,9.1171,11.4438,10.6825,10.1716,2.3267,1.5654,1.0545,0.255206,0.171705,0.115667
16,5,7.0965,9.4039,9.5452,8.3326,2.3074,2.4487,1.2361,0.325144,0.345052,0.17418
17,5,9.398,11.8773,11.7176,10.8883,2.4793,2.3196,1.4903,0.263812,0.246813,0.158577
18,5,8.1103,11.4066,11.5875,9.6836,3.2964,3.4772,1.5734,0.406442,0.428738,0.193995
19,5,9.2087,12.4431,12.9742,11.104,3.2344,3.7655,1.8952,0.351234,0.408907,0.205807
20,5,7.2187,8.1884,8.2519,8.1117,0.9697,1.0332,0.893,0.134326,0.143122,0.123705
21,5,7.6088,8.8386,9.1319,8.8085,1.2298,1.5232,1.1998,0.161631,0.200186,0.157682
22,5,7.1732,9.7184,9.4866,8.4762,2.5452,2.3134,1.303,0.354821,0.322499,0.181644
23,5,8.5681,10.8443,12.2297,9.7747,2.2762,3.6616,1.2066,0.265655,0.427353,0.140827
24,5,8.0957,9.8297,11.243,9.4745,1.734,3.1473,1.3788,0.214186,0.388757,0.17031
25,5,7.0198,9.2374,9.6507,8.2886,2.2176,2.6309,1.2688,0.315903,0.374781,0.180747
26,5,7.3208,9.0682,9.9689,8.514,1.7474,2.6482,1.1932,0.238694,0.361733,0.162986
27,5,7.9515,11.7309,10.8637,9.5089,3.7794,2.9123,1.5574,0.475309,0.366252,0.19586
28,5,8.3112,11.0057,10.621,9.8108,2.6945,2.3098,1.4995,0.324195,0.277911,0.180423
29,5,7.5795,9.0888,8.9605,8.7928,1.5093,1.3809,1.2132,0.199128,0.182194,0.160069
