id,text,reversed_text,shuffled_text,num_sentences,ppl,ppl_reversed,ppl_shuffled,ppl_diff_reversed,ppl_diff_shuffled,ppl_ratio_reversed,ppl_ratio_shuffled,ppl_loo_mean,ppl_loo_std,ppl_loo_min,ppl_loo_max,ppl_cumulative_slope,ppl_cumulative_mean,ppl_cumulative_std,ppl_cumulative_first,ppl_cumulative_last,ppl_cumulative_rev_slope,ppl_cumulative_rev_mean,ppl_cumulative_rev_std,ppl_cumulative_rev_first,ppl_cumulative_rev_last,ppl_cumulative_shuff_slope,ppl_cumulative_shuff_mean,ppl_cumulative_shuff_std,ppl_cumulative_shuff_first,ppl_cumulative_shuff_last
0,"The model's prediction that the patient has diabetes is mainly influenced by the patient's age of 53 years, which contributes the most to the prediction. Elevated plasma glucose concentration (145) and a higher BMI of 30.30 also increase the likelihood of diabetes. Additionally, a diabetes pedigree function value of 0.77 and a 2-hour serum insulin level of 165 further support the prediction, though to a lesser extent.","Additionally, a diabetes pedigree function value of 0.77 and a 2-hour serum insulin level of 165 further support the prediction, though to a lesser extent. Elevated plasma glucose concentration (145) and a higher BMI of 30.30 also increase the likelihood of diabetes. The model's prediction that the patient has diabetes is mainly influenced by the patient's age of 53 years, which contributes the most to the prediction.","Elevated plasma glucose concentration (145) and a higher BMI of 30.30 also increase the likelihood of diabetes. The model's prediction that the patient has diabetes is mainly influenced by the patient's age of 53 years, which contributes the most to the prediction. Additionally, a diabetes pedigree function value of 0.77 and a 2-hour serum insulin level of 165 further support the prediction, though to a lesser extent.",3,12.22,18.13,13.58,5.91,1.36,1.48,1.11,18.38,5.44,12.63,25.68,-2.8184,15.63,2.45,17.85,12.22,-14.7014,32.8,12.0,47.53,18.13,-15.5174,25.66,13.57,44.61,13.58
1,"The model's prediction that the patient has diabetes is influenced by several factors. A lower plasma glucose concentration (89) decreases the likelihood of diabetes, as does a lower 2-hour serum insulin level (85) and a lower triceps skin fold thickness (16). On the other hand, the patient's age (38) and body mass index (30.40) slightly increase the predicted risk of diabetes. Overall, the glucose level has the strongest impact in reducing the predicted risk.","Overall, the glucose level has the strongest impact in reducing the predicted risk. On the other hand, the patient's age (38) and body mass index (30.40) slightly increase the predicted risk of diabetes. A lower plasma glucose concentration (89) decreases the likelihood of diabetes, as does a lower 2-hour serum insulin level (85) and a lower triceps skin fold thickness (16). The model's prediction that the patient has diabetes is influenced by several factors.","On the other hand, the patient's age (38) and body mass index (30.40) slightly increase the predicted risk of diabetes. A lower plasma glucose concentration (89) decreases the likelihood of diabetes, as does a lower 2-hour serum insulin level (85) and a lower triceps skin fold thickness (16). Overall, the glucose level has the strongest impact in reducing the predicted risk. The model's prediction that the patient has diabetes is influenced by several factors.",4,9.33,12.13,11.04,2.8,1.71,1.3,1.18,13.15,2.18,9.45,14.72,-14.5524,22.46,19.47,55.94,9.33,-22.3352,31.61,30.83,84.88,12.13,-2.1758,12.9,3.15,18.35,11.04
2,"The model predicts that this patient is less likely to have diabetes, mainly because their plasma glucose concentration, age, and BMI are all contributing to a lower risk. Specifically, the patient's relatively low glucose level, young age, and moderate BMI each decrease the likelihood of diabetes. The patient's diabetes pedigree function and number of pregnancies have only a small effect, with the pedigree function slightly increasing the risk and pregnancies slightly decreasing it. Overall, the combination of these factors leads the model to predict a lower chance of diabetes for this patient.","Overall, the combination of these factors leads the model to predict a lower chance of diabetes for this patient. The patient's diabetes pedigree function and number of pregnancies have only a small effect, with the pedigree function slightly increasing the risk and pregnancies slightly decreasing it. Specifically, the patient's relatively low glucose level, young age, and moderate BMI each decrease the likelihood of diabetes. The model predicts that this patient is less likely to have diabetes, mainly because their plasma glucose concentration, age, and BMI are all contributing to a lower risk.","The patient's diabetes pedigree function and number of pregnancies have only a small effect, with the pedigree function slightly increasing the risk and pregnancies slightly decreasing it. Specifically, the patient's relatively low glucose level, young age, and moderate BMI each decrease the likelihood of diabetes. Overall, the combination of these factors leads the model to predict a lower chance of diabetes for this patient. The model predicts that this patient is less likely to have diabetes, mainly because their plasma glucose concentration, age, and BMI are all contributing to a lower risk.",4,8.92,11.23,12.7,2.31,3.78,1.26,1.42,11.45,2.15,8.81,14.77,-3.5723,13.33,4.34,20.51,8.92,-5.3451,17.87,6.31,28.11,11.23,-9.3179,24.35,10.68,40.73,12.7
3,"The model predicts the likelihood of diabetes for this patient by considering several factors. The patient's plasma glucose concentration (95) and age (24) both decrease the predicted risk of diabetes. The patient's BMI (37.40) slightly increases the risk, while their 2-hour serum insulin level (36) and diabetes pedigree function (0.25) both contribute to lowering the predicted risk. Overall, the most influential factors in reducing the risk are the patient's glucose level and age.","Overall, the most influential factors in reducing the risk are the patient's glucose level and age. The patient's BMI (37.40) slightly increases the risk, while their 2-hour serum insulin level (36) and diabetes pedigree function (0.25) both contribute to lowering the predicted risk. The patient's plasma glucose concentration (95) and age (24) both decrease the predicted risk of diabetes. The model predicts the likelihood of diabetes for this patient by considering several factors.","The patient's BMI (37.40) slightly increases the risk, while their 2-hour serum insulin level (36) and diabetes pedigree function (0.25) both contribute to lowering the predicted risk. The patient's plasma glucose concentration (95) and age (24) both decrease the predicted risk of diabetes. Overall, the most influential factors in reducing the risk are the patient's glucose level and age. The model predicts the likelihood of diabetes for this patient by considering several factors.",4,9.46,14.16,13.37,4.7,3.9,1.5,1.41,13.29,1.41,11.23,14.91,-12.0359,21.85,14.87,46.65,9.46,-5.0447,19.37,6.17,29.55,14.16,-5.4475,18.79,6.81,30.19,13.37
4,"The model's prediction that the patient has diabetes is most strongly influenced by the patient's high BMI, which increases the likelihood of diabetes. The patient's high Diabetes Pedigree Function also contributes to a higher risk. However, the patient's younger age, lower plasma glucose concentration, and having only one pregnancy all slightly decrease the predicted risk of diabetes. Overall, the positive contributions outweigh the negative ones, leading to a higher estimated risk.","Overall, the positive contributions outweigh the negative ones, leading to a higher estimated risk. However, the patient's younger age, lower plasma glucose concentration, and having only one pregnancy all slightly decrease the predicted risk of diabetes. The patient's high Diabetes Pedigree Function also contributes to a higher risk. The model's prediction that the patient has diabetes is most strongly influenced by the patient's high BMI, which increases the likelihood of diabetes.","However, the patient's younger age, lower plasma glucose concentration, and having only one pregnancy all slightly decrease the predicted risk of diabetes. The patient's high Diabetes Pedigree Function also contributes to a higher risk. Overall, the positive contributions outweigh the negative ones, leading to a higher estimated risk. The model's prediction that the patient has diabetes is most strongly influenced by the patient's high BMI, which increases the likelihood of diabetes.",4,10.58,14.17,14.03,3.59,3.45,1.34,1.33,14.36,2.86,11.55,18.92,-3.266,15.13,3.76,19.56,10.58,-5.8757,23.13,6.64,32.65,14.17,-8.8881,26.27,10.0,40.77,14.03
5,"The model's prediction that the patient has diabetes was influenced by several factors. The patient's age of 21 years contributed to lowering the predicted risk. A higher BMI of 35.80 slightly increased the risk. The plasma glucose concentration of 124 and having one pregnancy both contributed to a lower risk. However, having an insulin level of 0 slightly increased the predicted risk. Overall, age and glucose level were the most significant factors reducing the risk, while BMI and insulin level had smaller effects increasing it.","Overall, age and glucose level were the most significant factors reducing the risk, while BMI and insulin level had smaller effects increasing it. However, having an insulin level of 0 slightly increased the predicted risk. The plasma glucose concentration of 124 and having one pregnancy both contributed to a lower risk. A higher BMI of 35.80 slightly increased the risk. The patient's age of 21 years contributed to lowering the predicted risk. The model's prediction that the patient has diabetes was influenced by several factors.","The plasma glucose concentration of 124 and having one pregnancy both contributed to a lower risk. The patient's age of 21 years contributed to lowering the predicted risk. A higher BMI of 35.80 slightly increased the risk. However, having an insulin level of 0 slightly increased the predicted risk. The model's prediction that the patient has diabetes was influenced by several factors. Overall, age and glucose level were the most significant factors reducing the risk, while BMI and insulin level had smaller effects increasing it.",6,14.24,19.17,18.56,4.93,4.32,1.35,1.3,17.47,1.46,15.03,19.86,-8.6095,28.72,18.04,67.9,14.24,-3.6217,28.37,6.68,37.72,19.17,-29.0568,62.13,62.16,197.7,18.56
6,"The model predicts that the patient is likely to have diabetes mainly because of their high plasma glucose concentration, elevated BMI, and older age, which all increase the predicted risk. The patient's diabetes pedigree function also contributes slightly to a higher risk. In contrast, their diastolic blood pressure slightly decreases the predicted risk of diabetes.","In contrast, their diastolic blood pressure slightly decreases the predicted risk of diabetes. The patient's diabetes pedigree function also contributes slightly to a higher risk. The model predicts that the patient is likely to have diabetes mainly because of their high plasma glucose concentration, elevated BMI, and older age, which all increase the predicted risk.","The patient's diabetes pedigree function also contributes slightly to a higher risk. The model predicts that the patient is likely to have diabetes mainly because of their high plasma glucose concentration, elevated BMI, and older age, which all increase the predicted risk. In contrast, their diastolic blood pressure slightly decreases the predicted risk of diabetes.",3,14.66,23.18,19.22,8.52,4.57,1.58,1.31,30.67,20.08,12.1,58.57,-1.7219,18.03,2.73,18.1,14.66,-20.1882,53.85,22.17,63.55,23.18,-139.271,115.99,128.62,297.77,19.22
7,"The model predicts the likelihood of diabetes for this patient by considering several factors. The patient's plasma glucose concentration is 87, which decreases the predicted risk of diabetes. The patient's age is 25, which also slightly lowers the risk. The BMI is 32.70, which slightly increases the risk. The diabetes pedigree function is 0.17, contributing to a lower risk, and the 2-hour serum insulin level is 52, which also slightly reduces the predicted risk. Overall, the combination of these factors leads the model to estimate a lower probability of diabetes for this patient.","Overall, the combination of these factors leads the model to estimate a lower probability of diabetes for this patient. The diabetes pedigree function is 0.17, contributing to a lower risk, and the 2-hour serum insulin level is 52, which also slightly reduces the predicted risk. The BMI is 32.70, which slightly increases the risk. The patient's age is 25, which also slightly lowers the risk. The patient's plasma glucose concentration is 87, which decreases the predicted risk of diabetes. The model predicts the likelihood of diabetes for this patient by considering several factors.","The BMI is 32.70, which slightly increases the risk. The patient's plasma glucose concentration is 87, which decreases the predicted risk of diabetes. The patient's age is 25, which also slightly lowers the risk. The diabetes pedigree function is 0.17, contributing to a lower risk, and the 2-hour serum insulin level is 52, which also slightly reduces the predicted risk. The model predicts the likelihood of diabetes for this patient by considering several factors. Overall, the combination of these factors leads the model to estimate a lower probability of diabetes for this patient.",6,7.41,9.61,10.48,2.2,3.07,1.3,1.41,8.78,0.75,7.96,10.23,-6.7312,17.75,13.66,46.65,7.41,-3.3343,14.91,6.3,27.53,9.61,-10.8097,26.34,22.39,73.92,10.48
8,"The model's prediction that the patient does not have diabetes is mainly influenced by their plasma glucose concentration, which is relatively low and decreases the likelihood of diabetes. The patient's age also slightly reduces the risk. On the other hand, a higher body mass index and a greater number of pregnancies slightly increase the risk, but not enough to outweigh the negative contributions. The thickness of the triceps skin fold has a minimal positive effect on the prediction. Overall, the combination of these factors leads the model to predict that the patient does not have diabetes.","Overall, the combination of these factors leads the model to predict that the patient does not have diabetes. The thickness of the triceps skin fold has a minimal positive effect on the prediction. On the other hand, a higher body mass index and a greater number of pregnancies slightly increase the risk, but not enough to outweigh the negative contributions. The patient's age also slightly reduces the risk. The model's prediction that the patient does not have diabetes is mainly influenced by their plasma glucose concentration, which is relatively low and decreases the likelihood of diabetes.","The thickness of the triceps skin fold has a minimal positive effect on the prediction. The patient's age also slightly reduces the risk. On the other hand, a higher body mass index and a greater number of pregnancies slightly increase the risk, but not enough to outweigh the negative contributions. Overall, the combination of these factors leads the model to predict that the patient does not have diabetes. The model's prediction that the patient does not have diabetes is mainly influenced by their plasma glucose concentration, which is relatively low and decreases the likelihood of diabetes.",5,8.13,9.63,11.07,1.51,2.94,1.19,1.36,10.27,1.72,7.91,12.81,-5.4233,16.5,8.15,29.92,8.13,-3.8429,15.92,5.66,24.42,9.63,-9.6603,25.41,14.78,45.38,11.07
9,"The model's prediction that the patient has diabetes is influenced by several factors. The patient's BMI of 25.60 slightly decreases the likelihood of diabetes. However, a plasma glucose concentration of 139 increases the risk. The patient's low diabetes pedigree function (0.17), having had 2 pregnancies, and a diastolic blood pressure of 75 all contribute to a lower predicted risk of diabetes, but these effects are relatively small compared to the impact of glucose level.","The patient's low diabetes pedigree function (0.17), having had 2 pregnancies, and a diastolic blood pressure of 75 all contribute to a lower predicted risk of diabetes, but these effects are relatively small compared to the impact of glucose level. However, a plasma glucose concentration of 139 increases the risk. The patient's BMI of 25.60 slightly decreases the likelihood of diabetes. The model's prediction that the patient has diabetes is influenced by several factors.","However, a plasma glucose concentration of 139 increases the risk. The patient's BMI of 25.60 slightly decreases the likelihood of diabetes. The patient's low diabetes pedigree function (0.17), having had 2 pregnancies, and a diastolic blood pressure of 75 all contribute to a lower predicted risk of diabetes, but these effects are relatively small compared to the impact of glucose level. The model's prediction that the patient has diabetes is influenced by several factors.",4,12.34,21.33,15.88,8.99,3.54,1.73,1.29,17.05,2.75,14.01,21.49,-13.6571,29.26,16.3,55.94,12.34,-4.3319,27.48,4.85,34.18,21.33,-23.7182,40.24,28.87,87.41,15.88
