text_id,num_sentences,ppl_original,ppl_shuffled,ppl_reversed,ppl_loo_mean,ppl_diff_shuffled,ppl_diff_reversed,ppl_diff_loo,ppl_change_ratio_shuffled,ppl_change_ratio_reversed,ppl_change_ratio_loo
0,3,12.216,13.5787,18.1291,18.3762,1.3627,5.913,6.1602,0.11155,0.484038,0.504272
1,4,9.3251,11.0373,12.13,13.1545,1.7122,2.8049,3.8293,0.183611,0.300789,0.410647
2,4,8.923,12.6986,11.2334,11.4523,3.7756,2.3103,2.5293,0.423127,0.258915,0.283453
3,4,9.4624,13.3662,14.1632,13.2931,3.9038,4.7008,3.8307,0.41256,0.496791,0.404839
4,4,10.5784,14.0265,14.1668,14.3646,3.4481,3.5885,3.7863,0.325959,0.339228,0.357927
5,6,14.2442,18.5598,19.1747,17.4716,4.3156,4.9305,3.2274,0.302974,0.346141,0.226579
6,3,14.6556,19.2248,23.1767,30.668,4.5692,8.5211,16.0124,0.311773,0.581424,1.092581
7,6,7.4123,10.4786,9.6111,8.7758,3.0663,2.1989,1.3635,0.413677,0.296654,0.183951
8,5,8.1253,11.0651,9.6337,10.2747,2.9398,1.5085,2.1495,0.361811,0.185655,0.264541
9,4,12.3436,15.8849,21.3337,17.0457,3.5413,8.9901,4.7021,0.286893,0.728318,0.380935
10,3,8.4666,10.2321,11.1146,12.8908,1.7655,2.648,4.4242,0.208529,0.312758,0.522547
11,5,14.4544,18.9232,17.2517,17.9288,4.4688,2.7974,3.4744,0.309168,0.19353,0.240374
12,5,7.5575,11.7284,11.3766,9.8659,4.1708,3.8191,2.3083,0.551876,0.505331,0.305435
13,6,9.3031,11.2417,12.4475,10.7994,1.9386,3.1444,1.4963,0.20838,0.337995,0.160835
14,5,11.9951,14.1824,13.4978,14.9408,2.1873,1.5027,2.9456,0.182353,0.125279,0.245571
15,2,7.6022,10.3441,10.3441,21.4885,2.7418,2.7418,13.8863,0.360663,0.360663,1.826606
16,4,8.3826,11.7566,10.8486,12.3906,3.374,2.4661,4.008,0.402503,0.294191,0.478137
17,4,8.2993,12.7202,12.5799,11.5949,4.4209,4.2805,3.2955,0.532678,0.515765,0.397085
18,5,9.8306,13.4321,15.4791,11.9719,3.6015,5.6485,2.1413,0.366352,0.574585,0.217821
19,5,9.194,13.6295,13.7103,11.2056,4.4355,4.5163,2.0116,0.48243,0.491219,0.218792
20,4,7.695,13.8686,16.4558,11.2084,6.1737,8.7608,3.5134,0.802297,1.13851,0.456585
21,6,9.1804,14.1581,13.4389,11.243,4.9777,4.2585,2.0626,0.54221,0.463869,0.224677
22,3,12.5125,13.2639,21.5197,17.5806,0.7514,9.0073,5.0682,0.060056,0.719863,0.405051
23,5,11.7407,14.35,13.8496,14.8009,2.6093,2.1089,3.0602,0.222244,0.179623,0.260649
24,4,9.8586,16.3938,11.5858,13.0824,6.5351,1.7272,3.2238,0.662885,0.175198,0.327
25,2,13.2918,19.2203,19.2203,30.2373,5.9286,5.9286,16.9455,0.446032,0.446032,1.274885
26,5,10.8389,17.6514,13.833,13.4609,6.8125,2.9941,2.622,0.628523,0.276235,0.241905
27,3,10.2738,11.8739,14.5448,15.2935,1.6002,4.271,5.0198,0.155753,0.415722,0.488599
28,5,8.9597,11.2808,10.3417,10.9067,2.3211,1.382,1.9471,0.259064,0.154252,0.217316
29,5,8.4198,11.527,13.7746,10.9262,3.1072,5.3548,2.5064,0.369034,0.635969,0.297674
