text_id_rev,num_sentences_rev,last_sentence_rev,ppl_rev
0,1,"Additionally, a diabetes pedigree function value of 0.77 and a 2-hour serum insulin level of 165 further support the prediction, though to a lesser extent.",47.53
0,2,Elevated plasma glucose concentration (145) and a higher BMI of 30.30 also increase the likelihood of diabetes.,32.74
0,3,"The model's prediction that the patient has diabetes is mainly influenced by the patient's age of 53 years, which contributes the most to the prediction.",18.13
1,1,"Overall, the glucose level has the strongest impact in reducing the predicted risk.",84.88
1,2,"On the other hand, the patient's age (38) and body mass index (30.40) slightly increase the predicted risk of diabetes.",17.26
1,3,"A lower plasma glucose concentration (89) decreases the likelihood of diabetes, as does a lower 2-hour serum insulin level (85) and a lower triceps skin fold thickness (16).",12.16
1,4,The model's prediction that the patient has diabetes is influenced by several factors.,12.13
2,1,"Overall, the combination of these factors leads the model to predict a lower chance of diabetes for this patient.",28.11
2,2,"The patient's diabetes pedigree function and number of pregnancies have only a small effect, with the pedigree function slightly increasing the risk and pregnancies slightly decreasing it.",17.47
2,3,"Specifically, the patient's relatively low glucose level, young age, and moderate BMI each decrease the likelihood of diabetes.",14.66
2,4,"The model predicts that this patient is less likely to have diabetes, mainly because their plasma glucose concentration, age, and BMI are all contributing to a lower risk.",11.23
3,1,"Overall, the most influential factors in reducing the risk are the patient's glucose level and age.",29.55
3,2,"The patient's BMI (37.40) slightly increases the risk, while their 2-hour serum insulin level (36) and diabetes pedigree function (0.25) both contribute to lowering the predicted risk.",19.02
3,3,The patient's plasma glucose concentration (95) and age (24) both decrease the predicted risk of diabetes.,14.73
3,4,The model predicts the likelihood of diabetes for this patient by considering several factors.,14.16
4,1,"Overall, the positive contributions outweigh the negative ones, leading to a higher estimated risk.",32.65
4,2,"However, the patient's younger age, lower plasma glucose concentration, and having only one pregnancy all slightly decrease the predicted risk of diabetes.",24.51
4,3,The patient's high Diabetes Pedigree Function also contributes to a higher risk.,21.21
4,4,"The model's prediction that the patient has diabetes is most strongly influenced by the patient's high BMI, which increases the likelihood of diabetes.",14.17
5,1,"Overall, age and glucose level were the most significant factors reducing the risk, while BMI and insulin level had smaller effects increasing it.",37.72
5,2,"However, having an insulin level of 0 slightly increased the predicted risk.",30.05
5,3,The plasma glucose concentration of 124 and having one pregnancy both contributed to a lower risk.,34.64
5,4,A higher BMI of 35.80 slightly increased the risk.,27.57
5,5,The patient's age of 21 years contributed to lowering the predicted risk.,21.07
5,6,The model's prediction that the patient has diabetes was influenced by several factors.,19.17
6,1,"In contrast, their diastolic blood pressure slightly decreases the predicted risk of diabetes.",63.55
6,2,The patient's diabetes pedigree function also contributes slightly to a higher risk.,74.82
6,3,"The model predicts that the patient is likely to have diabetes mainly because of their high plasma glucose concentration, elevated BMI, and older age, which all increase the predicted risk.",23.18
7,1,"Overall, the combination of these factors leads the model to estimate a lower probability of diabetes for this patient.",27.53
7,2,"The diabetes pedigree function is 0.17, contributing to a lower risk, and the 2-hour serum insulin level is 52, which also slightly reduces the predicted risk.",17.6
7,3,"The BMI is 32.70, which slightly increases the risk.",14.05
7,4,"The patient's age is 25, which also slightly lowers the risk.",11.13
7,5,"The patient's plasma glucose concentration is 87, which decreases the predicted risk of diabetes.",9.55
7,6,The model predicts the likelihood of diabetes for this patient by considering several factors.,9.61
8,1,"Overall, the combination of these factors leads the model to predict that the patient does not have diabetes.",24.42
8,2,The thickness of the triceps skin fold has a minimal positive effect on the prediction.,20.74
8,3,"On the other hand, a higher body mass index and a greater number of pregnancies slightly increase the risk, but not enough to outweigh the negative contributions.",12.9
8,4,The patient's age also slightly reduces the risk.,11.89
8,5,"The model's prediction that the patient does not have diabetes is mainly influenced by their plasma glucose concentration, which is relatively low and decreases the likelihood of diabetes.",9.63
9,1,"The patient's low diabetes pedigree function (0.17), having had 2 pregnancies, and a diastolic blood pressure of 75 all contribute to a lower predicted risk of diabetes, but these effects are relatively small compared to the impact of glucose level.",34.18
9,2,"However, a plasma glucose concentration of 139 increases the risk.",29.58
9,3,The patient's BMI of 25.60 slightly decreases the likelihood of diabetes.,24.81
9,4,The model's prediction that the patient has diabetes is influenced by several factors.,21.33
10,1,"On the other hand, the patient's plasma glucose concentration slightly decreases the predicted risk, as does their diastolic blood pressure, but these effects are smaller compared to the influence of age and BMI.",17.06
10,2,The patient's BMI and number of pregnancies also contribute to a higher risk.,14.94
10,3,"The model's prediction that the patient has diabetes is most strongly influenced by the patient's age, which increases the likelihood of diabetes.",11.11
11,1,"Overall, the elevated glucose level is the primary reason for the higher prediction.",79.91
11,2,"The patient's BMI (30.90), high insulin level (318), and blood pressure (60) all contribute modestly to increasing the predicted risk of diabetes.",26.37
11,3,A low diabetes pedigree function (0.15) slightly decreases the risk.,25.16
11,4,"The patient's high plasma glucose concentration (148) is the most significant contributor, increasing the predicted risk.",18.73
11,5,The model predicts the likelihood of diabetes based on several factors.,17.25
12,1,"Overall, the most influential factors increasing the risk are the high BMI and Diabetes Pedigree Function.",56.59
12,2,"On the other hand, a plasma glucose concentration of 124 and having had 2 pregnancies both slightly decrease the predicted risk.",29.87
12,3,The patient's age of 30 also contributes slightly to a higher risk.,21.86
12,4,The patient's high Body Mass Index (BMI) of 32.90 and a Diabetes Pedigree Function value of 0.88 both increase the predicted risk of diabetes.,11.99
12,5,The model predicts the likelihood of diabetes for this patient based on several factors.,11.38
13,1,"Overall, glucose level has the strongest negative impact, while age and BMI are the most significant positive contributors.",33.99
13,2,"Having had 13 pregnancies adds a small increase to the risk, while a diastolic blood pressure of 72 has a minimal positive effect on the prediction.",20.89
13,3,A BMI of 31.20 also contributes to a higher predicted risk.,18.06
