text_id,num_sentences,distinct_2gram_ratio,ttr,verb_ratio,connectives_ratio,cumulative_ppls
0,3,0.984848,0.672131,0.114754,0.098361,"[17.8527, 16.8267, 12.216]"
1,4,0.958904,0.676471,0.161765,0.058824,"[55.9382, 15.1302, 9.4456, 9.3251]"
2,4,0.945055,0.619565,0.152174,0.097826,"[20.511, 12.4157, 11.4563, 8.923]"
3,4,0.958333,0.61194,0.164179,0.089552,"[46.6456, 20.0411, 11.2322, 9.4624]"
4,4,0.914286,0.704225,0.197183,0.056338,"[19.5645, 18.0455, 12.3443, 10.5784]"
5,6,0.928571,0.604938,0.197531,0.074074,"[67.8954, 27.9098, 23.352, 21.3664, 17.5463, 14.2442]"
6,3,0.981481,0.745455,0.145455,0.054545,"[18.0993, 21.3371, 14.6556]"
7,6,0.880435,0.505747,0.183908,0.068966,"[46.6456, 21.0328, 12.4855, 10.3025, 8.6189, 7.4123]"
8,5,0.936842,0.635417,0.166667,0.052083,"[29.9169, 21.7973, 11.5138, 11.1476, 8.1253]"
9,4,0.986301,0.695652,0.144928,0.043478,"[55.9382, 27.2812, 21.4937, 12.3436]"
10,3,0.970149,0.720588,0.161765,0.073529,"[18.6448, 13.5719, 8.4666]"
11,5,0.943662,0.671642,0.179104,0.044776,"[33.0151, 27.9504, 22.1351, 15.0685, 14.4544]"
12,5,0.965116,0.573171,0.134146,0.073171,"[34.3946, 11.2818, 9.2555, 8.6538, 7.5575]"
13,6,0.967742,0.629213,0.179775,0.067416,"[34.6251, 23.7205, 13.9118, 11.9414, 9.8961, 9.3031]"
14,5,0.975904,0.658228,0.151899,0.101266,"[55.9382, 15.4838, 15.6198, 12.9959, 11.9951]"
15,2,0.943662,0.597222,0.152778,0.069444,"[20.5725, 7.6022]"
16,4,0.986486,0.72,0.16,0.08,"[18.3476, 10.573, 11.0172, 8.3826]"
17,4,0.970588,0.703125,0.09375,0.09375,"[34.3946, 12.9255, 8.1601, 8.2993]"
18,5,0.974026,0.671233,0.123288,0.09589,"[33.0151, 18.6078, 13.0251, 11.2383, 9.8306]"
19,5,0.903226,0.561798,0.134831,0.11236,"[46.6456, 23.0735, 15.3655, 11.9589, 9.194]"
20,4,0.970149,0.691176,0.205882,0.073529,"[33.0347, 14.6259, 9.5715, 7.695]"
21,6,0.920455,0.588235,0.164706,0.058824,"[46.6456, 20.66, 14.5359, 10.1525, 10.4372, 9.1804]"
22,3,0.953125,0.716667,0.116667,0.116667,"[28.3356, 14.5135, 12.5125]"
23,5,0.917808,0.608696,0.144928,0.057971,"[34.3946, 35.1158, 16.199, 15.2691, 11.7407]"
24,4,0.976744,0.689655,0.149425,0.091954,"[24.5999, 15.7413, 13.107, 9.8586]"
25,2,1.0,0.711864,0.101695,0.101695,"[21.0685, 13.2918]"
26,5,0.987342,0.706667,0.16,0.106667,"[33.0347, 23.9832, 15.235, 13.1617, 10.8389]"
27,3,1.0,0.702703,0.202703,0.121622,"[26.2829, 12.6928, 10.2738]"
28,5,0.950495,0.591837,0.153061,0.091837,"[34.3946, 15.7031, 17.1177, 10.8336, 8.9597]"
29,5,0.934066,0.613636,0.147727,0.090909,"[34.3946, 13.3499, 10.8463, 10.0003, 8.4198]"
