text_id,num_sentences,ppl_original,ppl_shuffled,ppl_reversed,ppl_loo_mean,ppl_diff_shuffled,ppl_diff_reversed,ppl_diff_loo,ppl_change_ratio_shuffled,ppl_change_ratio_reversed,ppl_change_ratio_loo
0,5,5.4192,6.081,5.6113,7.4699,0.6618,0.1921,2.0507,0.12212,0.03545,0.378411
1,5,4.604,5.3091,4.982,6.2948,0.7051,0.378,1.6908,0.15315,0.082111,0.367251
2,5,5.209,5.5878,4.5629,6.8588,0.3788,-0.6461,1.6498,0.07272,-0.12403,0.316719
3,5,4.7279,5.3318,4.495,6.9045,0.6039,-0.233,2.1766,0.127727,-0.049271,0.460368
4,5,6.3269,7.8254,6.2479,9.0026,1.4985,-0.079,2.6757,0.23685,-0.012487,0.42291
5,5,5.1038,5.522,4.7521,7.2332,0.4181,-0.3517,2.1294,0.081926,-0.068906,0.417218
6,5,4.7279,5.3318,4.495,6.9045,0.6039,-0.233,2.1766,0.127727,-0.049271,0.460368
7,5,5.2936,6.5474,5.5678,7.1703,1.2538,0.2742,1.8768,0.236849,0.051799,0.354535
8,5,4.7279,5.3318,4.495,6.9045,0.6039,-0.233,2.1766,0.127727,-0.049271,0.460368
9,5,5.2732,5.9844,5.86,7.6571,0.7112,0.5868,2.3839,0.134862,0.111276,0.452073
10,5,4.7279,5.3318,4.495,6.9045,0.6039,-0.233,2.1766,0.127727,-0.049271,0.460368
11,5,6.0026,7.1292,5.895,8.1255,1.1267,-0.1076,2.1229,0.187694,-0.017929,0.353667
12,5,5.4001,6.2878,5.2582,7.3265,0.8877,-0.1419,1.9264,0.164391,-0.026276,0.35674
13,5,5.5896,6.1418,5.8048,7.5431,0.5521,0.2151,1.9535,0.098777,0.038488,0.349479
14,5,5.0917,5.5055,4.7407,7.2236,0.4138,-0.351,2.1319,0.081267,-0.068932,0.418711
15,5,5.6994,7.0884,6.3679,7.682,1.3891,0.6685,1.9827,0.243722,0.117295,0.347874
16,5,5.3021,6.2875,5.0067,7.4076,0.9854,-0.2954,2.1055,0.185845,-0.055706,0.397105
17,5,5.223,5.7943,4.7478,7.1114,0.5714,-0.4751,1.8884,0.109392,-0.09097,0.361563
18,5,5.3997,6.3531,4.9747,7.3288,0.9534,-0.4249,1.9291,0.176571,-0.078691,0.357273
19,5,4.743,5.5016,4.3885,6.5499,0.7587,-0.3544,1.8069,0.159956,-0.07473,0.380965
20,5,5.5032,5.8928,5.5513,7.2728,0.3896,0.0481,1.7695,0.070794,0.008739,0.321542
21,5,4.743,5.5016,4.3885,6.5499,0.7587,-0.3544,1.8069,0.159956,-0.07473,0.380965
22,5,5.2912,5.8635,5.435,7.1807,0.5723,0.1438,1.8894,0.108152,0.027172,0.357089
23,5,5.6835,6.4945,6.1819,7.814,0.8111,0.4984,2.1305,0.142704,0.087694,0.374862
24,5,4.8103,5.6161,4.4789,6.6566,0.8059,-0.3314,1.8463,0.167528,-0.068898,0.383816
25,5,6.0704,6.8846,6.1037,8.3632,0.8142,0.0333,2.2928,0.13413,0.005488,0.37771
26,5,5.0917,5.5055,4.7407,7.2236,0.4138,-0.351,2.1319,0.081267,-0.068932,0.418711
27,5,4.7144,4.9934,4.7535,6.4635,0.279,0.0391,1.7491,0.059173,0.008292,0.371017
28,5,4.7144,4.9934,4.7535,6.4635,0.279,0.0391,1.7491,0.059173,0.008292,0.371017
29,5,6.0419,7.435,6.2778,8.4996,1.3931,0.2359,2.4577,0.23057,0.039038,0.406777
