text_id,num_sentences,last_sentence,ppl
0,1,"For this instance, the model predicted to get a man of the match award.",66.31
0,2,Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction.,27.82
0,3,Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction.,11.07
0,4,Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction.,7.27
0,5,Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction.,5.34
1,1,"For this instance, the model predicted to get a man of the match award.",66.31
1,2,Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction.,27.82
1,3,Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction.,11.07
1,4,Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction.,7.27
1,5,Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction.,5.34
2,1,"For this instance, the model predicted to get a man of the match award.",66.31
2,2,Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction.,27.82
2,3,Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction.,11.07
2,4,Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction.,7.27
2,5,Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction.,5.34
3,1,"For this instance, the model predicted to get a man of the match award.",66.31
3,2,Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction.,27.82
3,3,Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction.,11.07
3,4,Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction.,7.27
3,5,Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction.,5.34
4,1,"For this instance, the model predicted not to get a man of the match award.",54.76
4,2,Goal scored (Number of goals scored) is the most important feature and has a negative influence on the prediction.,26.58
4,3,Ball possession % (Percentage of ball possession) is the second most important feature and has a positive influence on the prediction.,10.32
4,4,Corners (Number of corner kicks) is the third most important feature and has a positive influence on the prediction.,6.33
4,5,Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction.,4.84
5,1,"For this instance, the model predicted not to get a man of the match award.",54.76
5,2,Goal scored (Number of goals scored) is the most important feature and has a negative influence on the prediction.,26.58
5,3,Corners (Number of corner kicks) is the second most important feature and has a positive influence on the prediction.,11.0
5,4,Passes (Total number of passes) is the third most important feature and has a negative influence on the prediction.,6.63
5,5,Off-target (Number of off-target attempts) is the 4th most important feature and has a positive influence on the prediction.,5.39
6,1,"For this instance, the model predicted not to get a man of the match award.",54.76
6,2,Goal scored (Number of goals scored) is the most important feature and has a negative influence on the prediction.,26.58
6,3,Corners (Number of corner kicks) is the second most important feature and has a positive influence on the prediction.,11.0
6,4,Passes (Total number of passes) is the third most important feature and has a negative influence on the prediction.,6.63
6,5,Off-target (Number of off-target attempts) is the 4th most important feature and has a positive influence on the prediction.,5.39
7,1,"For this instance, the model predicted to get a man of the match award.",66.31
7,2,Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction.,27.82
7,3,Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction.,11.07
7,4,Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction.,7.27
7,5,Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction.,5.34
8,1,"For this instance, the model predicted not to get a man of the match award.",54.76
8,2,Goal scored (Number of goals scored) is the most important feature and has a negative influence on the prediction.,26.58
8,3,Passes (Total number of passes) is the second most important feature and has a positive influence on the prediction.,10.81
8,4,Corners (Number of corner kicks) is the third most important feature and has a positive influence on the prediction.,6.52
