id,text,reversed_text,shuffled_text,num_sentences,ppl,ppl_reversed,ppl_shuffled,ppl_diff_reversed,ppl_diff_shuffled,ppl_ratio_reversed,ppl_ratio_shuffled,ppl_loo_mean,ppl_loo_std,ppl_loo_min,ppl_loo_max,ppl_cumulative_slope,ppl_cumulative_mean,ppl_cumulative_std,ppl_cumulative_first,ppl_cumulative_last,ppl_cumulative_rev_slope,ppl_cumulative_rev_mean,ppl_cumulative_rev_std,ppl_cumulative_rev_first,ppl_cumulative_rev_last,ppl_cumulative_shuff_slope,ppl_cumulative_shuff_mean,ppl_cumulative_shuff_std,ppl_cumulative_shuff_first,ppl_cumulative_shuff_last
0,"For this instance, the model predicted to get a man of the match award. Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction. Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction. Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction. Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction.","Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction. Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction. Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction. Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction. For this instance, the model predicted to get a man of the match award.","Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction. Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction. Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction. Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction. For this instance, the model predicted to get a man of the match award.",5,5.34,6.11,5.7,0.77,0.37,1.14,1.07,6.77,1.4,4.06,7.89,-14.2501,23.56,22.8,66.31,5.34,-4.8058,11.31,8.02,26.58,6.11,-8.318,14.39,14.82,43.59,5.7
1,"For this instance, the model predicted to get a man of the match award. Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction. Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction. Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction. Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction.","Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction. Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction. Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction. Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction. For this instance, the model predicted to get a man of the match award.","Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction. Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction. Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction. Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction. For this instance, the model predicted to get a man of the match award.",5,5.34,6.11,5.7,0.77,0.37,1.14,1.07,6.77,1.4,4.06,7.89,-14.2501,23.56,22.8,66.31,5.34,-4.8058,11.31,8.02,26.58,6.11,-8.318,14.39,14.82,43.59,5.7
2,"For this instance, the model predicted to get a man of the match award. Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction. Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction. Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction. Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction.","Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction. Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction. Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction. Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction. For this instance, the model predicted to get a man of the match award.","Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction. Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction. Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction. Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction. For this instance, the model predicted to get a man of the match award.",5,5.34,6.11,5.7,0.77,0.37,1.14,1.07,6.77,1.4,4.06,7.89,-14.2501,23.56,22.8,66.31,5.34,-4.8058,11.31,8.02,26.58,6.11,-8.318,14.39,14.82,43.59,5.7
3,"For this instance, the model predicted to get a man of the match award. Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction. Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction. Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction. Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction.","Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction. Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction. Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction. Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction. For this instance, the model predicted to get a man of the match award.","Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction. Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction. Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction. Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction. For this instance, the model predicted to get a man of the match award.",5,5.34,6.11,5.7,0.77,0.37,1.14,1.07,6.77,1.4,4.06,7.89,-14.2501,23.56,22.8,66.31,5.34,-4.8058,11.31,8.02,26.58,6.11,-8.318,14.39,14.82,43.59,5.7
4,"For this instance, the model predicted not to get a man of the match award. Goal scored (Number of goals scored) is the most important feature and has a negative influence on the prediction. Ball possession % (Percentage of ball possession) is the second most important feature and has a positive influence on the prediction. Corners (Number of corner kicks) is the third most important feature and has a positive influence on the prediction. Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction.","Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction. Corners (Number of corner kicks) is the third most important feature and has a positive influence on the prediction. Ball possession % (Percentage of ball possession) is the second most important feature and has a positive influence on the prediction. Goal scored (Number of goals scored) is the most important feature and has a negative influence on the prediction. For this instance, the model predicted not to get a man of the match award.","Corners (Number of corner kicks) is the third most important feature and has a positive influence on the prediction. Goal scored (Number of goals scored) is the most important feature and has a negative influence on the prediction. Ball possession % (Percentage of ball possession) is the second most important feature and has a positive influence on the prediction. Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction. For this instance, the model predicted not to get a man of the match award.",5,4.84,5.84,4.97,1.0,0.13,1.21,1.03,6.14,1.25,3.7,7.05,-12.0096,20.57,18.76,54.76,4.84,-4.7305,10.78,8.15,26.58,5.84,-5.178,10.14,9.38,28.67,4.97
5,"For this instance, the model predicted not to get a man of the match award. Goal scored (Number of goals scored) is the most important feature and has a negative influence on the prediction. Corners (Number of corner kicks) is the second most important feature and has a positive influence on the prediction. Passes (Total number of passes) is the third most important feature and has a negative influence on the prediction. Off-target (Number of off-target attempts) is the 4th most important feature and has a positive influence on the prediction.","Off-target (Number of off-target attempts) is the 4th most important feature and has a positive influence on the prediction. Passes (Total number of passes) is the third most important feature and has a negative influence on the prediction. Corners (Number of corner kicks) is the second most important feature and has a positive influence on the prediction. Goal scored (Number of goals scored) is the most important feature and has a negative influence on the prediction. For this instance, the model predicted not to get a man of the match award.","Passes (Total number of passes) is the third most important feature and has a negative influence on the prediction. Goal scored (Number of goals scored) is the most important feature and has a negative influence on the prediction. Corners (Number of corner kicks) is the second most important feature and has a positive influence on the prediction. Off-target (Number of off-target attempts) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted not to get a man of the match award.",5,5.39,5.82,5.72,0.44,0.33,1.08,1.06,6.7,1.3,4.22,7.71,-11.8696,20.87,18.55,54.76,5.39,-6.8714,13.25,11.82,36.25,5.82,-6.0983,11.92,10.85,33.24,5.72
6,"For this instance, the model predicted not to get a man of the match award. Goal scored (Number of goals scored) is the most important feature and has a negative influence on the prediction. Corners (Number of corner kicks) is the second most important feature and has a positive influence on the prediction. Passes (Total number of passes) is the third most important feature and has a negative influence on the prediction. Off-target (Number of off-target attempts) is the 4th most important feature and has a positive influence on the prediction.","Off-target (Number of off-target attempts) is the 4th most important feature and has a positive influence on the prediction. Passes (Total number of passes) is the third most important feature and has a negative influence on the prediction. Corners (Number of corner kicks) is the second most important feature and has a positive influence on the prediction. Goal scored (Number of goals scored) is the most important feature and has a negative influence on the prediction. For this instance, the model predicted not to get a man of the match award.","Passes (Total number of passes) is the third most important feature and has a negative influence on the prediction. Goal scored (Number of goals scored) is the most important feature and has a negative influence on the prediction. Corners (Number of corner kicks) is the second most important feature and has a positive influence on the prediction. Off-target (Number of off-target attempts) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted not to get a man of the match award.",5,5.39,5.82,5.72,0.44,0.33,1.08,1.06,6.7,1.3,4.22,7.71,-11.8696,20.87,18.55,54.76,5.39,-6.8714,13.25,11.82,36.25,5.82,-6.0983,11.92,10.85,33.24,5.72
7,"For this instance, the model predicted to get a man of the match award. Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction. Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction. Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction. Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction.","Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction. Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction. Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction. Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction. For this instance, the model predicted to get a man of the match award.","Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction. Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction. Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction. Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction. For this instance, the model predicted to get a man of the match award.",5,5.34,6.11,5.7,0.77,0.37,1.14,1.07,6.77,1.4,4.06,7.89,-14.2501,23.56,22.8,66.31,5.34,-4.8058,11.31,8.02,26.58,6.11,-8.318,14.39,14.82,43.59,5.7
8,"For this instance, the model predicted not to get a man of the match award. Goal scored (Number of goals scored) is the most important feature and has a negative influence on the prediction. Passes (Total number of passes) is the second most important feature and has a positive influence on the prediction. Corners (Number of corner kicks) is the third most important feature and has a positive influence on the prediction. Off-target (Number of off-target attempts) is the 4th most important feature and has a positive influence on the prediction.","Off-target (Number of off-target attempts) is the 4th most important feature and has a positive influence on the prediction. Corners (Number of corner kicks) is the third most important feature and has a positive influence on the prediction. Passes (Total number of passes) is the second most important feature and has a positive influence on the prediction. Goal scored (Number of goals scored) is the most important feature and has a negative influence on the prediction. For this instance, the model predicted not to get a man of the match award.","Corners (Number of corner kicks) is the third most important feature and has a positive influence on the prediction. Goal scored (Number of goals scored) is the most important feature and has a negative influence on the prediction. Passes (Total number of passes) is the second most important feature and has a positive influence on the prediction. Off-target (Number of off-target attempts) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted not to get a man of the match award.",5,5.33,5.73,5.24,0.4,-0.09,1.07,0.98,6.58,1.34,4.03,7.66,-11.8916,20.8,18.6,54.76,5.33,-6.8634,13.09,11.88,36.25,5.73,-5.0994,10.22,9.33,28.67,5.24
9,"For this instance, the model predicted not to get a man of the match award. Goal scored (Number of goals scored) is the most important feature and has a negative influence on the prediction. Corners (Number of corner kicks) is the second most important feature and has a positive influence on the prediction. Passes (Total number of passes) is the third most important feature and has a negative influence on the prediction. Off-target (Number of off-target attempts) is the 4th most important feature and has a positive influence on the prediction.","Off-target (Number of off-target attempts) is the 4th most important feature and has a positive influence on the prediction. Passes (Total number of passes) is the third most important feature and has a negative influence on the prediction. Corners (Number of corner kicks) is the second most important feature and has a positive influence on the prediction. Goal scored (Number of goals scored) is the most important feature and has a negative influence on the prediction. For this instance, the model predicted not to get a man of the match award.","Passes (Total number of passes) is the third most important feature and has a negative influence on the prediction. Goal scored (Number of goals scored) is the most important feature and has a negative influence on the prediction. Corners (Number of corner kicks) is the second most important feature and has a positive influence on the prediction. Off-target (Number of off-target attempts) is the 4th most important feature and has a positive influence on the prediction. For this instance, the model predicted not to get a man of the match award.",5,5.39,5.82,5.72,0.44,0.33,1.08,1.06,6.7,1.3,4.22,7.71,-11.8696,20.87,18.55,54.76,5.39,-6.8714,13.25,11.82,36.25,5.82,-6.0983,11.92,10.85,33.24,5.72
