text_id,num_sentences,distinct_2gram_ratio,ttr,verb_ratio,connectives_ratio,cumulative_ppls
0,5,0.629213,0.413793,0.149425,0.057471,"[66.3114, 27.8241, 11.0684, 7.2728, 5.3368]"
1,5,0.629213,0.413793,0.149425,0.057471,"[66.3114, 27.8241, 11.0684, 7.2728, 5.3368]"
2,5,0.629213,0.413793,0.149425,0.057471,"[66.3114, 27.8241, 11.0684, 7.2728, 5.3368]"
3,5,0.629213,0.413793,0.149425,0.057471,"[66.3114, 27.8241, 11.0684, 7.2728, 5.3368]"
4,5,0.652174,0.428571,0.142857,0.054945,"[54.7618, 26.5802, 10.3245, 6.3303, 4.8385]"
5,5,0.633333,0.420455,0.147727,0.056818,"[54.7618, 26.5802, 11.0022, 6.6282, 5.3896]"
6,5,0.633333,0.420455,0.147727,0.056818,"[54.7618, 26.5802, 11.0022, 6.6282, 5.3896]"
7,5,0.629213,0.413793,0.149425,0.057471,"[66.3114, 27.8241, 11.0684, 7.2728, 5.3368]"
8,5,0.633333,0.420455,0.147727,0.056818,"[54.7618, 26.5802, 10.8129, 6.5233, 5.3323]"
9,5,0.633333,0.420455,0.147727,0.056818,"[54.7618, 26.5802, 11.0022, 6.6282, 5.3896]"
10,5,0.629213,0.413793,0.149425,0.057471,"[66.3114, 27.8241, 10.8539, 7.0799, 5.243]"
11,5,0.629213,0.413793,0.149425,0.057471,"[66.3114, 27.8241, 10.8539, 7.0799, 5.243]"
12,5,0.633333,0.420455,0.147727,0.056818,"[54.7618, 26.5802, 11.1543, 6.6629, 5.4187]"
13,5,0.629213,0.413793,0.149425,0.057471,"[66.3114, 27.8241, 10.8539, 7.0799, 5.243]"
14,5,0.633333,0.420455,0.147727,0.056818,"[54.7618, 34.1785, 13.758, 7.7865, 5.7198]"
15,5,0.629213,0.413793,0.149425,0.057471,"[66.3114, 27.8241, 11.0684, 7.2728, 5.3368]"
16,5,0.629213,0.413793,0.149425,0.057471,"[66.3114, 27.8241, 11.0684, 7.2728, 5.3368]"
17,5,0.652174,0.428571,0.142857,0.054945,"[54.7618, 26.5802, 10.8129, 6.5361, 4.9043]"
18,5,0.629213,0.413793,0.149425,0.057471,"[66.3114, 27.8241, 11.0684, 7.2728, 5.3368]"
19,5,0.652174,0.428571,0.142857,0.054945,"[54.7618, 26.5802, 10.8129, 6.5361, 4.9043]"
20,5,0.629213,0.413793,0.149425,0.057471,"[66.3114, 27.8241, 11.0684, 7.2728, 5.3368]"
21,5,0.629213,0.413793,0.149425,0.057471,"[66.3114, 27.8241, 10.8539, 7.0799, 5.243]"
22,5,0.629213,0.413793,0.149425,0.057471,"[66.3114, 27.8241, 11.0684, 7.2728, 5.3368]"
23,5,0.629213,0.413793,0.149425,0.057471,"[66.3114, 27.8241, 10.8539, 7.0799, 5.243]"
24,5,0.606742,0.402299,0.149425,0.057471,"[66.3114, 27.8241, 10.8539, 7.0799, 5.1882]"
25,5,0.629213,0.413793,0.149425,0.057471,"[66.3114, 27.8241, 11.0684, 7.2728, 5.3368]"
26,5,0.606742,0.402299,0.149425,0.057471,"[66.3114, 27.8241, 10.8539, 7.0799, 5.1882]"
27,5,0.633333,0.420455,0.147727,0.056818,"[54.7618, 34.1785, 13.758, 7.7865, 5.7198]"
28,5,0.629213,0.413793,0.149425,0.057471,"[66.3114, 27.8241, 10.8539, 7.0799, 5.243]"
29,5,0.629213,0.413793,0.149425,0.057471,"[66.3114, 27.8241, 11.0684, 7.2728, 5.3368]"
