text_id_rev,num_sentences_rev,last_sentence_rev,ppl_rev
0,1,Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction.,26.58
0,2,Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction.,12.07
0,3,Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction.,6.83
0,4,Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction.,4.97
0,5,"For this instance, the model predicted to get a man of the match award.",6.11
1,1,Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction.,26.58
1,2,Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction.,12.07
1,3,Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction.,6.83
1,4,Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction.,4.97
1,5,"For this instance, the model predicted to get a man of the match award.",6.11
2,1,Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction.,26.58
2,2,Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction.,12.07
2,3,Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction.,6.83
2,4,Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction.,4.97
2,5,"For this instance, the model predicted to get a man of the match award.",6.11
3,1,Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction.,26.58
3,2,Off-target (Number of off-target attempts) is the third most important feature and has a positive influence on the prediction.,12.07
3,3,Corners (Number of corner kicks) is the second most important feature and has a negative influence on the prediction.,6.83
3,4,Goal scored (Number of goals scored) is the most important feature and has a positive influence on the prediction.,4.97
3,5,"For this instance, the model predicted to get a man of the match award.",6.11
4,1,Passes (Total number of passes) is the 4th most important feature and has a negative influence on the prediction.,26.58
4,2,Corners (Number of corner kicks) is the third most important feature and has a positive influence on the prediction.,10.53
4,3,Ball possession % (Percentage of ball possession) is the second most important feature and has a positive influence on the prediction.,6.21
4,4,Goal scored (Number of goals scored) is the most important feature and has a negative influence on the prediction.,4.72
4,5,"For this instance, the model predicted not to get a man of the match award.",5.84
5,1,Off-target (Number of off-target attempts) is the 4th most important feature and has a positive influence on the prediction.,36.25
5,2,Passes (Total number of passes) is the third most important feature and has a negative influence on the prediction.,12.72
5,3,Corners (Number of corner kicks) is the second most important feature and has a positive influence on the prediction.,6.61
5,4,Goal scored (Number of goals scored) is the most important feature and has a negative influence on the prediction.,4.85
5,5,"For this instance, the model predicted not to get a man of the match award.",5.82
6,1,Off-target (Number of off-target attempts) is the 4th most important feature and has a positive influence on the prediction.,36.25
6,2,Passes (Total number of passes) is the third most important feature and has a negative influence on the prediction.,12.72
6,3,Corners (Number of corner kicks) is the second most important feature and has a positive influence on the prediction.,6.61
6,4,Goal scored (Number of goals scored) is the most important feature and has a negative influence on the prediction.,4.85
