text_id,num_sentences,ppl_original,ppl_shuffled,ppl_reversed,ppl_loo_mean,ppl_diff_shuffled,ppl_diff_reversed,ppl_diff_loo,ppl_change_ratio_shuffled,ppl_change_ratio_reversed,ppl_change_ratio_loo
0,5,5.3368,5.7042,6.1063,6.7699,0.3674,0.7695,1.4331,0.068846,0.144185,0.268538
1,5,5.3368,5.7042,6.1063,6.7699,0.3674,0.7695,1.4331,0.068846,0.144185,0.268538
2,5,5.3368,5.7042,6.1063,6.7699,0.3674,0.7695,1.4331,0.068846,0.144185,0.268538
3,5,5.3368,5.7042,6.1063,6.7699,0.3674,0.7695,1.4331,0.068846,0.144185,0.268538
4,5,4.8385,4.9663,5.8386,6.1397,0.1278,1.0,1.3012,0.02641,0.206681,0.268922
5,5,5.3896,5.7188,5.825,6.6958,0.3292,0.4354,1.3063,0.061084,0.080791,0.242368
6,5,5.3896,5.7188,5.825,6.6958,0.3292,0.4354,1.3063,0.061084,0.080791,0.242368
7,5,5.3368,5.7042,6.1063,6.7699,0.3674,0.7695,1.4331,0.068846,0.144185,0.268538
8,5,5.3323,5.2405,5.7301,6.5835,-0.0918,0.3978,1.2513,-0.017222,0.074597,0.234655
9,5,5.3896,5.7188,5.825,6.6958,0.3292,0.4354,1.3063,0.061084,0.080791,0.242368
10,5,5.243,5.6752,6.1,6.6618,0.4322,0.8569,1.4188,0.082427,0.163438,0.270597
11,5,5.243,5.6752,6.1,6.6618,0.4322,0.8569,1.4188,0.082427,0.163438,0.270597
12,5,5.4187,5.6875,5.7875,6.7644,0.2688,0.3688,1.3457,0.049609,0.068057,0.248347
13,5,5.243,5.6752,6.1,6.6618,0.4322,0.8569,1.4188,0.082427,0.163438,0.270597
14,5,5.7198,5.3198,5.743,7.0643,-0.4,0.0232,1.3445,-0.069928,0.004056,0.235053
15,5,5.3368,5.7042,6.1063,6.7699,0.3674,0.7695,1.4331,0.068846,0.144185,0.268538
16,5,5.3368,5.7042,6.1063,6.7699,0.3674,0.7695,1.4331,0.068846,0.144185,0.268538
17,5,4.9043,5.4718,5.2347,6.0312,0.5674,0.3304,1.1269,0.115702,0.067363,0.22978
18,5,5.3368,5.7042,6.1063,6.7699,0.3674,0.7695,1.4331,0.068846,0.144185,0.268538
19,5,4.9043,5.4718,5.2347,6.0312,0.5674,0.3304,1.1269,0.115702,0.067363,0.22978
20,5,5.3368,5.7042,6.1063,6.7699,0.3674,0.7695,1.4331,0.068846,0.144185,0.268538
21,5,5.243,5.6752,6.1,6.6618,0.4322,0.8569,1.4188,0.082427,0.163438,0.270597
22,5,5.3368,5.7042,6.1063,6.7699,0.3674,0.7695,1.4331,0.068846,0.144185,0.268538
23,5,5.243,5.6752,6.1,6.6618,0.4322,0.8569,1.4188,0.082427,0.163438,0.270597
24,5,5.1882,5.6348,5.9101,6.5784,0.4466,0.7219,1.3902,0.086087,0.13915,0.267951
25,5,5.3368,5.7042,6.1063,6.7699,0.3674,0.7695,1.4331,0.068846,0.144185,0.268538
26,5,5.1882,5.6348,5.9101,6.5784,0.4466,0.7219,1.3902,0.086087,0.13915,0.267951
27,5,5.7198,5.3198,5.743,7.0643,-0.4,0.0232,1.3445,-0.069928,0.004056,0.235053
28,5,5.243,5.6752,6.1,6.6618,0.4322,0.8569,1.4188,0.082427,0.163438,0.270597
29,5,5.3368,5.7042,6.1063,6.7699,0.3674,0.7695,1.4331,0.068846,0.144185,0.268538
