text_id,num_sentences,distinct_2gram_ratio,ttr,verb_ratio,connectives_ratio,cumulative_ppls
0,2,0.914894,0.617021,0.106383,0.06383,"[13.4527, 9.1176]"
1,2,0.953488,0.651163,0.093023,0.069767,"[15.9887, 11.6429]"
2,2,0.954545,0.636364,0.090909,0.068182,"[15.329, 10.0269]"
3,2,0.952381,0.642857,0.095238,0.071429,"[15.329, 11.1968]"
4,2,0.930233,0.627907,0.093023,0.093023,"[12.3705, 9.4032]"
5,2,0.925,0.625,0.1,0.05,"[19.1781, 10.3194]"
8,2,0.934783,0.630435,0.086957,0.086957,"[12.3705, 8.6947]"
10,2,0.925,0.625,0.1,0.05,"[19.1781, 10.3194]"
11,2,0.911111,0.6,0.111111,0.066667,"[15.329, 9.3833]"
12,2,0.911111,0.6,0.111111,0.066667,"[15.329, 9.3833]"
14,2,0.930233,0.627907,0.116279,0.093023,"[14.5366, 10.8015]"
15,2,0.956522,0.717391,0.152174,0.086957,"[28.6626, 12.0876]"
17,2,0.934783,0.695652,0.152174,0.108696,"[21.3703, 10.8174]"
18,2,0.925,0.625,0.1,0.05,"[19.1781, 10.3194]"
20,2,0.911111,0.622222,0.088889,0.066667,"[18.05, 11.1826]"
21,2,0.911111,0.6,0.111111,0.066667,"[16.1116, 9.6987]"
22,2,0.925,0.625,0.1,0.05,"[19.1781, 10.3194]"
23,2,0.952381,0.642857,0.095238,0.071429,"[15.329, 11.1968]"
25,2,0.952381,0.642857,0.095238,0.071429,"[15.329, 11.1968]"
26,2,0.925,0.625,0.1,0.05,"[19.7307, 10.5681]"
27,2,0.952381,0.642857,0.095238,0.071429,"[15.329, 11.1968]"
28,2,0.933333,0.622222,0.088889,0.088889,"[12.677, 8.7648]"
29,2,0.893617,0.595745,0.106383,0.085106,"[12.3705, 8.1295]"
