text_id,num_sentences,last_sentence,ppl
0,1,The model predicts the student's outcome based on several factors.,48.02
0,2,The student's second period grade (G2) of 9 and first period grade (G1) of 8 both contribute significantly towards a lower chance of passing.,16.72
0,3,"Additionally, having 8 school absences slightly increases the risk of failing.",15.55
0,4,"The student goes out with friends infrequently, which has a small negative impact on the prediction.",14.13
0,5,"However, the fact that the student has no past class failures slightly improves their chances of passing.",12.39
0,6,"Overall, the grades and absences are the most influential factors in the model's prediction.",10.19
1,1,"The student's lower grades in the first and second periods had the largest negative impact on the prediction, making it less likely they will pass the mathematics course.",25.42
1,2,"Additionally, the fact that the student's parents live apart, the number of school absences, and the mother's job being at home contributed slightly towards a higher chance of passing, but these positive effects were much smaller compared to the negative impact of the grades.",14.54
2,1,The model predicts that the student will pass or fail the mathematics course based on several factors.,22.2
2,2,"The student's second period grade (G2) of 13 has the largest positive impact on the prediction, strongly increasing the likelihood of passing.",17.34
2,3,"The number of school absences (6) also contributes positively, but to a much lesser extent.",12.36
2,4,"The first period grade (G1) of 10 slightly decreases the chance of passing, though its effect is small.",9.14
2,5,The student's age (15) and having no past class failures both provide minor positive contributions to the prediction.,9.85
2,6,"Overall, the student's good performance in the second period and lack of previous failures are the most influential factors in the model's assessment.",8.76
3,1,The model predicts that the student will pass the mathematics course mainly because of their strong grades in the first and second periods.,32.78
3,2,The second period grade (14) and the first period grade (15) both contribute significantly to the prediction.,15.61
3,3,"Additionally, the student has very few absences (2), no past class failures, and is 15 years old, all of which have smaller but positive influences on the likelihood of passing.",11.17
4,1,The model predicts whether the student will pass or fail the mathematics course based on several factors.,18.48
4,2,"The student's second period grade (G2) of 8 had the largest negative impact on the prediction, making it less likely the student will pass.",12.65
4,3,"The first period grade (G1) of 11 contributed positively, slightly increasing the chances of passing.",8.95
4,4,Attending extra paid classes also had a small positive effect.,10.59
4,5,"The student's very bad current health status and having 2 absences both contributed slightly to the prediction, but their effects were relatively minor compared to the grades.",11.68
4,6,"Overall, the low second period grade was the most influential factor in the model's prediction.",10.17
5,1,"The model predicts the student's outcome based mainly on their grades in the first and second periods, with both G2 and G1 being 11, which positively influence the prediction.",40.82
5,2,"The student has not failed any classes before and has no absences, both of which also contribute slightly to a positive prediction.",20.67
5,3,"Additionally, the fact that the student chose the school for its reputation has a small positive effect.",16.52
5,4,"Overall, these factors together suggest the student is likely to pass the mathematics course.",14.53
6,1,"The model predicts the student's outcome in the mathematics course primarily based on their grades in the first and second periods, with higher grades contributing positively to the prediction.",26.06
6,2,The student's relatively low number of absences and lack of previous class failures also support a favorable outcome.,21.34
6,3,"Additionally, the reason for choosing the school, specifically its reputation, has a small positive influence on the prediction.",16.99
7,1,"The model predicts that the student will pass the mathematics course mainly because of their strong grades in the first and second periods, which both contribute positively to the prediction.",25.43
7,2,The fact that the student has no past class failures also slightly increases the likelihood of passing.,19.19
7,3,"Additionally, having no school absences and the father's job being ""at_home"" have small negative effects, but these are outweighed by the positive impact of the student's grades.",14.72
8,1,"The model predicts the student's outcome in the mathematics course based mainly on their grades in the first and second periods, with both G2 and G1 being relatively high at 14, which strongly increases the likelihood of passing.",33.52
8,2,"The student has had only 4 absences and no previous class failures, both of which contribute positively, though to a lesser extent.",21.72
8,3,"Additionally, the student is taking extra paid classes, which also slightly improves their chances of passing.",18.8
