text_id_shuff,num_sentences_shuff,last_sentence_shuff,ppl_shuff
0,1,"The student goes out with friends infrequently, which has a small negative impact on the prediction.",51.78
0,2,The student's second period grade (G2) of 9 and first period grade (G1) of 8 both contribute significantly towards a lower chance of passing.,20.02
0,3,"Additionally, having 8 school absences slightly increases the risk of failing.",18.53
0,4,"However, the fact that the student has no past class failures slightly improves their chances of passing.",14.76
0,5,The model predicts the student's outcome based on several factors.,14.36
0,6,"Overall, the grades and absences are the most influential factors in the model's prediction.",11.94
1,1,"Additionally, the fact that the student's parents live apart, the number of school absences, and the mother's job being at home contributed slightly towards a higher chance of passing, but these positive effects were much smaller compared to the negative impact of the grades.",22.25
1,2,"The student's lower grades in the first and second periods had the largest negative impact on the prediction, making it less likely they will pass the mathematics course.",16.52
2,1,"The first period grade (G1) of 10 slightly decreases the chance of passing, though its effect is small.",52.86
2,2,"The student's second period grade (G2) of 13 has the largest positive impact on the prediction, strongly increasing the likelihood of passing.",17.23
2,3,"The number of school absences (6) also contributes positively, but to a much lesser extent.",13.64
2,4,The student's age (15) and having no past class failures both provide minor positive contributions to the prediction.,13.48
2,5,The model predicts that the student will pass or fail the mathematics course based on several factors.,12.86
2,6,"Overall, the student's good performance in the second period and lack of previous failures are the most influential factors in the model's assessment.",11.07
3,1,The second period grade (14) and the first period grade (15) both contribute significantly to the prediction.,35.56
3,2,The model predicts that the student will pass the mathematics course mainly because of their strong grades in the first and second periods.,17.49
3,3,"Additionally, the student has very few absences (2), no past class failures, and is 15 years old, all of which have smaller but positive influences on the likelihood of passing.",12.26
4,1,Attending extra paid classes also had a small positive effect.,114.96
4,2,"The student's second period grade (G2) of 8 had the largest negative impact on the prediction, making it less likely the student will pass.",29.17
4,3,"The first period grade (G1) of 11 contributed positively, slightly increasing the chances of passing.",16.45
4,4,"The student's very bad current health status and having 2 absences both contributed slightly to the prediction, but their effects were relatively minor compared to the grades.",16.48
4,5,The model predicts whether the student will pass or fail the mathematics course based on several factors.,14.47
4,6,"Overall, the low second period grade was the most influential factor in the model's prediction.",13.08
