text_id,num_sentences,distinct_2gram_ratio,ttr,verb_ratio,connectives_ratio,cumulative_ppls
0,6,0.956044,0.666667,0.149425,0.068966,"[48.0219, 16.721, 15.5471, 14.133, 12.3923, 10.1858]"
1,2,0.971831,0.763889,0.125,0.055556,"[25.4233, 14.5353]"
2,6,0.955357,0.654206,0.130841,0.065421,"[22.2046, 17.3428, 12.3559, 9.1404, 9.849, 8.763]"
3,3,0.956522,0.742424,0.121212,0.090909,"[32.7759, 15.6095, 11.1674]"
4,6,0.925234,0.669903,0.184466,0.048544,"[18.4811, 12.6506, 8.9474, 10.5867, 11.6795, 10.1657]"
5,4,0.975309,0.721519,0.164557,0.113924,"[40.8182, 20.6698, 16.5214, 14.5308]"
6,3,0.953125,0.738462,0.092308,0.107692,"[26.063, 21.338, 16.9881]"
7,3,0.972603,0.753425,0.150685,0.082192,"[25.4347, 19.1885, 14.7163]"
8,4,0.956522,0.696629,0.157303,0.101124,"[33.5247, 21.7242, 18.8025, 14.755]"
9,4,0.969388,0.670103,0.14433,0.072165,"[24.175, 12.6421, 11.0233, 9.8505]"
10,3,0.964286,0.731707,0.097561,0.097561,"[23.4559, 15.8314, 13.3153]"
11,2,0.982143,0.824561,0.105263,0.105263,"[29.8064, 14.1845]"
12,2,1.0,0.745763,0.101695,0.135593,"[20.5657, 13.7773]"
13,5,0.917647,0.6375,0.1875,0.0875,"[48.0219, 12.2605, 9.8096, 11.9096, 10.456]"
14,3,1.0,0.875,0.145833,0.104167,"[32.7759, 31.0801, 28.7937]"
15,3,0.941176,0.686747,0.156627,0.048193,"[22.899, 11.6973, 11.9254]"
16,4,0.987654,0.74026,0.155844,0.077922,"[19.4338, 16.291, 15.4985, 12.1861]"
17,6,0.91954,0.686747,0.216867,0.036145,"[48.0219, 18.1479, 17.1011, 12.1576, 11.9188, 10.5423]"
18,4,0.976744,0.712644,0.149425,0.08046,"[28.967, 14.4693, 14.3124, 10.0954]"
19,4,0.932432,0.72,0.093333,0.106667,"[25.8257, 21.8865, 19.6739, 15.8156]"
20,2,0.983051,0.79661,0.169492,0.084746,"[28.3037, 15.589]"
21,7,0.933962,0.613861,0.168317,0.079208,"[25.119, 19.719, 11.4407, 9.5598, 8.3651, 7.6507, 7.5376]"
22,3,0.957746,0.681159,0.144928,0.086957,"[38.9979, 16.7132, 12.8775]"
23,4,0.960526,0.766234,0.12987,0.090909,"[22.4592, 17.2254, 15.2647, 13.7292]"
24,6,0.900901,0.584906,0.160377,0.037736,"[24.1927, 12.8869, 8.8968, 7.9584, 8.3515, 7.6998]"
25,4,0.988372,0.732558,0.174419,0.081395,"[29.3265, 13.0379, 12.5937, 8.1554]"
26,2,0.981818,0.803571,0.160714,0.089286,"[29.2724, 11.3813]"
27,7,0.80198,0.515464,0.185567,0.051546,"[48.0219, 26.8962, 10.9469, 8.0744, 8.0768, 7.3856, 6.6678]"
28,6,0.875,0.554348,0.173913,0.043478,"[48.0219, 26.8962, 10.9461, 8.0473, 8.0133, 7.1319]"
29,3,0.928571,0.7,0.228571,0.057143,"[30.8285, 29.8072, 22.2222]"
