key,fdr,cem,distinct_bigram_ratio,perplexity,ln_perplexity
0,0.2369891546551717,0.2369891546551717,0.5769230769230769,4.073299884796143,1.404453453453116
1,0.23832038056010707,0.23832038056010707,0.580952380952381,4.121366024017334,1.4161846676353291
2,0.23598152346883325,0.23598152346883325,0.580952380952381,4.179621696472168,1.4302207392046764
3,0.2267308620909204,0.2267308620909204,0.580952380952381,4.43077278137207,1.488574011591323
4,0.22989560855905497,0.22989560855905497,0.5769230769230769,4.253697395324707,1.4477885800976114
5,0.24235635360574978,0.24235635360574978,0.580952380952381,4.02530574798584,1.3926008702180492
6,0.23929504677710026,0.23929504677710026,0.580952380952381,4.09766149520874,1.4104164439668567
7,0.23946579716796051,0.23946579716796051,0.580952380952381,4.093542575836182,1.4094107506197013
8,0.237162331767739,0.237162331767739,0.5769230769230769,4.069124698638916,1.4034279145659272
9,0.23959257650196164,0.23959257650196164,0.580952380952381,4.090490818023682,1.4086649672615257
10,0.24222478151754806,0.24222478151754806,0.580952380952381,4.028351783752441,1.3933573056388109
11,0.24087729852008422,0.24087729852008422,0.580952380952381,4.059873580932617,1.4011518354275272
12,0.23751851980626504,0.23751851980626504,0.580952380952381,4.141117572784424,1.4209656965256061
13,0.23221435417927896,0.23221435417927896,0.580952380952381,4.277731895446777,1.4534229381602837
14,0.2387223684136475,0.2387223684136475,0.580952380952381,4.111549377441406,1.4137999349496466
15,0.2372588042080703,0.2372588042080703,0.580952380952381,4.147563934326172,1.4225211581116122
16,0.22593057935645275,0.22593057935645275,0.580952380952381,4.454196929931641,1.4938467820319028
17,0.24071627296188983,0.24071627296188983,0.580952380952381,4.063680648803711,1.4020891266776727
18,0.24293487660573795,0.24293487660573795,0.580952380952381,4.011978626251221,1.389284542630668
19,0.23858391973200668,0.23858391973200668,0.580952380952381,4.11492395401001,1.414620353766294
20,0.23701106477313352,0.23701106477313352,0.5769230769230769,4.072771072387695,1.4043236209456482
21,0.23773555294662632,0.23773555294662632,0.5769230769230769,4.055378437042236,1.400044009240452
22,0.23807798960331145,0.23807798960331145,0.580952380952381,4.127312660217285,1.4176265075851682
23,0.23542677151813432,0.23542677151813432,0.580952380952381,4.193731307983398,1.4335908646151705
24,0.24411826376563234,0.24411826376563234,0.580952380952381,3.9850499629974365,1.3825498499295628
25,0.2330233671552279,0.2330233671552279,0.580952380952381,4.256200790405273,1.448376929123215
26,0.23448586916151862,0.23448586916151862,0.580952380952381,4.217925071716309,1.4393433179624127
27,0.23857919028665228,0.23857919028665228,0.580952380952381,4.115039348602295,1.414648396319596
28,0.23655274191583373,0.23655274191583373,0.580952380952381,4.1652116775512695,1.4267670972688453
29,0.23856496088753035,0.23856496088753035,0.5769230769230769,4.03568696975708,1.3951765399584621
