text_id_shuff,num_sentences_shuff,last_sentence_shuff,ppl_shuff
0,1,"On the other hand, the total number of passes and the percentage of ball possession were both somewhat below average, hinting that the team may have focused on efficiency and quick transitions rather than dominating the ball, which can sometimes highlight standout individual performances over collective control.",20.41
0,2,"However, the relatively low number of corner kicks, compared to what is typical, slightly tempered the prediction, perhaps suggesting that the team relied more on direct play or counterattacks rather than sustained pressure from set pieces.",14.33
0,3,"The number of off-target attempts, while not exceptionally high, still indicated an active attacking presence, reinforcing the idea that the team’s forwards were consistently involved in the action and creating opportunities.",12.38
0,4,"Altogether, the model recognized that the A team’s ability to convert chances into goals, despite not controlling the game through possession or set pieces, made it likely that one of their players would be singled out for exceptional impact.",12.02
0,5,"The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was most strongly driven by the team’s impressive goal-scoring performance, as they netted 2 goals—well above the tournament average—which often signals decisive contributions from individual players.",10.71
1,1,"The team’s five off-target attempts, which is close to the average, indicate that they were actively seeking opportunities, a trait that can highlight a player’s ambition and effort even if not every shot was on target.",27.47
1,2,"Scoring a goal is often the most decisive moment in a football match, and although the A team scored slightly below the average, this achievement still carries significant weight in the eyes of both fans and analysts, often drawing attention to standout individual performances.",18.57
1,3,"In contrast, the relatively low number of corners taken by the A team might have suggested a less dominant attacking presence, but this did not outweigh the impact of their goal.",15.23
1,4,"Despite having fewer passes and much lower ball possession than typical, the model appears to have valued the moments of decisive action—especially the goal—over sustained control, suggesting that individual brilliance in key moments can overshadow broader team statistics when it comes to earning Man of the Match honors.",14.59
1,5,"The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was shaped most strongly by the number of goals scored.",13.19
2,1,"The number of off-target attempts, while close to the typical value, suggested that the team was actively creating chances, keeping the spotlight on their attacking players.",70.42
2,2,"Although the A team scored slightly below the average number of goals, the model still viewed this achievement as a key driver, likely because goals are highly visible and directly impact the match result.",39.42
2,3,"Interestingly, the team had fewer corner kicks than average, which might have counted against them, as corners often signal attacking pressure, but this was outweighed by other factors.",23.63
2,4,"Finally, the team's passing and ball possession were both solid, with passes exceeding the average and possession hovering near the norm, indicating a balanced performance that, when combined with their goal, likely contributed to a standout individual display worthy of the award.",19.17
2,5,"The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was shaped most strongly by the team's ability to score a goal, which is often a decisive factor in individual recognition.",14.72
