text_id,num_sentences,ppl_original,ppl_shuffled,ppl_reversed,ppl_loo_mean,ppl_diff_shuffled,ppl_diff_reversed,ppl_diff_loo,ppl_change_ratio_shuffled,ppl_change_ratio_reversed,ppl_change_ratio_loo
0,5,8.2376,10.7073,10.4744,9.9204,2.4698,2.2368,1.6828,0.299816,0.271539,0.20429
1,5,10.7197,13.1857,13.2648,12.6673,2.466,2.545,1.9476,0.230039,0.237417,0.181681
2,5,12.3805,14.7198,14.849,14.137,2.3393,2.4686,1.7566,0.188954,0.199392,0.141883
3,5,10.261,12.2501,12.3687,11.8582,1.989,2.1077,1.5972,0.193843,0.205404,0.155653
4,5,9.2527,11.6594,11.0145,10.8974,2.4067,1.7619,1.6447,0.260111,0.190418,0.177757
5,5,8.7475,12.9014,12.0512,10.5554,4.1539,3.3038,1.8079,0.474867,0.377681,0.206673
6,5,9.5208,12.3323,12.8518,11.448,2.8115,3.331,1.9272,0.295299,0.349863,0.202418
7,5,9.3385,11.8514,11.3379,10.5837,2.5128,1.9994,1.2452,0.269083,0.214103,0.133341
8,5,8.1067,11.3193,10.5885,10.3307,3.2126,2.4818,2.224,0.396292,0.306145,0.274339
9,5,8.6423,12.4702,11.5081,10.4975,3.8279,2.8658,1.8552,0.442928,0.331599,0.214667
10,5,10.2515,14.1082,12.6886,12.5711,3.8567,2.4371,2.3196,0.376211,0.237735,0.226267
11,5,10.8037,12.4889,12.9658,12.8287,1.6852,2.162,2.0249,0.155983,0.200117,0.18743
12,5,10.1459,12.6442,16.2858,11.6738,2.4982,6.1399,1.5279,0.246232,0.605158,0.150595
13,5,10.1468,13.8225,13.2226,12.4047,3.6757,3.0758,2.2579,0.362249,0.30313,0.222518
14,5,8.9895,10.988,11.7219,10.3306,1.9985,2.7324,1.3411,0.222318,0.303958,0.149191
15,5,10.7656,14.4066,14.0522,12.7642,3.641,3.2866,1.9986,0.338202,0.305286,0.185647
16,5,10.9117,13.7943,14.0263,12.7649,2.8826,3.1147,1.8532,0.264176,0.285443,0.169838
17,5,8.6917,10.9995,11.825,10.4392,2.3078,3.1333,1.7475,0.265518,0.360488,0.201056
18,5,9.4909,12.8008,12.4684,11.1945,3.3099,2.9776,1.7036,0.348746,0.313728,0.179498
19,5,11.5782,12.5695,13.716,13.3534,0.9913,2.1379,1.7753,0.085618,0.184647,0.153328
20,5,8.779,11.4175,12.6809,10.3194,2.6384,3.9019,1.5404,0.30054,0.444454,0.175465
21,5,8.6815,10.3771,11.853,10.3199,1.6956,3.1714,1.6384,0.19531,0.365305,0.188722
22,5,10.4253,13.0315,14.7656,12.4453,2.6062,4.3402,2.0199,0.249987,0.416315,0.193753
23,5,10.6429,14.8671,14.8021,12.5769,4.2241,4.1591,1.9339,0.396897,0.390786,0.181709
24,5,11.1631,14.6868,12.9939,12.9322,3.5237,1.8309,1.7692,0.315661,0.164011,0.158485
25,5,9.0658,12.0581,12.5643,10.9282,2.9923,3.4985,1.8624,0.330065,0.3859,0.205426
26,5,11.3312,14.1869,13.3697,13.2198,2.8557,2.0386,1.8887,0.252023,0.179908,0.166678
27,5,8.3772,10.7591,11.1623,9.9986,2.3819,2.7851,1.6213,0.284325,0.332459,0.19354
28,5,11.8685,14.1632,15.7398,13.6975,2.2947,3.8714,1.829,0.193347,0.326188,0.15411
29,5,9.1608,11.8545,13.0574,11.1324,2.6938,3.8966,1.9717,0.294053,0.425355,0.215229
