id,text,reversed_text,shuffled_text,num_sentences,ppl,ppl_reversed,ppl_shuffled,ppl_diff_reversed,ppl_diff_shuffled,ppl_ratio_reversed,ppl_ratio_shuffled,ppl_loo_mean,ppl_loo_std,ppl_loo_min,ppl_loo_max,ppl_cumulative_slope,ppl_cumulative_mean,ppl_cumulative_std,ppl_cumulative_first,ppl_cumulative_last,ppl_cumulative_rev_slope,ppl_cumulative_rev_mean,ppl_cumulative_rev_std,ppl_cumulative_rev_first,ppl_cumulative_rev_last,ppl_cumulative_shuff_slope,ppl_cumulative_shuff_mean,ppl_cumulative_shuff_std,ppl_cumulative_shuff_first,ppl_cumulative_shuff_last
0,"The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was most strongly driven by the team’s impressive goal-scoring performance, as they netted 2 goals—well above the tournament average—which often signals decisive contributions from individual players. However, the relatively low number of corner kicks, compared to what is typical, slightly tempered the prediction, perhaps suggesting that the team relied more on direct play or counterattacks rather than sustained pressure from set pieces. The number of off-target attempts, while not exceptionally high, still indicated an active attacking presence, reinforcing the idea that the team’s forwards were consistently involved in the action and creating opportunities. On the other hand, the total number of passes and the percentage of ball possession were both somewhat below average, hinting that the team may have focused on efficiency and quick transitions rather than dominating the ball, which can sometimes highlight standout individual performances over collective control. Altogether, the model recognized that the A team’s ability to convert chances into goals, despite not controlling the game through possession or set pieces, made it likely that one of their players would be singled out for exceptional impact.","Altogether, the model recognized that the A team’s ability to convert chances into goals, despite not controlling the game through possession or set pieces, made it likely that one of their players would be singled out for exceptional impact. On the other hand, the total number of passes and the percentage of ball possession were both somewhat below average, hinting that the team may have focused on efficiency and quick transitions rather than dominating the ball, which can sometimes highlight standout individual performances over collective control. The number of off-target attempts, while not exceptionally high, still indicated an active attacking presence, reinforcing the idea that the team’s forwards were consistently involved in the action and creating opportunities. However, the relatively low number of corner kicks, compared to what is typical, slightly tempered the prediction, perhaps suggesting that the team relied more on direct play or counterattacks rather than sustained pressure from set pieces. The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was most strongly driven by the team’s impressive goal-scoring performance, as they netted 2 goals—well above the tournament average—which often signals decisive contributions from individual players.","On the other hand, the total number of passes and the percentage of ball possession were both somewhat below average, hinting that the team may have focused on efficiency and quick transitions rather than dominating the ball, which can sometimes highlight standout individual performances over collective control. However, the relatively low number of corner kicks, compared to what is typical, slightly tempered the prediction, perhaps suggesting that the team relied more on direct play or counterattacks rather than sustained pressure from set pieces. The number of off-target attempts, while not exceptionally high, still indicated an active attacking presence, reinforcing the idea that the team’s forwards were consistently involved in the action and creating opportunities. Altogether, the model recognized that the A team’s ability to convert chances into goals, despite not controlling the game through possession or set pieces, made it likely that one of their players would be singled out for exceptional impact. The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was most strongly driven by the team’s impressive goal-scoring performance, as they netted 2 goals—well above the tournament average—which often signals decisive contributions from individual players.",5,8.24,10.47,10.71,2.24,2.47,1.27,1.3,9.92,1.35,8.65,12.49,-3.0924,12.83,4.77,21.68,8.24,-4.7522,17.27,7.29,30.64,10.47,-2.1714,13.97,3.42,20.41,10.71
1,"The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was shaped most strongly by the number of goals scored. Scoring a goal is often the most decisive moment in a football match, and although the A team scored slightly below the average, this achievement still carries significant weight in the eyes of both fans and analysts, often drawing attention to standout individual performances. In contrast, the relatively low number of corners taken by the A team might have suggested a less dominant attacking presence, but this did not outweigh the impact of their goal. The team’s five off-target attempts, which is close to the average, indicate that they were actively seeking opportunities, a trait that can highlight a player’s ambition and effort even if not every shot was on target. Despite having fewer passes and much lower ball possession than typical, the model appears to have valued the moments of decisive action—especially the goal—over sustained control, suggesting that individual brilliance in key moments can overshadow broader team statistics when it comes to earning Man of the Match honors.","Despite having fewer passes and much lower ball possession than typical, the model appears to have valued the moments of decisive action—especially the goal—over sustained control, suggesting that individual brilliance in key moments can overshadow broader team statistics when it comes to earning Man of the Match honors. The team’s five off-target attempts, which is close to the average, indicate that they were actively seeking opportunities, a trait that can highlight a player’s ambition and effort even if not every shot was on target. In contrast, the relatively low number of corners taken by the A team might have suggested a less dominant attacking presence, but this did not outweigh the impact of their goal. Scoring a goal is often the most decisive moment in a football match, and although the A team scored slightly below the average, this achievement still carries significant weight in the eyes of both fans and analysts, often drawing attention to standout individual performances. The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was shaped most strongly by the number of goals scored.","The team’s five off-target attempts, which is close to the average, indicate that they were actively seeking opportunities, a trait that can highlight a player’s ambition and effort even if not every shot was on target. Scoring a goal is often the most decisive moment in a football match, and although the A team scored slightly below the average, this achievement still carries significant weight in the eyes of both fans and analysts, often drawing attention to standout individual performances. In contrast, the relatively low number of corners taken by the A team might have suggested a less dominant attacking presence, but this did not outweigh the impact of their goal. Despite having fewer passes and much lower ball possession than typical, the model appears to have valued the moments of decisive action—especially the goal—over sustained control, suggesting that individual brilliance in key moments can overshadow broader team statistics when it comes to earning Man of the Match honors. The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was shaped most strongly by the number of goals scored.",5,10.72,13.26,13.19,2.55,2.47,1.24,1.23,12.67,1.14,11.1,13.96,-3.9911,15.85,6.45,27.99,10.72,-4.7173,20.35,7.03,32.78,13.26,-3.2547,17.81,5.14,27.47,13.19
2,"The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was shaped most strongly by the team's ability to score a goal, which is often a decisive factor in individual recognition. Although the A team scored slightly below the average number of goals, the model still viewed this achievement as a key driver, likely because goals are highly visible and directly impact the match result. Interestingly, the team had fewer corner kicks than average, which might have counted against them, as corners often signal attacking pressure, but this was outweighed by other factors. The number of off-target attempts, while close to the typical value, suggested that the team was actively creating chances, keeping the spotlight on their attacking players. Finally, the team's passing and ball possession were both solid, with passes exceeding the average and possession hovering near the norm, indicating a balanced performance that, when combined with their goal, likely contributed to a standout individual display worthy of the award.","Finally, the team's passing and ball possession were both solid, with passes exceeding the average and possession hovering near the norm, indicating a balanced performance that, when combined with their goal, likely contributed to a standout individual display worthy of the award. The number of off-target attempts, while close to the typical value, suggested that the team was actively creating chances, keeping the spotlight on their attacking players. Interestingly, the team had fewer corner kicks than average, which might have counted against them, as corners often signal attacking pressure, but this was outweighed by other factors. Although the A team scored slightly below the average number of goals, the model still viewed this achievement as a key driver, likely because goals are highly visible and directly impact the match result. The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was shaped most strongly by the team's ability to score a goal, which is often a decisive factor in individual recognition.","The number of off-target attempts, while close to the typical value, suggested that the team was actively creating chances, keeping the spotlight on their attacking players. Although the A team scored slightly below the average number of goals, the model still viewed this achievement as a key driver, likely because goals are highly visible and directly impact the match result. Interestingly, the team had fewer corner kicks than average, which might have counted against them, as corners often signal attacking pressure, but this was outweighed by other factors. Finally, the team's passing and ball possession were both solid, with passes exceeding the average and possession hovering near the norm, indicating a balanced performance that, when combined with their goal, likely contributed to a standout individual display worthy of the award. The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was shaped most strongly by the team's ability to score a goal, which is often a decisive factor in individual recognition.",5,12.38,14.85,14.72,2.47,2.34,1.2,1.19,14.14,1.77,12.21,17.38,-2.3642,16.03,3.63,22.59,12.38,-5.1793,23.77,7.72,37.02,14.85,-13.1647,33.47,20.27,70.42,14.72
3,"The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was shaped most strongly by the team’s ability to score a goal, which is often a decisive factor in individual recognition. Although the A team only managed to score once—slightly below the tournament average—this goal likely stood out in a match where other attacking statistics were less impressive, suggesting it may have been particularly impactful or memorable. On the other hand, the team earned very few corners, far fewer than is typical, which might have limited their attacking opportunities, but this did not prevent a standout individual performance. The number of off-target attempts was slightly above average, indicating that the team was at least active in attack, even if not always accurate, which can sometimes highlight a player’s determination or creativity. Despite having fewer passes and less ball possession than most teams, the model seems to have recognized that a single, decisive moment—such as a crucial goal—can outweigh broader team statistics when it comes to awarding Man of the Match, especially if that moment defined the game.","Despite having fewer passes and less ball possession than most teams, the model seems to have recognized that a single, decisive moment—such as a crucial goal—can outweigh broader team statistics when it comes to awarding Man of the Match, especially if that moment defined the game. The number of off-target attempts was slightly above average, indicating that the team was at least active in attack, even if not always accurate, which can sometimes highlight a player’s determination or creativity. On the other hand, the team earned very few corners, far fewer than is typical, which might have limited their attacking opportunities, but this did not prevent a standout individual performance. Although the A team only managed to score once—slightly below the tournament average—this goal likely stood out in a match where other attacking statistics were less impressive, suggesting it may have been particularly impactful or memorable. The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was shaped most strongly by the team’s ability to score a goal, which is often a decisive factor in individual recognition.","The number of off-target attempts was slightly above average, indicating that the team was at least active in attack, even if not always accurate, which can sometimes highlight a player’s determination or creativity. Although the A team only managed to score once—slightly below the tournament average—this goal likely stood out in a match where other attacking statistics were less impressive, suggesting it may have been particularly impactful or memorable. On the other hand, the team earned very few corners, far fewer than is typical, which might have limited their attacking opportunities, but this did not prevent a standout individual performance. Despite having fewer passes and less ball possession than most teams, the model seems to have recognized that a single, decisive moment—such as a crucial goal—can outweigh broader team statistics when it comes to awarding Man of the Match, especially if that moment defined the game. The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was shaped most strongly by the team’s ability to score a goal, which is often a decisive factor in individual recognition.",5,10.26,12.37,12.25,2.11,1.99,1.21,1.19,11.86,0.68,11.3,13.14,-2.8803,15.12,4.17,22.02,10.26,-2.8562,17.67,4.08,23.76,12.37,-5.6487,20.71,8.52,36.06,12.25
4,"The model predicted that the A team would not have a player receive the Man of the Match award, and the main reason for this outcome lies in their lack of goals scored—despite the average team typically netting over one goal, A team failed to score at all. While they dominated ball possession with an impressive 64%, far above the usual average, this control did not translate into decisive moments that could sway the match in their favor. Their number of corner kicks and total passes were both slightly above average, suggesting that the team maintained pressure and circulated the ball well, yet these efforts did not culminate in the kind of standout performance that usually earns individual accolades. Even with a reasonable number of off-target attempts, the inability to convert opportunities into goals likely overshadowed any positive aspects of their play. Ultimately, the model recognized that, although A team controlled much of the game and created chances, the absence of a game-changing contribution—most notably, a goal—meant that none of their players stood out enough to claim the Man of the Match honor.","Ultimately, the model recognized that, although A team controlled much of the game and created chances, the absence of a game-changing contribution—most notably, a goal—meant that none of their players stood out enough to claim the Man of the Match honor. Even with a reasonable number of off-target attempts, the inability to convert opportunities into goals likely overshadowed any positive aspects of their play. Their number of corner kicks and total passes were both slightly above average, suggesting that the team maintained pressure and circulated the ball well, yet these efforts did not culminate in the kind of standout performance that usually earns individual accolades. While they dominated ball possession with an impressive 64%, far above the usual average, this control did not translate into decisive moments that could sway the match in their favor. The model predicted that the A team would not have a player receive the Man of the Match award, and the main reason for this outcome lies in their lack of goals scored—despite the average team typically netting over one goal, A team failed to score at all.","Even with a reasonable number of off-target attempts, the inability to convert opportunities into goals likely overshadowed any positive aspects of their play. While they dominated ball possession with an impressive 64%, far above the usual average, this control did not translate into decisive moments that could sway the match in their favor. Their number of corner kicks and total passes were both slightly above average, suggesting that the team maintained pressure and circulated the ball well, yet these efforts did not culminate in the kind of standout performance that usually earns individual accolades. Ultimately, the model recognized that, although A team controlled much of the game and created chances, the absence of a game-changing contribution—most notably, a goal—meant that none of their players stood out enough to claim the Man of the Match honor. The model predicted that the A team would not have a player receive the Man of the Match award, and the main reason for this outcome lies in their lack of goals scored—despite the average team typically netting over one goal, A team failed to score at all.",5,9.25,11.01,11.66,1.76,2.41,1.19,1.26,10.9,1.13,9.63,12.47,-3.0829,14.73,4.45,21.83,9.25,-2.8937,15.85,4.19,22.26,11.01,-6.4721,20.38,10.38,40.15,11.66
5,"The model predicted that the A team would not have a player receive the Man of the Match award, and this outcome was shaped most strongly by the fact that the team failed to score any goals, a factor that often overshadows other positive contributions in football. While the team managed to secure a high number of corner kicks, suggesting they created attacking opportunities, this was not enough to compensate for the lack of goals, which typically draws the spotlight in award decisions. Even though their passing game was above average, indicating control and composure on the ball, the absence of a decisive impact in front of goal likely diminished the perceived influence of any individual player. The team also registered several off-target attempts, which, while reflecting offensive intent, may have highlighted inefficiency rather than excellence. Ultimately, despite maintaining ball possession at a rate similar to the average, the combination of missed chances and a goalless performance led the model to conclude that no player from the A team stood out enough to earn the Man of the Match honor.","Ultimately, despite maintaining ball possession at a rate similar to the average, the combination of missed chances and a goalless performance led the model to conclude that no player from the A team stood out enough to earn the Man of the Match honor. The team also registered several off-target attempts, which, while reflecting offensive intent, may have highlighted inefficiency rather than excellence. Even though their passing game was above average, indicating control and composure on the ball, the absence of a decisive impact in front of goal likely diminished the perceived influence of any individual player. While the team managed to secure a high number of corner kicks, suggesting they created attacking opportunities, this was not enough to compensate for the lack of goals, which typically draws the spotlight in award decisions. The model predicted that the A team would not have a player receive the Man of the Match award, and this outcome was shaped most strongly by the fact that the team failed to score any goals, a factor that often overshadows other positive contributions in football.","The team also registered several off-target attempts, which, while reflecting offensive intent, may have highlighted inefficiency rather than excellence. While the team managed to secure a high number of corner kicks, suggesting they created attacking opportunities, this was not enough to compensate for the lack of goals, which typically draws the spotlight in award decisions. Even though their passing game was above average, indicating control and composure on the ball, the absence of a decisive impact in front of goal likely diminished the perceived influence of any individual player. Ultimately, despite maintaining ball possession at a rate similar to the average, the combination of missed chances and a goalless performance led the model to conclude that no player from the A team stood out enough to earn the Man of the Match honor. The model predicted that the A team would not have a player receive the Man of the Match award, and this outcome was shaped most strongly by the fact that the team failed to score any goals, a factor that often overshadows other positive contributions in football.",5,8.75,12.05,12.9,3.3,4.15,1.38,1.47,10.56,1.64,8.72,13.44,-2.7743,13.2,4.42,21.59,8.75,-4.8911,20.81,7.07,30.1,12.05,-16.3955,33.41,27.83,87.84,12.9
6,"The model predicted that the A team would not have a player receive the Man of the Match award, and this outcome was shaped most strongly by the fact that the team failed to score any goals, a factor that often overshadows other positive contributions in football. While the team managed to secure five corners, slightly above the average, this did little to offset the lack of goals, as corners alone rarely capture the spotlight unless they lead to decisive moments. Interestingly, the A team completed more passes than average, suggesting they maintained a good rhythm and control during the match, but without converting this possession into goals, their efforts likely went unnoticed in the eyes of award selectors. Their five off-target attempts further highlight a narrative of missed opportunities, reinforcing the impression that, despite some attacking intent, the team struggled to make a meaningful impact. Ultimately, with ball possession slightly below average, the A team’s overall influence on the match appeared limited, and this combination of factors led the model to conclude that none of their players stood out enough to claim the Man of the Match honor.","Ultimately, with ball possession slightly below average, the A team’s overall influence on the match appeared limited, and this combination of factors led the model to conclude that none of their players stood out enough to claim the Man of the Match honor. Their five off-target attempts further highlight a narrative of missed opportunities, reinforcing the impression that, despite some attacking intent, the team struggled to make a meaningful impact. Interestingly, the A team completed more passes than average, suggesting they maintained a good rhythm and control during the match, but without converting this possession into goals, their efforts likely went unnoticed in the eyes of award selectors. While the team managed to secure five corners, slightly above the average, this did little to offset the lack of goals, as corners alone rarely capture the spotlight unless they lead to decisive moments. The model predicted that the A team would not have a player receive the Man of the Match award, and this outcome was shaped most strongly by the fact that the team failed to score any goals, a factor that often overshadows other positive contributions in football.","Their five off-target attempts further highlight a narrative of missed opportunities, reinforcing the impression that, despite some attacking intent, the team struggled to make a meaningful impact. While the team managed to secure five corners, slightly above the average, this did little to offset the lack of goals, as corners alone rarely capture the spotlight unless they lead to decisive moments. Interestingly, the A team completed more passes than average, suggesting they maintained a good rhythm and control during the match, but without converting this possession into goals, their efforts likely went unnoticed in the eyes of award selectors. Ultimately, with ball possession slightly below average, the A team’s overall influence on the match appeared limited, and this combination of factors led the model to conclude that none of their players stood out enough to claim the Man of the Match honor. The model predicted that the A team would not have a player receive the Man of the Match award, and this outcome was shaped most strongly by the fact that the team failed to score any goals, a factor that often overshadows other positive contributions in football.",5,9.52,12.85,12.33,3.33,2.81,1.35,1.3,11.45,2.09,9.59,15.49,-2.8012,13.89,4.27,21.59,9.52,-7.1619,24.34,10.49,42.12,12.85,-7.1374,22.87,11.26,44.18,12.33
7,"The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was shaped most strongly by the team’s ability to score a goal, which is often a decisive factor in highlighting individual brilliance. Although the team only managed to score once—slightly below the tournament average—this goal likely stood out in a match where other attacking statistics were modest, suggesting that the goal itself may have been particularly impactful or memorable. On the other hand, the team earned very few corners, far fewer than the average, which typically signals less attacking pressure; however, the model appears to weigh the quality or significance of the goal more heavily than the sheer number of attacking opportunities. The number of off-target attempts was close to the average, indicating that while the team was not especially accurate, they were at least active in trying to create chances, which can sometimes draw attention to individual efforts even if not all shots are on target. Despite having far fewer passes and much lower ball possession than most teams, the model seems to interpret this as evidence that a standout individual performance—perhaps a decisive goal or a heroic defensive effort—was necessary for the team to make an impact, thus increasing the likelihood of a player being singled out for the Man of the Match award.","Despite having far fewer passes and much lower ball possession than most teams, the model seems to interpret this as evidence that a standout individual performance—perhaps a decisive goal or a heroic defensive effort—was necessary for the team to make an impact, thus increasing the likelihood of a player being singled out for the Man of the Match award. The number of off-target attempts was close to the average, indicating that while the team was not especially accurate, they were at least active in trying to create chances, which can sometimes draw attention to individual efforts even if not all shots are on target. On the other hand, the team earned very few corners, far fewer than the average, which typically signals less attacking pressure; however, the model appears to weigh the quality or significance of the goal more heavily than the sheer number of attacking opportunities. Although the team only managed to score once—slightly below the tournament average—this goal likely stood out in a match where other attacking statistics were modest, suggesting that the goal itself may have been particularly impactful or memorable. The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was shaped most strongly by the team’s ability to score a goal, which is often a decisive factor in highlighting individual brilliance.","The number of off-target attempts was close to the average, indicating that while the team was not especially accurate, they were at least active in trying to create chances, which can sometimes draw attention to individual efforts even if not all shots are on target. Although the team only managed to score once—slightly below the tournament average—this goal likely stood out in a match where other attacking statistics were modest, suggesting that the goal itself may have been particularly impactful or memorable. On the other hand, the team earned very few corners, far fewer than the average, which typically signals less attacking pressure; however, the model appears to weigh the quality or significance of the goal more heavily than the sheer number of attacking opportunities. Despite having far fewer passes and much lower ball possession than most teams, the model seems to interpret this as evidence that a standout individual performance—perhaps a decisive goal or a heroic defensive effort—was necessary for the team to make an impact, thus increasing the likelihood of a player being singled out for the Man of the Match award. The model predicted that the A team would have a player receive the Man of the Match award, and this outcome was shaped most strongly by the team’s ability to score a goal, which is often a decisive factor in highlighting individual brilliance.",5,9.34,11.34,11.85,2.0,2.51,1.21,1.27,10.58,0.26,10.24,10.9,-3.5675,14.87,5.23,23.74,9.34,-2.5122,14.91,3.89,22.11,11.34,-2.9351,16.25,4.37,23.94,11.85
8,"The model predicted that the A team would not have a player receive the Man of the Match award, and this outcome was shaped most strongly by the fact that the team did not score any goals, which is typically a decisive factor in earning individual recognition. Although the A team demonstrated impressive control of the game with a ball possession rate well above the tournament average, this dominance did not translate into the kind of match-defining moments that usually capture the spotlight. Their high number of passes further reflected a strategy focused on maintaining possession and building play, yet without the payoff of goals, these efforts may have seemed less impactful in the eyes of award selectors. Even with a slightly above-average number of corners and several off-target attempts, the lack of clinical finishing meant that none of these opportunities were converted into memorable highlights. Ultimately, while the A team showed technical proficiency and control, the absence of goals overshadowed their other strengths, leading the model to predict that their players would not stand out enough to claim the Man of the Match honor.","Ultimately, while the A team showed technical proficiency and control, the absence of goals overshadowed their other strengths, leading the model to predict that their players would not stand out enough to claim the Man of the Match honor. Even with a slightly above-average number of corners and several off-target attempts, the lack of clinical finishing meant that none of these opportunities were converted into memorable highlights. Their high number of passes further reflected a strategy focused on maintaining possession and building play, yet without the payoff of goals, these efforts may have seemed less impactful in the eyes of award selectors. Although the A team demonstrated impressive control of the game with a ball possession rate well above the tournament average, this dominance did not translate into the kind of match-defining moments that usually capture the spotlight. The model predicted that the A team would not have a player receive the Man of the Match award, and this outcome was shaped most strongly by the fact that the team did not score any goals, which is typically a decisive factor in earning individual recognition.","Even with a slightly above-average number of corners and several off-target attempts, the lack of clinical finishing meant that none of these opportunities were converted into memorable highlights. Although the A team demonstrated impressive control of the game with a ball possession rate well above the tournament average, this dominance did not translate into the kind of match-defining moments that usually capture the spotlight. Their high number of passes further reflected a strategy focused on maintaining possession and building play, yet without the payoff of goals, these efforts may have seemed less impactful in the eyes of award selectors. Ultimately, while the A team showed technical proficiency and control, the absence of goals overshadowed their other strengths, leading the model to predict that their players would not stand out enough to claim the Man of the Match honor. The model predicted that the A team would not have a player receive the Man of the Match award, and this outcome was shaped most strongly by the fact that the team did not score any goals, which is typically a decisive factor in earning individual recognition.",5,8.11,10.59,11.32,2.48,3.21,1.31,1.4,10.33,2.43,8.11,15.04,-2.2393,11.84,3.37,17.9,8.11,-7.4347,21.68,11.15,41.51,10.59,-3.6455,17.65,5.4,27.19,11.32
9,"The model predicted that the A team would not have a player receive the Man of the Match award, and this outcome was shaped most strongly by the fact that the team failed to score any goals, a factor that typically weighs heavily against individual recognition in football. While the team did manage to earn a notably high number of corners, suggesting they maintained attacking pressure, this alone was not enough to offset the lack of goals, which are often the most celebrated moments in a match. Their total number of passes matched the tournament average, indicating a solid but not exceptional level of ball movement, which likely did not set any player apart as a standout performer. Although the team’s off-target attempts were slightly below average, this may have signaled a lack of sharpness in finishing, further diminishing the chances for any player to shine individually. Finally, even though the A team enjoyed a higher-than-average share of ball possession, the inability to convert this control into goals or decisive moments ultimately led the model to conclude that no player from the team would be singled out for the top individual honor.","Finally, even though the A team enjoyed a higher-than-average share of ball possession, the inability to convert this control into goals or decisive moments ultimately led the model to conclude that no player from the team would be singled out for the top individual honor. Although the team’s off-target attempts were slightly below average, this may have signaled a lack of sharpness in finishing, further diminishing the chances for any player to shine individually. Their total number of passes matched the tournament average, indicating a solid but not exceptional level of ball movement, which likely did not set any player apart as a standout performer. While the team did manage to earn a notably high number of corners, suggesting they maintained attacking pressure, this alone was not enough to offset the lack of goals, which are often the most celebrated moments in a match. The model predicted that the A team would not have a player receive the Man of the Match award, and this outcome was shaped most strongly by the fact that the team failed to score any goals, a factor that typically weighs heavily against individual recognition in football.","Although the team’s off-target attempts were slightly below average, this may have signaled a lack of sharpness in finishing, further diminishing the chances for any player to shine individually. While the team did manage to earn a notably high number of corners, suggesting they maintained attacking pressure, this alone was not enough to offset the lack of goals, which are often the most celebrated moments in a match. Their total number of passes matched the tournament average, indicating a solid but not exceptional level of ball movement, which likely did not set any player apart as a standout performer. Finally, even though the A team enjoyed a higher-than-average share of ball possession, the inability to convert this control into goals or decisive moments ultimately led the model to conclude that no player from the team would be singled out for the top individual honor. The model predicted that the A team would not have a player receive the Man of the Match award, and this outcome was shaped most strongly by the fact that the team failed to score any goals, a factor that typically weighs heavily against individual recognition in football.",5,8.64,11.51,12.47,2.87,3.83,1.33,1.44,10.5,1.95,9.14,14.35,-2.6047,12.75,3.99,20.12,8.64,-4.8875,19.03,7.21,31.43,11.51,-9.2009,24.4,15.49,54.65,12.47
