text_id,num_sentences,ppl_original,ppl_shuffled,ppl_reversed,ppl_loo_mean,ppl_diff_shuffled,ppl_diff_reversed,ppl_diff_loo,ppl_change_ratio_shuffled,ppl_change_ratio_reversed,ppl_change_ratio_loo
0,5,9.6628,11.9401,11.7962,10.9701,2.2773,2.1333,1.3072,0.235672,0.220779,0.135286
1,5,10.0399,11.1343,11.325,11.315,1.0943,1.2851,1.2751,0.109,0.127995,0.126998
2,5,10.9501,13.1061,13.4908,12.5271,2.156,2.5407,1.577,0.196893,0.232029,0.14402
3,5,12.6444,15.2442,15.9177,15.1335,2.5998,3.2733,2.4891,0.205608,0.25887,0.196854
4,5,9.3045,10.9936,10.5551,10.3435,1.689,1.2505,1.0389,0.181528,0.134398,0.111659
5,5,8.3335,9.6303,9.7825,9.4519,1.2968,1.449,1.1183,0.155615,0.173875,0.134198
6,5,7.3589,8.9444,9.4387,8.24,1.5855,2.0797,0.8811,0.21545,0.282613,0.119727
7,5,9.0425,10.7718,10.3455,10.3644,1.7293,1.3031,1.3219,0.191245,0.144103,0.146184
8,5,10.7429,12.538,12.8093,12.1503,1.7951,2.0665,1.4075,0.167098,0.192358,0.131016
9,5,8.2456,9.5514,9.7726,9.2298,1.3058,1.5271,0.9843,0.158364,0.1852,0.119371
10,5,8.9677,11.2867,11.0009,10.1563,2.319,2.0332,1.1886,0.258596,0.226719,0.132539
11,5,9.4664,11.1276,12.0063,11.2422,1.6612,2.5399,1.7758,0.175481,0.268302,0.187586
12,5,11.1487,13.0125,13.502,12.8076,1.8638,2.3533,1.6589,0.167176,0.211079,0.148793
13,5,9.572,11.3986,11.4921,11.039,1.8266,1.9201,1.467,0.190831,0.200598,0.153259
14,5,9.364,11.2715,12.5808,10.7348,1.9076,3.2169,1.3708,0.203713,0.343538,0.146392
15,5,10.2432,12.3948,13.6906,11.9565,2.1515,3.4473,1.7132,0.210042,0.336546,0.167254
16,5,9.1337,9.6962,9.8111,10.6026,0.5625,0.6774,1.4689,0.061582,0.074162,0.160827
17,5,10.9513,12.4062,12.2825,12.6439,1.4549,1.3312,1.6926,0.132854,0.121555,0.154557
18,5,8.2451,9.9743,9.8674,9.3079,1.7292,1.6223,1.0628,0.209731,0.196764,0.128907
19,5,11.945,14.4968,16.0174,14.2327,2.5518,4.0724,2.2877,0.213628,0.340931,0.19152
20,5,9.8766,10.3568,11.1549,11.3039,0.4802,1.2783,1.4274,0.048624,0.129432,0.144519
21,5,8.6364,9.7781,10.2707,10.8056,1.1417,1.6343,2.1692,0.132194,0.189239,0.251173
22,5,9.7143,10.628,11.9033,10.8086,0.9137,2.189,1.0943,0.094057,0.225335,0.112648
23,5,9.1418,11.4999,9.4886,10.3715,2.3581,0.3468,1.2297,0.257942,0.037932,0.134513
24,5,11.4601,13.2512,12.5589,12.9734,1.7911,1.0988,1.5133,0.156291,0.095879,0.132052
25,5,10.241,10.6464,11.7817,11.6515,0.4055,1.5407,1.4105,0.039592,0.150449,0.137731
26,5,8.8401,9.8601,11.187,10.0232,1.02,2.3469,1.1831,0.115384,0.265485,0.133829
27,5,9.7397,12.665,12.4084,11.128,2.9253,2.6687,1.3883,0.300345,0.273998,0.142541
28,5,8.5135,9.8558,10.3191,9.6597,1.3423,1.8056,1.1462,0.157667,0.212081,0.134627
29,5,7.9273,9.6957,9.1766,8.7997,1.7683,1.2493,0.8724,0.223069,0.157595,0.110048
