text_id,num_sentences,distinct_2gram_ratio,ttr,verb_ratio,connectives_ratio,cumulative_ppls
0,5,0.957055,0.67284,0.185185,0.074074,"[15.8499, 11.3503, 9.9807, 10.2515, 9.6628]"
1,5,0.931429,0.588571,0.16,0.045714,"[32.0311, 24.0465, 15.669, 12.9569, 10.0399]"
2,5,0.947917,0.626316,0.178947,0.110526,"[26.7249, 15.1402, 13.5077, 12.9031, 10.9501]"
3,5,0.954545,0.68,0.173333,0.086667,"[31.4954, 19.9707, 14.9741, 15.3554, 12.6444]"
4,5,0.948864,0.657143,0.16,0.085714,"[20.6184, 14.526, 12.253, 9.6411, 9.3045]"
5,5,0.971751,0.657303,0.185393,0.095506,"[30.5844, 12.192, 11.5094, 10.1632, 8.3335]"
6,5,0.960784,0.655629,0.172185,0.072848,"[32.0311, 11.17, 9.8265, 8.023, 7.3589]"
7,5,0.969697,0.642857,0.168367,0.091837,"[14.9045, 11.5327, 11.2854, 10.2176, 9.0425]"
8,5,0.973262,0.634409,0.193548,0.107527,"[30.5844, 12.6942, 12.7692, 11.6537, 10.7429]"
9,5,0.95,0.633663,0.173267,0.10396,"[16.3024, 10.5213, 8.4051, 8.8596, 8.2456]"
10,5,0.970297,0.608911,0.158416,0.084158,"[23.0615, 14.6315, 11.5553, 9.3972, 8.9677]"
11,5,0.957219,0.591398,0.172043,0.080645,"[23.0615, 12.4531, 10.7378, 9.3833, 9.4664]"
12,5,0.94898,0.668367,0.178571,0.076531,"[35.9467, 16.2378, 15.1316, 12.9281, 11.1487]"
13,5,0.964497,0.666667,0.152047,0.070175,"[20.0591, 18.7252, 11.2538, 10.7333, 9.572]"
14,5,0.973684,0.661376,0.169312,0.100529,"[17.6222, 15.4117, 10.6247, 9.8947, 9.364]"
15,5,0.972789,0.721088,0.190476,0.088435,"[29.9479, 13.8968, 13.5281, 12.549, 10.2432]"
16,5,0.958333,0.650602,0.198795,0.10241,"[21.4654, 12.5177, 11.7018, 11.6783, 9.1337]"
17,5,0.972973,0.664835,0.186813,0.082418,"[23.66, 15.971, 11.379, 11.9314, 10.9513]"
18,5,0.943878,0.567708,0.171875,0.078125,"[17.6222, 12.4832, 10.0503, 8.8645, 8.2451]"
19,5,0.965909,0.706897,0.16092,0.109195,"[25.4128, 13.3176, 11.1432, 12.5953, 11.945]"
20,5,0.972973,0.650273,0.169399,0.081967,"[22.6729, 11.7681, 12.4837, 11.3717, 9.8766]"
21,5,0.97351,0.622517,0.165563,0.072848,"[21.4654, 14.1439, 12.647, 10.9296, 8.6364]"
22,5,0.945783,0.686747,0.198795,0.078313,"[21.4654, 17.1705, 12.6849, 11.4596, 9.7143]"
23,5,0.94382,0.613636,0.176136,0.073864,"[21.4654, 12.8944, 13.0962, 10.7097, 9.1418]"
24,5,0.961538,0.693989,0.163934,0.092896,"[27.2737, 19.6854, 16.3535, 12.793, 11.4601]"
25,5,0.939024,0.689441,0.173913,0.055901,"[21.4654, 14.6533, 13.016, 10.9459, 10.241]"
26,5,0.975904,0.690909,0.169697,0.078788,"[17.9518, 14.2949, 8.9118, 9.93, 8.8401]"
27,5,0.968944,0.69375,0.15625,0.0875,"[17.6222, 15.1356, 12.0916, 11.9484, 9.7397]"
28,5,0.961326,0.638889,0.166667,0.061111,"[17.6222, 11.7467, 12.6608, 10.6359, 8.5135]"
29,5,0.973822,0.614583,0.166667,0.078125,"[18.3496, 11.3826, 9.5411, 8.918, 7.9273]"
