text_id,num_sentences,ppl_original,ppl_shuffled,ppl_reversed,ppl_loo_mean,ppl_diff_shuffled,ppl_diff_reversed,ppl_diff_loo,ppl_change_ratio_shuffled,ppl_change_ratio_reversed,ppl_change_ratio_loo
0,5,9.036,10.033,10.883,10.3673,0.997,1.847,1.3313,0.110341,0.204407,0.147337
1,5,8.9964,9.9553,11.6494,10.0447,0.9589,2.653,1.0484,0.10659,0.294899,0.116533
2,5,10.3108,12.6275,12.03,11.7202,2.3167,1.7192,1.4093,0.224682,0.166736,0.136686
3,5,7.952,10.1819,10.4157,9.0099,2.2299,2.4637,1.0579,0.280417,0.309824,0.133034
4,5,7.9902,9.749,10.3062,9.274,1.7588,2.316,1.2838,0.220115,0.289857,0.160673
5,5,8.5253,11.0705,11.297,10.1911,2.5453,2.7717,1.6658,0.298557,0.325117,0.195399
6,5,7.5129,9.5697,9.9244,8.7996,2.0568,2.4115,1.2867,0.273777,0.320986,0.171266
7,5,7.9231,10.188,10.755,9.3507,2.2648,2.8319,1.4276,0.285853,0.357418,0.180183
8,5,9.9743,13.0544,12.4074,11.4501,3.0801,2.4331,1.4758,0.308802,0.243936,0.14796
9,5,9.0251,12.2828,11.354,10.1724,3.2577,2.3289,1.1473,0.360965,0.258049,0.127121
10,5,8.0521,9.3395,9.6539,9.5154,1.2874,1.6019,1.4633,0.15989,0.198939,0.181727
11,5,8.579,11.5401,12.0447,10.222,2.9611,3.4657,1.643,0.345161,0.403975,0.191512
12,5,8.4253,9.7745,9.7971,9.6265,1.3492,1.3718,1.2012,0.160141,0.162816,0.142574
13,5,10.9525,11.8139,14.2334,12.3694,0.8614,3.2809,1.4169,0.078648,0.299557,0.129364
14,5,8.5274,9.5437,8.9096,9.7402,1.0163,0.3823,1.2128,0.119184,0.044826,0.142222
15,5,10.461,10.6749,11.8379,11.8691,0.2139,1.3768,1.4081,0.020446,0.131615,0.1346
16,5,8.8491,10.0861,10.2753,10.242,1.237,1.4261,1.3928,0.139787,0.161161,0.157399
17,5,9.9512,12.0815,11.671,11.6622,2.1303,1.7198,1.7109,0.214071,0.172823,0.171931
18,5,8.2644,10.2532,10.4368,9.3932,1.9888,2.1724,1.1288,0.240644,0.26286,0.136583
19,5,8.7265,9.5146,10.1083,10.1436,0.7881,1.3818,1.4171,0.090315,0.158349,0.162388
20,5,8.3771,10.6388,10.0725,9.9451,2.2616,1.6954,1.568,0.269979,0.202384,0.187174
21,5,9.8771,10.669,11.425,11.2456,0.7919,1.5479,1.3685,0.080174,0.156713,0.138554
22,5,9.2036,11.921,10.7727,10.6938,2.7174,1.569,1.4902,0.29525,0.170481,0.161918
23,5,13.3019,16.3208,16.7362,15.4083,3.0188,3.4343,2.1064,0.226948,0.258178,0.15835
24,5,9.3136,12.3081,10.5682,10.799,2.9946,1.2547,1.4854,0.321526,0.134712,0.159493
25,5,9.7417,11.6697,12.0022,11.2552,1.9281,2.2605,1.5136,0.19792,0.232047,0.155371
26,5,10.8593,12.6902,12.596,12.0483,1.8309,1.7367,1.189,0.168606,0.159928,0.109495
27,5,10.3214,13.4539,14.3142,11.983,3.1325,3.9929,1.6616,0.303501,0.386857,0.160987
28,5,11.4759,13.834,12.7222,13.4004,2.3582,1.2463,1.9246,0.20549,0.108605,0.167705
29,5,10.7177,12.2906,12.2751,12.2864,1.5729,1.5574,1.5687,0.146758,0.145309,0.146361
