text_id,num_sentences,distinct_2gram_ratio,ttr,verb_ratio,connectives_ratio,cumulative_ppls
0,5,0.972527,0.61326,0.176796,0.077348,"[33.2205, 23.2109, 14.1324, 11.2999, 9.036]"
1,5,0.970588,0.607143,0.142857,0.083333,"[15.1499, 11.5447, 11.6803, 9.4864, 8.9964]"
2,5,0.949367,0.616352,0.150943,0.100629,"[22.1709, 17.434, 12.884, 11.3698, 10.3108]"
3,5,0.963855,0.656627,0.156627,0.084337,"[20.0149, 14.9193, 10.2782, 8.4745, 7.952]"
4,5,0.977011,0.689655,0.137931,0.086207,"[53.3404, 12.3021, 9.9129, 8.4429, 7.9902]"
5,5,0.967568,0.640884,0.154696,0.077348,"[13.8965, 12.8587, 10.2395, 10.6806, 8.5253]"
6,5,0.969072,0.632653,0.147959,0.071429,"[21.5102, 11.1805, 11.4925, 9.096, 7.5129]"
7,5,0.96,0.673469,0.129252,0.081633,"[70.9372, 11.3841, 10.229, 8.7669, 7.9231]"
8,5,0.956835,0.65,0.171429,0.085714,"[23.455, 13.975, 13.5633, 12.5226, 9.9743]"
9,5,0.964912,0.616279,0.156977,0.087209,"[16.5711, 13.4014, 11.6507, 9.4373, 9.0251]"
10,5,0.959184,0.586735,0.132653,0.107143,"[27.7706, 19.3357, 12.4778, 9.723, 8.0521]"
11,5,0.980263,0.626667,0.153333,0.12,"[37.0835, 15.8046, 11.8596, 9.7647, 8.579]"
12,5,0.942708,0.612565,0.167539,0.089005,"[19.0419, 11.3394, 10.2093, 9.6247, 8.4253]"
13,5,0.975309,0.650307,0.147239,0.092025,"[32.2189, 24.3309, 14.7068, 12.7506, 10.9525]"
14,5,0.966102,0.589595,0.127168,0.104046,"[24.3179, 15.0196, 12.1147, 10.0062, 8.5274]"
15,5,0.961111,0.631285,0.162011,0.089385,"[29.2014, 17.0469, 13.7276, 13.0139, 10.461]"
16,5,0.943396,0.638095,0.142857,0.109524,"[12.3054, 10.7592, 9.7918, 9.8161, 8.8491]"
17,5,0.96875,0.632911,0.164557,0.075949,"[14.6913, 13.7746, 10.5241, 9.9935, 9.9512]"
18,5,0.97619,0.692308,0.159763,0.088757,"[18.6604, 14.6925, 9.4621, 10.036, 8.2644]"
19,5,0.943005,0.584615,0.164103,0.082051,"[21.7221, 13.456, 10.6383, 9.8634, 8.7265]"
20,5,0.921687,0.613095,0.136905,0.107143,"[22.394, 11.5583, 9.9391, 8.8433, 8.3771]"
21,5,0.961749,0.601093,0.142077,0.076503,"[25.2179, 15.7566, 11.8037, 10.7418, 9.8771]"
22,5,0.959732,0.639456,0.210884,0.061224,"[26.8972, 18.3811, 12.8156, 11.0929, 9.2036]"
23,5,0.986111,0.696552,0.193103,0.096552,"[27.7034, 16.51, 16.8701, 15.8412, 13.3019]"
24,5,0.957576,0.628743,0.149701,0.08982,"[18.5511, 14.5266, 11.6948, 11.4229, 9.3136]"
25,5,0.97619,0.680723,0.168675,0.090361,"[16.1175, 14.3583, 11.8711, 10.5472, 9.7417]"
26,5,0.967568,0.630435,0.163043,0.11413,"[28.2191, 16.2232, 12.4917, 11.5071, 10.8593]"
27,5,0.976471,0.660714,0.160714,0.083333,"[28.3014, 17.2243, 12.361, 10.3218, 10.3214]"
28,5,0.960526,0.693333,0.186667,0.106667,"[28.8276, 18.3843, 14.1693, 12.3301, 11.4759]"
29,5,0.966216,0.682432,0.168919,0.094595,"[18.2301, 17.6679, 16.3224, 13.0119, 10.7177]"
