id,text,reversed_text,shuffled_text,num_sentences,ppl,ppl_reversed,ppl_shuffled,ppl_diff_reversed,ppl_diff_shuffled,ppl_ratio_reversed,ppl_ratio_shuffled,ppl_loo_mean,ppl_loo_std,ppl_loo_min,ppl_loo_max,ppl_cumulative_slope,ppl_cumulative_mean,ppl_cumulative_std,ppl_cumulative_first,ppl_cumulative_last,ppl_cumulative_rev_slope,ppl_cumulative_rev_mean,ppl_cumulative_rev_std,ppl_cumulative_rev_first,ppl_cumulative_rev_last,ppl_cumulative_shuff_slope,ppl_cumulative_shuff_mean,ppl_cumulative_shuff_std,ppl_cumulative_shuff_first,ppl_cumulative_shuff_last
0,"The model predicted that this credit applicant is a bad credit risk, largely influenced by the purpose of the loan, which is for radio or TV purchases—a category that can sometimes be associated with non-essential spending and may raise concerns about repayment priorities. The requested credit amount is somewhat lower than the average seen in the dataset, but even moderate loan sizes can be risky if other financial signals are not strong. The applicant’s age, at 32, is close to the typical age of other applicants, suggesting that age alone did not sway the decision much, but it may have played a subtle role in combination with other factors. The status of the checking account, described as “little,” indicates limited available funds, which can be a red flag for lenders, as it suggests the applicant may not have a financial cushion to fall back on. Finally, while owning a home is generally a positive sign, in this context it was not enough to offset the concerns raised by the other features, leading the model to classify the applicant as a higher credit risk.","Finally, while owning a home is generally a positive sign, in this context it was not enough to offset the concerns raised by the other features, leading the model to classify the applicant as a higher credit risk. The status of the checking account, described as “little,” indicates limited available funds, which can be a red flag for lenders, as it suggests the applicant may not have a financial cushion to fall back on. The applicant’s age, at 32, is close to the typical age of other applicants, suggesting that age alone did not sway the decision much, but it may have played a subtle role in combination with other factors. The requested credit amount is somewhat lower than the average seen in the dataset, but even moderate loan sizes can be risky if other financial signals are not strong. The model predicted that this credit applicant is a bad credit risk, largely influenced by the purpose of the loan, which is for radio or TV purchases—a category that can sometimes be associated with non-essential spending and may raise concerns about repayment priorities.","The status of the checking account, described as “little,” indicates limited available funds, which can be a red flag for lenders, as it suggests the applicant may not have a financial cushion to fall back on. The requested credit amount is somewhat lower than the average seen in the dataset, but even moderate loan sizes can be risky if other financial signals are not strong. The applicant’s age, at 32, is close to the typical age of other applicants, suggesting that age alone did not sway the decision much, but it may have played a subtle role in combination with other factors. Finally, while owning a home is generally a positive sign, in this context it was not enough to offset the concerns raised by the other features, leading the model to classify the applicant as a higher credit risk. The model predicted that this credit applicant is a bad credit risk, largely influenced by the purpose of the loan, which is for radio or TV purchases—a category that can sometimes be associated with non-essential spending and may raise concerns about repayment priorities.",5,9.04,10.88,10.03,1.85,1.0,1.2,1.11,10.37,0.83,8.87,11.3,-6.028,18.18,8.93,33.22,9.04,-1.5758,12.36,2.7,17.32,10.88,-1.8293,12.33,2.82,16.07,10.03
1,"The model predicted that this applicant is a bad credit risk, and the most influential factor in this decision was their age: at 55, the applicant is significantly older than the average applicant, which may raise concerns about future income stability or retirement. The next important factor was the amount of credit requested; interestingly, the applicant asked for a smaller loan than most, which might usually be seen as less risky, but in combination with other factors, it did not outweigh the concerns. The purpose of the loan—marked as radio/TV—could suggest a non-essential purchase, which sometimes signals a higher risk if the applicant’s financial situation is not robust. The fact that the applicant owns their home might typically be a positive sign, indicating stability, but in this case, it was not enough to tip the scales. Finally, being a female applicant had a slight negative influence in the model, though this effect was minor compared to the other features, and may reflect historical biases in credit data rather than true risk.","Finally, being a female applicant had a slight negative influence in the model, though this effect was minor compared to the other features, and may reflect historical biases in credit data rather than true risk. The fact that the applicant owns their home might typically be a positive sign, indicating stability, but in this case, it was not enough to tip the scales. The purpose of the loan—marked as radio/TV—could suggest a non-essential purchase, which sometimes signals a higher risk if the applicant’s financial situation is not robust. The next important factor was the amount of credit requested; interestingly, the applicant asked for a smaller loan than most, which might usually be seen as less risky, but in combination with other factors, it did not outweigh the concerns. The model predicted that this applicant is a bad credit risk, and the most influential factor in this decision was their age: at 55, the applicant is significantly older than the average applicant, which may raise concerns about future income stability or retirement.","The fact that the applicant owns their home might typically be a positive sign, indicating stability, but in this case, it was not enough to tip the scales. The next important factor was the amount of credit requested; interestingly, the applicant asked for a smaller loan than most, which might usually be seen as less risky, but in combination with other factors, it did not outweigh the concerns. The purpose of the loan—marked as radio/TV—could suggest a non-essential purchase, which sometimes signals a higher risk if the applicant’s financial situation is not robust. Finally, being a female applicant had a slight negative influence in the model, though this effect was minor compared to the other features, and may reflect historical biases in credit data rather than true risk. The model predicted that this applicant is a bad credit risk, and the most influential factor in this decision was their age: at 55, the applicant is significantly older than the average applicant, which may raise concerns about future income stability or retirement.",5,9.0,11.65,9.96,2.65,0.96,1.29,1.11,10.04,0.91,8.69,11.39,-1.4365,11.37,2.17,15.15,9.0,-3.8961,18.11,6.15,29.56,11.65,-1.9473,13.15,3.08,18.94,9.96
2,"The model predicted that this applicant is a bad credit risk, and the most influential factor in this decision was the relatively short loan duration of just 4 months, which is much lower than what is typical and may signal an urgent or unusual borrowing need. The requested credit amount, while not excessively high, is still a significant sum and could raise concerns when paired with other risk factors. Interestingly, the applicant is younger than the average applicant, and while youth can sometimes be associated with less established credit histories, it can also mean less financial stability. The purpose of the loan—purchasing a car—generally suggests a practical need, but in this context, it did not offset the other risk signals. Finally, the applicant’s gender, being male, played a minor role, possibly reflecting subtle patterns in the data, but it was the combination of a short loan duration and the applicant’s financial profile that most strongly influenced the model’s prediction.","Finally, the applicant’s gender, being male, played a minor role, possibly reflecting subtle patterns in the data, but it was the combination of a short loan duration and the applicant’s financial profile that most strongly influenced the model’s prediction. The purpose of the loan—purchasing a car—generally suggests a practical need, but in this context, it did not offset the other risk signals. Interestingly, the applicant is younger than the average applicant, and while youth can sometimes be associated with less established credit histories, it can also mean less financial stability. The requested credit amount, while not excessively high, is still a significant sum and could raise concerns when paired with other risk factors. The model predicted that this applicant is a bad credit risk, and the most influential factor in this decision was the relatively short loan duration of just 4 months, which is much lower than what is typical and may signal an urgent or unusual borrowing need.","The purpose of the loan—purchasing a car—generally suggests a practical need, but in this context, it did not offset the other risk signals. The requested credit amount, while not excessively high, is still a significant sum and could raise concerns when paired with other risk factors. Interestingly, the applicant is younger than the average applicant, and while youth can sometimes be associated with less established credit histories, it can also mean less financial stability. Finally, the applicant’s gender, being male, played a minor role, possibly reflecting subtle patterns in the data, but it was the combination of a short loan duration and the applicant’s financial profile that most strongly influenced the model’s prediction. The model predicted that this applicant is a bad credit risk, and the most influential factor in this decision was the relatively short loan duration of just 4 months, which is much lower than what is typical and may signal an urgent or unusual borrowing need.",5,10.31,12.03,12.63,1.72,2.32,1.17,1.22,11.72,0.88,11.05,13.45,-2.9784,14.83,4.4,22.17,10.31,-3.7608,17.96,5.55,27.43,12.03,-5.6504,20.31,9.0,37.13,12.63
3,"The model predicted that this applicant is a bad credit risk, and the most influential factor in this decision was the relatively short loan duration of just 6 months, which is much lower than what is typical among other applicants. While a shorter loan period might sometimes suggest lower risk, in this context it may signal urgency or financial pressure, which can be a red flag for lenders. The purpose of the loan—buying a car—did not help the applicant’s case, as car loans can sometimes be seen as less essential and more prone to default, especially if the applicant’s overall financial profile is not strong. The applicant’s age, at 26, is also below the average, and younger applicants are often viewed as having less stable financial histories, which can increase perceived risk. Although the requested credit amount is modest and the applicant owns their home, these positive factors were not enough to outweigh the concerns raised by the other features, leading the model to its final prediction.","Although the requested credit amount is modest and the applicant owns their home, these positive factors were not enough to outweigh the concerns raised by the other features, leading the model to its final prediction. The applicant’s age, at 26, is also below the average, and younger applicants are often viewed as having less stable financial histories, which can increase perceived risk. The purpose of the loan—buying a car—did not help the applicant’s case, as car loans can sometimes be seen as less essential and more prone to default, especially if the applicant’s overall financial profile is not strong. While a shorter loan period might sometimes suggest lower risk, in this context it may signal urgency or financial pressure, which can be a red flag for lenders. The model predicted that this applicant is a bad credit risk, and the most influential factor in this decision was the relatively short loan duration of just 6 months, which is much lower than what is typical among other applicants.","The applicant’s age, at 26, is also below the average, and younger applicants are often viewed as having less stable financial histories, which can increase perceived risk. While a shorter loan period might sometimes suggest lower risk, in this context it may signal urgency or financial pressure, which can be a red flag for lenders. The purpose of the loan—buying a car—did not help the applicant’s case, as car loans can sometimes be seen as less essential and more prone to default, especially if the applicant’s overall financial profile is not strong. Although the requested credit amount is modest and the applicant owns their home, these positive factors were not enough to outweigh the concerns raised by the other features, leading the model to its final prediction. The model predicted that this applicant is a bad credit risk, and the most influential factor in this decision was the relatively short loan duration of just 6 months, which is much lower than what is typical among other applicants.",5,7.95,10.42,10.18,2.46,2.23,1.31,1.28,9.01,0.49,8.47,9.85,-3.0571,12.33,4.56,20.01,7.95,-7.2156,19.09,12.07,42.33,10.42,-4.082,15.44,6.41,26.64,10.18
4,"The model predicted that this credit applicant is a bad credit risk, largely influenced by several key aspects of their financial profile. The applicant’s age stands out as a significant factor; at 40, they are older than the average applicant, which can sometimes signal stability, but in this context, it may also suggest a longer credit history with potential past issues or higher financial obligations. The purpose of the loan—marked as radio/TV—may have contributed to the risk assessment, as loans for consumer electronics are often viewed as less essential and potentially riskier than those for necessities like housing or education. The requested credit amount is notably higher than average, which can raise concerns about the applicant’s ability to manage larger debts, especially when paired with a loan duration that is much longer than typical, increasing the chance of repayment difficulties over time. Although owning their home might usually be a positive sign, in this case, it was not enough to offset the risks posed by the other factors, leading the model to its final decision.","Although owning their home might usually be a positive sign, in this case, it was not enough to offset the risks posed by the other factors, leading the model to its final decision. The requested credit amount is notably higher than average, which can raise concerns about the applicant’s ability to manage larger debts, especially when paired with a loan duration that is much longer than typical, increasing the chance of repayment difficulties over time. The purpose of the loan—marked as radio/TV—may have contributed to the risk assessment, as loans for consumer electronics are often viewed as less essential and potentially riskier than those for necessities like housing or education. The applicant’s age stands out as a significant factor; at 40, they are older than the average applicant, which can sometimes signal stability, but in this context, it may also suggest a longer credit history with potential past issues or higher financial obligations. The model predicted that this credit applicant is a bad credit risk, largely influenced by several key aspects of their financial profile.","The requested credit amount is notably higher than average, which can raise concerns about the applicant’s ability to manage larger debts, especially when paired with a loan duration that is much longer than typical, increasing the chance of repayment difficulties over time. The applicant’s age stands out as a significant factor; at 40, they are older than the average applicant, which can sometimes signal stability, but in this context, it may also suggest a longer credit history with potential past issues or higher financial obligations. The purpose of the loan—marked as radio/TV—may have contributed to the risk assessment, as loans for consumer electronics are often viewed as less essential and potentially riskier than those for necessities like housing or education. Although owning their home might usually be a positive sign, in this case, it was not enough to offset the risks posed by the other factors, leading the model to its final decision. The model predicted that this credit applicant is a bad credit risk, largely influenced by several key aspects of their financial profile.",5,7.99,10.31,9.75,2.32,1.76,1.29,1.22,9.27,0.88,8.44,10.84,-9.456,18.4,17.54,53.34,7.99,-4.1825,15.54,6.68,28.12,10.31,-1.6179,11.32,2.99,17.25,9.75
5,"The model predicted that this credit applicant is a bad credit risk, and the most influential factor in this decision was their age: at just 24 years old, they are significantly younger than the average applicant, which often signals less financial stability or a shorter credit history. The purpose of the loan—marked as radio/TV—also played a notable role, as loans for consumer electronics can sometimes be seen as less essential and may be associated with higher default rates. The relatively short loan duration of 9 months, compared to the average of nearly 21 months, suggests a quick repayment period, which can be risky if the applicant’s financial situation is not robust. The applicant’s checking account status was considered moderate, which neither strongly helped nor hurt their case, but did not provide the reassurance that a strong financial buffer might have. Finally, the fact that the applicant owns their home could have been a positive sign, but in the context of the other factors—especially their young age and the nature of the loan—it was not enough to outweigh the risks, leading the model to its cautious prediction.","Finally, the fact that the applicant owns their home could have been a positive sign, but in the context of the other factors—especially their young age and the nature of the loan—it was not enough to outweigh the risks, leading the model to its cautious prediction. The applicant’s checking account status was considered moderate, which neither strongly helped nor hurt their case, but did not provide the reassurance that a strong financial buffer might have. The relatively short loan duration of 9 months, compared to the average of nearly 21 months, suggests a quick repayment period, which can be risky if the applicant’s financial situation is not robust. The purpose of the loan—marked as radio/TV—also played a notable role, as loans for consumer electronics can sometimes be seen as less essential and may be associated with higher default rates. The model predicted that this credit applicant is a bad credit risk, and the most influential factor in this decision was their age: at just 24 years old, they are significantly younger than the average applicant, which often signals less financial stability or a shorter credit history.","The applicant’s checking account status was considered moderate, which neither strongly helped nor hurt their case, but did not provide the reassurance that a strong financial buffer might have. The purpose of the loan—marked as radio/TV—also played a notable role, as loans for consumer electronics can sometimes be seen as less essential and may be associated with higher default rates. The relatively short loan duration of 9 months, compared to the average of nearly 21 months, suggests a quick repayment period, which can be risky if the applicant’s financial situation is not robust. Finally, the fact that the applicant owns their home could have been a positive sign, but in the context of the other factors—especially their young age and the nature of the loan—it was not enough to outweigh the risks, leading the model to its cautious prediction. The model predicted that this credit applicant is a bad credit risk, and the most influential factor in this decision was their age: at just 24 years old, they are significantly younger than the average applicant, which often signals less financial stability or a shorter credit history.",5,8.53,11.3,11.07,2.77,2.55,1.33,1.3,10.19,2.0,8.15,13.85,-1.2921,11.24,1.92,13.9,8.53,-2.2738,15.55,3.27,19.91,11.3,-8.1488,22.4,12.52,45.14,11.07
6,"The model predicted that this applicant is a bad credit risk, and the most influential factor in this decision was the relatively short loan duration of 9 months, which is much lower than what is typical; this can sometimes signal higher monthly payments and greater financial strain, raising concerns about repayment ability. The applicant’s age, at 29, is also slightly below the average, and younger applicants may be seen as having less established credit histories or financial stability, which can weigh against them in risk assessments. Interestingly, the applicant’s checking account status is moderate, which usually suggests a reasonable level of financial management, and being female is not inherently risky, but in some credit models, demographic factors can subtly influence outcomes based on historical data. Owning a home is generally a positive sign, as it often indicates stability and assets, but in this case, it was not enough to offset the concerns raised by the other factors. Altogether, while there are some reassuring aspects to this applicant’s profile, the combination of a short loan duration and relatively young age led the model to err on the side of caution and predict a higher credit risk.","Altogether, while there are some reassuring aspects to this applicant’s profile, the combination of a short loan duration and relatively young age led the model to err on the side of caution and predict a higher credit risk. Owning a home is generally a positive sign, as it often indicates stability and assets, but in this case, it was not enough to offset the concerns raised by the other factors. Interestingly, the applicant’s checking account status is moderate, which usually suggests a reasonable level of financial management, and being female is not inherently risky, but in some credit models, demographic factors can subtly influence outcomes based on historical data. The applicant’s age, at 29, is also slightly below the average, and younger applicants may be seen as having less established credit histories or financial stability, which can weigh against them in risk assessments. The model predicted that this applicant is a bad credit risk, and the most influential factor in this decision was the relatively short loan duration of 9 months, which is much lower than what is typical; this can sometimes signal higher monthly payments and greater financial strain, raising concerns about repayment ability.","Owning a home is generally a positive sign, as it often indicates stability and assets, but in this case, it was not enough to offset the concerns raised by the other factors. The applicant’s age, at 29, is also slightly below the average, and younger applicants may be seen as having less established credit histories or financial stability, which can weigh against them in risk assessments. Interestingly, the applicant’s checking account status is moderate, which usually suggests a reasonable level of financial management, and being female is not inherently risky, but in some credit models, demographic factors can subtly influence outcomes based on historical data. Altogether, while there are some reassuring aspects to this applicant’s profile, the combination of a short loan duration and relatively young age led the model to err on the side of caution and predict a higher credit risk. The model predicted that this applicant is a bad credit risk, and the most influential factor in this decision was the relatively short loan duration of 9 months, which is much lower than what is typical; this can sometimes signal higher monthly payments and greater financial strain, raising concerns about repayment ability.",5,7.51,9.92,9.57,2.41,2.06,1.32,1.27,8.8,1.11,6.75,10.12,-3.0079,12.16,4.9,21.51,7.51,-3.1126,14.17,5.27,24.34,9.92,-0.5944,10.48,1.26,12.72,9.57
7,"The model predicted that this applicant is a good credit risk. The most influential factor in this decision was the applicant’s age: at just 20 years old, they are significantly younger than the average applicant, which often raises concerns about limited credit history or financial experience, but in this case, other factors helped offset that risk. The purpose of the loan—purchasing a radio or TV—suggests a relatively modest and specific need, which can sometimes be viewed more favorably than requests for larger or less defined purposes. Although the applicant currently rents their home, which can sometimes be seen as less stable than homeownership, the short loan duration of 12 months (well below the average) indicates a lower long-term risk for the lender. Finally, the requested credit amount is quite low compared to the typical applicant, further reducing the potential risk and making it more likely that the applicant can manage repayment.","Finally, the requested credit amount is quite low compared to the typical applicant, further reducing the potential risk and making it more likely that the applicant can manage repayment. Although the applicant currently rents their home, which can sometimes be seen as less stable than homeownership, the short loan duration of 12 months (well below the average) indicates a lower long-term risk for the lender. The purpose of the loan—purchasing a radio or TV—suggests a relatively modest and specific need, which can sometimes be viewed more favorably than requests for larger or less defined purposes. The most influential factor in this decision was the applicant’s age: at just 20 years old, they are significantly younger than the average applicant, which often raises concerns about limited credit history or financial experience, but in this case, other factors helped offset that risk. The model predicted that this applicant is a good credit risk.","Although the applicant currently rents their home, which can sometimes be seen as less stable than homeownership, the short loan duration of 12 months (well below the average) indicates a lower long-term risk for the lender. The most influential factor in this decision was the applicant’s age: at just 20 years old, they are significantly younger than the average applicant, which often raises concerns about limited credit history or financial experience, but in this case, other factors helped offset that risk. The purpose of the loan—purchasing a radio or TV—suggests a relatively modest and specific need, which can sometimes be viewed more favorably than requests for larger or less defined purposes. Finally, the requested credit amount is quite low compared to the typical applicant, further reducing the potential risk and making it more likely that the applicant can manage repayment. The model predicted that this applicant is a good credit risk.",5,7.92,10.75,10.19,2.83,2.26,1.36,1.29,9.35,1.48,8.26,12.3,-12.8645,21.85,24.57,70.94,7.92,-5.1635,17.34,8.29,33.09,10.75,-2.8132,13.49,4.76,22.78,10.19
8,"The model predicted that this applicant is a good credit risk, even though the duration of the loan they requested is much longer than what is typical, which usually signals higher risk. Interestingly, the applicant is quite young compared to the average, and while youth can sometimes be associated with less financial stability, it may also indicate a longer working life ahead to repay the loan. Their checking account status is moderate, suggesting they have some financial resources available, which helps to offset concerns about the long loan duration. The purpose of the loan is for radio or TV, a common and generally lower-risk reason, which may have reassured the model about the applicant’s intentions. Finally, the fact that the applicant owns their home likely contributed positively, as homeownership is often seen as a sign of financial responsibility and stability.","Finally, the fact that the applicant owns their home likely contributed positively, as homeownership is often seen as a sign of financial responsibility and stability. The purpose of the loan is for radio or TV, a common and generally lower-risk reason, which may have reassured the model about the applicant’s intentions. Their checking account status is moderate, suggesting they have some financial resources available, which helps to offset concerns about the long loan duration. Interestingly, the applicant is quite young compared to the average, and while youth can sometimes be associated with less financial stability, it may also indicate a longer working life ahead to repay the loan. The model predicted that this applicant is a good credit risk, even though the duration of the loan they requested is much longer than what is typical, which usually signals higher risk.","The purpose of the loan is for radio or TV, a common and generally lower-risk reason, which may have reassured the model about the applicant’s intentions. Interestingly, the applicant is quite young compared to the average, and while youth can sometimes be associated with less financial stability, it may also indicate a longer working life ahead to repay the loan. Their checking account status is moderate, suggesting they have some financial resources available, which helps to offset concerns about the long loan duration. Finally, the fact that the applicant owns their home likely contributed positively, as homeownership is often seen as a sign of financial responsibility and stability. The model predicted that this applicant is a good credit risk, even though the duration of the loan they requested is much longer than what is typical, which usually signals higher risk.",5,9.97,12.41,13.05,2.43,3.08,1.24,1.31,11.45,0.88,10.31,12.52,-2.8414,14.7,4.59,23.46,9.97,-2.0944,17.73,4.03,18.29,12.41,-12.8557,29.53,21.96,72.58,13.05
9,"The model predicted that this credit applicant is a bad credit risk, and the most influential factor in this decision was their age: at 54, the applicant is significantly older than the average applicant, which may raise concerns about future income stability or retirement. Interestingly, the applicant’s housing status—having free housing—typically signals financial security and would usually work in their favor, but in this case, it was not enough to offset other risks. The requested credit amount is lower than average, which might usually be seen as less risky, but perhaps in combination with the applicant’s age, it suggests a limited ability to repay even smaller loans. The purpose of the loan, which is for education, is generally associated with positive long-term outcomes, but for an older applicant, the model may interpret this as less likely to result in increased earning potential. Finally, the applicant’s checking account status is described as “little,” indicating limited available funds, which, when considered alongside the other factors, likely reinforced the model’s prediction of higher credit risk.","Finally, the applicant’s checking account status is described as “little,” indicating limited available funds, which, when considered alongside the other factors, likely reinforced the model’s prediction of higher credit risk. The purpose of the loan, which is for education, is generally associated with positive long-term outcomes, but for an older applicant, the model may interpret this as less likely to result in increased earning potential. The requested credit amount is lower than average, which might usually be seen as less risky, but perhaps in combination with the applicant’s age, it suggests a limited ability to repay even smaller loans. Interestingly, the applicant’s housing status—having free housing—typically signals financial security and would usually work in their favor, but in this case, it was not enough to offset other risks. The model predicted that this credit applicant is a bad credit risk, and the most influential factor in this decision was their age: at 54, the applicant is significantly older than the average applicant, which may raise concerns about future income stability or retirement.","The purpose of the loan, which is for education, is generally associated with positive long-term outcomes, but for an older applicant, the model may interpret this as less likely to result in increased earning potential. Interestingly, the applicant’s housing status—having free housing—typically signals financial security and would usually work in their favor, but in this case, it was not enough to offset other risks. The requested credit amount is lower than average, which might usually be seen as less risky, but perhaps in combination with the applicant’s age, it suggests a limited ability to repay even smaller loans. Finally, the applicant’s checking account status is described as “little,” indicating limited available funds, which, when considered alongside the other factors, likely reinforced the model’s prediction of higher credit risk. The model predicted that this credit applicant is a bad credit risk, and the most influential factor in this decision was their age: at 54, the applicant is significantly older than the average applicant, which may raise concerns about future income stability or retirement.",5,9.03,11.35,12.28,2.33,3.26,1.26,1.36,10.17,0.87,9.44,11.65,-1.9056,12.02,2.77,16.57,9.03,-5.543,18.63,9.05,36.01,11.35,-4.6006,19.37,6.79,30.93,12.28
