text_id,num_sentences,ppl_original,ppl_shuffled,ppl_reversed,ppl_loo_mean,ppl_diff_shuffled,ppl_diff_reversed,ppl_diff_loo,ppl_change_ratio_shuffled,ppl_change_ratio_reversed,ppl_change_ratio_loo
0,4,8.1479,11.5001,10.0958,12.195,3.3521,1.9478,4.047,0.411409,0.239058,0.496692
1,4,10.4269,15.4696,12.5872,15.5767,5.0426,2.1603,5.1498,0.483616,0.207183,0.493896
2,4,9.7938,15.3815,12.6101,13.956,5.5877,2.8163,4.1622,0.57053,0.28756,0.424985
3,5,11.5679,14.3652,12.1292,15.4139,2.7973,0.5613,3.846,0.241813,0.048522,0.33247
4,4,7.8949,9.981,9.7014,10.5363,2.0862,1.8066,2.6414,0.264244,0.228828,0.334576
5,4,10.6804,12.5898,11.3841,15.352,1.9095,0.7038,4.6716,0.178784,0.065894,0.437402
6,4,9.6522,11.4147,10.7206,13.5273,1.7625,1.0684,3.8751,0.182602,0.11069,0.401473
7,4,12.0348,13.9612,12.85,17.6303,1.9264,0.8153,5.5956,0.160068,0.067742,0.46495
8,5,7.4854,9.5464,8.6728,9.3796,2.061,1.1874,1.8942,0.275342,0.158629,0.253056
9,3,8.8702,9.3417,9.1171,14.4953,0.4716,0.2469,5.6251,0.053162,0.027837,0.634163
10,5,7.3198,9.4776,9.4636,9.1992,2.1578,2.1438,1.8793,0.294782,0.29287,0.256744
11,4,6.5358,8.0364,8.3315,8.5686,1.5005,1.7957,2.0328,0.229588,0.27475,0.311019
12,4,8.1128,11.1643,12.9313,10.7994,3.0515,4.8185,2.6866,0.376137,0.593938,0.331156
13,4,7.848,10.8627,12.5491,10.7931,3.0147,4.7011,2.9451,0.384142,0.599027,0.375268
14,3,9.5426,11.1231,11.6076,14.3518,1.5805,2.065,4.8092,0.165629,0.216397,0.503975
15,5,10.0681,14.5976,11.606,12.8637,4.5294,1.5379,2.7956,0.44988,0.152748,0.277668
16,4,9.358,13.1335,11.1107,13.1671,3.7755,1.7527,3.8091,0.403447,0.187297,0.407038
17,4,7.4746,11.7398,9.7195,10.0213,4.2652,2.2449,2.5467,0.570624,0.300332,0.340711
18,3,9.8133,11.8397,13.8391,15.6025,2.0264,4.0258,5.7892,0.206496,0.410239,0.589931
19,3,8.0827,10.4263,10.5464,12.9556,2.3437,2.4637,4.8729,0.28996,0.304809,0.602885
20,4,10.9733,13.0522,10.9428,15.346,2.0789,-0.0305,4.3727,0.189451,-0.00278,0.39848
21,4,8.8487,11.842,14.4703,11.6289,2.9933,5.6216,2.7802,0.338278,0.635305,0.314192
22,4,7.598,9.487,9.3119,9.9696,1.889,1.7139,2.3716,0.248624,0.225573,0.312131
23,4,7.3965,9.1732,9.0168,9.5708,1.7766,1.6203,2.1743,0.240198,0.21906,0.293955
24,4,9.7716,15.6879,12.7212,14.1516,5.9163,2.9496,4.38,0.605456,0.301853,0.448232
25,4,10.2118,13.1557,10.908,14.1217,2.9439,0.6963,3.91,0.288285,0.068181,0.382887
26,3,10.4479,12.7602,13.2889,15.2778,2.3123,2.841,4.8299,0.221317,0.27192,0.46229
27,5,9.0506,11.6699,11.9279,11.467,2.6193,2.8773,2.4164,0.289404,0.317913,0.266982
28,4,7.164,9.3632,8.5206,9.8551,2.1992,1.3565,2.6911,0.306982,0.189354,0.375635
29,4,9.1211,14.3292,11.4988,12.8008,5.2081,2.3777,3.6797,0.570995,0.260683,0.403426
