text_id,num_sentences,last_sentence,ppl
0,1,"The model's prediction was most strongly influenced by the number of goals scored, which increased the likelihood of a player from the team receiving the 'Man of the Match' award.",15.41
0,2,"However, the number of corner kicks and the total number of passes slightly decreased this likelihood.",11.65
0,3,"The number of off-target attempts had a small positive effect, while the percentage of ball possession had a minimal negative impact on the prediction.",9.09
0,4,"Overall, scoring goals played the most significant role in the model's decision.",8.15
1,1,"The model's prediction was most strongly influenced by the fact that the team scored 1 goal, which increased the likelihood of receiving the 'Man of the Match' award.",16.99
1,2,"However, having 2 corner kicks and 189 total passes slightly decreased the chances.",15.4
1,3,"The 5 off-target attempts contributed a small positive effect, while the team's 28% ball possession had a minimal negative impact on the prediction.",12.25
1,4,"Overall, scoring a goal was the most significant positive factor in the model's decision.",10.43
2,1,"The model's prediction was most strongly influenced by the number of goals scored, which increased the likelihood of a player from the team receiving the 'Man of the Match' award.",15.41
2,2,"However, having more corner kicks and a higher number of passes slightly decreased this likelihood.",13.28
2,3,"Additionally, more off-target attempts had a small positive effect, while ball possession percentage had a minimal negative impact on the prediction.",11.27
2,4,"Overall, scoring goals played the most significant role in the model's decision.",9.79
3,1,"The model's prediction was most strongly influenced by the team scoring one goal, which increased the likelihood of a player receiving the 'Man of the Match' award.",20.24
3,2,"However, having one corner kick slightly decreased the chances.",19.67
3,3,"The team also had six off-target attempts, which contributed a small positive effect.",18.12
3,4,The total number of passes (281) and ball possession percentage (40%) both had minor negative impacts on the prediction.,13.86
3,5,"Overall, scoring a goal was the most significant positive factor in the model's decision.",11.57
4,1,The model predicts that the team will not receive the 'Man of the Match' award for its player.,29.44
4,2,"The main reason for this prediction is that the team did not score any goals, which had a strong negative impact.",13.87
4,3,"Although the team had a high ball possession percentage (64%), this only slightly increased the chances.",11.89
4,4,"Other factors, such as the number of corner kicks (5), total passes (433), and off-target attempts (6), had minor positive or negative effects, but none were enough to outweigh the negative impact of not scoring any goals.",7.89
5,1,"The model predicts that the team is less likely to have a player win the 'Man of the Match' award mainly because they did not score any goals, which had the largest negative impact on the prediction.",17.09
5,2,"Although the team had 7 corner kicks and 7 off-target attempts, these factors only slightly increased the chances.",13.6
5,3,The high number of passes and a ball possession rate of 48% both contributed slightly negatively to the prediction.,12.07
5,4,"Overall, not scoring goals was the most significant reason for the lower likelihood of receiving the award.",10.68
6,1,"The model predicts that the team is less likely to have a player win the 'Man of the Match' award mainly because they did not score any goals, which had the largest negative impact on the prediction.",17.09
6,2,"Although the team had 5 corner kicks and 5 off-target attempts, these contributed only slightly in favor of winning the award.",13.81
6,3,The total number of passes and a ball possession rate of 44% also had small negative effects on the prediction.,11.53
6,4,"Overall, the lack of goals was the most significant factor in the model's decision.",9.65
7,1,"The model's prediction was most strongly influenced by the team scoring a goal, which increased the likelihood of a player receiving the 'Man of the Match' award.",17.03
7,2,"However, having one corner kick slightly decreased the chances.",18.71
7,3,"Five off-target attempts contributed a small positive effect, while the total number of passes and the percentage of ball possession had minor negative impacts on the prediction.",14.85
7,4,"Overall, scoring a goal was the most significant positive factor in the model's decision.",12.03
8,1,"The model's prediction was most strongly influenced by the number of goals scored, which had a negative impact on the likelihood of a player from the team receiving the 'Man of the Match' award.",12.28
8,2,"The high number of passes contributed positively, but to a lesser extent.",11.0
8,3,The number of corner kicks and off-target attempts also had small positive effects.,10.41
8,4,The percentage of ball possession had a slight negative influence on the prediction.,9.14
8,5,"Overall, the low number of goals scored was the main reason the model predicted that a player from this team would not receive the award.",7.49
9,1,"The model's prediction was most strongly influenced by the number of goals scored, which had a significant negative impact on the likelihood of a player from the team receiving the 'Man of the Match' award.",12.44
9,2,"The number of corner kicks and off-target attempts contributed slightly positively, while the total number of passes and the percentage of ball possession had small negative effects on the prediction.",10.16
9,3,"Overall, the low number of goals scored was the main reason the model predicted against a player from this team receiving the award.",8.87
10,1,The model predicts whether a player from the football team will receive the 'Man of the Match' award based on several factors.,17.3
10,2,"Scoring a goal had the most significant positive impact on the prediction, strongly increasing the likelihood of winning the award.",11.88
10,3,"Having 10 corner kicks and 8 off-target attempts also contributed positively, though to a lesser extent.",11.42
10,4,"On the other hand, the total number of passes and the percentage of ball possession had very minimal negative effects on the prediction, slightly decreasing the chances of receiving the award.",8.27
10,5,"Overall, scoring a goal was the most influential factor in the model's decision.",7.32
11,1,"The model's prediction that the team will receive the 'Man of the Match' award was mainly influenced by the high number of goals scored (5), which had the strongest positive impact.",22.3
11,2,"The number of corner kicks (6) and off-target attempts (3) also contributed positively, though to a lesser extent.",11.58
11,3,"On the other hand, the total number of passes (306) and the percentage of ball possession (40%) had a small negative effect on the prediction.",7.7
11,4,"Overall, the team's strong attacking performance, especially in scoring goals, played the most significant role in the model's decision.",6.54
12,1,The model predicts that the team is less likely to have a player receive the 'Man of the Match' award.,18.7
12,2,"This is mainly because the team did not score any goals, which had the largest negative impact on the prediction.",12.48
12,3,"Additionally, having only one corner kick, a relatively low number of passes, and just 34% ball possession all contributed slightly against the likelihood of winning the award.",10.05
12,4,"On the other hand, making four off-target attempts had a small positive effect, but it was not enough to outweigh the negative factors.",8.11
13,1,The model predicts whether a player from the football team will receive the 'Man of the Match' award based on several factors.,17.3
13,2,"Scoring 2 goals had the strongest positive influence on the prediction, making it more likely for the team to have a player win the award.",12.5
13,3,"Having 5 corner kicks and 6 off-target attempts also contributed positively, though to a lesser extent.",10.85
13,4,"On the other hand, making 485 passes and having 59% ball possession had a slight negative impact on the prediction, but their effects were minimal compared to the positive contributions from goals, corners, and off-target attempts.",7.85
14,1,"The model predicts that the team is less likely to have a player win the 'Man of the Match' award mainly because they had a higher number of off-target attempts and fewer corner kicks, both of which contributed negatively to the prediction.",16.43
14,2,"Although the team scored two goals, which had a positive impact, this was not enough to outweigh the negative effects.",10.46
14,3,"Additionally, the total number of passes and the percentage of ball possession had only minor negative influences on the prediction.",9.54
15,1,"The model's prediction was most strongly influenced by the number of goals scored, which contributed positively to the likelihood of a player from the team receiving the 'Man of the Match' award.",14.87
15,2,"The team scored 3 goals, which had the largest positive impact.",12.84
15,3,"However, having 2 corner kicks slightly decreased the chances, as did the total number of passes (372) and the percentage of ball possession (42%), though these had much smaller negative effects.",10.88
15,4,"Additionally, the 6 off-target attempts provided a small positive contribution.",11.11
15,5,"Overall, scoring more goals was the most significant factor in the prediction.",10.07
16,1,"The model's prediction was most strongly influenced by the number of goals scored, which increased the likelihood of a player from the team receiving the 'Man of the Match' award.",15.41
16,2,"However, having more corner kicks and a higher number of passes slightly decreased this likelihood.",13.28
16,3,"The number of off-target attempts had a small positive effect, while ball possession percentage had a minimal negative impact on the prediction.",10.91
