text_id_shuff,num_sentences_shuff,last_sentence_shuff,ppl_shuff
0,1,"The number of off-target attempts had a small positive effect, while the percentage of ball possession had a minimal negative impact on the prediction.",31.5
0,2,"However, the number of corner kicks and the total number of passes slightly decreased this likelihood.",19.5
0,3,"Overall, scoring goals played the most significant role in the model's decision.",18.0
0,4,"The model's prediction was most strongly influenced by the number of goals scored, which increased the likelihood of a player from the team receiving the 'Man of the Match' award.",11.5
1,1,"The 5 off-target attempts contributed a small positive effect, while the team's 28% ball possession had a minimal negative impact on the prediction.",55.15
1,2,"However, having 2 corner kicks and 189 total passes slightly decreased the chances.",38.62
1,3,"Overall, scoring a goal was the most significant positive factor in the model's decision.",25.84
1,4,"The model's prediction was most strongly influenced by the fact that the team scored 1 goal, which increased the likelihood of receiving the 'Man of the Match' award.",15.47
2,1,"Additionally, more off-target attempts had a small positive effect, while ball possession percentage had a minimal negative impact on the prediction.",75.71
2,2,"However, having more corner kicks and a higher number of passes slightly decreased this likelihood.",42.59
2,3,"Overall, scoring goals played the most significant role in the model's decision.",29.4
2,4,"The model's prediction was most strongly influenced by the number of goals scored, which increased the likelihood of a player from the team receiving the 'Man of the Match' award.",15.38
3,1,The total number of passes (281) and ball possession percentage (40%) both had minor negative impacts on the prediction.,59.53
3,2,"However, having one corner kick slightly decreased the chances.",49.88
3,3,"The team also had six off-target attempts, which contributed a small positive effect.",31.73
3,4,"Overall, scoring a goal was the most significant positive factor in the model's decision.",22.82
3,5,"The model's prediction was most strongly influenced by the team scoring one goal, which increased the likelihood of a player receiving the 'Man of the Match' award.",14.37
4,1,"Although the team had a high ball possession percentage (64%), this only slightly increased the chances.",57.18
4,2,"The main reason for this prediction is that the team did not score any goals, which had a strong negative impact.",19.77
4,3,"Other factors, such as the number of corner kicks (5), total passes (433), and off-target attempts (6), had minor positive or negative effects, but none were enough to outweigh the negative impact of not scoring any goals.",10.32
4,4,The model predicts that the team will not receive the 'Man of the Match' award for its player.,9.98
5,1,The high number of passes and a ball possession rate of 48% both contributed slightly negatively to the prediction.,68.91
5,2,"Although the team had 7 corner kicks and 7 off-target attempts, these factors only slightly increased the chances.",28.51
5,3,"Overall, not scoring goals was the most significant reason for the lower likelihood of receiving the award.",24.05
5,4,"The model predicts that the team is less likely to have a player win the 'Man of the Match' award mainly because they did not score any goals, which had the largest negative impact on the prediction.",12.59
6,1,The total number of passes and a ball possession rate of 44% also had small negative effects on the prediction.,45.2
6,2,"Although the team had 5 corner kicks and 5 off-target attempts, these contributed only slightly in favor of winning the award.",30.34
6,3,"Overall, the lack of goals was the most significant factor in the model's decision.",20.58
6,4,"The model predicts that the team is less likely to have a player win the 'Man of the Match' award mainly because they did not score any goals, which had the largest negative impact on the prediction.",11.41
7,1,"Five off-target attempts contributed a small positive effect, while the total number of passes and the percentage of ball possession had minor negative impacts on the prediction.",37.59
7,2,"However, having one corner kick slightly decreased the chances.",34.72
7,3,"Overall, scoring a goal was the most significant positive factor in the model's decision.",24.47
7,4,"The model's prediction was most strongly influenced by the team scoring a goal, which increased the likelihood of a player receiving the 'Man of the Match' award.",13.96
