text_id,num_sentences,distinct_2gram_ratio,ttr,verb_ratio,connectives_ratio,cumulative_ppls
0,6,0.958621,0.732877,0.136986,0.089041,"[83.8042, 40.0904, 22.0597, 16.8187, 15.7422, 13.9078]"
1,6,0.961783,0.603774,0.157233,0.056604,"[21.7099, 15.418, 9.4977, 10.5473, 9.0539, 9.0753]"
2,6,0.963235,0.681481,0.111111,0.059259,"[39.054, 19.8151, 12.9635, 11.7668, 12.3675, 11.0768]"
3,6,0.944882,0.68254,0.119048,0.079365,"[24.5801, 14.3071, 12.3292, 10.5751, 8.8929, 8.0529]"
4,7,0.944785,0.676647,0.143713,0.05988,"[50.92, 19.4363, 14.7701, 13.3325, 12.0943, 11.0126, 9.4743]"
5,6,0.926174,0.668874,0.152318,0.07947,"[22.649, 15.8671, 11.0516, 8.1322, 8.8248, 8.0857]"
6,6,0.938776,0.675862,0.137931,0.068966,"[24.8585, 17.8289, 13.5501, 13.6519, 10.9029, 9.5809]"
7,6,0.947712,0.647436,0.134615,0.070513,"[29.4982, 25.7145, 16.3921, 13.571, 12.6405, 11.3339]"
8,5,0.971429,0.694444,0.111111,0.111111,"[23.9226, 21.8026, 13.5525, 12.9522, 11.5344]"
9,4,0.984496,0.679688,0.101562,0.078125,"[27.9345, 14.8404, 16.3732, 12.2717]"
10,5,0.957746,0.690141,0.119718,0.098592,"[22.649, 16.3123, 10.7219, 9.1338, 8.4029]"
11,6,0.944785,0.652941,0.129412,0.064706,"[24.249, 16.4998, 11.6352, 12.3654, 10.9908, 9.3947]"
12,6,0.95,0.655367,0.163842,0.079096,"[30.496, 18.9137, 15.6542, 11.407, 10.2023, 8.8894]"
13,6,0.936416,0.637427,0.128655,0.076023,"[39.054, 20.7936, 16.194, 12.4058, 11.4822, 9.8349]"
14,6,0.931298,0.649254,0.134328,0.074627,"[29.6654, 17.5419, 12.2471, 10.2379, 10.0791, 9.1968]"
15,7,0.983333,0.699454,0.15847,0.071038,"[28.3378, 20.4849, 15.7792, 12.5778, 12.2597, 11.2507, 10.7798]"
16,6,0.963504,0.695652,0.144928,0.07971,"[21.962, 14.3258, 10.1983, 10.4998, 10.6541, 8.5666]"
17,6,0.959064,0.682353,0.147059,0.1,"[34.6322, 19.6817, 14.522, 13.1489, 12.2321, 11.0994]"
18,6,0.957576,0.650307,0.122699,0.067485,"[40.154, 18.3748, 16.7854, 14.0394, 11.3925, 9.3932]"
19,7,0.910256,0.677632,0.118421,0.085526,"[29.4982, 22.6341, 13.7442, 12.1698, 10.6741, 9.8815, 9.1585]"
20,7,0.932099,0.65,0.15,0.0875,"[39.054, 26.2302, 16.4311, 13.0947, 12.3181, 10.8436, 8.9369]"
21,6,0.953333,0.682432,0.135135,0.067568,"[29.4982, 26.5669, 13.7652, 11.336, 10.9252, 9.412]"
22,6,0.981132,0.692308,0.128205,0.115385,"[34.3593, 20.7548, 17.1789, 15.5575, 14.2962, 11.9612]"
23,6,0.948718,0.658065,0.141935,0.051613,"[29.4982, 26.3828, 18.6469, 15.6031, 12.5728, 11.1774]"
24,7,0.931937,0.632979,0.132979,0.069149,"[27.6379, 18.2916, 12.8793, 11.5576, 9.8172, 8.6555, 8.3665]"
25,8,0.927536,0.586047,0.15814,0.069767,"[21.5931, 17.5372, 11.3818, 9.6733, 10.5018, 9.3375, 8.0491, 7.1162]"
26,5,0.923077,0.656489,0.129771,0.068702,"[22.649, 17.4664, 12.4361, 11.2812, 10.04]"
27,6,0.951389,0.682759,0.17931,0.048276,"[28.4942, 17.3399, 13.0348, 10.6921, 9.499, 8.8301]"
28,7,0.965986,0.655405,0.182432,0.067568,"[39.054, 19.008, 15.0574, 12.3355, 12.1846, 11.1948, 9.072]"
29,6,0.949721,0.670391,0.167598,0.055866,"[37.8973, 22.0371, 16.5169, 14.2623, 11.1442, 10.4066]"
