id,text,reversed_text,shuffled_text,num_sentences,ppl,ppl_reversed,ppl_shuffled,ppl_diff_reversed,ppl_diff_shuffled,ppl_ratio_reversed,ppl_ratio_shuffled,ppl_loo_mean,ppl_loo_std,ppl_loo_min,ppl_loo_max,ppl_cumulative_slope,ppl_cumulative_mean,ppl_cumulative_std,ppl_cumulative_first,ppl_cumulative_last,ppl_cumulative_rev_slope,ppl_cumulative_rev_mean,ppl_cumulative_rev_std,ppl_cumulative_rev_first,ppl_cumulative_rev_last,ppl_cumulative_shuff_slope,ppl_cumulative_shuff_mean,ppl_cumulative_shuff_std,ppl_cumulative_shuff_first,ppl_cumulative_shuff_last
0,"The model predicts the student's outcome in mathematics by weighing several key factors. At the outset, the student's relatively low second period grade exerts the strongest downward pull on the prediction, signaling that recent academic performance has a substantial negative impact. This effect is compounded by the first period grade, which, while slightly higher, still contributes to a less favorable outlook. As the narrative unfolds, the number of school absences emerges as a modest counterbalance, slightly improving the prediction, perhaps reflecting the student's consistent attendance. Additionally, the student's infrequent social outings and absence of prior class failures each provide small but positive nudges, suggesting that responsible behavior and a clean academic record can help offset weaker grades. Ultimately, the interplay of these factors leads the model to its final judgment, with academic performance weighing most heavily, while behavioral and historical elements offer limited but meaningful support.","Ultimately, the interplay of these factors leads the model to its final judgment, with academic performance weighing most heavily, while behavioral and historical elements offer limited but meaningful support. Additionally, the student's infrequent social outings and absence of prior class failures each provide small but positive nudges, suggesting that responsible behavior and a clean academic record can help offset weaker grades. As the narrative unfolds, the number of school absences emerges as a modest counterbalance, slightly improving the prediction, perhaps reflecting the student's consistent attendance. This effect is compounded by the first period grade, which, while slightly higher, still contributes to a less favorable outlook. At the outset, the student's relatively low second period grade exerts the strongest downward pull on the prediction, signaling that recent academic performance has a substantial negative impact. The model predicts the student's outcome in mathematics by weighing several key factors.","As the narrative unfolds, the number of school absences emerges as a modest counterbalance, slightly improving the prediction, perhaps reflecting the student's consistent attendance. At the outset, the student's relatively low second period grade exerts the strongest downward pull on the prediction, signaling that recent academic performance has a substantial negative impact. This effect is compounded by the first period grade, which, while slightly higher, still contributes to a less favorable outlook. Additionally, the student's infrequent social outings and absence of prior class failures each provide small but positive nudges, suggesting that responsible behavior and a clean academic record can help offset weaker grades. The model predicts the student's outcome in mathematics by weighing several key factors. Ultimately, the interplay of these factors leads the model to its final judgment, with academic performance weighing most heavily, while behavioral and historical elements offer limited but meaningful support.",6,13.91,19.78,18.58,5.88,4.67,1.42,1.34,16.82,1.98,14.1,20.6,-12.2219,32.07,24.73,83.8,13.91,-6.413,30.46,11.76,52.58,19.78,-8.8411,31.26,18.61,70.57,18.58
1,"The model predicts that the student is likely to fail the mathematics course, and this outcome is primarily shaped by the student’s academic performance throughout the year. At the outset, the student’s low grade in the second period (G2), which stands at 6, exerts the strongest negative influence, substantially decreasing the likelihood of passing. This effect is compounded by the first period grade (G1) of 5, which further diminishes the chances of success. Although the student’s parents living apart and the number of school absences each contribute slightly to increasing the probability of passing, their positive effects are minimal and insufficient to counterbalance the negative academic indicators. Additionally, the fact that the student’s mother works at home offers a modest positive influence, but again, this is not enough to offset the impact of the low grades. Taken together, these factors interact to drive the model’s prediction toward a failing outcome, with academic performance emerging as the decisive cause.","Taken together, these factors interact to drive the model’s prediction toward a failing outcome, with academic performance emerging as the decisive cause. Additionally, the fact that the student’s mother works at home offers a modest positive influence, but again, this is not enough to offset the impact of the low grades. Although the student’s parents living apart and the number of school absences each contribute slightly to increasing the probability of passing, their positive effects are minimal and insufficient to counterbalance the negative academic indicators. This effect is compounded by the first period grade (G1) of 5, which further diminishes the chances of success. At the outset, the student’s low grade in the second period (G2), which stands at 6, exerts the strongest negative influence, substantially decreasing the likelihood of passing. The model predicts that the student is likely to fail the mathematics course, and this outcome is primarily shaped by the student’s academic performance throughout the year.","Although the student’s parents living apart and the number of school absences each contribute slightly to increasing the probability of passing, their positive effects are minimal and insufficient to counterbalance the negative academic indicators. At the outset, the student’s low grade in the second period (G2), which stands at 6, exerts the strongest negative influence, substantially decreasing the likelihood of passing. This effect is compounded by the first period grade (G1) of 5, which further diminishes the chances of success. Additionally, the fact that the student’s mother works at home offers a modest positive influence, but again, this is not enough to offset the impact of the low grades. The model predicts that the student is likely to fail the mathematics course, and this outcome is primarily shaped by the student’s academic performance throughout the year. Taken together, these factors interact to drive the model’s prediction toward a failing outcome, with academic performance emerging as the decisive cause.",6,9.08,10.74,10.45,1.66,1.38,1.18,1.15,10.41,1.15,8.91,12.07,-2.3204,12.55,4.65,21.71,9.08,-10.6464,26.72,23.06,77.23,10.74,-6.1544,19.1,12.4,44.85,10.45
2,"The model predicts the student's likelihood of passing the mathematics course by weighing several key factors. At the forefront, the student's strong performance in the second period, reflected by a grade of 13, exerts the most significant positive influence, substantially increasing the probability of passing. This momentum is further supported, albeit to a lesser extent, by the student's relatively low number of absences and their age, both of which nudge the prediction upward. Interestingly, the first period grade of 10 slightly tempers this optimism, suggesting that earlier academic struggles may still linger in the model's assessment. Nevertheless, the absence of any prior class failures gently reinforces the positive outlook. Altogether, these elements interact to shape a narrative in which recent academic achievement and consistent attendance outweigh earlier challenges, culminating in a favorable prediction for the student's success.","Altogether, these elements interact to shape a narrative in which recent academic achievement and consistent attendance outweigh earlier challenges, culminating in a favorable prediction for the student's success. Nevertheless, the absence of any prior class failures gently reinforces the positive outlook. Interestingly, the first period grade of 10 slightly tempers this optimism, suggesting that earlier academic struggles may still linger in the model's assessment. This momentum is further supported, albeit to a lesser extent, by the student's relatively low number of absences and their age, both of which nudge the prediction upward. At the forefront, the student's strong performance in the second period, reflected by a grade of 13, exerts the most significant positive influence, substantially increasing the probability of passing. The model predicts the student's likelihood of passing the mathematics course by weighing several key factors.","Interestingly, the first period grade of 10 slightly tempers this optimism, suggesting that earlier academic struggles may still linger in the model's assessment. At the forefront, the student's strong performance in the second period, reflected by a grade of 13, exerts the most significant positive influence, substantially increasing the probability of passing. This momentum is further supported, albeit to a lesser extent, by the student's relatively low number of absences and their age, both of which nudge the prediction upward. Nevertheless, the absence of any prior class failures gently reinforces the positive outlook. The model predicts the student's likelihood of passing the mathematics course by weighing several key factors. Altogether, these elements interact to shape a narrative in which recent academic achievement and consistent attendance outweigh earlier challenges, culminating in a favorable prediction for the student's success.",6,11.08,16.41,14.35,5.33,3.27,1.48,1.3,13.31,1.79,10.65,16.61,-4.6693,17.84,9.92,39.05,11.08,-6.1057,29.7,11.54,38.5,16.41,-11.6827,30.02,27.4,90.77,14.35
3,"The model predicts that the student will pass the mathematics course, primarily because their strong performance in the second period, reflected by a grade of 14, exerts the most significant positive influence on the outcome. This achievement builds upon a solid foundation established in the first period, where a grade of 15 further reinforces the likelihood of success. Moreover, the student’s minimal number of absences—just two—suggests consistent attendance, which subtly supports their academic progress. The absence of any previous class failures also contributes positively, indicating a history of academic resilience. Finally, the student’s age of 15 aligns with typical expectations for this grade level, providing a stable context for learning. Taken together, these factors interact to create a compelling case for the student’s predicted success in the course.","Taken together, these factors interact to create a compelling case for the student’s predicted success in the course. Finally, the student’s age of 15 aligns with typical expectations for this grade level, providing a stable context for learning. The absence of any previous class failures also contributes positively, indicating a history of academic resilience. Moreover, the student’s minimal number of absences—just two—suggests consistent attendance, which subtly supports their academic progress. This achievement builds upon a solid foundation established in the first period, where a grade of 15 further reinforces the likelihood of success. The model predicts that the student will pass the mathematics course, primarily because their strong performance in the second period, reflected by a grade of 14, exerts the most significant positive influence on the outcome.","The absence of any previous class failures also contributes positively, indicating a history of academic resilience. This achievement builds upon a solid foundation established in the first period, where a grade of 15 further reinforces the likelihood of success. Moreover, the student’s minimal number of absences—just two—suggests consistent attendance, which subtly supports their academic progress. Finally, the student’s age of 15 aligns with typical expectations for this grade level, providing a stable context for learning. The model predicts that the student will pass the mathematics course, primarily because their strong performance in the second period, reflected by a grade of 14, exerts the most significant positive influence on the outcome. Taken together, these factors interact to create a compelling case for the student’s predicted success in the course.",6,8.05,13.31,11.71,5.26,3.66,1.65,1.45,9.71,1.26,8.81,12.35,-2.8752,13.12,5.53,24.58,8.05,-2.8856,18.87,5.24,28.89,13.31,-15.7018,34.32,33.17,106.11,11.71
4,"The model’s prediction hinges on a nuanced interplay of the student’s academic performance and personal circumstances. At the outset, the student’s second period grade emerges as a significant factor, as a relatively low score of 8 actively diminishes the likelihood of passing, exerting a strong negative influence on the outcome. In contrast, the first period grade, which stands at 11, partially counterbalances this effect by contributing positively, suggesting that earlier academic success still offers some hope. Meanwhile, the student’s participation in extra paid classes subtly boosts the chances of passing, indicating that additional support outside regular coursework can be beneficial. However, the student’s very poor health status slightly undermines this advantage, hinting that well-being plays a role in academic achievement. Finally, the low number of absences gently nudges the prediction upward, reflecting the importance of consistent attendance. Taken together, these factors interact to shape the model’s assessment, with the negative impact of the second period grade ultimately outweighing the positive contributions from other areas.","Taken together, these factors interact to shape the model’s assessment, with the negative impact of the second period grade ultimately outweighing the positive contributions from other areas. Finally, the low number of absences gently nudges the prediction upward, reflecting the importance of consistent attendance. However, the student’s very poor health status slightly undermines this advantage, hinting that well-being plays a role in academic achievement. Meanwhile, the student’s participation in extra paid classes subtly boosts the chances of passing, indicating that additional support outside regular coursework can be beneficial. In contrast, the first period grade, which stands at 11, partially counterbalances this effect by contributing positively, suggesting that earlier academic success still offers some hope. At the outset, the student’s second period grade emerges as a significant factor, as a relatively low score of 8 actively diminishes the likelihood of passing, exerting a strong negative influence on the outcome. The model’s prediction hinges on a nuanced interplay of the student’s academic performance and personal circumstances.","At the outset, the student’s second period grade emerges as a significant factor, as a relatively low score of 8 actively diminishes the likelihood of passing, exerting a strong negative influence on the outcome. Meanwhile, the student’s participation in extra paid classes subtly boosts the chances of passing, indicating that additional support outside regular coursework can be beneficial. However, the student’s very poor health status slightly undermines this advantage, hinting that well-being plays a role in academic achievement. In contrast, the first period grade, which stands at 11, partially counterbalances this effect by contributing positively, suggesting that earlier academic success still offers some hope. Taken together, these factors interact to shape the model’s assessment, with the negative impact of the second period grade ultimately outweighing the positive contributions from other areas. The model’s prediction hinges on a nuanced interplay of the student’s academic performance and personal circumstances. Finally, the low number of absences gently nudges the prediction upward, reflecting the importance of consistent attendance.",7,9.47,13.15,11.39,3.67,1.91,1.39,1.2,10.87,1.14,9.87,13.56,-5.1379,18.72,13.47,50.92,9.47,-4.0501,22.91,8.44,39.48,13.15,-2.6818,16.43,5.89,28.61,11.39
5,"The model predicts that the student will pass the mathematics course, primarily because their strong performance in both the first and second grading periods exerts a substantial positive influence on the outcome. Specifically, the student’s consistent grades of 11 in both periods signal academic stability, which the model interprets as a reliable indicator of future success. Furthermore, the absence of any previous class failures reinforces this positive outlook, suggesting that the student has not struggled significantly in the past. The fact that the student has not missed any classes further strengthens the prediction, as regular attendance is often associated with better academic performance. Additionally, the student’s choice of school based on its reputation, while a smaller factor, subtly contributes to the likelihood of passing, perhaps reflecting a supportive or high-quality educational environment. Taken together, these factors interact to create a compelling case for the student’s predicted success in the course.","Taken together, these factors interact to create a compelling case for the student’s predicted success in the course. Additionally, the student’s choice of school based on its reputation, while a smaller factor, subtly contributes to the likelihood of passing, perhaps reflecting a supportive or high-quality educational environment. The fact that the student has not missed any classes further strengthens the prediction, as regular attendance is often associated with better academic performance. Furthermore, the absence of any previous class failures reinforces this positive outlook, suggesting that the student has not struggled significantly in the past. Specifically, the student’s consistent grades of 11 in both periods signal academic stability, which the model interprets as a reliable indicator of future success. The model predicts that the student will pass the mathematics course, primarily because their strong performance in both the first and second grading periods exerts a substantial positive influence on the outcome.","The fact that the student has not missed any classes further strengthens the prediction, as regular attendance is often associated with better academic performance. Specifically, the student’s consistent grades of 11 in both periods signal academic stability, which the model interprets as a reliable indicator of future success. Furthermore, the absence of any previous class failures reinforces this positive outlook, suggesting that the student has not struggled significantly in the past. Additionally, the student’s choice of school based on its reputation, while a smaller factor, subtly contributes to the likelihood of passing, perhaps reflecting a supportive or high-quality educational environment. The model predicts that the student will pass the mathematics course, primarily because their strong performance in both the first and second grading periods exerts a substantial positive influence on the outcome. Taken together, these factors interact to create a compelling case for the student’s predicted success in the course.",6,8.09,11.2,10.13,3.11,2.05,1.38,1.25,9.07,0.88,7.44,10.26,-2.7675,12.44,5.3,22.65,8.09,-3.9122,17.9,7.3,28.89,11.2,-1.6658,13.43,3.17,18.46,10.13
6,"The model predicts that the student will pass the mathematics course, primarily because their strong performance in the second period, reflected by a grade of 13, exerts the most significant positive influence on the outcome. This achievement builds upon an even higher first period grade of 15, which further reinforces the likelihood of success. Although the student has accumulated 9 absences, this factor only slightly diminishes the probability of passing and does not outweigh the positive momentum established by their academic results. Moreover, the absence of any previous class failures subtly boosts the prediction, suggesting a consistent academic record. Finally, the fact that the student chose the school for its reputation adds a minor, yet favorable, contribution, hinting at a possible alignment between the student's values and the school's academic environment. Taken together, these interconnected factors culminate in a confident prediction that the student will pass the course.","Taken together, these interconnected factors culminate in a confident prediction that the student will pass the course. Finally, the fact that the student chose the school for its reputation adds a minor, yet favorable, contribution, hinting at a possible alignment between the student's values and the school's academic environment. Moreover, the absence of any previous class failures subtly boosts the prediction, suggesting a consistent academic record. Although the student has accumulated 9 absences, this factor only slightly diminishes the probability of passing and does not outweigh the positive momentum established by their academic results. This achievement builds upon an even higher first period grade of 15, which further reinforces the likelihood of success. The model predicts that the student will pass the mathematics course, primarily because their strong performance in the second period, reflected by a grade of 13, exerts the most significant positive influence on the outcome.","Moreover, the absence of any previous class failures subtly boosts the prediction, suggesting a consistent academic record. This achievement builds upon an even higher first period grade of 15, which further reinforces the likelihood of success. Although the student has accumulated 9 absences, this factor only slightly diminishes the probability of passing and does not outweigh the positive momentum established by their academic results. Finally, the fact that the student chose the school for its reputation adds a minor, yet favorable, contribution, hinting at a possible alignment between the student's values and the school's academic environment. The model predicts that the student will pass the mathematics course, primarily because their strong performance in the second period, reflected by a grade of 13, exerts the most significant positive influence on the outcome. Taken together, these interconnected factors culminate in a confident prediction that the student will pass the course.",6,9.58,13.67,13.18,4.09,3.59,1.43,1.38,11.33,1.73,9.56,14.98,-2.7733,15.06,5.09,24.86,9.58,-4.2093,21.16,9.06,40.94,13.67,-34.3121,60.33,73.8,220.41,13.18
7,"The model predicts that the student will pass the mathematics course, primarily because of their strong academic performance throughout the year. At the outset, the student’s impressive second period grade of 15 exerts the most significant positive influence, signaling consistent mastery of the material and boosting the likelihood of passing. This positive trend is further reinforced by the first period grade of 16, which adds additional confidence to the prediction by demonstrating early and sustained achievement. Although the student’s father works at home, this factor slightly diminishes the probability of passing, but its effect is minimal compared to the academic indicators. Moreover, the student’s perfect attendance and absence of prior class failures subtly support the prediction, as these factors suggest reliability and a lack of academic difficulties. Altogether, the model weaves these elements into a coherent assessment, concluding that the student’s strong grades and steady engagement are the driving forces behind the favorable prediction.","Altogether, the model weaves these elements into a coherent assessment, concluding that the student’s strong grades and steady engagement are the driving forces behind the favorable prediction. Moreover, the student’s perfect attendance and absence of prior class failures subtly support the prediction, as these factors suggest reliability and a lack of academic difficulties. Although the student’s father works at home, this factor slightly diminishes the probability of passing, but its effect is minimal compared to the academic indicators. This positive trend is further reinforced by the first period grade of 16, which adds additional confidence to the prediction by demonstrating early and sustained achievement. At the outset, the student’s impressive second period grade of 15 exerts the most significant positive influence, signaling consistent mastery of the material and boosting the likelihood of passing. The model predicts that the student will pass the mathematics course, primarily because of their strong academic performance throughout the year.","Although the student’s father works at home, this factor slightly diminishes the probability of passing, but its effect is minimal compared to the academic indicators. At the outset, the student’s impressive second period grade of 15 exerts the most significant positive influence, signaling consistent mastery of the material and boosting the likelihood of passing. This positive trend is further reinforced by the first period grade of 16, which adds additional confidence to the prediction by demonstrating early and sustained achievement. Moreover, the student’s perfect attendance and absence of prior class failures subtly support the prediction, as these factors suggest reliability and a lack of academic difficulties. The model predicts that the student will pass the mathematics course, primarily because of their strong academic performance throughout the year. Altogether, the model weaves these elements into a coherent assessment, concluding that the student’s strong grades and steady engagement are the driving forces behind the favorable prediction.",6,11.33,13.93,13.8,2.59,2.46,1.23,1.22,12.99,0.72,12.03,14.05,-3.7961,18.19,6.91,29.5,11.33,-5.15,22.88,10.01,43.59,13.93,-4.794,22.2,8.72,37.51,13.8
8,"The model predicts that the student will pass the mathematics course, primarily because their strong performance in both the first and second grading periods exerts the most significant positive influence on the outcome. Specifically, the student’s consistent grades of 14 in both periods serve as compelling evidence of their academic capability, each substantially boosting the likelihood of passing. Furthermore, the relatively low number of absences and the absence of any prior class failures further reinforce this positive outlook, as these factors suggest the student maintains regular attendance and has not struggled in the past. Finally, the student’s participation in extra paid classes, while contributing to a lesser extent, still adds a slight advantage. Altogether, these elements interact to create a robust case for the student’s success, with academic achievement and steady engagement emerging as the decisive forces behind the model’s prediction.","Altogether, these elements interact to create a robust case for the student’s success, with academic achievement and steady engagement emerging as the decisive forces behind the model’s prediction. Finally, the student’s participation in extra paid classes, while contributing to a lesser extent, still adds a slight advantage. Furthermore, the relatively low number of absences and the absence of any prior class failures further reinforce this positive outlook, as these factors suggest the student maintains regular attendance and has not struggled in the past. Specifically, the student’s consistent grades of 14 in both periods serve as compelling evidence of their academic capability, each substantially boosting the likelihood of passing. The model predicts that the student will pass the mathematics course, primarily because their strong performance in both the first and second grading periods exerts the most significant positive influence on the outcome.","Finally, the student’s participation in extra paid classes, while contributing to a lesser extent, still adds a slight advantage. Specifically, the student’s consistent grades of 14 in both periods serve as compelling evidence of their academic capability, each substantially boosting the likelihood of passing. Furthermore, the relatively low number of absences and the absence of any prior class failures further reinforce this positive outlook, as these factors suggest the student maintains regular attendance and has not struggled in the past. Altogether, these elements interact to create a robust case for the student’s success, with academic achievement and steady engagement emerging as the decisive forces behind the model’s prediction. The model predicts that the student will pass the mathematics course, primarily because their strong performance in both the first and second grading periods exerts the most significant positive influence on the outcome.",5,11.53,17.54,15.53,6.0,4.0,1.52,1.35,13.8,1.75,11.9,16.48,-3.3627,16.75,5.08,23.92,11.53,-6.6864,27.89,10.12,44.73,17.54,-13.4054,35.23,20.16,65.93,15.53
9,"At the outset, the model considered the student's academic performance across the first and second periods, noting that relatively low grades in both G1 and G2 exerted the strongest downward pressure on the likelihood of passing. As the analysis progressed, the model recognized that a higher number of absences slightly increased the risk of failure, though this effect was less pronounced than the impact of the grades. Nevertheless, the presence of extra paid classes and a clean record of no previous failures provided modest but positive influences, gently nudging the prediction toward a more favorable outcome. Ultimately, the interplay of these factors—where lower grades and frequent absences outweighed the benefits of additional support and a history free of failures—shaped the model’s conclusion regarding the student’s prospects in the mathematics course.","Ultimately, the interplay of these factors—where lower grades and frequent absences outweighed the benefits of additional support and a history free of failures—shaped the model’s conclusion regarding the student’s prospects in the mathematics course. Nevertheless, the presence of extra paid classes and a clean record of no previous failures provided modest but positive influences, gently nudging the prediction toward a more favorable outcome. As the analysis progressed, the model recognized that a higher number of absences slightly increased the risk of failure, though this effect was less pronounced than the impact of the grades. At the outset, the model considered the student's academic performance across the first and second periods, noting that relatively low grades in both G1 and G2 exerted the strongest downward pressure on the likelihood of passing.","Nevertheless, the presence of extra paid classes and a clean record of no previous failures provided modest but positive influences, gently nudging the prediction toward a more favorable outcome. As the analysis progressed, the model recognized that a higher number of absences slightly increased the risk of failure, though this effect was less pronounced than the impact of the grades. Ultimately, the interplay of these factors—where lower grades and frequent absences outweighed the benefits of additional support and a history free of failures—shaped the model’s conclusion regarding the student’s prospects in the mathematics course. At the outset, the model considered the student's academic performance across the first and second periods, noting that relatively low grades in both G1 and G2 exerted the strongest downward pressure on the likelihood of passing.",4,12.27,15.99,13.07,3.72,0.8,1.3,1.07,15.53,1.64,13.54,17.74,-4.5456,17.85,6.0,27.93,12.27,-10.421,28.17,12.08,46.58,15.99,-17.0704,28.96,22.38,67.26,13.07
