text_id,num_sentences,ppl_original,ppl_shuffled,ppl_reversed,ppl_loo_mean,ppl_diff_shuffled,ppl_diff_reversed,ppl_diff_loo,ppl_change_ratio_shuffled,ppl_change_ratio_reversed,ppl_change_ratio_loo
0,6,13.9078,18.5789,19.7836,16.8223,4.6711,5.8758,2.9145,0.335858,0.422478,0.209556
1,6,9.0753,10.4512,10.7377,10.4149,1.3759,1.6624,1.3396,0.151609,0.183185,0.14761
2,6,11.0768,14.3507,16.4085,13.3104,3.2738,5.3316,2.2336,0.295557,0.481333,0.201642
3,6,8.0529,11.7148,13.3091,9.7145,3.6619,5.2562,1.6616,0.454728,0.652709,0.206333
4,7,9.4743,11.3892,13.1487,10.8689,1.9149,3.6745,1.3946,0.202117,0.387838,0.147201
5,6,8.0857,10.1317,11.1981,9.0668,2.0459,3.1124,0.9811,0.253031,0.384921,0.121333
6,6,9.5809,13.1752,13.6741,11.3333,3.5942,4.0932,1.7523,0.375145,0.427226,0.182897
7,6,11.3339,13.7985,13.9286,12.9918,2.4646,2.5947,1.6579,0.217457,0.228934,0.146282
8,5,11.5344,15.5308,17.5392,13.805,3.9964,6.0048,2.2706,0.34648,0.520601,0.196855
9,4,12.2717,13.0712,15.9878,15.5266,0.7995,3.7162,3.2549,0.065151,0.302824,0.265238
10,5,8.4029,9.9392,11.7724,9.9004,1.5363,3.3695,1.4975,0.182834,0.400996,0.178212
11,6,9.3947,11.4324,11.8895,10.7285,2.0377,2.4948,1.3338,0.216902,0.265555,0.141974
12,6,8.8894,11.6695,11.3951,10.0906,2.7801,2.5057,1.2012,0.312749,0.281876,0.135125
13,6,9.8349,12.6902,14.0154,11.2633,2.8553,4.1805,1.4284,0.290326,0.425064,0.145234
14,6,9.1968,12.1029,11.4325,10.5653,2.906,2.2357,1.3685,0.315979,0.243092,0.148796
15,7,10.7798,12.7827,15.5135,12.1967,2.0029,4.7337,1.4169,0.185801,0.439127,0.131445
16,6,8.5666,10.7628,12.968,10.4057,2.1962,4.4014,1.8391,0.256367,0.513788,0.21468
17,6,11.0994,14.5431,15.7482,12.5617,3.4437,4.6488,1.4623,0.310264,0.418837,0.131745
18,6,9.3932,13.6402,12.6173,11.6988,4.247,3.2241,2.3055,0.452134,0.343235,0.245446
19,7,9.1585,12.2499,12.4586,10.2648,3.0914,3.3001,1.1063,0.337546,0.360331,0.120798
20,7,8.9369,12.849,13.3781,10.5942,3.9121,4.4412,1.6573,0.437753,0.496955,0.185447
21,6,9.412,11.7748,12.9752,11.1024,2.3628,3.5632,1.6903,0.251042,0.378582,0.179593
22,6,11.9612,17.0109,15.1802,14.2817,5.0497,3.219,2.3205,0.422173,0.269118,0.194006
23,6,11.1774,13.2215,14.6149,12.8338,2.0441,3.4374,1.6564,0.182874,0.307533,0.148191
24,7,8.3665,10.1993,10.5108,9.4215,1.8327,2.1443,1.055,0.219058,0.256291,0.126096
25,8,7.1162,10.0465,11.0506,7.9544,2.9303,3.9344,0.8383,0.41178,0.552882,0.117795
26,5,10.04,12.746,13.9627,12.0092,2.706,3.9227,1.9692,0.269528,0.39071,0.19614
27,6,8.8301,11.0209,11.4705,10.3742,2.1908,2.6403,1.5441,0.248107,0.299017,0.174865
28,7,9.072,11.4185,13.1808,10.3464,2.3465,4.1088,1.2745,0.258657,0.452913,0.140483
29,6,10.4066,13.0554,13.3737,11.8931,2.6488,2.9671,1.4866,0.254532,0.28512,0.142849
