text_id_shuff,num_sentences_shuff,last_sentence_shuff,ppl_shuff
0,1,"The diabetes pedigree function, which reflects family history and genetic predisposition, is also higher than typical, further tipping the scales toward a positive prediction.",41.21
0,2,"Because advancing age is a well-established risk factor for diabetes, the model interprets the patient’s age of 53 as a key driver, especially when considered alongside a notably elevated glucose level of 145, which signals impaired blood sugar regulation.",19.58
0,3,"While the patient’s BMI is close to the average, the model still weighs it as a contributing factor, since a BMI in the 30s is generally associated with increased diabetes risk, particularly when combined with other warning signs.",11.73
0,4,"Finally, the patient’s insulin level is more than double the average, suggesting possible insulin resistance, and when all these factors converge, the model finds compelling evidence to predict diabetes for this individual.",10.61
0,5,"The model predicted that this patient is likely to have diabetes, and this conclusion is shaped most strongly by the patient’s age, which stands out as significantly higher than the average in the dataset.",10.17
1,1,"Their body mass index is close to the typical value for this group, so it neither strongly increases nor decreases the risk in this context.",33.52
1,2,"Because the patient’s glucose level is well below the average seen in the dataset, it actively pulls the prediction away from a diabetes diagnosis, reflecting the well-established link between high blood sugar and diabetes.",24.52
1,3,"Although the patient is slightly older than the average in the dataset, age alone does not outweigh the protective effect of their glucose level, especially when considered alongside their insulin value, which is only modestly above average and does not signal a strong risk.",14.75
1,4,"Finally, the patient’s skin thickness is a bit lower than average, which, when combined with the other features, further supports the model’s conclusion that this individual is not predicted to have diabetes.",10.78
1,5,"The model predicted that this patient is not likely to have diabetes, and this outcome is shaped most strongly by their relatively low plasma glucose concentration, which is a key indicator in diabetes risk assessment.",9.96
2,1,"Although the patient’s body mass index is slightly below the average, which could have contributed a small protective effect, the model also considered the patient’s family history of diabetes—reflected in a higher-than-average diabetes pedigree function—which nudged the risk upward but was not enough to outweigh the other factors.",24.47
2,2,"Since glucose is a key indicator of diabetes risk, the fact that this patient’s glucose value is well below the typical average signaled to the model that their immediate risk is low.",18.74
2,3,"This impression was reinforced by the patient’s young age, which further reduced the likelihood of diabetes, as younger individuals are generally less susceptible to the condition.",14.05
2,4,"Finally, the patient’s number of pregnancies was lower than average, and in the context of the other features, this did little to increase their risk, leading the model to its overall conclusion.",11.84
2,5,"For this patient, the model predicted that they are not likely to have diabetes, and this decision was shaped most strongly by their relatively low plasma glucose level.",11.44
3,1,"Although the patient’s BMI is higher than average, which could have increased their risk, its influence is outweighed by the much stronger signals from glucose and age.",33.79
3,2,"Because glucose is a primary indicator of diabetes, this lower value immediately steers the prediction away from a diabetes diagnosis.",23.87
