text_id,sentence_index,removed_sentence,ppl_without_sentence,original_ppl,ppl_change
0,0,"The model predicted that this patient is likely to have diabetes, and this conclusion is shaped most strongly by the patient’s age, which stands out as significantly higher than the average in the dataset.",11.03,8.6,2.43
0,1,"Because advancing age is a well-established risk factor for diabetes, the model interprets the patient’s age of 53 as a key driver, especially when considered alongside a notably elevated glucose level of 145, which signals impaired blood sugar regulation.",9.15,8.6,0.55
0,2,"While the patient’s BMI is close to the average, the model still weighs it as a contributing factor, since a BMI in the 30s is generally associated with increased diabetes risk, particularly when combined with other warning signs.",11.02,8.6,2.42
0,3,"The diabetes pedigree function, which reflects family history and genetic predisposition, is also higher than typical, further tipping the scales toward a positive prediction.",8.45,8.6,-0.15
0,4,"Finally, the patient’s insulin level is more than double the average, suggesting possible insulin resistance, and when all these factors converge, the model finds compelling evidence to predict diabetes for this individual.",9.18,8.6,0.58
1,0,"The model predicted that this patient is not likely to have diabetes, and this outcome is shaped most strongly by their relatively low plasma glucose concentration, which is a key indicator in diabetes risk assessment.",9.88,8.25,1.62
1,1,"Because the patient’s glucose level is well below the average seen in the dataset, it actively pulls the prediction away from a diabetes diagnosis, reflecting the well-established link between high blood sugar and diabetes.",9.0,8.25,0.75
1,2,"Although the patient is slightly older than the average in the dataset, age alone does not outweigh the protective effect of their glucose level, especially when considered alongside their insulin value, which is only modestly above average and does not signal a strong risk.",9.74,8.25,1.49
1,3,"Their body mass index is close to the typical value for this group, so it neither strongly increases nor decreases the risk in this context.",8.56,8.25,0.31
1,4,"Finally, the patient’s skin thickness is a bit lower than average, which, when combined with the other features, further supports the model’s conclusion that this individual is not predicted to have diabetes.",9.84,8.25,1.59
2,0,"For this patient, the model predicted that they are not likely to have diabetes, and this decision was shaped most strongly by their relatively low plasma glucose level.",9.7,8.32,1.38
2,1,"Since glucose is a key indicator of diabetes risk, the fact that this patient’s glucose value is well below the typical average signaled to the model that their immediate risk is low.",9.29,8.32,0.97
2,2,"This impression was reinforced by the patient’s young age, which further reduced the likelihood of diabetes, as younger individuals are generally less susceptible to the condition.",9.93,8.32,1.61
2,3,"Although the patient’s body mass index is slightly below the average, which could have contributed a small protective effect, the model also considered the patient’s family history of diabetes—reflected in a higher-than-average diabetes pedigree function—which nudged the risk upward but was not enough to outweigh the other factors.",9.22,8.32,0.89
2,4,"Finally, the patient’s number of pregnancies was lower than average, and in the context of the other features, this did little to increase their risk, leading the model to its overall conclusion.",9.23,8.32,0.91
3,0,"The model predicted that this patient is not likely to have diabetes, and this outcome is shaped most strongly by their relatively low plasma glucose level, which is well below the typical average seen in people at risk.",11.59,9.41,2.18
3,1,"Because glucose is a primary indicator of diabetes, this lower value immediately steers the prediction away from a diabetes diagnosis.",10.03,9.41,0.62
3,2,"The patient’s young age further reinforces this direction, as younger individuals are statistically less likely to develop diabetes, especially when other risk factors are not pronounced.",10.88,9.41,1.47
3,3,"Although the patient’s BMI is higher than average, which could have increased their risk, its influence is outweighed by the much stronger signals from glucose and age.",10.93,9.41,1.53
3,4,"Additionally, both the patient’s insulin level and family history of diabetes (as measured by the diabetes pedigree function) are lower than average, which together provide further reassurance to the model that this patient is at low risk, highlighting how a combination of protective factors can counterbalance a single elevated risk factor.",10.95,9.41,1.54
4,0,"The model predicted that this patient is likely to have diabetes, and this decision was shaped most strongly by the patient’s elevated Body Mass Index (BMI) of 33.3, which stands out as higher than the average and is widely recognized as a significant risk factor for diabetes due to its association with insulin resistance.",10.91,7.32,3.6
4,1,"Closely following, the patient’s relatively young age of 28 actually worked against the prediction, since younger individuals are generally at lower risk, but this protective effect was outweighed by other factors.",8.22,7.32,0.91
4,2,"The Diabetes Pedigree Function, which measures genetic predisposition, was notably high at 0.962, suggesting a strong family history of diabetes and further tipping the scales toward a positive prediction.",7.87,7.32,0.55
4,3,"The patient’s glucose level, while above average at 125, contributed moderately, as higher blood sugar readings are a direct indicator of impaired glucose regulation, a hallmark of diabetes.",7.43,7.32,0.12
4,4,"Finally, the fact that the patient has had only one pregnancy, compared to the average, slightly reduced the risk, but this effect was minor in the context of the other, more influential features; together, these factors led the model to conclude that the patient is at high risk for diabetes.",8.2,7.32,0.89
5,0,"The model predicted that the patient is not likely to have diabetes, and this outcome is shaped most strongly by the patient’s young age of 21, which generally signals a lower risk compared to older individuals.",11.93,9.2,2.72
5,1,"Although the patient’s BMI is notably higher than average, which could have raised concern, the model appears to weigh age more heavily, recognizing that youth often provides a protective effect against diabetes onset.",10.07,9.2,0.87
5,2,"The patient’s glucose level is somewhat elevated, but not dramatically so, and in the context of their age and other health indicators, this does not tip the balance toward a diabetes prediction.",11.13,9.2,1.93
5,3,"With only one pregnancy, the patient falls below the typical number seen in the dataset, which may further reduce risk, as higher numbers of pregnancies can sometimes be associated with increased diabetes risk in certain populations.",9.94,9.2,0.74
5,4,"Finally, the absence of measurable insulin could be interpreted in several ways, but when considered alongside the other features, it does not outweigh the protective factors, leading the model to its final, reassuring prediction.",9.66,9.2,0.46
6,0,"The model predicted that this patient is likely to have diabetes, and this conclusion is shaped most strongly by the patient’s elevated glucose level, which stands out well above the typical value seen in the dataset.",9.62,7.98,1.64
6,1,"This high glucose reading acts as a primary signal, since persistently raised blood sugar is a hallmark of diabetes and often triggers further investigation.",7.56,7.98,-0.41
6,2,"Compounding this, the patient’s body mass index is also notably higher than average, and since excess body weight is a well-established risk factor for diabetes, it amplifies the model’s concern.",10.68,7.98,2.7
6,3,"The patient’s advanced age further intensifies the risk, as the likelihood of developing diabetes increases with age, especially when combined with other risk factors.",10.17,7.98,2.19
6,4,"Although the patient’s family history and blood pressure are closer to average and play a smaller role, the combination of high glucose, elevated BMI, and older age creates a compelling case for the model’s prediction.",9.57,7.98,1.59
7,0,"For this patient, the model predicted that they are not likely to have diabetes, and this decision was shaped most strongly by their relatively low plasma glucose level of 87, which stands out as well below the typical average and is widely recognized as a key indicator of lower diabetes risk.",11.06,8.88,2.18
7,1,"This reassuring signal is further supported by the patient’s young age of 25, since younger individuals are statistically less likely to develop diabetes compared to older adults.",10.34,8.88,1.47
7,2,"Although the patient’s body mass index is somewhat elevated at 32.7, which could have nudged the risk higher, its influence was outweighed by the much more decisive effects of glucose and age.",9.48,8.88,0.61
7,3,"The model also took into account the patient’s diabetes pedigree function—a measure of family history—which was notably lower than average, suggesting a reduced inherited risk.",8.99,8.88,0.12
7,4,"Finally, the patient’s insulin level, while slightly below the average, did not raise any significant concerns in the context of the other features, leading the model to confidently predict a low likelihood of diabetes for this individual.",11.08,8.88,2.2
8,0,"For this patient, the model predicted that they are not likely to have diabetes, and this decision was shaped most strongly by their relatively low plasma glucose concentration.",11.12,8.87,2.24
8,1,"Since glucose levels are a primary indicator of diabetes risk, the fact that this patient’s glucose value is well below the typical average provided a strong signal against a diabetes diagnosis.",10.46,8.87,1.59
8,2,"Although their body mass index is notably higher than average—a factor that can increase risk—the model weighed this against the much lower glucose, ultimately tipping the balance toward a negative prediction.",8.66,8.87,-0.21
8,3,"The patient’s younger age also played a role, as diabetes risk tends to rise with age, so being younger than most patients in the dataset further reduced the likelihood.",11.12,8.87,2.25
8,4,"While the number of pregnancies and skin thickness were somewhat elevated, these factors did not outweigh the protective effect of low glucose and younger age, leading the model to conclude that this patient is not predicted to have diabetes.",10.25,8.87,1.38
9,0,"The model predicted that this patient is not likely to have diabetes, and this outcome is shaped by several key aspects of their health profile.",9.48,8.24,1.24
9,1,"Most notably, the patient’s Body Mass Index (BMI) is considerably lower than the average in the dataset, which likely signals a reduced risk, as higher BMI is often associated with increased diabetes susceptibility.",11.17,8.24,2.93
9,2,"Although the patient’s glucose level is somewhat elevated compared to the typical value, this single factor was not enough to outweigh the protective influence of other features.",8.73,8.24,0.49
9,3,"The patient’s family history of diabetes, as measured by the diabetes pedigree function, is also much lower than average, further diminishing the likelihood of diabetes, while a relatively low number of pregnancies and a moderate blood pressure reading provide additional reassurance.",10.17,8.24,1.93
9,4,"Altogether, these factors interact to tip the balance toward a prediction of no diabetes, with the model weighing the patient’s lower BMI and limited family history most heavily in its decision.",8.82,8.24,0.58
10,0,"The model predicted that this patient is likely to have diabetes, and this conclusion emerges from a combination of their clinical and demographic characteristics.",9.93,8.7,1.23
10,1,"The patient’s age stands out as a significant factor, as being 42 years old places them well above the average in the dataset, and advancing age is widely recognized to increase diabetes risk due to cumulative metabolic changes over time.",9.82,8.7,1.12
10,2,"Interestingly, their glucose level is actually lower than the average, which would typically reduce risk, but in this case, it was outweighed by other factors.",9.87,8.7,1.18
10,3,"The patient’s BMI is slightly above average, and since higher body mass is closely linked to insulin resistance, this likely nudged the prediction toward diabetes.",9.8,8.7,1.1
10,4,"Additionally, the patient’s unusually high number of pregnancies and lower-than-average blood pressure may have contributed in more subtle ways, with the former possibly reflecting a history of gestational diabetes and the latter interacting with other risk factors, ultimately tipping the balance toward a positive diabetes prediction.",9.83,8.7,1.14
11,0,"The model predicted that the patient is likely to have diabetes, and this decision was shaped most strongly by the patient’s elevated glucose level, which stands out well above the typical value seen in the dataset.",12.1,9.4,2.7
11,1,"High glucose is a well-known indicator of diabetes risk, so this finding immediately set the stage for a higher predicted risk.",9.65,9.4,0.25
11,2,"Interestingly, the patient’s diabetes pedigree function—a measure of family history—was much lower than average, which would normally suggest a reduced risk, but this effect was outweighed by the other factors.",10.37,9.4,0.97
11,3,"The patient’s BMI and insulin levels both hovered at or above average, with the insulin value being particularly high, and these features together reinforced the model’s assessment, as excess body weight and elevated insulin are often linked to impaired glucose regulation.",10.52,9.4,1.12
11,4,"Although the patient’s blood pressure was slightly below average, this alone was not enough to counterbalance the strong signals from glucose and insulin, leading the model to its final prediction of diabetes.",11.81,9.4,2.42
12,0,"The model predicted that this patient is likely to have diabetes, and several key factors shaped this outcome.",9.0,7.63,1.36
12,1,"At the forefront, the patient’s Body Mass Index (BMI) stands out as notably higher than average, which is significant because elevated BMI is widely recognized as a strong risk factor for diabetes due to its association with insulin resistance.",12.46,7.63,4.83
12,2,"Closely following, the Diabetes Pedigree Function—a measure reflecting family history and genetic predisposition—was also much higher than typical, suggesting a heightened inherited risk that further nudged the prediction toward diabetes.",7.96,7.63,0.33
12,3,"Interestingly, while the patient’s glucose level was only moderately above average, it did not weigh as heavily in the final decision, perhaps because the other risk factors were more pronounced.",8.43,7.63,0.8
12,4,"Finally, the patient’s relatively young age and lower number of pregnancies compared to the average might have slightly counterbalanced the risk, but these factors were ultimately outweighed by the strong influence of BMI and family history, leading the model to its conclusion.",8.97,7.63,1.34
13,0,"The model predicted that this patient is likely to have diabetes, and this decision was shaped by a combination of clinical and demographic factors.",11.84,10.07,1.76
13,1,"Although the patient’s glucose level is actually lower than average, which would typically reduce diabetes risk, other features outweighed this protective effect.",10.18,10.07,0.11
13,2,"The patient’s age stands out as a significant contributor, as being 38 years old—older than the average in the dataset—raises the risk, reflecting the well-established link between age and diabetes onset.",12.25,10.07,2.17
13,3,"Additionally, the patient’s BMI is slightly above average, and a higher BMI is widely recognized as a risk factor for diabetes due to its association with insulin resistance.",12.64,10.07,2.57
13,4,"Most notably, the patient’s unusually high number of pregnancies, far exceeding the typical count, may have further increased risk, since multiple pregnancies can impact long-term metabolic health, and even though blood pressure is only slightly elevated, it adds a subtle but reinforcing signal to the overall risk profile, tipping the balance toward a positive diabetes prediction.",9.19,10.07,-0.89
14,0,"The model predicted that this patient is likely to have diabetes, and this decision was shaped most strongly by the patient’s age, which stands out as notably higher than average and is a well-known risk factor for diabetes as people grow older.",10.05,7.75,2.3
14,1,"Although the patient’s glucose level is actually lower than the typical value seen in the dataset, which might have argued against a diabetes diagnosis, this effect was outweighed by other factors.",9.28,7.75,1.53
14,2,"The patient’s family history of diabetes, as measured by the diabetes pedigree function, is lower than average, which could have reduced the risk, but again, this was not enough to counterbalance the other signals.",8.58,7.75,0.83
14,3,"What tipped the scales further was the patient’s high body mass index (BMI), which is considerably above average and is recognized in medical research as a major contributor to diabetes risk, especially when combined with advancing age.",8.98,7.75,1.23
14,4,"Finally, the unusually high number of pregnancies added another layer of risk, as multiple pregnancies can increase the likelihood of developing diabetes, particularly in women with other risk factors, leading the model to its final prediction.",8.27,7.75,0.52
15,0,"The model predicted that the patient is not likely to have diabetes, and this outcome is shaped most strongly by the patient’s notably low Body Mass Index (BMI) of 19.5, which stands out as much lower than what is typically seen in the dataset and is generally associated with a reduced risk for diabetes.",13.7,7.93,5.77
15,1,"Closely following, the patient’s glucose level of 100 is also below the average, suggesting that their blood sugar regulation is within a healthy range, further lowering the likelihood of diabetes.",9.39,7.93,1.47
15,2,"The patient’s relatively young age of 28 adds to this protective profile, as younger individuals are statistically less prone to developing diabetes compared to older adults.",9.0,7.93,1.07
15,3,"Additionally, the diabetes pedigree function—a measure reflecting family history and genetic predisposition—is quite low at 0.149, indicating minimal inherited risk.",7.47,7.93,-0.46
15,4,"Finally, the patient’s insulin level, while slightly below average, does not raise concern in the context of the other reassuring features, collectively leading the model to its confident prediction that this patient does not have diabetes.",8.58,7.93,0.66
16,0,"The model predicted that this patient is not likely to have diabetes, and this outcome is shaped most strongly by the patient’s Body Mass Index (BMI), which is recorded as 0.0—far below what is typical and suggesting either an error or a value that signals extremely low body fat, both of which would reduce diabetes risk in the model’s eyes.",11.2,9.74,1.46
16,1,"Next, the patient’s glucose level, while slightly elevated at 105, remains below the average for this dataset, further lowering the likelihood of diabetes since high blood sugar is a key risk factor.",10.93,9.74,1.2
16,2,"The patient’s young age of 24 also plays a protective role, as diabetes risk tends to increase with age, and this individual is notably younger than most others in the dataset.",11.33,9.74,1.59
16,3,"Although the patient has experienced seven pregnancies—a factor that can sometimes raise diabetes risk due to gestational diabetes—this effect is outweighed by the other, more influential features.",10.27,9.74,0.53
16,4,"Finally, the diabetes pedigree function, which reflects family history, is lower than average, suggesting less inherited risk and reinforcing the model’s conclusion that this patient is not predicted to have diabetes.",10.4,9.74,0.67
17,0,"The model predicted that this patient is likely to have diabetes, and this decision was shaped most strongly by the patient’s age and body mass index (BMI).",10.12,8.46,1.66
17,1,"At 38 years old, the patient is somewhat older than the average in the dataset, and this higher age increases risk, as diabetes becomes more common with advancing years due to cumulative metabolic changes.",9.84,8.46,1.38
17,2,"The patient’s BMI stands out as particularly high at 39.4, well above the average, and this level of obesity is a well-known driver of diabetes risk, likely tipping the balance toward a positive prediction.",10.67,8.46,2.21
17,3,"Interestingly, the patient’s glucose level is almost identical to the average, so it did not push the prediction in either direction, and the relatively low diabetes pedigree function suggests a lower inherited risk, which may have slightly counteracted the overall risk.",8.68,8.46,0.22
17,4,"However, despite a blood pressure reading that is only moderately elevated, the combined effect of age and especially high BMI outweighed these other factors, leading the model to predict diabetes for this patient.",9.31,8.46,0.85
18,0,"The model predicted that this patient is likely to have diabetes, and this conclusion is shaped most strongly by the patient’s elevated glucose level, which stands out well above the typical average and signals a key risk factor for diabetes.",12.89,10.73,2.17
18,1,"Compounding this, the patient’s body mass index is notably high, suggesting a greater likelihood of insulin resistance, a common pathway leading to diabetes.",12.6,10.73,1.88
18,2,"Although the patient is relatively young compared to others in the dataset, which might usually lower the risk, this protective effect is outweighed by the other concerning indicators.",11.82,10.73,1.09
18,3,"The patient’s diabetes pedigree function, reflecting family history, is lower than average and would typically reduce risk, but in this case, it is not enough to counterbalance the impact of the high glucose and BMI.",12.15,10.73,1.42
18,4,"Finally, the unusually thick skin fold measurement further hints at increased body fat, reinforcing the model’s prediction that this patient is at heightened risk for diabetes.",11.36,10.73,0.64
19,0,"The model predicted that this patient is not likely to have diabetes, and this outcome is shaped most strongly by their relatively low Body Mass Index (BMI) of 24.7, which stands out as notably below the average for this dataset and suggests a lower risk profile.",11.64,8.08,3.56
19,1,"Alongside this, the patient’s glucose level is also on the lower side at 96, which further reduces the likelihood of diabetes, since elevated glucose is a hallmark of the condition.",10.03,8.08,1.95
19,2,"Although the patient is somewhat older than the average in the dataset, age alone does not outweigh the protective effects of their BMI and glucose levels.",9.13,8.08,1.05
19,3,"The model also considered the patient’s family history of diabetes, as indicated by a higher diabetes pedigree function, and their above-average skin thickness, both of which could have nudged the risk upward.",9.47,8.08,1.39
19,4,"However, these latter factors were not strong enough to counterbalance the reassuring signals from BMI and glucose, leading the model to its final, reassuring prediction.",9.19,8.08,1.11
20,0,"The model predicted that this patient is not likely to have diabetes, and this outcome is shaped most strongly by their notably low Body Mass Index (BMI) of 18.4, which stands well below the typical average and suggests a lower risk, as higher BMI is often associated with increased diabetes susceptibility.",10.84,7.58,3.25
