text_id_shuff,num_sentences_shuff,last_sentence_shuff,ppl_shuff
0,1,Being 21 years old slightly decreases the predicted risk.,176.11
0,2,Having recidivated before actually lowers the risk in this case.,91.76
0,3,Being recorded as Black also slightly decreases the risk.,55.95
0,4,Having no prior crimes increases the risk a bit.,35.88
0,5,"Overall, these factors combine to influence the model’s assessment of the likelihood that this person will be rearrested within two years.",20.26
0,6,The model predicts the risk of recidivism for this individual by considering several factors.,16.4
0,7,"Finally, spending 4 months in jail has a small negative effect on the predicted risk.",14.75
1,1,The fact that the individual is not recorded as Black decreases the predicted risk by 0.1129.,61.4
1,2,The individual's age of 34 reduces the risk by 0.0851.,21.57
1,3,Spending 1 month in jail decreases the risk by 0.0510.,16.58
1,4,Not having recidivated before also lowers the risk by 0.0923.,14.1
1,5,"Overall, these factors combine to influence the model's assessment of the individual's likelihood of being rearrested within two years.",11.68
1,6,The model predicts the risk of recidivism for this individual based on several factors.,10.33
1,7,"However, having committed 5 prior crimes increases the predicted risk by 0.0505.",10.02
2,1,"The individual being recorded as Black slightly decreases the predicted risk, while having spent no months in jail also contributes to a higher risk prediction.",89.69
2,2,The fact that the individual has not previously recidivated lowers their predicted risk the most.,35.92
2,3,"Having two prior crimes and being 34 years old both increase the predicted risk, but to a lesser extent.",20.65
2,4,"Overall, the absence of prior recidivism is the most significant factor reducing the estimated risk.",16.65
2,5,The model predicts the risk of recidivism for this individual based on several factors.,14.14
3,1,"Additionally, having two prior crimes also contributes to a small increase in the predicted risk.",82.76
3,2,"Spending 181 months in jail decreases the predicted risk, as does being 25 years old.",37.44
3,3,"The fact that the individual has not recidivated before and is not recorded as Black both slightly increase the predicted risk, but to a lesser extent.",21.9
3,4,"Overall, the time spent in jail and the individual's age are the most significant factors reducing the risk, while the other features have smaller positive contributions.",16.34
3,5,The model predicts the risk of recidivism for this individual by considering several factors.,14.73
4,1,Being recorded as Black has a small negative effect on the predicted risk.,104.14
4,2,"Having 26 prior crimes and a history of recidivism both decrease the predicted risk, with the number of prior crimes having the largest negative impact.",24.07
4,3,"The individual's age of 36 slightly increases the risk, as does having spent no time in jail.",17.62
4,4,"Overall, the factors that most reduce the predicted risk are the high number of prior crimes and previous recidivism, while age and lack of jail time slightly increase it.",11.36
4,5,The model predicts the risk of recidivism for this individual by considering several factors.,10.47
5,1,"Having three prior crimes increases the risk somewhat, but not as much as the protective factors.",102.99
5,2,The person's age of 37 years lowers the predicted risk the most.,50.14
5,3,"Additionally, the fact that the individual has not recidivated before and is not recorded as Black both contribute to a lower risk.",29.71
5,4,"Finally, spending two months in jail has a smaller effect, slightly increasing the predicted risk.",23.64
5,5,The model predicts the risk of recidivism for this individual based on several key factors.,18.48
5,6,"Overall, the model's prediction is most influenced by age, prior recidivism, and race, with prior crimes and jail time playing smaller roles.",13.12
6,1,Spending one month in jail slightly increases the predicted risk.,205.88
6,2,"Being 21 years old slightly decreases the predicted risk, while having one prior crime slightly increases it.",27.27
6,3,"Having previously recidivated actually lowers the risk prediction a bit, as does being recorded as Black.",24.93
6,4,"Overall, these factors combine to inform the model's estimate of the likelihood that this person will be rearrested within two years.",16.4
6,5,The model predicts the risk of recidivism for this individual by considering several factors.,14.3
7,1,"The person's age (62 years old) is the most influential factor, significantly lowering the predicted risk.",38.01
7,2,"Additionally, the individual is not recorded as Black, which slightly decreases the risk according to the model.",25.96
7,3,The fact that the person has not recidivated before further lowers the risk.,20.31
7,4,Having no prior crimes also reduces the risk.,18.74
7,5,"Overall, these factors together contribute to a lower estimated likelihood of rearrest within two years.",15.99
7,6,The model predicts the risk of recidivism for this individual based on several factors.,13.59
7,7,"Finally, spending only one month in jail has a small effect in reducing the predicted risk.",13.03
8,1,The fact that the individual is not recorded as Black and has not recidivated before both contributed to lowering the predicted risk.,71.16
8,2,"The person's age of 38 years contributed the most to the prediction, slightly increasing the estimated risk.",30.26
8,3,"Having two prior crimes also raised the risk, but to a lesser extent.",22.42
8,4,"Additionally, spending only one month in jail had a small effect, slightly increasing the risk.",18.88
8,5,The model predicts the risk of recidivism for this individual based on several factors.,15.67
8,6,"Overall, these factors combined to inform the model's assessment of the likelihood of rearrest within two years.",14.29
9,1,"Having no prior crimes, not having recidivated before, not being recorded as Black, and having spent no months in jail all contribute to a higher predicted risk, but each only increases the risk by a small amount.",26.31
9,2,Being 21 years old slightly decreases the predicted risk.,21.03
9,3,"Overall, the individual's young age lowers the risk, while the lack of prior offenses and other factors slightly increase it.",17.33
9,4,The model predicts the risk of recidivism for this individual by considering several factors.,14.62
10,1,"The individual's age of 36 also slightly reduces the risk, as does having spent no months in jail.",65.36
10,2,"The most influential factor is the number of prior crimes committed, which increases the predicted risk.",27.08
10,3,The fact that the individual has not recidivated before and is not recorded as Black both contribute to lowering the risk.,23.21
10,4,"Overall, the prediction is shaped by a combination of these features, with prior criminal history having the largest impact.",18.12
10,5,The model predicts the risk of recidivism for this individual based on several factors.,14.98
11,1,"Being 42 years old increases the predicted risk the most, followed by having one prior crime, which also raises the risk.",50.67
11,2,The model predicts the risk of recidivism for this individual based on several factors.,24.36
11,3,"Interestingly, having previously recidivated, spending 17 months in jail, and being recorded as Black all slightly decrease the predicted risk according to the model.",18.81
12,1,"However, having spent no months in jail and having two prior crimes both increase the predicted risk.",199.59
12,2,The fact that the individual has not recidivated before lowers their predicted risk.,56.86
12,3,Being 23 years old also slightly decreases the risk.,39.35
12,4,"Additionally, the individual is not recorded as Black, which slightly increases the risk according to the model.",24.73
12,5,The model predicts the risk of recidivism for this individual based on several factors.,18.0
12,6,"Overall, these factors combine to influence the model's estimate of the likelihood that the individual will be rearrested within two years.",13.52
13,1,The individual's age of 24 slightly decreases the risk by 0.0776.,70.7
13,2,"Having no prior crimes increases the predicted risk by 0.1463, and not having recidivated before adds 0.1072 to the risk.",23.05
13,3,Spending no time in jail contributes an additional 0.0799 to the risk.,17.38
13,4,"Finally, being recorded as not Black increases the risk by 0.0753.",14.68
13,5,The model predicts the risk of recidivism for this individual based on several factors.,12.72
13,6,"Overall, the absence of prior crimes and recidivism history, as well as the individual's demographic information, are the main factors influencing the prediction.",10.03
14,1,"Additionally, being recorded as Black slightly decreases the predicted risk.",321.75
14,2,Spending 33 months in jail and having previously recidivated both decrease the predicted risk.,69.05
14,3,"On the other hand, having committed 3 prior crimes and being 34 years old slightly increase the risk.",24.47
14,4,"Overall, the largest reductions in risk come from the time spent in jail and prior recidivism, while prior crimes and age contribute modestly to an increased risk.",13.72
14,5,The model predicts the risk of recidivism for this individual by considering several factors.,12.76
15,1,Being recorded as Black slightly decreases the predicted risk in this case.,265.24
15,2,"The number of prior crimes committed increases the predicted risk the most, contributing significantly to a higher risk estimate.",54.14
15,3,The fact that the individual has not recidivated before lowers the risk somewhat.,30.36
15,4,"Spending one month in jail adds a small increase to the risk, while not being charged with a misdemeanor slightly reduces the risk.",21.57
15,5,The model predicts the risk of recidivism for this individual based on several factors.,17.0
15,6,"Overall, the prediction is most strongly influenced by the individual's history of prior crimes.",14.19
16,1,"Being recorded as Black slightly decreases the predicted risk, and having spent 1 month in jail increases it a small amount.",64.07
16,2,"Having 25 prior crimes lowers the predicted risk, while being 61 years old increases it.",30.12
16,3,The fact that the individual has not recidivated before also raises the risk slightly.,21.82
16,4,Each of these factors contributes to the overall prediction of whether the individual will be rearrested within two years.,13.94
16,5,The model predicts the risk of recidivism for this individual by considering several factors.,12.54
17,1,The fact that the individual is not recorded as Black also raises the risk slightly.,123.05
17,2,"Spending 82 months in jail decreases the predicted risk, while being 37 years old increases it.",56.56
17,3,"Having recidivated before actually lowers the predicted risk in this case, and not currently being charged with a felony slightly increases the risk.",31.9
17,4,The model predicts the risk of recidivism by considering several factors.,25.09
18,1,Spending 260 months in jail contributes the most to reducing the predicted risk.,133.32
18,2,The model predicts a lower risk of recidivism for this individual.,34.38
18,3,"Being 22 years old, having previously recidivated, being recorded as Black, and having committed 4 prior crimes also each contribute to lowering the risk, but to a lesser extent.",16.2
19,1,Having only one prior crime and not having recidivated before also contribute to a lower risk.,57.19
19,2,"The person's age (50 years old) is the most influential factor, reducing the predicted risk.",28.57
19,3,"Additionally, the individual is not recorded as Black, and has spent just one month in jail; both of these factors further decrease the estimated likelihood of being rearrested within two years.",18.2
19,4,The model predicts the risk of recidivism for this individual based on several factors.,15.04
20,1,The fact that the individual has not recidivated before slightly increases the risk as well.,60.16
20,2,Being 54 years old increases the predicted risk moderately.,48.98
20,3,"Having no prior crimes also contributes to a higher risk, though to a lesser extent.",27.07
20,4,Being recorded as Black slightly decreases the predicted risk.,23.6
20,5,The model predicts the risk of recidivism for this individual based on several factors.,17.36
20,6,"Finally, having spent 1 month in jail adds a small increase to the risk estimate.",15.48
