text_id,num_sentences,distinct_2gram_ratio,ttr,verb_ratio,connectives_ratio,cumulative_ppls
0,7,0.930233,0.697674,0.22093,0.069767,"[33.6576, 26.1287, 17.5929, 15.5455, 14.591, 11.3998, 9.5617]"
1,7,0.877778,0.614458,0.228916,0.072289,"[26.3734, 19.1886, 13.8994, 10.4779, 9.3085, 8.2258, 7.8844]"
2,5,0.954023,0.689655,0.206897,0.091954,"[26.3734, 15.054, 10.3183, 10.9295, 9.8625]"
3,5,0.947368,0.691489,0.180851,0.117021,"[33.6576, 26.9473, 15.6353, 13.5553, 11.0322]"
4,5,0.917526,0.572917,0.197917,0.09375,"[33.6576, 17.1054, 12.4639, 11.1438, 8.6954]"
5,6,0.970297,0.643564,0.178218,0.128713,"[26.3527, 23.8593, 15.7112, 13.4596, 12.0833, 8.7597]"
6,5,0.961039,0.714286,0.233766,0.077922,"[33.6576, 18.8365, 18.1401, 15.9307, 11.862]"
7,7,0.959184,0.693878,0.193878,0.081633,"[26.3734, 16.4982, 14.7106, 12.4845, 10.2435, 9.2645, 8.9259]"
8,6,0.979381,0.670103,0.195876,0.082474,"[26.3734, 20.8501, 15.1608, 13.1188, 12.2897, 11.2189]"
9,4,0.987342,0.696203,0.202532,0.101266,"[33.6576, 26.1287, 13.5624, 11.8913]"
10,5,0.988506,0.712644,0.206897,0.091954,"[26.3734, 12.2169, 12.8311, 11.4934, 10.2809]"
11,3,0.965517,0.77193,0.263158,0.087719,"[26.3734, 15.8706, 13.7352]"
12,6,0.944444,0.666667,0.211111,0.088889,"[26.3734, 14.4905, 13.3236, 12.0248, 11.1089, 9.4254]"
13,6,0.9,0.6,0.164706,0.105882,"[26.3734, 15.7618, 12.94, 10.8906, 9.9763, 8.6569]"
14,5,0.926829,0.675,0.2375,0.125,"[33.6576, 30.2318, 14.9419, 14.8761, 10.3687]"
15,6,0.957447,0.642105,0.2,0.063158,"[26.3734, 21.2737, 14.9653, 15.6834, 14.2421, 12.0699]"
16,5,0.95122,0.7125,0.225,0.0875,"[33.6576, 21.806, 14.4537, 12.7814, 9.7508]"
17,4,0.96875,0.730159,0.253968,0.095238,"[31.2131, 26.0961, 22.62, 18.8306]"
18,3,1.0,0.8,0.24,0.12,"[32.8025, 35.2805, 14.9726]"
19,4,1.0,0.76,0.213333,0.106667,"[26.3734, 15.4434, 13.3761, 11.9066]"
20,6,0.934211,0.693333,0.2,0.093333,"[26.3734, 24.0334, 15.3398, 11.7019, 11.7876, 10.3796]"
21,4,0.95,0.694915,0.288136,0.118644,"[33.6576, 20.4343, 14.5515, 12.8077]"
22,3,0.981132,0.803922,0.235294,0.117647,"[26.3734, 18.9199, 15.5855]"
23,4,0.969231,0.738462,0.261538,0.092308,"[33.6576, 19.6671, 18.6581, 15.1164]"
24,4,0.96,0.684211,0.223684,0.065789,"[22.3047, 20.4061, 17.5443, 14.518]"
25,7,0.895349,0.651163,0.209302,0.05814,"[33.6576, 24.9809, 18.205, 16.1443, 17.2717, 14.7312, 11.8644]"
26,6,0.916667,0.6,0.178947,0.084211,"[26.3734, 19.717, 10.9351, 9.7749, 10.2142, 8.2776]"
27,5,0.941176,0.746988,0.216867,0.096386,"[33.6576, 27.7306, 20.6601, 14.6975, 12.2766]"
28,4,0.940476,0.686747,0.204819,0.144578,"[33.6576, 20.8486, 13.1699, 11.3901]"
29,4,0.964706,0.666667,0.214286,0.071429,"[33.6576, 17.9698, 11.3253, 10.6328]"
