text_id,num_sentences,ppl_original,ppl_shuffled,ppl_reversed,ppl_loo_mean,ppl_diff_shuffled,ppl_diff_reversed,ppl_diff_loo,ppl_change_ratio_shuffled,ppl_change_ratio_reversed,ppl_change_ratio_loo
0,7,9.5617,14.7476,14.3392,11.0222,5.1859,4.7774,1.4605,0.54236,0.49964,0.152744
1,7,7.8844,10.0168,9.6281,8.8108,2.1325,1.7437,0.9264,0.270467,0.221163,0.117502
2,5,9.8625,14.1379,13.4368,12.3482,4.2754,3.5743,2.4857,0.433503,0.362419,0.252038
3,5,11.0322,14.7257,15.2047,13.5014,3.6935,4.1725,2.4692,0.334792,0.378209,0.223818
4,5,8.6954,10.4668,10.63,11.3481,1.7714,1.9346,2.6526,0.203715,0.222479,0.305057
5,6,8.7597,13.1248,12.487,11.3607,4.3651,3.7274,2.601,0.498322,0.425517,0.296932
6,5,11.862,14.3004,13.7317,14.8047,2.4384,1.8698,2.9427,0.205566,0.157628,0.248081
7,7,8.9259,13.0291,13.4391,10.1377,4.1033,4.5132,1.2118,0.459708,0.505635,0.135764
8,6,11.2189,14.2896,14.852,12.9861,3.0707,3.6331,1.7672,0.273709,0.323839,0.15752
9,4,11.8913,14.6179,15.9714,15.8127,2.7266,4.0802,3.9214,0.229296,0.343122,0.329771
10,5,10.2809,14.975,12.6572,12.5211,4.6941,2.3763,2.2401,0.456581,0.231134,0.217893
11,3,13.7352,18.8115,19.2976,20.7021,5.0764,5.5624,6.967,0.369588,0.404978,0.507234
12,6,9.4254,13.5249,12.6915,10.9306,4.0995,3.2662,1.5053,0.434947,0.346531,0.159703
13,6,8.6569,10.0251,11.2971,10.3627,1.3682,2.6402,1.7058,0.158052,0.304984,0.197042
14,5,10.3687,12.7551,14.4449,13.8121,2.3864,4.0762,3.4434,0.23015,0.393124,0.332098
15,6,12.0699,14.1884,15.4462,13.7282,2.1185,3.3763,1.6583,0.175519,0.279728,0.137393
16,5,9.7508,12.5396,13.1486,11.6077,2.7888,3.3978,1.8569,0.286009,0.348463,0.190437
17,4,18.8306,25.0897,24.1562,23.6585,6.2591,5.3257,4.828,0.33239,0.28282,0.25639
18,3,14.9726,16.1954,20.4155,24.2449,1.2228,5.443,9.2724,0.081669,0.363528,0.61929
19,4,11.9066,15.0426,16.0014,14.886,3.136,4.0948,2.9794,0.263382,0.34391,0.250228
20,6,10.3796,15.4844,17.4492,12.6294,5.1048,7.0696,2.2498,0.491814,0.681106,0.216754
21,4,12.8077,17.907,16.3131,17.2609,5.0992,3.5054,4.4532,0.398138,0.273696,0.347693
22,3,15.5855,20.5041,19.2075,23.3223,4.9187,3.622,7.7369,0.315593,0.232397,0.496415
23,4,15.1164,20.7654,20.9099,19.7915,5.649,5.7935,4.6751,0.373701,0.383262,0.309271
24,4,14.518,16.2164,16.323,18.3842,1.6984,1.805,3.8661,0.116988,0.12433,0.2663
25,7,11.8644,14.5153,12.8783,13.4412,2.651,1.0139,1.5769,0.223439,0.085458,0.132907
26,6,8.2776,11.2241,11.3995,9.9511,2.9465,3.1219,1.6735,0.35596,0.377144,0.202167
27,5,12.2766,14.8196,14.7516,14.8279,2.543,2.4751,2.5513,0.207144,0.201609,0.207819
28,4,11.3901,16.3662,14.7699,14.9571,4.9761,3.3798,3.567,0.436877,0.296727,0.313165
29,4,10.6328,12.7699,13.1575,14.0589,2.1371,2.5247,3.4261,0.200988,0.23744,0.322221
