text_id,sentence_index,removed_sentence,ppl_without_sentence,original_ppl,ppl_change
0,0,"The model predicts the risk of stroke for this individual primarily based on their age, which at 78 years old, significantly increases the predicted risk.",24.62,12.91,11.72
0,1,"The person's average glucose level, BMI, and lack of hypertension all have very minimal effects, slightly decreasing the risk.",13.5,12.91,0.59
0,2,Gender does not contribute to the prediction in this case.,14.27,12.91,1.36
0,3,"Overall, age is the most influential factor driving the model's assessment of stroke risk for this individual.",16.3,12.91,3.39
1,0,The model considered several factors to predict the risk of stroke for this individual.,16.85,12.54,4.31
1,1,"The patient's age of 51 slightly decreased the predicted risk, as did their average glucose level of 98.41.",16.9,12.54,4.37
1,2,Their body mass index of 32.10 contributed a small increase to the risk.,15.73,12.54,3.2
1,3,"Not having hypertension slightly reduced the risk, and the patient's gender (male) had a negligible effect on the prediction.",17.5,12.54,4.97
2,0,The model predicts this individual's risk of stroke by considering several factors from their health records.,13.8,11.61,2.2
2,1,Being 39 years old and having no hypertension both slightly decrease the predicted risk.,14.2,11.61,2.59
2,2,The person's average glucose level and gender have almost no effect on the prediction.,12.34,11.61,0.73
2,3,"However, a higher body mass index (BMI) slightly increases the risk.",16.06,11.61,4.45
2,4,"Overall, age and BMI are the most influential factors in this prediction, with age reducing and BMI increasing the estimated risk.",15.11,11.61,3.51
3,0,The model considered several factors to predict the risk of stroke for this individual.,13.41,10.51,2.9
3,1,"The patient's age of 52 slightly decreased the predicted risk, as did their average glucose level of 101.30.",13.13,10.51,2.62
3,2,Their body mass index (BMI) of 33.10 contributed a small increase to the risk.,13.59,10.51,3.08
3,3,"Not having hypertension slightly reduced the risk, and the patient's gender (female) had a negligible effect on the prediction.",13.33,10.51,2.83
3,4,"Overall, each factor had only a minor influence on the model's final risk assessment.",11.07,10.51,0.56
4,0,"The model predicts the risk of stroke for this individual primarily based on their age, which increases the risk.",21.7,13.43,8.27
4,1,"The person's average glucose level and body mass index have very small effects, slightly lowering and slightly raising the risk, respectively.",16.61,13.43,3.18
4,2,Not having hypertension and being male have almost no impact on the prediction.,13.52,13.43,0.09
4,3,"Overall, age is the most significant factor influencing the model's assessment of stroke risk in this case.",17.34,13.43,3.91
5,0,The model predicts a low risk of stroke for this individual.,10.56,7.89,2.67
5,1,"The most significant factor lowering the risk is the patient's age of 8 years, which greatly reduces the likelihood of stroke.",11.12,7.89,3.23
5,2,"Additionally, the patient's low Body Mass Index (BMI) of 18.40, low average glucose level of 65.32, and absence of hypertension all contribute slightly to lowering the risk.",9.53,7.89,1.64
5,3,The patient's gender (female) does not have a meaningful impact on the prediction.,9.4,7.89,1.51
6,0,The model predicts a low risk of stroke for this individual.,13.37,8.94,4.42
6,1,"The main reason for this is the patient's young age, which significantly reduces the predicted risk.",15.67,8.94,6.72
6,2,"Additionally, the patient's low BMI, low average glucose level, and absence of hypertension all contribute slightly to lowering the risk.",10.84,8.94,1.9
6,3,Gender does not have a meaningful impact on the prediction in this case.,9.66,8.94,0.72
7,0,The model predicts a lower risk of stroke for this individual.,12.76,9.08,3.68
7,1,"The most significant factor reducing the risk is the patient's age of 17, which strongly decreases the predicted risk.",12.99,9.08,3.91
7,2,A low body mass index (BMI) of 19.50 and a low average glucose level of 81.51 also contribute slightly to lowering the risk.,11.63,9.08,2.55
7,3,The absence of hypertension and the patient's gender (female) have minimal to no effect on the prediction.,11.25,9.08,2.17
8,0,The model predicts the risk of stroke for this individual by considering several factors.,11.14,9.21,1.93
8,1,The patient's age of 70 contributes significantly to increasing the predicted risk.,11.1,9.21,1.9
8,2,"The average glucose level of 69.04 and a BMI of 35.90 have very small effects, with the glucose level slightly decreasing the risk and the BMI slightly increasing it.",9.13,9.21,-0.07
