text_id,num_sentences,distinct_2gram_ratio,ttr,verb_ratio,connectives_ratio,cumulative_ppls
0,4,0.971429,0.728571,0.142857,0.057143,"[23.8513, 19.3234, 16.2965, 12.9075]"
1,4,0.984127,0.704918,0.131148,0.04918,"[57.9289, 28.2615, 17.5024, 12.5369]"
2,5,0.986667,0.733333,0.16,0.093333,"[48.6817, 32.8073, 22.9404, 15.1145, 11.6079]"
3,5,0.974359,0.684211,0.118421,0.052632,"[57.9289, 27.3173, 14.6678, 11.0656, 10.506]"
4,4,0.985507,0.714286,0.157143,0.071429,"[31.9269, 18.3624, 17.3355, 13.4295]"
5,4,0.957746,0.681159,0.115942,0.043478,"[49.1218, 14.1556, 9.3983, 7.8865]"
6,4,0.966102,0.733333,0.133333,0.066667,"[49.1218, 12.9756, 9.659, 8.9418]"
7,4,0.971014,0.686567,0.134328,0.059701,"[52.6566, 16.365, 11.2508, 9.081]"
8,5,0.955056,0.609195,0.126437,0.068966,"[47.3052, 22.2137, 14.7196, 9.7901, 9.2057]"
9,6,0.934783,0.688889,0.122222,0.077778,"[47.3052, 18.4565, 13.719, 10.8704, 8.9459, 7.7594]"
10,4,0.955882,0.727273,0.106061,0.090909,"[49.1218, 18.6804, 14.3892, 9.6197]"
11,4,0.984127,0.704918,0.131148,0.04918,"[57.9289, 27.0375, 16.8231, 12.1817]"
12,6,0.939024,0.6375,0.1125,0.05,"[47.3052, 24.5336, 21.5841, 12.3518, 9.7039, 8.7163]"
13,4,0.969231,0.761905,0.111111,0.047619,"[49.1218, 17.6117, 12.9468, 9.9621]"
14,5,0.944444,0.647727,0.170455,0.068182,"[47.3052, 21.1592, 17.6812, 11.6045, 10.2088]"
15,5,0.964286,0.634146,0.195122,0.04878,"[57.9289, 19.7377, 17.1802, 14.4965, 12.5455]"
16,4,0.983333,0.706897,0.137931,0.068966,"[52.6566, 20.4535, 17.4772, 11.8838]"
17,5,0.931818,0.686047,0.151163,0.05814,"[57.9289, 15.5063, 14.3224, 11.1845, 10.1703]"
18,3,0.982143,0.824561,0.105263,0.087719,"[24.7384, 14.053, 11.6564]"
19,4,0.966667,0.770492,0.131148,0.081967,"[52.6566, 14.1789, 9.25, 7.8395]"
20,4,0.969697,0.731343,0.164179,0.044776,"[33.4612, 21.7582, 16.491, 12.7796]"
21,2,1.0,0.851852,0.111111,0.074074,"[24.2479, 13.1163]"
22,6,0.923913,0.666667,0.144444,0.066667,"[47.3052, 18.4565, 13.2167, 11.1861, 9.357, 7.8829]"
23,5,0.97619,0.707317,0.146341,0.04878,"[57.9289, 14.7042, 13.7652, 11.2818, 10.4861]"
24,4,0.966667,0.758621,0.137931,0.034483,"[49.1218, 17.0886, 13.5642, 10.1861]"
25,5,0.960526,0.648649,0.162162,0.067568,"[47.3052, 24.3637, 15.5346, 10.4825, 9.1677]"
26,3,1.0,0.775862,0.137931,0.086207,"[17.5227, 16.5897, 13.6021]"
27,5,0.940476,0.634146,0.121951,0.073171,"[47.3052, 24.1559, 20.0157, 11.3815, 8.6618]"
28,5,0.956522,0.656716,0.149254,0.029851,"[57.9289, 24.133, 20.6332, 12.8634, 10.3463]"
29,5,0.957746,0.710145,0.15942,0.043478,"[47.3052, 20.4791, 13.924, 12.824, 9.9818]"
