text_id,num_sentences,ppl_original,ppl_shuffled,ppl_reversed,ppl_loo_mean,ppl_diff_shuffled,ppl_diff_reversed,ppl_diff_loo,ppl_change_ratio_shuffled,ppl_change_ratio_reversed,ppl_change_ratio_loo
0,5,13.0322,14.821,15.9492,14.8013,1.7888,2.917,1.7691,0.137257,0.22383,0.135749
1,5,13.9913,18.9513,19.8118,16.7536,4.9599,5.8205,2.7623,0.354502,0.416008,0.197429
2,5,12.8377,13.959,15.8119,14.6388,1.1213,2.9742,1.8011,0.087348,0.231678,0.140295
3,5,14.765,16.6366,22.2543,17.6914,1.8716,7.4893,2.9263,0.126758,0.507229,0.198193
4,5,10.261,10.9184,12.7233,11.9666,0.6574,2.4623,1.7056,0.064068,0.239966,0.166224
5,5,12.3246,15.4562,16.7981,14.3788,3.1316,4.4735,2.0542,0.254094,0.362976,0.166673
6,5,11.5778,12.7816,13.9969,13.9041,1.2038,2.4191,2.3263,0.103972,0.208946,0.200927
7,5,9.8711,12.0364,15.2298,12.6435,2.1653,5.3587,2.7724,0.219356,0.542871,0.280865
8,5,15.4179,20.3162,19.8796,17.5502,4.8984,4.4618,2.1323,0.317708,0.289389,0.138303
9,5,13.5049,16.1052,20.0912,15.8457,2.6003,6.5862,2.3408,0.192545,0.48769,0.173328
10,5,13.7783,15.2956,17.3452,15.5725,1.5173,3.5669,1.7941,0.110124,0.258879,0.130215
11,5,13.3862,16.2081,16.9253,15.6248,2.8219,3.5391,2.2386,0.210807,0.264386,0.167231
12,5,11.8153,13.955,15.7893,13.8205,2.1397,3.974,2.0052,0.181092,0.336341,0.169709
13,5,9.8017,11.7306,12.5738,11.2019,1.9289,2.7721,1.4002,0.196792,0.282813,0.142853
14,5,10.7655,13.4867,13.652,12.6825,2.7212,2.8865,1.917,0.252773,0.26812,0.178067
15,5,16.1645,17.5125,19.5955,17.9939,1.3479,3.431,1.8294,0.083389,0.212253,0.113174
16,5,12.2116,13.1731,15.3769,14.3776,0.9615,3.1653,2.166,0.078734,0.259206,0.177372
17,5,11.6849,13.4465,14.5471,13.3409,1.7615,2.8622,1.656,0.150751,0.244946,0.14172
18,5,12.1391,12.1209,13.1743,14.2466,-0.0182,1.0352,2.1075,-0.001499,0.08528,0.173611
19,5,13.5414,16.0101,17.7764,15.9953,2.4687,4.235,2.454,0.182308,0.312745,0.181222
20,5,10.8487,14.4226,13.8115,13.1925,3.5739,2.9629,2.3439,0.329434,0.27311,0.216051
21,5,11.1131,13.8933,14.6521,13.3811,2.7802,3.539,2.268,0.250174,0.318453,0.20408
22,5,11.7,13.8759,15.7306,13.1953,2.176,4.0306,1.4953,0.185979,0.344493,0.127802
23,5,12.6983,12.9267,16.6611,14.8125,0.2284,3.9628,2.1142,0.017983,0.312077,0.166497
24,5,13.9577,15.1308,16.5461,15.2828,1.1731,2.5884,1.3251,0.084044,0.185445,0.094937
25,5,11.6659,14.7362,13.7346,14.0997,3.0703,2.0687,2.4338,0.263184,0.177326,0.208621
26,5,12.3761,15.5056,16.214,14.7302,3.1295,3.8379,2.3542,0.252869,0.310105,0.19022
27,5,11.5134,14.7541,14.857,13.137,3.2407,3.3436,1.6236,0.281468,0.290407,0.141018
28,5,11.9922,11.9539,13.8397,13.4386,-0.0383,1.8475,1.4465,-0.00319,0.154063,0.120619
29,5,17.0296,17.6073,17.6009,19.8397,0.5776,0.5712,2.81,0.03392,0.033544,0.165007
