text_id,num_sentences,distinct_2gram_ratio,ttr,verb_ratio,connectives_ratio,cumulative_ppls
0,5,0.967105,0.724359,0.173077,0.070513,"[32.8632, 23.4261, 17.122, 13.8847, 13.0322]"
1,5,0.993711,0.730061,0.165644,0.092025,"[32.8632, 24.4244, 19.4209, 16.6896, 13.9913]"
2,5,0.974522,0.64557,0.164557,0.101266,"[32.8632, 19.8636, 14.0098, 13.1324, 12.8377]"
3,5,1.0,0.710692,0.163522,0.062893,"[32.8632, 21.044, 19.4924, 17.9867, 14.765]"
4,5,0.976879,0.684211,0.169591,0.099415,"[32.8632, 17.3906, 15.5857, 11.2609, 10.261]"
5,5,0.976048,0.676471,0.129412,0.070588,"[32.8632, 17.3825, 17.4642, 13.5693, 12.3246]"
6,5,0.967949,0.724359,0.147436,0.076923,"[32.8632, 20.2266, 16.0177, 12.0575, 11.5778]"
7,5,0.964029,0.673913,0.166667,0.086957,"[57.0807, 18.3727, 16.8129, 12.3511, 9.8711]"
8,5,0.985075,0.721805,0.18797,0.067669,"[57.0807, 22.3434, 17.8204, 17.7271, 15.4179]"
9,5,0.987879,0.771084,0.204819,0.060241,"[32.8632, 24.0391, 18.4015, 14.8459, 13.5049]"
10,5,0.981928,0.70303,0.181818,0.072727,"[32.8632, 19.4624, 15.7992, 14.3438, 13.7783]"
11,5,0.973154,0.711409,0.167785,0.087248,"[32.8632, 26.7392, 20.4539, 17.42, 13.3862]"
12,5,0.98,0.733333,0.193333,0.08,"[32.8632, 24.3292, 15.3503, 13.1205, 11.8153]"
13,5,0.948387,0.639241,0.189873,0.06962,"[32.8632, 15.5466, 12.8715, 11.2936, 9.8017]"
14,5,0.969512,0.660606,0.151515,0.078788,"[32.8632, 22.6868, 17.2972, 13.7489, 10.7655]"
15,5,0.980263,0.699346,0.169935,0.091503,"[32.8632, 22.0898, 17.0884, 19.0629, 16.1645]"
16,5,0.986577,0.686275,0.176471,0.091503,"[32.8632, 17.3825, 16.9166, 13.1834, 12.2116]"
17,5,0.987342,0.709877,0.222222,0.080247,"[32.8632, 22.0721, 15.372, 13.0817, 11.6849]"
18,5,0.97191,0.615819,0.163842,0.101695,"[32.8632, 18.1783, 13.1939, 12.8332, 12.1391]"
19,5,0.988439,0.651429,0.182857,0.057143,"[32.8632, 19.2038, 15.1224, 15.4259, 13.5414]"
20,5,0.974194,0.687898,0.159236,0.063694,"[57.0807, 16.3918, 11.2811, 11.969, 10.8487]"
21,5,0.973154,0.708609,0.165563,0.072848,"[57.0807, 19.7147, 14.4101, 12.0769, 11.1131]"
22,5,0.988889,0.679558,0.171271,0.071823,"[57.0807, 17.6924, 14.395, 13.2136, 11.7]"
23,5,0.984496,0.698413,0.190476,0.087302,"[57.0807, 22.8412, 24.0258, 15.6168, 12.6983]"
24,5,0.981132,0.7,0.15625,0.10625,"[32.8632, 22.0898, 20.0644, 16.2445, 13.9577]"
25,5,0.987097,0.698718,0.185897,0.070513,"[32.8632, 21.7526, 15.9275, 13.8463, 11.6659]"
26,5,0.98125,0.680982,0.165644,0.09816,"[32.8632, 34.8139, 22.8855, 14.5333, 12.3761]"
27,5,0.97619,0.666667,0.193939,0.084848,"[32.8632, 22.2992, 14.8639, 12.5445, 11.5134]"
28,5,0.977901,0.704918,0.180328,0.081967,"[32.8632, 23.6625, 20.4905, 16.194, 11.9922]"
29,5,0.978723,0.746479,0.176056,0.119718,"[32.8632, 21.521, 19.5172, 17.2746, 17.0296]"
