text_id_shuff,num_sentences_shuff,last_sentence_shuff,ppl_shuff
0,1,"However, the team completed fewer passes and had less ball possession than average, indicating they may have played a more direct or counter-attacking style rather than controlling the game through sustained possession.",11.08
0,2,"Interestingly, the relatively low number of corner kicks taken by the team may have slightly counted against them, as teams that dominate set-piece opportunities often control the game’s tempo and create more chances for star players to shine.",13.19
0,3,"The team’s four off-target attempts, while not exceptional, suggest a willingness to take risks and keep the opposition under pressure, which can sometimes highlight a player’s influence even if not every shot is on target.",11.6
0,4,"Despite these factors, it was likely the decisive goals and the impact of key moments that tipped the prediction in favor of an A team player being recognized as Man of the Match, as goal-scoring often leaves the strongest impression on both fans and award panels.",12.13
0,5,"The model predicted that the A team would have a player win the Man of the Match award, and this outcome was most strongly influenced by the team’s ability to score goals—netting 2 goals, which is higher than the typical match average, likely drew attention to standout individual performances.",11.11
1,1,"However, the A team completed far fewer passes and had much less ball possession than average, indicating they played a more direct or counter-attacking style rather than controlling the game through possession.",17.28
1,2,"Interestingly, the relatively low number of corners taken by the A team may have worked against them, as teams that create more set-piece opportunities often demonstrate attacking dominance, but in this case, the impact was outweighed by other factors.",14.04
1,3,"The team’s five off-target attempts suggest they were active in attack, keeping the opposition under pressure, which can help a standout player emerge even if not every shot is on target.",15.19
1,4,"Despite these disadvantages, the model recognized that a standout individual performance—perhaps a decisive goal or a series of impactful plays—can shine through even when a team is not dominant in traditional metrics like possession or passing, leading to the prediction of a Man of the Match award.",13.52
1,5,"The model predicted that the A team would have a player win the Man of the Match award, and this outcome was most strongly influenced by the team’s ability to score a goal, which is often a decisive factor in individual recognition, even though their tally of one goal was slightly below the tournament average.",11.33
2,1,"The number of off-target attempts was close to typical, indicating the team was active in attack, which can also draw attention to standout individual performances.",80.11
2,2,"This decision was most strongly influenced by the number of goals scored, as scoring even a single goal is often a decisive factor in earning individual recognition, especially when goals are rare and valuable in football.",32.2
2,3,"However, the team had fewer corner kicks than average, which slightly worked against the prediction, perhaps suggesting less attacking pressure or fewer set-piece opportunities, but this was outweighed by the impact of the goal.",20.59
2,4,"While the team’s passing and ball possession were both slightly above average, these factors played a smaller role, but they may have contributed to the overall impression of control and involvement, supporting the case for a player to be singled out for the award.",14.67
2,5,The model predicted that the A team would have a player receive the Man of the Match award.,14.11
3,1,"The team also had a high number of off-target attempts, which, while not resulting in goals, could indicate an aggressive attacking approach that keeps the opposition under pressure and highlights individual effort.",27.25
3,2,"This outcome was most strongly influenced by the number of goals scored, as scoring even a single goal can be decisive in a match and often draws attention to standout performers, even though the team scored slightly below the tournament average.",20.09
3,3,"On the other hand, the relatively low number of corner kicks and passes compared to typical match statistics might have suggested less overall attacking play and ball control, but these factors were outweighed by the impact of the goal.",15.0
3,4,"Although their ball possession was lower than average, sometimes a team can shine through efficiency and key moments rather than dominating possession, which may have helped a particular player stand out and secure the award.",14.88
3,5,The model predicted that the A team would have a player receive the Man of the Match award.,14.66
4,1,"The team also earned a slightly above-average number of corners and completed a high number of passes, but these efforts likely seemed less impactful without a tangible result on the scoreboard.",30.91
4,2,"The most influential factor in this decision was that the team did not score any goals, which is a significant departure from the typical performance and often a key driver for individual recognition in football.",22.09
4,3,"Despite dominating ball possession with 64%, well above the average, this control did not translate into the kind of decisive moments—like goals—that usually catch the eye of award selectors.",19.39
4,4,"Even though they had a fair number of off-target attempts, the lack of goals overshadowed these efforts, suggesting that while the team played actively, they ultimately failed to produce the standout moments that lead to individual accolades.",14.52
4,5,The model predicted that the A team would not have a player receive the Man of the Match award.,14.32
