text_id,num_sentences,ppl_original,ppl_shuffled,ppl_reversed,ppl_loo_mean,ppl_diff_shuffled,ppl_diff_reversed,ppl_diff_loo,ppl_change_ratio_shuffled,ppl_change_ratio_reversed,ppl_change_ratio_loo
0,5,9.3188,11.1101,11.4679,10.7157,1.7912,2.1491,1.3969,0.192218,0.230621,0.149896
1,5,8.845,11.335,11.3088,10.5277,2.49,2.4638,1.6828,0.281519,0.278556,0.19025
2,5,10.8847,14.1131,15.8054,13.5614,3.2284,4.9207,2.6767,0.296599,0.452071,0.245911
3,5,10.9931,14.6626,15.5019,13.4953,3.6695,4.5088,2.5021,0.333803,0.410144,0.227611
4,5,10.6455,14.3202,15.8451,12.7241,3.6747,5.1997,2.0787,0.345189,0.488439,0.195265
5,5,10.9727,15.8465,15.6081,12.6607,4.8738,4.6353,1.6879,0.444175,0.422443,0.153831
6,5,7.8906,10.404,12.5176,9.6571,2.5134,4.627,1.7665,0.318537,0.586399,0.223868
7,5,11.61,16.0627,17.0636,14.1606,4.4527,5.4536,2.5506,0.383522,0.469734,0.219686
8,5,12.309,15.7499,16.0839,14.599,3.4409,3.7749,2.29,0.27954,0.306679,0.186043
9,5,8.3047,10.5222,12.1073,9.8587,2.2176,3.8027,1.5541,0.267025,0.457895,0.187134
10,5,9.2209,12.395,12.4866,10.9434,3.1741,3.2656,1.7224,0.344223,0.354154,0.186798
11,5,12.794,18.8391,16.2912,16.3517,6.045,3.4972,3.5577,0.472489,0.273344,0.278072
12,5,8.9171,13.0223,12.5513,11.0864,4.1052,3.6342,2.1693,0.460378,0.407557,0.243277
13,5,12.128,16.7022,14.9475,14.213,4.5742,2.8195,2.085,0.37716,0.232478,0.171913
14,5,7.8981,9.6514,10.1716,9.4616,1.7533,2.2735,1.5635,0.22199,0.287857,0.197965
15,5,9.338,10.3452,10.3828,10.751,1.0072,1.0447,1.4129,0.107863,0.111879,0.15131
16,5,11.6479,17.3971,14.5992,14.1187,5.7492,2.9513,2.4708,0.493587,0.253378,0.212126
17,5,7.8041,9.6871,11.0415,9.5674,1.883,3.2374,1.7633,0.241285,0.414831,0.225943
18,5,11.1448,14.6152,13.2723,13.3332,3.4704,2.1275,2.1884,0.311392,0.190897,0.19636
19,5,8.4678,11.0959,11.748,10.2787,2.6281,3.2802,1.8109,0.310365,0.387371,0.213852
20,5,11.0323,13.5899,14.0366,12.644,2.5576,3.0042,1.6116,0.231827,0.272313,0.146084
21,5,11.8191,13.6956,14.0186,13.8992,1.8765,2.1995,2.0801,0.158766,0.186099,0.175995
22,5,9.7752,11.6824,12.1443,11.4942,1.9072,2.3691,1.719,0.195104,0.242353,0.175852
23,5,9.1124,10.4809,10.8323,10.0983,1.3685,1.7199,0.9859,0.150182,0.188749,0.108195
24,5,10.3394,13.165,11.7225,12.8465,2.8256,1.3831,2.5071,0.273288,0.133771,0.242483
25,5,8.768,12.9556,11.3155,10.5322,4.1875,2.5474,1.7641,0.477592,0.290538,0.201201
26,5,9.4432,13.0684,12.5399,11.3973,3.6251,3.0967,1.9541,0.383886,0.327924,0.206927
27,5,10.9167,11.5981,12.5158,13.2681,0.6814,1.5991,2.3513,0.062419,0.146484,0.215388
28,5,11.3008,16.4367,15.4097,14.5554,5.1359,4.1089,3.2546,0.454475,0.363594,0.287995
29,5,12.3258,14.4712,13.8686,14.1702,2.1454,1.5429,1.8445,0.17406,0.125176,0.149642
