id,text,reversed_text,shuffled_text,num_sentences,ppl,ppl_reversed,ppl_shuffled,ppl_diff_reversed,ppl_diff_shuffled,ppl_ratio_reversed,ppl_ratio_shuffled,ppl_loo_mean,ppl_loo_std,ppl_loo_min,ppl_loo_max,ppl_cumulative_slope,ppl_cumulative_mean,ppl_cumulative_std,ppl_cumulative_first,ppl_cumulative_last,ppl_cumulative_rev_slope,ppl_cumulative_rev_mean,ppl_cumulative_rev_std,ppl_cumulative_rev_first,ppl_cumulative_rev_last,ppl_cumulative_shuff_slope,ppl_cumulative_shuff_mean,ppl_cumulative_shuff_std,ppl_cumulative_shuff_first,ppl_cumulative_shuff_last
0,"The model predicted that the A team would have a player win the Man of the Match award, and this outcome was most strongly influenced by the team’s ability to score goals—netting 2 goals, which is higher than the typical match average, likely drew attention to standout individual performances. Interestingly, the relatively low number of corner kicks taken by the team may have slightly counted against them, as teams that dominate set-piece opportunities often control the game’s tempo and create more chances for star players to shine. The team’s four off-target attempts, while not exceptional, suggest a willingness to take risks and keep the opposition under pressure, which can sometimes highlight a player’s influence even if not every shot is on target. However, the team completed fewer passes and had less ball possession than average, indicating they may have played a more direct or counter-attacking style rather than controlling the game through sustained possession. Despite these factors, it was likely the decisive goals and the impact of key moments that tipped the prediction in favor of an A team player being recognized as Man of the Match, as goal-scoring often leaves the strongest impression on both fans and award panels.","Despite these factors, it was likely the decisive goals and the impact of key moments that tipped the prediction in favor of an A team player being recognized as Man of the Match, as goal-scoring often leaves the strongest impression on both fans and award panels. However, the team completed fewer passes and had less ball possession than average, indicating they may have played a more direct or counter-attacking style rather than controlling the game through sustained possession. The team’s four off-target attempts, while not exceptional, suggest a willingness to take risks and keep the opposition under pressure, which can sometimes highlight a player’s influence even if not every shot is on target. Interestingly, the relatively low number of corner kicks taken by the team may have slightly counted against them, as teams that dominate set-piece opportunities often control the game’s tempo and create more chances for star players to shine. The model predicted that the A team would have a player win the Man of the Match award, and this outcome was most strongly influenced by the team’s ability to score goals—netting 2 goals, which is higher than the typical match average, likely drew attention to standout individual performances.","However, the team completed fewer passes and had less ball possession than average, indicating they may have played a more direct or counter-attacking style rather than controlling the game through sustained possession. Interestingly, the relatively low number of corner kicks taken by the team may have slightly counted against them, as teams that dominate set-piece opportunities often control the game’s tempo and create more chances for star players to shine. The team’s four off-target attempts, while not exceptional, suggest a willingness to take risks and keep the opposition under pressure, which can sometimes highlight a player’s influence even if not every shot is on target. Despite these factors, it was likely the decisive goals and the impact of key moments that tipped the prediction in favor of an A team player being recognized as Man of the Match, as goal-scoring often leaves the strongest impression on both fans and award panels. The model predicted that the A team would have a player win the Man of the Match award, and this outcome was most strongly influenced by the team’s ability to score goals—netting 2 goals, which is higher than the typical match average, likely drew attention to standout individual performances.",5,9.32,11.47,11.11,2.15,1.79,1.23,1.19,10.72,0.98,9.73,12.52,-2.8721,13.67,4.25,21.01,9.32,-5.5949,18.87,9.15,36.48,11.47,-0.0995,11.82,0.78,11.08,11.11
1,"The model predicted that the A team would have a player win the Man of the Match award, and this outcome was most strongly influenced by the team’s ability to score a goal, which is often a decisive factor in individual recognition, even though their tally of one goal was slightly below the tournament average. Interestingly, the relatively low number of corners taken by the A team may have worked against them, as teams that create more set-piece opportunities often demonstrate attacking dominance, but in this case, the impact was outweighed by other factors. The team’s five off-target attempts suggest they were active in attack, keeping the opposition under pressure, which can help a standout player emerge even if not every shot is on target. However, the A team completed far fewer passes and had much less ball possession than average, indicating they played a more direct or counter-attacking style rather than controlling the game through possession. Despite these disadvantages, the model recognized that a standout individual performance—perhaps a decisive goal or a series of impactful plays—can shine through even when a team is not dominant in traditional metrics like possession or passing, leading to the prediction of a Man of the Match award.","Despite these disadvantages, the model recognized that a standout individual performance—perhaps a decisive goal or a series of impactful plays—can shine through even when a team is not dominant in traditional metrics like possession or passing, leading to the prediction of a Man of the Match award. However, the A team completed far fewer passes and had much less ball possession than average, indicating they played a more direct or counter-attacking style rather than controlling the game through possession. The team’s five off-target attempts suggest they were active in attack, keeping the opposition under pressure, which can help a standout player emerge even if not every shot is on target. Interestingly, the relatively low number of corners taken by the A team may have worked against them, as teams that create more set-piece opportunities often demonstrate attacking dominance, but in this case, the impact was outweighed by other factors. The model predicted that the A team would have a player win the Man of the Match award, and this outcome was most strongly influenced by the team’s ability to score a goal, which is often a decisive factor in individual recognition, even though their tally of one goal was slightly below the tournament average.","However, the A team completed far fewer passes and had much less ball possession than average, indicating they played a more direct or counter-attacking style rather than controlling the game through possession. Interestingly, the relatively low number of corners taken by the A team may have worked against them, as teams that create more set-piece opportunities often demonstrate attacking dominance, but in this case, the impact was outweighed by other factors. The team’s five off-target attempts suggest they were active in attack, keeping the opposition under pressure, which can help a standout player emerge even if not every shot is on target. Despite these disadvantages, the model recognized that a standout individual performance—perhaps a decisive goal or a series of impactful plays—can shine through even when a team is not dominant in traditional metrics like possession or passing, leading to the prediction of a Man of the Match award. The model predicted that the A team would have a player win the Man of the Match award, and this outcome was most strongly influenced by the team’s ability to score a goal, which is often a decisive factor in individual recognition, even though their tally of one goal was slightly below the tournament average.",5,8.84,11.31,11.33,2.46,2.49,1.28,1.28,10.53,1.67,8.71,13.67,-2.0907,12.15,3.35,18.51,8.84,-4.5856,19.07,6.91,31.54,11.31,-1.2423,14.27,1.96,17.28,11.33
2,"The model predicted that the A team would have a player receive the Man of the Match award. This decision was most strongly influenced by the number of goals scored, as scoring even a single goal is often a decisive factor in earning individual recognition, especially when goals are rare and valuable in football. However, the team had fewer corner kicks than average, which slightly worked against the prediction, perhaps suggesting less attacking pressure or fewer set-piece opportunities, but this was outweighed by the impact of the goal. The number of off-target attempts was close to typical, indicating the team was active in attack, which can also draw attention to standout individual performances. While the team’s passing and ball possession were both slightly above average, these factors played a smaller role, but they may have contributed to the overall impression of control and involvement, supporting the case for a player to be singled out for the award.","While the team’s passing and ball possession were both slightly above average, these factors played a smaller role, but they may have contributed to the overall impression of control and involvement, supporting the case for a player to be singled out for the award. The number of off-target attempts was close to typical, indicating the team was active in attack, which can also draw attention to standout individual performances. However, the team had fewer corner kicks than average, which slightly worked against the prediction, perhaps suggesting less attacking pressure or fewer set-piece opportunities, but this was outweighed by the impact of the goal. This decision was most strongly influenced by the number of goals scored, as scoring even a single goal is often a decisive factor in earning individual recognition, especially when goals are rare and valuable in football. The model predicted that the A team would have a player receive the Man of the Match award.","The number of off-target attempts was close to typical, indicating the team was active in attack, which can also draw attention to standout individual performances. This decision was most strongly influenced by the number of goals scored, as scoring even a single goal is often a decisive factor in earning individual recognition, especially when goals are rare and valuable in football. However, the team had fewer corner kicks than average, which slightly worked against the prediction, perhaps suggesting less attacking pressure or fewer set-piece opportunities, but this was outweighed by the impact of the goal. While the team’s passing and ball possession were both slightly above average, these factors played a smaller role, but they may have contributed to the overall impression of control and involvement, supporting the case for a player to be singled out for the award. The model predicted that the A team would have a player receive the Man of the Match award.",5,10.88,15.81,14.11,4.92,3.23,1.45,1.3,13.56,1.54,11.13,15.93,-5.7844,19.02,9.43,37.18,10.88,-3.3433,20.91,4.88,28.55,15.81,-14.9527,32.34,24.76,80.11,14.11
3,"The model predicted that the A team would have a player receive the Man of the Match award. This outcome was most strongly influenced by the number of goals scored, as scoring even a single goal can be decisive in a match and often draws attention to standout performers, even though the team scored slightly below the tournament average. On the other hand, the relatively low number of corner kicks and passes compared to typical match statistics might have suggested less overall attacking play and ball control, but these factors were outweighed by the impact of the goal. The team also had a high number of off-target attempts, which, while not resulting in goals, could indicate an aggressive attacking approach that keeps the opposition under pressure and highlights individual effort. Although their ball possession was lower than average, sometimes a team can shine through efficiency and key moments rather than dominating possession, which may have helped a particular player stand out and secure the award.","Although their ball possession was lower than average, sometimes a team can shine through efficiency and key moments rather than dominating possession, which may have helped a particular player stand out and secure the award. The team also had a high number of off-target attempts, which, while not resulting in goals, could indicate an aggressive attacking approach that keeps the opposition under pressure and highlights individual effort. On the other hand, the relatively low number of corner kicks and passes compared to typical match statistics might have suggested less overall attacking play and ball control, but these factors were outweighed by the impact of the goal. This outcome was most strongly influenced by the number of goals scored, as scoring even a single goal can be decisive in a match and often draws attention to standout performers, even though the team scored slightly below the tournament average. The model predicted that the A team would have a player receive the Man of the Match award.","The team also had a high number of off-target attempts, which, while not resulting in goals, could indicate an aggressive attacking approach that keeps the opposition under pressure and highlights individual effort. This outcome was most strongly influenced by the number of goals scored, as scoring even a single goal can be decisive in a match and often draws attention to standout performers, even though the team scored slightly below the tournament average. On the other hand, the relatively low number of corner kicks and passes compared to typical match statistics might have suggested less overall attacking play and ball control, but these factors were outweighed by the impact of the goal. Although their ball possession was lower than average, sometimes a team can shine through efficiency and key moments rather than dominating possession, which may have helped a particular player stand out and secure the award. The model predicted that the A team would have a player receive the Man of the Match award.",5,10.99,15.5,14.66,4.51,3.67,1.41,1.33,13.5,2.27,10.84,17.67,-6.1945,18.53,9.95,37.18,10.99,-7.5924,24.5,12.94,49.81,15.5,-3.0387,18.38,4.88,27.25,14.66
4,"The model predicted that the A team would not have a player receive the Man of the Match award. The most influential factor in this decision was that the team did not score any goals, which is a significant departure from the typical performance and often a key driver for individual recognition in football. Despite dominating ball possession with 64%, well above the average, this control did not translate into the kind of decisive moments—like goals—that usually catch the eye of award selectors. The team also earned a slightly above-average number of corners and completed a high number of passes, but these efforts likely seemed less impactful without a tangible result on the scoreboard. Even though they had a fair number of off-target attempts, the lack of goals overshadowed these efforts, suggesting that while the team played actively, they ultimately failed to produce the standout moments that lead to individual accolades.","Even though they had a fair number of off-target attempts, the lack of goals overshadowed these efforts, suggesting that while the team played actively, they ultimately failed to produce the standout moments that lead to individual accolades. The team also earned a slightly above-average number of corners and completed a high number of passes, but these efforts likely seemed less impactful without a tangible result on the scoreboard. Despite dominating ball possession with 64%, well above the average, this control did not translate into the kind of decisive moments—like goals—that usually catch the eye of award selectors. The most influential factor in this decision was that the team did not score any goals, which is a significant departure from the typical performance and often a key driver for individual recognition in football. The model predicted that the A team would not have a player receive the Man of the Match award.","The team also earned a slightly above-average number of corners and completed a high number of passes, but these efforts likely seemed less impactful without a tangible result on the scoreboard. The most influential factor in this decision was that the team did not score any goals, which is a significant departure from the typical performance and often a key driver for individual recognition in football. Despite dominating ball possession with 64%, well above the average, this control did not translate into the kind of decisive moments—like goals—that usually catch the eye of award selectors. Even though they had a fair number of off-target attempts, the lack of goals overshadowed these efforts, suggesting that while the team played actively, they ultimately failed to produce the standout moments that lead to individual accolades. The model predicted that the A team would not have a player receive the Man of the Match award.",5,10.65,15.85,14.32,5.2,3.67,1.49,1.35,12.72,1.42,10.56,15.04,-4.978,17.97,8.19,33.77,10.65,-5.1384,22.41,8.32,38.32,15.85,-4.0751,20.25,6.1,30.91,14.32
5,"The model predicted that the A team was not likely to have a player win the Man of the Match award in this football match. The most influential factor in this decision was that the team did not score any goals, which is a significant setback since goals are often the most visible and celebrated contributions in a match. While the team did manage to earn seven corners—well above the typical average—this attacking pressure did not translate into goals, which likely diminished the impact of their efforts. Their passing game was strong, with 484 passes completed, but without goals, even a high number of passes can seem less decisive in the eyes of those selecting the standout player. Although the team also had a fair number of off-target attempts and maintained average ball possession, these factors were not enough to outweigh the lack of goals, which is often the key to individual recognition in football.","Although the team also had a fair number of off-target attempts and maintained average ball possession, these factors were not enough to outweigh the lack of goals, which is often the key to individual recognition in football. Their passing game was strong, with 484 passes completed, but without goals, even a high number of passes can seem less decisive in the eyes of those selecting the standout player. While the team did manage to earn seven corners—well above the typical average—this attacking pressure did not translate into goals, which likely diminished the impact of their efforts. The most influential factor in this decision was that the team did not score any goals, which is a significant setback since goals are often the most visible and celebrated contributions in a match. The model predicted that the A team was not likely to have a player win the Man of the Match award in this football match.","Their passing game was strong, with 484 passes completed, but without goals, even a high number of passes can seem less decisive in the eyes of those selecting the standout player. The most influential factor in this decision was that the team did not score any goals, which is a significant setback since goals are often the most visible and celebrated contributions in a match. While the team did manage to earn seven corners—well above the typical average—this attacking pressure did not translate into goals, which likely diminished the impact of their efforts. Although the team also had a fair number of off-target attempts and maintained average ball possession, these factors were not enough to outweigh the lack of goals, which is often the key to individual recognition in football. The model predicted that the A team was not likely to have a player win the Man of the Match award in this football match.",5,10.97,15.61,15.85,4.64,4.87,1.42,1.44,12.66,1.59,11.12,15.4,-3.1216,15.98,5.05,25.63,10.97,-4.7858,22.11,7.32,35.38,15.61,-12.4072,30.73,21.21,72.29,15.85
6,"The model predicted that the A team would not have a player receive the Man of the Match award in this football match. The most influential factor in this decision was that the team did not score any goals, which is a significant setback since goals are often the most visible and celebrated contributions in a match. While the team did manage to earn five corners—slightly above the average—this alone was not enough to sway the prediction, as corners are opportunities rather than direct achievements. The team also completed a high number of passes, suggesting good ball movement, but this did not compensate for the lack of goals, especially since their ball possession was slightly below average, indicating they may not have controlled the game. Ultimately, despite some positive aspects like passing and corners, the absence of goals likely overshadowed these efforts, as goal-scoring is typically the most decisive factor in earning individual accolades in football.","Ultimately, despite some positive aspects like passing and corners, the absence of goals likely overshadowed these efforts, as goal-scoring is typically the most decisive factor in earning individual accolades in football. The team also completed a high number of passes, suggesting good ball movement, but this did not compensate for the lack of goals, especially since their ball possession was slightly below average, indicating they may not have controlled the game. While the team did manage to earn five corners—slightly above the average—this alone was not enough to sway the prediction, as corners are opportunities rather than direct achievements. The most influential factor in this decision was that the team did not score any goals, which is a significant setback since goals are often the most visible and celebrated contributions in a match. The model predicted that the A team would not have a player receive the Man of the Match award in this football match.","The team also completed a high number of passes, suggesting good ball movement, but this did not compensate for the lack of goals, especially since their ball possession was slightly below average, indicating they may not have controlled the game. The most influential factor in this decision was that the team did not score any goals, which is a significant setback since goals are often the most visible and celebrated contributions in a match. While the team did manage to earn five corners—slightly above the average—this alone was not enough to sway the prediction, as corners are opportunities rather than direct achievements. Ultimately, despite some positive aspects like passing and corners, the absence of goals likely overshadowed these efforts, as goal-scoring is typically the most decisive factor in earning individual accolades in football. The model predicted that the A team would not have a player receive the Man of the Match award in this football match.",5,7.89,12.52,10.4,4.63,2.51,1.59,1.32,9.66,1.05,8.68,11.31,-5.4423,15.06,8.82,31.99,7.89,-7.3963,21.35,12.71,46.31,12.52,-1.8495,13.11,2.76,17.95,10.4
7,"The model predicted that the A team would have a player receive the Man of the Match award. This outcome was most strongly influenced by the number of goals scored, as scoring even a single goal can be decisive in a match and often draws attention to standout performers, even though the team scored slightly below the tournament average. Interestingly, the relatively low number of corner kicks worked against the prediction, since teams that dominate and create more attacking opportunities—often reflected in higher corner counts—tend to have players recognized for their impact. The number of off-target attempts, which was close to the average, contributed positively, perhaps suggesting that the team was active in attack and kept the opposition under pressure, a quality that can highlight individual efforts. Although the team had fewer passes and less ball possession than typical, these factors played a smaller role, indicating that the model valued decisive moments and attacking intent over overall control in this particular prediction.","Although the team had fewer passes and less ball possession than typical, these factors played a smaller role, indicating that the model valued decisive moments and attacking intent over overall control in this particular prediction. The number of off-target attempts, which was close to the average, contributed positively, perhaps suggesting that the team was active in attack and kept the opposition under pressure, a quality that can highlight individual efforts. Interestingly, the relatively low number of corner kicks worked against the prediction, since teams that dominate and create more attacking opportunities—often reflected in higher corner counts—tend to have players recognized for their impact. This outcome was most strongly influenced by the number of goals scored, as scoring even a single goal can be decisive in a match and often draws attention to standout performers, even though the team scored slightly below the tournament average. The model predicted that the A team would have a player receive the Man of the Match award.","The number of off-target attempts, which was close to the average, contributed positively, perhaps suggesting that the team was active in attack and kept the opposition under pressure, a quality that can highlight individual efforts. This outcome was most strongly influenced by the number of goals scored, as scoring even a single goal can be decisive in a match and often draws attention to standout performers, even though the team scored slightly below the tournament average. Interestingly, the relatively low number of corner kicks worked against the prediction, since teams that dominate and create more attacking opportunities—often reflected in higher corner counts—tend to have players recognized for their impact. Although the team had fewer passes and less ball possession than typical, these factors played a smaller role, indicating that the model valued decisive moments and attacking intent over overall control in this particular prediction. The model predicted that the A team would have a player receive the Man of the Match award.",5,11.61,17.06,16.06,5.45,4.45,1.47,1.38,14.16,1.4,12.37,16.25,-5.9178,19.25,9.48,37.18,11.61,-8.6581,28.53,13.62,53.96,17.06,-6.0596,23.59,10.17,43.37,16.06
8,"The model predicted that the A team would not have a player receive the Man of the Match award. This outcome was heavily influenced by the fact that the team did not score any goals, which is a significant factor since standout performances often involve goal contributions. Despite the team completing an impressive 698 passes—far above the typical match average—this high passing count alone was not enough to sway the prediction, perhaps because it did not translate into decisive moments or goals. The team also earned five corners and made seven off-target attempts, both slightly above average, suggesting they were active in attack but ultimately lacked the clinical edge needed to produce a match-winning performance. Even though A team dominated possession with 57%, this control did not result in the kind of impactful play that usually earns individual accolades, highlighting that possession and effort must be matched by tangible results to secure such recognition.","Even though A team dominated possession with 57%, this control did not result in the kind of impactful play that usually earns individual accolades, highlighting that possession and effort must be matched by tangible results to secure such recognition. The team also earned five corners and made seven off-target attempts, both slightly above average, suggesting they were active in attack but ultimately lacked the clinical edge needed to produce a match-winning performance. Despite the team completing an impressive 698 passes—far above the typical match average—this high passing count alone was not enough to sway the prediction, perhaps because it did not translate into decisive moments or goals. This outcome was heavily influenced by the fact that the team did not score any goals, which is a significant factor since standout performances often involve goal contributions. The model predicted that the A team would not have a player receive the Man of the Match award.","The team also earned five corners and made seven off-target attempts, both slightly above average, suggesting they were active in attack but ultimately lacked the clinical edge needed to produce a match-winning performance. This outcome was heavily influenced by the fact that the team did not score any goals, which is a significant factor since standout performances often involve goal contributions. Despite the team completing an impressive 698 passes—far above the typical match average—this high passing count alone was not enough to sway the prediction, perhaps because it did not translate into decisive moments or goals. Even though A team dominated possession with 57%, this control did not result in the kind of impactful play that usually earns individual accolades, highlighting that possession and effort must be matched by tangible results to secure such recognition. The model predicted that the A team would not have a player receive the Man of the Match award.",5,12.31,16.08,15.75,3.77,3.44,1.31,1.28,14.6,1.82,12.61,17.88,-4.5341,17.8,8.07,33.77,12.31,-7.9622,26.8,12.81,51.3,16.08,-2.6064,19.54,4.42,28.15,15.75
9,"The model predicted that the A team would not have a player receive the Man of the Match award in this football match. The most influential factor in this decision was that the team did not score any goals, which is a significant setback since goals are often the most visible and celebrated contributions in a match. While the team did win a high number of corners, suggesting they were able to create attacking opportunities, this alone was not enough to outweigh the lack of goals. Their total number of passes was right around the tournament average, indicating a solid but not exceptional control of play, and their ball possession was slightly above average, showing they held the ball more than their opponents but perhaps without making it count on the scoreboard. Despite a reasonable number of off-target attempts, the absence of goals likely overshadowed these efforts, leading the model to conclude that no standout individual performance from the A team merited the Man of the Match recognition.","Despite a reasonable number of off-target attempts, the absence of goals likely overshadowed these efforts, leading the model to conclude that no standout individual performance from the A team merited the Man of the Match recognition. Their total number of passes was right around the tournament average, indicating a solid but not exceptional control of play, and their ball possession was slightly above average, showing they held the ball more than their opponents but perhaps without making it count on the scoreboard. While the team did win a high number of corners, suggesting they were able to create attacking opportunities, this alone was not enough to outweigh the lack of goals. The most influential factor in this decision was that the team did not score any goals, which is a significant setback since goals are often the most visible and celebrated contributions in a match. The model predicted that the A team would not have a player receive the Man of the Match award in this football match.","Their total number of passes was right around the tournament average, indicating a solid but not exceptional control of play, and their ball possession was slightly above average, showing they held the ball more than their opponents but perhaps without making it count on the scoreboard. The most influential factor in this decision was that the team did not score any goals, which is a significant setback since goals are often the most visible and celebrated contributions in a match. While the team did win a high number of corners, suggesting they were able to create attacking opportunities, this alone was not enough to outweigh the lack of goals. Despite a reasonable number of off-target attempts, the absence of goals likely overshadowed these efforts, leading the model to conclude that no standout individual performance from the A team merited the Man of the Match recognition. The model predicted that the A team would not have a player receive the Man of the Match award in this football match.",5,8.3,12.11,10.52,3.8,2.22,1.46,1.27,9.86,0.93,8.34,11.07,-5.2545,15.1,8.73,31.99,8.3,-8.5702,22.83,14.25,50.39,12.11,-2.3406,13.99,3.56,19.87,10.52
