text_id,num_sentences,distinct_2gram_ratio,ttr,verb_ratio,connectives_ratio,cumulative_ppls
0,3,0.952381,0.709677,0.16129,0.096774,"[68.5489, 30.5229, 19.1926]"
1,4,0.909091,0.671053,0.197368,0.118421,"[21.5676, 18.3589, 16.0687, 13.2379]"
2,4,0.892473,0.58427,0.157303,0.067416,"[15.7188, 12.4102, 9.7685, 7.4266]"
3,4,0.776316,0.527027,0.189189,0.081081,"[55.7143, 19.9371, 10.8989, 10.1444]"
4,5,0.93617,0.6,0.144444,0.111111,"[32.3293, 24.7747, 26.9951, 17.0851, 14.2463]"
5,4,0.938462,0.698413,0.15873,0.047619,"[114.4294, 61.3008, 26.3203, 23.0241]"
6,4,0.887324,0.661765,0.191176,0.058824,"[55.7143, 20.0014, 13.4512, 12.0609]"
7,6,0.93578,0.632075,0.169811,0.09434,"[79.6953, 17.6544, 15.3242, 14.8953, 13.1552, 10.891]"
8,3,0.987952,0.775,0.1125,0.1125,"[26.6097, 16.9012, 13.543]"
9,6,0.902439,0.615385,0.179487,0.076923,"[55.7143, 21.4325, 27.2704, 23.9506, 13.4602, 13.0392]"
10,5,0.922222,0.586207,0.183908,0.057471,"[40.1373, 18.6899, 20.5448, 11.6533, 11.2771]"
11,4,0.932432,0.625,0.166667,0.083333,"[40.1373, 28.5066, 14.9717, 14.8215]"
12,4,0.948052,0.675676,0.148649,0.094595,"[34.5682, 19.4822, 13.9742, 13.3502]"
13,4,0.956522,0.710145,0.130435,0.115942,"[52.2665, 28.7812, 18.8111, 13.8911]"
14,3,0.884615,0.6,0.186667,0.066667,"[16.7282, 16.6279, 15.0623]"
15,3,0.84,0.633803,0.197183,0.098592,"[24.9343, 22.0511, 14.1622]"
16,5,0.971014,0.701493,0.179104,0.059701,"[79.6953, 57.7755, 28.4338, 28.4986, 21.2537]"
17,4,0.934211,0.657534,0.164384,0.123288,"[33.5153, 15.9499, 18.1606, 13.1556]"
18,5,0.910256,0.679487,0.192308,0.089744,"[55.7143, 24.4177, 19.6599, 18.143, 11.6475]"
19,3,0.886364,0.593023,0.162791,0.104651,"[17.3054, 14.2618, 8.4449]"
20,5,0.944444,0.616279,0.127907,0.093023,"[66.7492, 14.0221, 11.6748, 9.2148, 7.4661]"
21,3,0.942857,0.724638,0.188406,0.072464,"[19.368, 16.2885, 9.2708]"
22,6,0.885057,0.630952,0.178571,0.059524,"[66.7492, 26.2394, 11.579, 12.9797, 13.504, 11.1986]"
23,5,0.909091,0.675325,0.207792,0.077922,"[66.7492, 38.8678, 27.9108, 22.9102, 18.5454]"
24,4,0.905882,0.626506,0.204819,0.072289,"[15.336, 12.6551, 10.9921, 8.6574]"
25,3,0.910256,0.621622,0.148649,0.040541,"[26.7326, 17.0972, 11.7762]"
26,3,1.0,0.741935,0.16129,0.112903,"[33.9368, 19.5758, 16.1782]"
27,3,0.848485,0.629032,0.258065,0.048387,"[18.9398, 11.3347, 9.4733]"
28,6,0.851852,0.625,0.2,0.075,"[55.7143, 25.1839, 24.3631, 21.0132, 14.5758, 14.4552]"
29,3,0.969697,0.730159,0.142857,0.126984,"[34.9406, 28.9254, 21.0665]"
