text_id_rev,num_sentences_rev,last_sentence_rev,ppl_rev
0,1,"The applicant's age of 32, having a little amount in their checking account, and owning their housing further contributed to the model's decision, though to a lesser extent.",39.9
0,2,"The amount of credit requested, which was 1880, also played a significant role.",26.47
0,3,"The model's prediction was influenced most by the purpose of the loan, which was for radio or TV, contributing positively to the assessment.",21.07
1,1,"However, being female had a small negative impact on the prediction.",49.36
1,2,"Additionally, owning their housing slightly increased the chance of being seen as a good credit risk.",36.58
1,3,Requesting a credit amount of 1603 and applying for a loan with the purpose of buying a radio or TV also contributed positively to the prediction.,25.01
1,4,"The model's prediction was most strongly influenced by the applicant's age of 55, which increased the likelihood of being classified as a good credit risk.",15.07
2,1,"Finally, being male had a small positive effect on the risk classification, slightly increasing the likelihood of being considered a 'bad' credit risk.",27.45
2,2,"The applicant's age (29) and the purpose of the loan (car) both slightly decreased the risk, making the applicant appear more favorable.",17.13
2,3,"The amount of credit requested (1494) also contributed to a higher risk classification, though to a lesser extent.",13.14
2,4,"The model's prediction was most strongly influenced by the duration of the loan, with a longer loan duration (4 months) increasing the likelihood of being classified as a 'bad' credit risk.",9.11
3,1,"However, owning their housing slightly increases the chances of being classified as a good credit risk.",59.4
3,2,"The fact that the loan is for a car, the applicant's age (26), and the requested credit amount (783) each slightly decrease the likelihood of being seen as a good credit risk.",17.74
3,3,The duration of the loan (6 months) increases the likelihood of being classified as a good credit risk.,10.89
3,4,The model predicts the applicant's credit risk by considering several factors.,11.23
4,1,"Overall, the positive factors outweigh the negative, leading to a favorable prediction.",30.43
4,2,"However, the duration of the loan (30 months) slightly decreases the probability of being classified as a good credit risk.",18.26
4,3,"Additionally, owning their housing status has a smaller positive effect.",25.29
4,4,The purpose of the loan being for radio/TV and the applicant's request for a credit amount of 3077 also add to the likelihood of being considered a good risk.,20.4
4,5,"The model predicts this applicant as a 'good' credit risk mainly because of their age (40 years old), which contributes positively to the prediction.",16.72
5,1,"Having a moderate checking account status slightly reduced the risk, while owning their housing provided a small positive contribution to their creditworthiness.",89.46
5,2,Taking a loan for the purpose of radio/TV purchases and having a loan duration of 9 months both contributed to a higher credit risk score.,41.48
5,3,The applicant's age of 24 slightly decreased their credit risk score.,31.34
5,4,The model considered several factors in its prediction.,30.6
6,1,"Overall, the loan duration has the most significant positive impact on the prediction.",51.1
6,2,"However, the applicant's age (29 years), having a moderate checking account status, being female, and owning their housing each slightly decrease the likelihood of being considered a 'good' credit risk.",28.74
6,3,The duration of the loan (9 months) increases the likelihood of being classified as a 'good' credit risk.,15.08
6,4,The model predicts the applicant's credit risk by considering several factors.,14.22
7,1,"Overall, the applicant's young age and renting status weighed against them, while the loan purpose, duration, and amount provided small positive influences.",60.01
7,2,"The loan duration of 12 months and the requested credit amount of 585 both contributed positively, but only to a minor extent.",27.72
7,3,Renting their housing had a small negative effect.,25.61
7,4,"Applying for a loan with the purpose of radio/TV contributed positively, slightly increasing the likelihood of being seen as a good credit risk.",20.87
7,5,"The applicant's age of 20 had the largest negative impact on the prediction, making it less likely they would be classified as a good credit risk.",12.92
7,6,The model considered several factors in making its prediction.,12.49
8,1,"On the other hand, the purpose of the loan (for radio/TV) and owning their housing provide small positive contributions, but these are not enough to outweigh the negative factors.",41.4
8,2,"The applicant's young age (24 years old) and having only a moderate checking account status also contribute negatively, though to a lesser extent.",26.72
8,3,"The model predicts this applicant as a 'bad' credit risk mainly because they are applying for a relatively long loan duration (72 months), which has the largest negative impact on the prediction.",18.7
9,1,"Lastly, having 'little' in the checking account provides a small positive contribution to the prediction.",122.05
9,2,"However, applying for a loan with the purpose of 'education' slightly reduces the chance of being seen as a good credit risk.",31.28
9,3,Requesting a credit amount of 1597 also contributes positively to the prediction.,27.5
9,4,Having 'free' housing slightly decreases this likelihood.,28.17
9,5,The applicant's age of 54 increases the likelihood of being classified as a good credit risk.,19.75
9,6,The model predicts the applicant's credit risk by considering several factors.,18.86
10,1,"Owning their housing had a modest positive impact, while the loan duration of 18 months contributed a small positive effect as well.",44.39
10,2,"The applicant's age (24) had a small negative effect, slightly decreasing the likelihood of being classified as a good credit risk.",22.42
10,3,The purpose of the loan being for radio/TV also contributed positively.,22.44
10,4,"The amount of credit requested (3190) had the largest positive influence on the prediction, making it more likely the applicant is considered a good credit risk.",15.05
10,5,The model predicts the applicant's credit risk based on several factors.,14.38
11,1,"Additionally, owning housing has a small positive effect on the prediction.",121.12
11,2,"However, the loan's duration of 30 months and the applicant being female slightly decrease the likelihood of being considered a good credit risk.",36.18
11,3,The fact that the loan is for radio/TV purposes and that the applicant requested a credit amount of 2831 both contribute positively to being classified as a good credit risk.,23.59
11,4,The model predicts the applicant's credit risk based on several factors.,20.51
