text_id,num_sentences,last_sentence,ppl
0,1,"The model's prediction was influenced most by the purpose of the loan, which was for radio or TV, contributing positively to the assessment.",68.55
0,2,"The amount of credit requested, which was 1880, also played a significant role.",30.52
0,3,"The applicant's age of 32, having a little amount in their checking account, and owning their housing further contributed to the model's decision, though to a lesser extent.",19.19
1,1,"The model's prediction was most strongly influenced by the applicant's age of 55, which increased the likelihood of being classified as a good credit risk.",21.57
1,2,Requesting a credit amount of 1603 and applying for a loan with the purpose of buying a radio or TV also contributed positively to the prediction.,18.36
1,3,"Additionally, owning their housing slightly increased the chance of being seen as a good credit risk.",16.07
1,4,"However, being female had a small negative impact on the prediction.",13.24
2,1,"The model's prediction was most strongly influenced by the duration of the loan, with a longer loan duration (4 months) increasing the likelihood of being classified as a 'bad' credit risk.",15.72
2,2,"The amount of credit requested (1494) also contributed to a higher risk classification, though to a lesser extent.",12.41
2,3,"The applicant's age (29) and the purpose of the loan (car) both slightly decreased the risk, making the applicant appear more favorable.",9.77
2,4,"Finally, being male had a small positive effect on the risk classification, slightly increasing the likelihood of being considered a 'bad' credit risk.",7.43
3,1,The model predicts the applicant's credit risk by considering several factors.,55.71
3,2,The duration of the loan (6 months) increases the likelihood of being classified as a good credit risk.,19.94
3,3,"The fact that the loan is for a car, the applicant's age (26), and the requested credit amount (783) each slightly decrease the likelihood of being seen as a good credit risk.",10.9
3,4,"However, owning their housing slightly increases the chances of being classified as a good credit risk.",10.14
4,1,"The model predicts this applicant as a 'good' credit risk mainly because of their age (40 years old), which contributes positively to the prediction.",32.33
4,2,The purpose of the loan being for radio/TV and the applicant's request for a credit amount of 3077 also add to the likelihood of being considered a good risk.,24.77
4,3,"Additionally, owning their housing status has a smaller positive effect.",27.0
4,4,"However, the duration of the loan (30 months) slightly decreases the probability of being classified as a good credit risk.",17.09
4,5,"Overall, the positive factors outweigh the negative, leading to a favorable prediction.",14.25
5,1,The model considered several factors in its prediction.,114.43
5,2,The applicant's age of 24 slightly decreased their credit risk score.,61.3
5,3,Taking a loan for the purpose of radio/TV purchases and having a loan duration of 9 months both contributed to a higher credit risk score.,26.32
5,4,"Having a moderate checking account status slightly reduced the risk, while owning their housing provided a small positive contribution to their creditworthiness.",23.02
6,1,The model predicts the applicant's credit risk by considering several factors.,55.71
6,2,The duration of the loan (9 months) increases the likelihood of being classified as a 'good' credit risk.,20.0
6,3,"However, the applicant's age (29 years), having a moderate checking account status, being female, and owning their housing each slightly decrease the likelihood of being considered a 'good' credit risk.",13.45
6,4,"Overall, the loan duration has the most significant positive impact on the prediction.",12.06
7,1,The model considered several factors in making its prediction.,79.7
7,2,"The applicant's age of 20 had the largest negative impact on the prediction, making it less likely they would be classified as a good credit risk.",17.65
7,3,"Applying for a loan with the purpose of radio/TV contributed positively, slightly increasing the likelihood of being seen as a good credit risk.",15.32
7,4,Renting their housing had a small negative effect.,14.9
7,5,"The loan duration of 12 months and the requested credit amount of 585 both contributed positively, but only to a minor extent.",13.16
7,6,"Overall, the applicant's young age and renting status weighed against them, while the loan purpose, duration, and amount provided small positive influences.",10.89
8,1,"The model predicts this applicant as a 'bad' credit risk mainly because they are applying for a relatively long loan duration (72 months), which has the largest negative impact on the prediction.",26.61
8,2,"The applicant's young age (24 years old) and having only a moderate checking account status also contribute negatively, though to a lesser extent.",16.9
8,3,"On the other hand, the purpose of the loan (for radio/TV) and owning their housing provide small positive contributions, but these are not enough to outweigh the negative factors.",13.54
9,1,The model predicts the applicant's credit risk by considering several factors.,55.71
9,2,The applicant's age of 54 increases the likelihood of being classified as a good credit risk.,21.43
9,3,Having 'free' housing slightly decreases this likelihood.,27.27
9,4,Requesting a credit amount of 1597 also contributes positively to the prediction.,23.95
9,5,"However, applying for a loan with the purpose of 'education' slightly reduces the chance of being seen as a good credit risk.",13.46
9,6,"Lastly, having 'little' in the checking account provides a small positive contribution to the prediction.",13.04
10,1,The model predicts the applicant's credit risk based on several factors.,40.14
10,2,"The amount of credit requested (3190) had the largest positive influence on the prediction, making it more likely the applicant is considered a good credit risk.",18.69
10,3,The purpose of the loan being for radio/TV also contributed positively.,20.54
10,4,"The applicant's age (24) had a small negative effect, slightly decreasing the likelihood of being classified as a good credit risk.",11.65
10,5,"Owning their housing had a modest positive impact, while the loan duration of 18 months contributed a small positive effect as well.",11.28
11,1,The model predicts the applicant's credit risk based on several factors.,40.14
11,2,The fact that the loan is for radio/TV purposes and that the applicant requested a credit amount of 2831 both contribute positively to being classified as a good credit risk.,28.51
11,3,"However, the loan's duration of 30 months and the applicant being female slightly decrease the likelihood of being considered a good credit risk.",14.97
11,4,"Additionally, owning housing has a small positive effect on the prediction.",14.82
12,1,"The model predicts this applicant as a 'good' credit risk mainly because the loan duration is 8 months, which strongly increases the likelihood of a good outcome.",34.57
12,2,The applicant's age of 47 also contributes positively to the prediction.,19.48
12,3,"On the other hand, applying for a car loan and requesting a credit amount of 731 slightly decrease the chances of being classified as a good credit risk.",13.97
12,4,"Finally, owning their housing has a small positive effect on the prediction.",13.35
13,1,"The model predicts this applicant as a 'good' credit risk mainly because they requested a moderate credit amount, which contributed positively to the prediction.",52.27
13,2,"Additionally, the loan duration, owning their housing, and being male also contributed positively, though to a lesser extent.",28.78
13,3,The purpose of the loan being for education had a small negative impact on the prediction.,18.81
13,4,"Overall, the positive factors outweighed the negative, leading to a favorable assessment.",13.89
14,1,"The model's prediction was most strongly influenced by the duration of the loan, with a longer loan duration (42 months) decreasing the likelihood of being classified as a good credit risk.",16.73
14,2,"The purpose of the loan being for radio/TV, the applicant's age (34), the requested credit amount (3965), and owning their housing each contributed slightly to increasing the likelihood of being considered a good credit risk.",16.63
14,3,"Overall, the longer loan duration had the largest negative impact on the prediction.",15.06
15,1,"The model's prediction was most strongly influenced by the applicant requesting a relatively high credit amount, which increased the likelihood of being classified as a 'bad' credit risk.",24.93
15,2,The purpose of the loan being for radio/TV and the applicant owning their housing also contributed slightly towards a 'bad' credit risk classification.,22.05
15,3,"However, having a moderate checking account status and being 29 years old both slightly decreased the likelihood of being classified as a 'bad' credit risk.",14.16
16,1,The model considered several factors in making its prediction.,79.7
16,2,The applicant's age of 23 slightly decreased their credit risk score.,57.78
16,3,"Taking a loan for the purpose of radio/TV purchases increased the score, as did the loan duration of 13 months.",28.43
16,4,"Having a moderate checking account status slightly reduced the score, while owning their housing contributed positively.",28.5
16,5,"Overall, these features combined to influence the model's assessment of the applicant's credit risk.",21.25
17,1,"The model predicts this applicant as a 'good' credit risk mainly because of their age (47 years old), which contributes positively to the prediction.",33.52
17,2,The amount of credit requested (1393) and the loan duration (12 months) also add to the likelihood of being considered a good risk.,15.95
17,3,"Additionally, owning their housing further supports this positive assessment.",18.16
17,4,"However, the purpose of the loan being for education slightly decreases the probability of being classified as a good credit risk.",13.16
18,1,The model predicts the applicant's credit risk by considering several factors.,55.71
18,2,The applicant's age of 35 contributes positively to being classified as a good credit risk.,24.42
18,3,"Owning their housing and having a moderate amount in saving accounts also support a good credit risk classification, though to a lesser extent.",19.66
18,4,Being male has a small positive influence.,18.14
18,5,"However, applying for a loan with the purpose of buying a car slightly decreases the likelihood of being considered a good credit risk.",11.65
19,1,"The model's prediction was most strongly influenced by the duration of the loan, with a loan term of 9 months increasing the likelihood of being classified as a good credit risk.",17.31
19,2,The applicant's age of 41 also contributed positively to the prediction.,14.26
19,3,"On the other hand, applying for a loan for education, requesting a credit amount of 1244, and being female each slightly decreased the likelihood of being classified as a good credit risk, but their effects were smaller compared to the positive contributions from loan duration and age.",8.44
20,1,The model's prediction was influenced by several factors.,66.75
20,2,"The applicant's age of 24 and their housing status as 'rent' both contributed negatively to the credit risk assessment, making them more likely to be classified as a 'bad' credit risk.",14.02
20,3,"The requested credit amount of 3021 and the applicant's gender (male) contributed positively, slightly improving their credit risk profile.",11.67
20,4,"However, the loan duration of 24 months had a small negative impact on the prediction.",9.21
20,5,"Overall, the negative contributions from age and housing status outweighed the positive effects of credit amount and gender.",7.47
21,1,"The model's prediction was most strongly influenced by the amount of credit requested, which increased the likelihood of being classified as a 'bad' credit risk.",19.37
21,2,The applicant's young age also contributed to a higher risk classification.,16.29
21,3,"Additionally, renting rather than owning a home, the loan's duration, and the applicant's gender (female) each had smaller negative impacts on the prediction, making the applicant more likely to be considered a 'bad' credit risk.",9.27
22,1,The model's prediction was influenced by several factors.,66.75
22,2,The applicant's loan duration of 48 months decreased the likelihood of being classified as a good credit risk.,26.24
22,3,The applicant's age of 35 years slightly increased their chances of being seen as a good credit risk.,11.58
22,4,Having 'free' housing status reduced the likelihood of a good credit classification.,12.98
22,5,"Requesting a credit amount of 8,858 also contributed negatively to the prediction.",13.5
22,6,"Lastly, applying for a loan with the purpose of buying a car had a small negative impact on the assessment.",11.2
23,1,The model's prediction was influenced by several factors.,66.75
23,2,"The applicant requested a credit amount of 701, which decreased their likelihood of being classified as a good credit risk.",38.87
23,3,Applying for a loan with the purpose of education also slightly reduced their chances.,27.91
23,4,"Being male contributed positively, albeit modestly, to the prediction.",22.91
23,5,"Having little in their saving accounts slightly decreased their likelihood of being seen as a good credit risk, while owning their housing provided a small positive contribution.",18.55
24,1,"The model's prediction was most strongly influenced by the amount of credit requested, with a higher requested amount increasing the likelihood of being classified as a 'bad' credit risk.",15.34
24,2,"The applicant's age also contributed to the prediction, with being 38 years old slightly increasing the risk.",12.66
24,3,Owning a home had a small positive effect on the risk assessment.,10.99
24,4,"On the other hand, applying for a car loan and being highly skilled in their job both slightly decreased the likelihood of being considered a 'bad' credit risk.",8.66
25,1,"The model's prediction was most positively influenced by the applicant's age of 55, which increased the likelihood of being classified as a good credit risk.",26.73
25,2,The fact that the applicant's housing status is 'free' and the requested credit amount of 1190 both slightly decreased the likelihood of a good credit risk classification.,17.1
25,3,"The purpose of the loan being 'repairs' had a small positive effect, while the loan duration of 18 months had a minor negative impact on the prediction.",11.78
26,1,"The model's prediction was most influenced by the purpose of the loan, with loans for radio/TV purchases contributing positively to the applicant being classified as a good credit risk.",33.94
26,2,"The applicant's age of 33 years also contributed positively, as did their housing status of owning their home.",19.58
26,3,"Additionally, being male and the loan duration of 18 months both had smaller positive impacts on the prediction.",16.18
27,1,"The model's prediction was most strongly influenced by the amount of credit requested, which increased the likelihood of being classified as a 'good' credit risk.",18.94
27,2,Being female and being 26 years old both slightly decreased the likelihood of a 'good' credit risk classification.,11.33
27,3,Owning a home and having a 'rich' checking account status both contributed modestly to increasing the likelihood of being considered a 'good' credit risk.,9.47
28,1,The model predicts the applicant's credit risk by considering several factors.,55.71
28,2,The fact that the loan is for radio/TV purposes increases the likelihood of being classified as a good credit risk.,25.18
28,3,Requesting a credit amount of 1453 also contributes positively to the prediction.,24.36
28,4,Owning a home further supports a good credit risk classification.,21.01
28,5,"However, being female slightly decreases the likelihood of being seen as a good credit risk.",14.58
28,6,Having little in the checking account provides a small positive contribution to the prediction.,14.46
29,1,"The model's prediction was most influenced by the amount of credit requested, with a higher amount (1823) increasing the likelihood of the predicted outcome.",34.94
29,2,"The purpose of the loan, specifically for radio/TV, also contributed to the prediction.",28.93
29,3,"Additionally, the applicant's checking account status being 'little', their housing status as 'own', and their gender being male each played a smaller but notable role in shaping the model's decision.",21.07
