text_id_shuff,num_sentences_shuff,last_sentence_shuff,ppl_shuff
0,1,"The amount of credit requested, which was 1880, also played a significant role.",52.97
0,2,"The model's prediction was influenced most by the purpose of the loan, which was for radio or TV, contributing positively to the assessment.",35.17
0,3,"The applicant's age of 32, having a little amount in their checking account, and owning their housing further contributed to the model's decision, though to a lesser extent.",21.65
1,1,"Additionally, owning their housing slightly increased the chance of being seen as a good credit risk.",70.76
1,2,Requesting a credit amount of 1603 and applying for a loan with the purpose of buying a radio or TV also contributed positively to the prediction.,37.52
1,3,"However, being female had a small negative impact on the prediction.",25.16
1,4,"The model's prediction was most strongly influenced by the applicant's age of 55, which increased the likelihood of being classified as a good credit risk.",15.68
2,1,"The applicant's age (29) and the purpose of the loan (car) both slightly decreased the risk, making the applicant appear more favorable.",29.68
2,2,"The amount of credit requested (1494) also contributed to a higher risk classification, though to a lesser extent.",18.43
2,3,"Finally, being male had a small positive effect on the risk classification, slightly increasing the likelihood of being considered a 'bad' credit risk.",12.92
2,4,"The model's prediction was most strongly influenced by the duration of the loan, with a longer loan duration (4 months) increasing the likelihood of being classified as a 'bad' credit risk.",9.19
3,1,"The fact that the loan is for a car, the applicant's age (26), and the requested credit amount (783) each slightly decrease the likelihood of being seen as a good credit risk.",22.03
3,2,The duration of the loan (6 months) increases the likelihood of being classified as a good credit risk.,11.75
3,3,"However, owning their housing slightly increases the chances of being classified as a good credit risk.",11.54
3,4,The model predicts the applicant's credit risk by considering several factors.,11.66
4,1,"However, the duration of the loan (30 months) slightly decreases the probability of being classified as a good credit risk.",29.64
4,2,The purpose of the loan being for radio/TV and the applicant's request for a credit amount of 3077 also add to the likelihood of being considered a good risk.,24.83
4,3,"Additionally, owning their housing status has a smaller positive effect.",29.59
4,4,"Overall, the positive factors outweigh the negative, leading to a favorable prediction.",24.95
4,5,"The model predicts this applicant as a 'good' credit risk mainly because of their age (40 years old), which contributes positively to the prediction.",19.58
5,1,Taking a loan for the purpose of radio/TV purchases and having a loan duration of 9 months both contributed to a higher credit risk score.,45.35
5,2,The applicant's age of 24 slightly decreased their credit risk score.,28.58
5,3,"Having a moderate checking account status slightly reduced the risk, while owning their housing provided a small positive contribution to their creditworthiness.",25.01
5,4,The model considered several factors in its prediction.,25.14
6,1,"However, the applicant's age (29 years), having a moderate checking account status, being female, and owning their housing each slightly decrease the likelihood of being considered a 'good' credit risk.",36.14
