text_id,num_sentences,distinct_2gram_ratio,ttr,verb_ratio,connectives_ratio,cumulative_ppls
0,5,0.626374,0.411111,0.177778,0.1,"[74.6614, 23.4984, 9.2125, 6.1174, 4.9847]"
1,5,0.604396,0.4,0.177778,0.1,"[115.1469, 41.6391, 12.0895, 7.1189, 5.3678]"
2,5,0.622222,0.404494,0.168539,0.101124,"[115.1469, 31.2891, 12.1955, 7.1085, 5.5688]"
3,5,0.630435,0.417582,0.175824,0.098901,"[74.6614, 22.164, 10.3163, 6.6969, 5.0248]"
4,5,0.626374,0.411111,0.177778,0.1,"[74.6614, 22.5118, 11.1034, 6.6548, 5.2359]"
5,5,0.6,0.393258,0.179775,0.101124,"[115.1469, 27.7052, 10.2618, 6.4831, 5.1337]"
6,5,0.622222,0.404494,0.179775,0.101124,"[115.1469, 29.4198, 10.256, 6.6085, 5.2719]"
7,5,0.6,0.393258,0.179775,0.101124,"[115.1469, 27.7052, 9.7233, 6.6938, 5.0001]"
8,5,0.6,0.393258,0.179775,0.101124,"[115.1469, 27.7052, 9.7233, 6.6938, 5.0001]"
9,5,0.622222,0.404494,0.179775,0.101124,"[115.1469, 29.4198, 10.256, 6.5759, 5.2046]"
10,5,0.6,0.393258,0.179775,0.101124,"[115.1469, 24.6463, 11.2174, 7.0447, 5.1915]"
11,5,0.636364,0.430233,0.174419,0.081395,"[115.1469, 27.7052, 9.7233, 6.3824, 4.7953]"
12,5,0.636364,0.430233,0.162791,0.081395,"[115.1469, 31.2891, 11.9932, 7.0224, 5.2065]"
13,5,0.636364,0.430233,0.174419,0.081395,"[115.1469, 24.6463, 11.2174, 6.6071, 4.9594]"
14,5,0.640449,0.436782,0.172414,0.08046,"[74.6614, 22.164, 10.4726, 6.4406, 4.8751]"
15,5,0.619565,0.433333,0.188889,0.1,"[115.1469, 24.6463, 11.2174, 7.0729, 5.3019]"
16,5,0.626374,0.411111,0.177778,0.1,"[74.6614, 22.5118, 9.3408, 6.2283, 5.0229]"
17,5,0.626374,0.411111,0.177778,0.1,"[115.1469, 24.8813, 9.9545, 6.7031, 5.0152]"
18,5,0.608696,0.406593,0.175824,0.098901,"[74.6614, 22.164, 9.4944, 6.2499, 4.9815]"
19,5,0.6,0.393258,0.179775,0.101124,"[115.1469, 27.7052, 9.7233, 6.3381, 5.0501]"
20,5,0.622222,0.404494,0.179775,0.101124,"[115.1469, 27.7052, 9.7233, 6.3381, 5.0859]"
21,5,0.626374,0.411111,0.177778,0.1,"[74.6614, 22.5118, 9.3408, 6.4958, 4.9156]"
22,5,0.626374,0.411111,0.177778,0.1,"[74.6614, 21.7118, 9.0014, 6.0955, 4.9537]"
23,5,0.626374,0.411111,0.177778,0.1,"[74.6614, 23.4984, 9.2125, 6.1174, 4.9464]"
24,5,0.597826,0.422222,0.188889,0.1,"[115.1469, 24.6463, 11.8352, 6.9298, 5.2057]"
25,5,0.626374,0.411111,0.177778,0.1,"[74.6614, 23.4984, 10.2397, 5.9696, 4.869]"
26,5,0.622222,0.404494,0.179775,0.101124,"[115.1469, 24.6463, 11.2174, 6.6519, 5.2141]"
27,5,0.623656,0.43956,0.186813,0.098901,"[74.6614, 21.7118, 10.755, 6.92, 5.2375]"
28,5,0.626374,0.411111,0.177778,0.1,"[74.6614, 22.5118, 11.5307, 6.9386, 5.1714]"
29,5,0.623656,0.43956,0.186813,0.098901,"[74.6614, 22.5118, 11.1034, 7.0416, 5.3116]"
