key,fdr,cem,distinct_bigram_ratio,perplexity,ln_perplexity
0,0.24424066697921346,0.24424066697921346,0.6263736263736264,4.984745979309082,1.6063824451062378
1,0.2173817644237735,0.2173817644237735,0.6043956043956044,5.367844104766846,1.6804263576617575
2,0.22546368244476797,0.22546368244476797,0.6222222222222222,5.568771839141846,1.7171745339607125
3,0.24619239630129558,0.24619239630129558,0.6304347826086957,5.024770259857178,1.614379733468567
4,0.23698899402511425,0.23698899402511425,0.6263736263736264,5.2358880043029785,1.6555364582663687
5,0.22007214677044762,0.22007214677044762,0.6,5.133702754974365,1.6358271834168456
6,0.23289355313537813,0.23289355313537813,0.6222222222222222,5.271908760070801,1.6623924905388383
7,0.22367771359634817,0.22367771359634817,0.6,5.000102996826172,1.6094585115871707
8,0.22367771359634817,0.22367771359634817,0.6,5.000102996826172,1.6094585115871707
9,0.23470740374101556,0.23470740374101556,0.6222222222222222,5.204612731933594,1.6495452962121597
10,0.2185764040935015,0.2185764040935015,0.6,5.191493034362793,1.6470213310216277
11,0.2583231078967411,0.2583231078967411,0.6363636363636364,4.795337200164795,1.567644029150592
12,0.24544284062266433,0.24544284062266433,0.6363636363636364,5.206512928009033,1.6499103280364995
13,0.2528956877774885,0.2528956877774885,0.6363636363636364,4.959413051605225,1.6012873973646211
14,0.2589250910713113,0.2589250910713113,0.6404494382022472,4.8751325607299805,1.5841472960247276
15,0.23012424941864099,0.23012424941864099,0.6195652173913043,5.301872253417969,1.668060013539972
16,0.24308673288905203,0.24308673288905203,0.6263736263736264,5.022902488708496,1.614007951620783
17,0.24331776775817943,0.24331776775817943,0.6263736263736264,5.0152106285095215,1.612475420234732
18,0.23074263329397304,0.23074263329397304,0.6086956521739131,4.981495380401611,1.605730123151468
19,0.22230317178469086,0.22230317178469086,0.6,5.050110340118408,1.6194100925769686
20,0.23803663410575643,0.23803663410575643,0.6222222222222222,5.085912227630615,1.6264744092085859
21,0.2463829819265366,0.2463829819265366,0.6263736263736264,4.915605068206787,1.5924148524731774
22,0.24519456001237838,0.24519456001237838,0.6263736263736264,4.953691482543945,1.6001330526935027
23,0.24541960523790068,0.24541960523790068,0.6263736263736264,4.946428298950195,1.5986657603663066
24,0.21663715852285573,0.21663715852285573,0.5978260869565217,5.20565128326416,1.6497448207069267
25,0.24786716659250405,0.24786716659250405,0.6263736263736264,4.868957042694092,1.582879754547985
26,0.23444984683151657,0.23444984683151657,0.6222222222222222,5.214052677154541,1.6513574184818591
27,0.23489374201857904,0.23489374201857904,0.6236559139784946,5.237483024597168,1.6558410441159712
28,0.23877709437791939,0.23877709437791939,0.6263736263736264,5.1713762283325195,1.6431388481320293
29,0.23291599094787876,0.23291599094787876,0.6236559139784946,5.311643123626709,1.6699012268650495
