text_id,num_sentences,ppl_original,ppl_shuffled,ppl_reversed,ppl_loo_mean,ppl_diff_shuffled,ppl_diff_reversed,ppl_diff_loo,ppl_change_ratio_shuffled,ppl_change_ratio_reversed,ppl_change_ratio_loo
0,5,4.9847,6.1958,5.887,6.3029,1.211,0.9023,1.3182,0.242942,0.181004,0.264443
1,5,5.3678,5.4453,5.487,6.9441,0.0774,0.1192,1.5763,0.014426,0.022204,0.293651
2,5,5.5688,5.6126,5.8512,6.9988,0.0438,0.2824,1.43,0.007874,0.05072,0.25679
3,5,5.0248,5.8714,5.1374,6.4089,0.8467,0.1127,1.3841,0.168497,0.022423,0.275456
4,5,5.2359,5.4463,5.7521,6.5634,0.2104,0.5162,1.3275,0.040188,0.098588,0.253533
5,5,5.1337,5.9379,5.4397,6.5249,0.8042,0.306,1.3912,0.15665,0.059607,0.270992
6,5,5.2719,6.3005,6.0212,6.6204,1.0286,0.7493,1.3485,0.195103,0.142124,0.255785
7,5,5.0001,6.0074,5.7985,6.3315,1.0073,0.7984,1.3314,0.201457,0.159672,0.266277
8,5,5.0001,6.0074,5.7985,6.3315,1.0073,0.7984,1.3314,0.201457,0.159672,0.266277
9,5,5.2046,6.1634,6.0323,6.5567,0.9588,0.8277,1.3521,0.184228,0.159036,0.259783
10,5,5.1915,5.8717,5.2643,6.608,0.6802,0.0728,1.4165,0.131023,0.014015,0.272854
11,5,4.7953,5.8879,5.3338,6.0865,1.0926,0.5385,1.2911,0.227837,0.11229,0.269245
12,5,5.2065,5.4795,4.9981,6.5808,0.273,-0.2084,1.3743,0.052432,-0.040022,0.263956
13,5,4.9594,5.4012,4.9743,6.2243,0.4418,0.0149,1.2649,0.089083,0.002996,0.255045
14,5,4.8751,5.1202,4.8807,6.161,0.2451,0.0056,1.2859,0.050273,0.00114,0.263768
15,5,5.3019,6.0246,5.4195,6.6965,0.7228,0.1176,1.3946,0.136323,0.022185,0.263044
16,5,5.0229,5.9771,5.9256,6.297,0.9542,0.9027,1.2741,0.189965,0.179715,0.253661
17,5,5.0152,5.9002,5.9482,6.3627,0.885,0.933,1.3475,0.176469,0.186033,0.268677
18,5,4.9815,5.9158,5.8425,6.2728,0.9343,0.861,1.2913,0.187557,0.172839,0.259226
19,5,5.0501,6.0984,5.9351,6.4015,1.0483,0.885,1.3514,0.207572,0.175251,0.267592
20,5,5.0859,6.1611,5.9403,6.4368,1.0751,0.8544,1.3509,0.211396,0.167986,0.265616
21,5,4.9156,5.9224,5.8663,6.1905,1.0068,0.9507,1.2749,0.204815,0.193412,0.259351
22,5,4.9537,6.0635,5.91,6.2295,1.1099,0.9563,1.2758,0.224046,0.193049,0.25754
23,5,4.9464,6.1897,5.8952,6.279,1.2432,0.9488,1.3325,0.25134,0.191809,0.269394
24,5,5.2057,6.0393,5.5468,6.6576,0.8336,0.3412,1.452,0.160139,0.06554,0.278922
25,5,4.869,6.1148,5.3856,6.3543,1.2459,0.5167,1.4853,0.255881,0.106115,0.305057
26,5,5.2141,5.4953,5.829,6.6128,0.2812,0.615,1.3987,0.053933,0.117942,0.268263
27,5,5.2375,5.9474,5.4511,6.5701,0.7099,0.2136,1.3326,0.135544,0.040783,0.254434
28,5,5.1714,6.0776,5.2764,6.5974,0.9062,0.105,1.426,0.17523,0.020303,0.275751
29,5,5.3116,5.9581,5.397,6.6671,0.6465,0.0854,1.3555,0.121714,0.016074,0.255189
