key,fdr,cem,distinct_bigram_ratio,perplexity,ln_perplexity
0,0.39753017140211816,0.39753017140211816,0.925,8.605076789855957,2.15235235348841
1,0.39753017140211816,0.39753017140211816,0.925,8.605076789855957,2.15235235348841
2,0.39753017140211816,0.39753017140211816,0.925,8.605076789855957,2.15235235348841
3,0.39753017140211816,0.39753017140211816,0.925,8.605076789855957,2.15235235348841
4,0.3265331401478743,0.3265331401478743,0.8604651162790697,9.654828071594238,2.267458108533346
5,0.3894133530027325,0.3894133530027325,0.925,8.999917030334473,2.1972153584420004
6,0.3427318689000682,0.3427318689000682,0.8888888888888888,10.027878761291504,2.3053690902041652
7,0.39753017140211816,0.39753017140211816,0.925,8.605076789855957,2.15235235348841
8,0.32889013072985207,0.32889013072985207,0.8604651162790697,9.499207496643066,2.2512083737207433
9,0.3894133530027325,0.3894133530027325,0.925,8.999917030334473,2.1972153584420004
10,0.39655442353583886,0.39655442353583886,0.925,8.65077018737793,2.15764835598328
11,0.39655442353583886,0.39655442353583886,0.925,8.65077018737793,2.15764835598328
12,0.37593779474486877,0.37593779474486877,0.9230769230769231,9.645787239074707,2.2665212644964847
13,0.39655442353583886,0.39655442353583886,0.925,8.65077018737793,2.15764835598328
14,0.3440476747873149,0.3440476747873149,0.9230769230769231,11.9008207321167,2.4766073668246626
15,0.39753017140211816,0.39753017140211816,0.925,8.605076789855957,2.15235235348841
16,0.39753017140211816,0.39753017140211816,0.925,8.605076789855957,2.15235235348841
17,0.39202232719828145,0.39202232719828145,0.926829268292683,8.946242332458496,2.1912335930026483
18,0.39753017140211816,0.39753017140211816,0.925,8.605076789855957,2.15235235348841
19,0.39202232719828145,0.39202232719828145,0.926829268292683,8.946242332458496,2.1912335930026483
20,0.39753017140211816,0.39753017140211816,0.925,8.605076789855957,2.15235235348841
21,0.39655442353583886,0.39655442353583886,0.925,8.65077018737793,2.15764835598328
22,0.39753017140211816,0.39753017140211816,0.925,8.605076789855957,2.15235235348841
23,0.39655442353583886,0.39655442353583886,0.925,8.65077018737793,2.15764835598328
24,0.3823700366206163,0.3823700366206163,0.9411764705882353,10.141526222229004,2.3166385018495115
25,0.39753017140211816,0.39753017140211816,0.925,8.605076789855957,2.15235235348841
26,0.3823700366206163,0.3823700366206163,0.9411764705882353,10.141526222229004,2.3166385018495115
27,0.3440476747873149,0.3440476747873149,0.9230769230769231,11.9008207321167,2.4766073668246626
28,0.39655442353583886,0.39655442353583886,0.925,8.65077018737793,2.15764835598328
29,0.39753017140211816,0.39753017140211816,0.925,8.605076789855957,2.15235235348841
