id,text,reversed_text,shuffled_text,num_sentences,ppl,ppl_reversed,ppl_shuffled,ppl_diff_reversed,ppl_diff_shuffled,ppl_ratio_reversed,ppl_ratio_shuffled,ppl_loo_mean,ppl_loo_std,ppl_loo_min,ppl_loo_max,ppl_cumulative_slope,ppl_cumulative_mean,ppl_cumulative_std,ppl_cumulative_first,ppl_cumulative_last,ppl_cumulative_rev_slope,ppl_cumulative_rev_mean,ppl_cumulative_rev_std,ppl_cumulative_rev_first,ppl_cumulative_rev_last,ppl_cumulative_shuff_slope,ppl_cumulative_shuff_mean,ppl_cumulative_shuff_std,ppl_cumulative_shuff_first,ppl_cumulative_shuff_last
0,"In evaluating this applicant's credit risk, the model first considered the purpose of the loan, noting that it was intended for radio or TV purchases. This particular purpose contributed positively to the assessment, suggesting that such loans are typically associated with manageable risk. Building on this, the requested credit amount of 1880 also played a significant role; while higher amounts can sometimes signal greater risk, in this context, the amount was moderate and thus did not unduly influence the prediction toward a negative outcome. The applicant's age, recorded as 32, further shaped the model's reasoning, as individuals in this age group often demonstrate financial stability and earning potential, which reassured the model about the applicant's reliability. Additionally, the status of the applicant's checking account, described as having 'little' funds, introduced a slight caution, yet it was not sufficient to outweigh the positive signals from other features. Finally, the fact that the applicant owns their housing provided an additional layer of confidence, as homeownership is frequently linked to financial responsibility. Taken together, these factors interacted to guide the model toward its final prediction, with each feature actively shaping the outcome through its unique influence.","Taken together, these factors interacted to guide the model toward its final prediction, with each feature actively shaping the outcome through its unique influence. Finally, the fact that the applicant owns their housing provided an additional layer of confidence, as homeownership is frequently linked to financial responsibility. Additionally, the status of the applicant's checking account, described as having 'little' funds, introduced a slight caution, yet it was not sufficient to outweigh the positive signals from other features. The applicant's age, recorded as 32, further shaped the model's reasoning, as individuals in this age group often demonstrate financial stability and earning potential, which reassured the model about the applicant's reliability. Building on this, the requested credit amount of 1880 also played a significant role; while higher amounts can sometimes signal greater risk, in this context, the amount was moderate and thus did not unduly influence the prediction toward a negative outcome. This particular purpose contributed positively to the assessment, suggesting that such loans are typically associated with manageable risk. In evaluating this applicant's credit risk, the model first considered the purpose of the loan, noting that it was intended for radio or TV purchases.","This particular purpose contributed positively to the assessment, suggesting that such loans are typically associated with manageable risk. The applicant's age, recorded as 32, further shaped the model's reasoning, as individuals in this age group often demonstrate financial stability and earning potential, which reassured the model about the applicant's reliability. Additionally, the status of the applicant's checking account, described as having 'little' funds, introduced a slight caution, yet it was not sufficient to outweigh the positive signals from other features. Building on this, the requested credit amount of 1880 also played a significant role; while higher amounts can sometimes signal greater risk, in this context, the amount was moderate and thus did not unduly influence the prediction toward a negative outcome. Taken together, these factors interacted to guide the model toward its final prediction, with each feature actively shaping the outcome through its unique influence. In evaluating this applicant's credit risk, the model first considered the purpose of the loan, noting that it was intended for radio or TV purchases. Finally, the fact that the applicant owns their housing provided an additional layer of confidence, as homeownership is frequently linked to financial responsibility.",7,10.09,12.29,12.06,2.2,1.97,1.22,1.2,11.19,0.66,10.24,12.12,-5.2877,19.39,12.14,45.04,10.09,-4.8708,20.78,11.1,43.71,12.29,-15.4684,34.77,44.53,142.9,12.06
1,"In evaluating this applicant’s credit risk, the model first considered her age of 55, which played a significant role in shaping the prediction by increasing the likelihood of being classified as a good credit risk. This positive influence was further reinforced by the moderate credit amount she requested, as the model interpreted a request of 1603 as a sign of responsible borrowing. Additionally, the intended use of the loan for radio or TV purchases contributed positively, suggesting a specific and manageable purpose that the model associates with lower risk. The fact that she owns her housing also nudged the prediction toward a favorable outcome, as homeownership often signals financial stability. However, her gender, being female, exerted a slight negative effect on the prediction, though this influence was relatively minor compared to the other factors. Altogether, these elements interacted to guide the model toward its final assessment of her creditworthiness.","Altogether, these elements interacted to guide the model toward its final assessment of her creditworthiness. However, her gender, being female, exerted a slight negative effect on the prediction, though this influence was relatively minor compared to the other factors. The fact that she owns her housing also nudged the prediction toward a favorable outcome, as homeownership often signals financial stability. Additionally, the intended use of the loan for radio or TV purchases contributed positively, suggesting a specific and manageable purpose that the model associates with lower risk. This positive influence was further reinforced by the moderate credit amount she requested, as the model interpreted a request of 1603 as a sign of responsible borrowing. In evaluating this applicant’s credit risk, the model first considered her age of 55, which played a significant role in shaping the prediction by increasing the likelihood of being classified as a good credit risk.","The fact that she owns her housing also nudged the prediction toward a favorable outcome, as homeownership often signals financial stability. This positive influence was further reinforced by the moderate credit amount she requested, as the model interpreted a request of 1603 as a sign of responsible borrowing. Additionally, the intended use of the loan for radio or TV purchases contributed positively, suggesting a specific and manageable purpose that the model associates with lower risk. However, her gender, being female, exerted a slight negative effect on the prediction, though this influence was relatively minor compared to the other factors. In evaluating this applicant’s credit risk, the model first considered her age of 55, which played a significant role in shaping the prediction by increasing the likelihood of being classified as a good credit risk. Altogether, these elements interacted to guide the model toward its final assessment of her creditworthiness.",6,9.36,12.19,12.03,2.83,2.67,1.3,1.29,11.0,1.38,9.35,13.51,-2.9271,15.08,5.17,24.43,9.36,-5.2403,20.29,11.77,46.26,12.19,-8.7159,25.92,16.44,58.55,12.03
2,"In evaluating this applicant's credit risk, the model first considered the duration of the loan, which stood out as a significant factor. Because the loan was set for a relatively short period, this aspect strongly increased the likelihood of being classified as a good credit risk. Additionally, the requested credit amount, while moderate, contributed positively, albeit to a lesser extent, by suggesting manageable repayment expectations. However, the applicant's age and the purpose of the loan—specifically, that it was intended for purchasing a car—slightly diminished the probability of a favorable classification, as younger applicants and car loans are often associated with marginally higher risk. Finally, the applicant's gender, being male, provided a small positive influence. Altogether, these factors interacted to shape the model's decision, with the short loan duration and reasonable credit amount outweighing the minor negative effects of age and loan purpose, ultimately leading to a more optimistic assessment of the applicant's creditworthiness.","Altogether, these factors interacted to shape the model's decision, with the short loan duration and reasonable credit amount outweighing the minor negative effects of age and loan purpose, ultimately leading to a more optimistic assessment of the applicant's creditworthiness. Finally, the applicant's gender, being male, provided a small positive influence. However, the applicant's age and the purpose of the loan—specifically, that it was intended for purchasing a car—slightly diminished the probability of a favorable classification, as younger applicants and car loans are often associated with marginally higher risk. Additionally, the requested credit amount, while moderate, contributed positively, albeit to a lesser extent, by suggesting manageable repayment expectations. Because the loan was set for a relatively short period, this aspect strongly increased the likelihood of being classified as a good credit risk. In evaluating this applicant's credit risk, the model first considered the duration of the loan, which stood out as a significant factor.","However, the applicant's age and the purpose of the loan—specifically, that it was intended for purchasing a car—slightly diminished the probability of a favorable classification, as younger applicants and car loans are often associated with marginally higher risk. Because the loan was set for a relatively short period, this aspect strongly increased the likelihood of being classified as a good credit risk. Additionally, the requested credit amount, while moderate, contributed positively, albeit to a lesser extent, by suggesting manageable repayment expectations. Finally, the applicant's gender, being male, provided a small positive influence. In evaluating this applicant's credit risk, the model first considered the duration of the loan, which stood out as a significant factor. Altogether, these factors interacted to shape the model's decision, with the short loan duration and reasonable credit amount outweighing the minor negative effects of age and loan purpose, ultimately leading to a more optimistic assessment of the applicant's creditworthiness.",6,7.17,9.82,9.9,2.65,2.73,1.37,1.38,8.46,0.68,7.54,9.17,-4.5584,15.49,8.53,32.54,7.17,-1.8502,13.28,3.42,18.82,9.82,-1.9605,15.21,3.4,20.38,9.9
3,"In evaluating this applicant’s credit risk, the model first considered the duration of the loan, which stood out as the most influential factor. Because the loan term is relatively short, this contributed positively and substantially to the applicant’s assessment as a good credit risk. However, the intended purpose of the loan—to purchase a car—slightly diminished the applicant’s standing, as did the applicant’s age of 26, which the model associated with a marginally higher risk. Additionally, the requested credit amount, while not excessive, exerted a small negative influence on the prediction. Nevertheless, the fact that the applicant owns their housing provided a modest but meaningful boost to their creditworthiness. Taken together, these factors interacted to shape the model’s final judgment, with the short loan duration and home ownership ultimately outweighing the minor negative effects of the other features.","Taken together, these factors interacted to shape the model’s final judgment, with the short loan duration and home ownership ultimately outweighing the minor negative effects of the other features. Nevertheless, the fact that the applicant owns their housing provided a modest but meaningful boost to their creditworthiness. Additionally, the requested credit amount, while not excessive, exerted a small negative influence on the prediction. However, the intended purpose of the loan—to purchase a car—slightly diminished the applicant’s standing, as did the applicant’s age of 26, which the model associated with a marginally higher risk. Because the loan term is relatively short, this contributed positively and substantially to the applicant’s assessment as a good credit risk. In evaluating this applicant’s credit risk, the model first considered the duration of the loan, which stood out as the most influential factor.","Additionally, the requested credit amount, while not excessive, exerted a small negative influence on the prediction. Because the loan term is relatively short, this contributed positively and substantially to the applicant’s assessment as a good credit risk. However, the intended purpose of the loan—to purchase a car—slightly diminished the applicant’s standing, as did the applicant’s age of 26, which the model associated with a marginally higher risk. Nevertheless, the fact that the applicant owns their housing provided a modest but meaningful boost to their creditworthiness. In evaluating this applicant’s credit risk, the model first considered the duration of the loan, which stood out as the most influential factor. Taken together, these factors interacted to shape the model’s final judgment, with the short loan duration and home ownership ultimately outweighing the minor negative effects of the other features.",6,8.6,11.08,11.71,2.48,3.12,1.29,1.36,10.0,0.76,9.33,11.46,-3.7793,14.37,7.74,30.69,8.6,-5.718,21.04,10.62,41.77,11.08,-9.7929,26.19,19.6,65.96,11.71
4, ,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"In evaluating this applicant’s credit risk, the model first considered their age of 24, which slightly decreased the likelihood of being classified as a good credit risk, suggesting that younger applicants are viewed as somewhat riskier. However, the intended purpose of the loan—purchasing radio or TV equipment—acted in the opposite direction, modestly increasing the probability of a favorable classification, perhaps reflecting the model’s recognition that such purchases are associated with responsible borrowing. The relatively short loan duration of 9 months further contributed positively, indicating that shorter repayment periods are seen as less risky. Meanwhile, the applicant’s moderate checking account status exerted a small negative influence, hinting that a more robust financial buffer might have been preferable. Finally, the fact that the applicant owns their housing provided a slight boost to their creditworthiness, as homeownership often signals financial stability. Taken together, these factors interacted to shape the model’s overall assessment, with each feature nudging the prediction in its own way and ultimately determining the applicant’s credit risk classification.","Taken together, these factors interacted to shape the model’s overall assessment, with each feature nudging the prediction in its own way and ultimately determining the applicant’s credit risk classification. Finally, the fact that the applicant owns their housing provided a slight boost to their creditworthiness, as homeownership often signals financial stability. Meanwhile, the applicant’s moderate checking account status exerted a small negative influence, hinting that a more robust financial buffer might have been preferable. The relatively short loan duration of 9 months further contributed positively, indicating that shorter repayment periods are seen as less risky. However, the intended purpose of the loan—purchasing radio or TV equipment—acted in the opposite direction, modestly increasing the probability of a favorable classification, perhaps reflecting the model’s recognition that such purchases are associated with responsible borrowing. In evaluating this applicant’s credit risk, the model first considered their age of 24, which slightly decreased the likelihood of being classified as a good credit risk, suggesting that younger applicants are viewed as somewhat riskier.","Meanwhile, the applicant’s moderate checking account status exerted a small negative influence, hinting that a more robust financial buffer might have been preferable. However, the intended purpose of the loan—purchasing radio or TV equipment—acted in the opposite direction, modestly increasing the probability of a favorable classification, perhaps reflecting the model’s recognition that such purchases are associated with responsible borrowing. The relatively short loan duration of 9 months further contributed positively, indicating that shorter repayment periods are seen as less risky. Finally, the fact that the applicant owns their housing provided a slight boost to their creditworthiness, as homeownership often signals financial stability. In evaluating this applicant’s credit risk, the model first considered their age of 24, which slightly decreased the likelihood of being classified as a good credit risk, suggesting that younger applicants are viewed as somewhat riskier. Taken together, these factors interacted to shape the model’s overall assessment, with each feature nudging the prediction in its own way and ultimately determining the applicant’s credit risk classification.",6,9.14,10.79,10.68,1.65,1.54,1.18,1.17,10.47,1.57,9.32,13.91,-1.6301,12.06,3.13,18.5,9.14,-4.1406,18.73,7.85,34.77,10.79,-5.8451,19.82,11.55,44.04,10.68
6,"In evaluating this applicant’s credit risk, the model first considered the duration of the loan, which, being relatively short at 9 months, strongly increased the likelihood of a 'good' credit classification. This positive influence set the initial direction of the prediction. However, as the model incorporated additional information, it found that the applicant’s age of 29 years slightly reduced the probability of being seen as a good credit risk, suggesting that younger applicants may be viewed with a bit more caution. The status of the applicant’s checking account, categorized as moderate, further nudged the prediction downward, indicating that a more robust account status might have been more favorable. Additionally, the applicant’s gender, being female, contributed a small negative effect, reflecting subtle patterns the model has learned from historical data. Finally, the fact that the applicant owns their housing provided a modest positive influence, slightly counteracting some of the earlier negative effects. Altogether, these factors interacted to shape the model’s final assessment, with the short loan duration and home ownership working to the applicant’s advantage, while age, checking account status, and gender introduced some reservations.","Altogether, these factors interacted to shape the model’s final assessment, with the short loan duration and home ownership working to the applicant’s advantage, while age, checking account status, and gender introduced some reservations. Finally, the fact that the applicant owns their housing provided a modest positive influence, slightly counteracting some of the earlier negative effects. Additionally, the applicant’s gender, being female, contributed a small negative effect, reflecting subtle patterns the model has learned from historical data. The status of the applicant’s checking account, categorized as moderate, further nudged the prediction downward, indicating that a more robust account status might have been more favorable. However, as the model incorporated additional information, it found that the applicant’s age of 29 years slightly reduced the probability of being seen as a good credit risk, suggesting that younger applicants may be viewed with a bit more caution. This positive influence set the initial direction of the prediction. In evaluating this applicant’s credit risk, the model first considered the duration of the loan, which, being relatively short at 9 months, strongly increased the likelihood of a 'good' credit classification.","This positive influence set the initial direction of the prediction. The status of the applicant’s checking account, categorized as moderate, further nudged the prediction downward, indicating that a more robust account status might have been more favorable. Additionally, the applicant’s gender, being female, contributed a small negative effect, reflecting subtle patterns the model has learned from historical data. However, as the model incorporated additional information, it found that the applicant’s age of 29 years slightly reduced the probability of being seen as a good credit risk, suggesting that younger applicants may be viewed with a bit more caution. Altogether, these factors interacted to shape the model’s final assessment, with the short loan duration and home ownership working to the applicant’s advantage, while age, checking account status, and gender introduced some reservations. In evaluating this applicant’s credit risk, the model first considered the duration of the loan, which, being relatively short at 9 months, strongly increased the likelihood of a 'good' credit classification. Finally, the fact that the applicant owns their housing provided a modest positive influence, slightly counteracting some of the earlier negative effects.",7,8.66,10.62,11.15,1.96,2.49,1.23,1.29,9.97,0.78,8.77,11.54,-3.4223,15.91,7.77,27.69,8.66,-3.7956,18.03,8.52,36.28,10.62,-32.7,59.45,92.05,282.08,11.15
7,"In evaluating this applicant's credit risk, the model first considered their age of 20, which exerted a notable downward influence on the prediction, signaling that younger applicants are generally viewed as higher risk. Nevertheless, the intended purpose of the loan—purchasing radio or TV equipment—helped to counterbalance this effect, as such purposes are typically associated with more manageable financial commitments. The applicant's housing status, specifically renting, further nudged the prediction toward a less favorable outcome, reflecting the model's tendency to view renters as slightly riskier than homeowners. However, the relatively short loan duration of 12 months contributed positively, suggesting that shorter repayment periods are perceived as less risky. Finally, the requested credit amount of 585 provided a modest boost to the applicant's standing, as lower loan amounts are often easier to repay. Taken together, these factors interacted to shape the model's overall assessment of the applicant's creditworthiness.","Taken together, these factors interacted to shape the model's overall assessment of the applicant's creditworthiness. Finally, the requested credit amount of 585 provided a modest boost to the applicant's standing, as lower loan amounts are often easier to repay. However, the relatively short loan duration of 12 months contributed positively, suggesting that shorter repayment periods are perceived as less risky. The applicant's housing status, specifically renting, further nudged the prediction toward a less favorable outcome, reflecting the model's tendency to view renters as slightly riskier than homeowners. Nevertheless, the intended purpose of the loan—purchasing radio or TV equipment—helped to counterbalance this effect, as such purposes are typically associated with more manageable financial commitments. In evaluating this applicant's credit risk, the model first considered their age of 20, which exerted a notable downward influence on the prediction, signaling that younger applicants are generally viewed as higher risk.","However, the relatively short loan duration of 12 months contributed positively, suggesting that shorter repayment periods are perceived as less risky. Nevertheless, the intended purpose of the loan—purchasing radio or TV equipment—helped to counterbalance this effect, as such purposes are typically associated with more manageable financial commitments. The applicant's housing status, specifically renting, further nudged the prediction toward a less favorable outcome, reflecting the model's tendency to view renters as slightly riskier than homeowners. Finally, the requested credit amount of 585 provided a modest boost to the applicant's standing, as lower loan amounts are often easier to repay. In evaluating this applicant's credit risk, the model first considered their age of 20, which exerted a notable downward influence on the prediction, signaling that younger applicants are generally viewed as higher risk. Taken together, these factors interacted to shape the model's overall assessment of the applicant's creditworthiness.",6,7.62,10.07,11.88,2.45,4.26,1.32,1.56,8.91,1.32,7.6,11.69,-3.1485,12.56,6.2,25.22,7.62,-3.5669,16.78,6.39,26.75,10.07,-3.8728,19.67,7.16,33.92,11.88
8,"In this case, the model predicts the applicant's credit risk by weighing several key factors. At the outset, the relatively long loan duration of 72 months exerts the most substantial negative influence, signaling to the model that extended repayment periods often correlate with higher risk. This effect is further compounded by the applicant's young age of 24, which slightly diminishes the likelihood of being classified as a good credit risk, perhaps reflecting the model's learned association between limited credit history and increased uncertainty. Additionally, the applicant's moderate checking account status subtly detracts from the prediction, suggesting that a more robust financial buffer might have reassured the model. However, the intended use of the loan for radio or television purchases introduces a modest positive effect, hinting that such purposes are viewed more favorably compared to riskier loan intents. Finally, the fact that the applicant owns their housing provides a small but meaningful boost, as homeownership often signals financial stability. Taken together, these intertwined factors guide the model toward its final assessment, with the negative influences of loan duration and age outweighing the modest positive contributions from loan purpose and housing status.","Taken together, these intertwined factors guide the model toward its final assessment, with the negative influences of loan duration and age outweighing the modest positive contributions from loan purpose and housing status. Finally, the fact that the applicant owns their housing provides a small but meaningful boost, as homeownership often signals financial stability. However, the intended use of the loan for radio or television purchases introduces a modest positive effect, hinting that such purposes are viewed more favorably compared to riskier loan intents. Additionally, the applicant's moderate checking account status subtly detracts from the prediction, suggesting that a more robust financial buffer might have reassured the model. This effect is further compounded by the applicant's young age of 24, which slightly diminishes the likelihood of being classified as a good credit risk, perhaps reflecting the model's learned association between limited credit history and increased uncertainty. At the outset, the relatively long loan duration of 72 months exerts the most substantial negative influence, signaling to the model that extended repayment periods often correlate with higher risk. In this case, the model predicts the applicant's credit risk by weighing several key factors.","At the outset, the relatively long loan duration of 72 months exerts the most substantial negative influence, signaling to the model that extended repayment periods often correlate with higher risk. Additionally, the applicant's moderate checking account status subtly detracts from the prediction, suggesting that a more robust financial buffer might have reassured the model. However, the intended use of the loan for radio or television purchases introduces a modest positive effect, hinting that such purposes are viewed more favorably compared to riskier loan intents. This effect is further compounded by the applicant's young age of 24, which slightly diminishes the likelihood of being classified as a good credit risk, perhaps reflecting the model's learned association between limited credit history and increased uncertainty. Taken together, these intertwined factors guide the model toward its final assessment, with the negative influences of loan duration and age outweighing the modest positive contributions from loan purpose and housing status. In this case, the model predicts the applicant's credit risk by weighing several key factors. Finally, the fact that the applicant owns their housing provides a small but meaningful boost, as homeownership often signals financial stability.",7,10.0,14.26,12.13,4.26,2.13,1.43,1.21,11.16,1.06,9.87,13.14,-3.4016,16.41,8.42,35.57,10.0,-5.9006,26.27,13.05,54.44,14.26,-2.9336,17.55,6.82,32.69,12.13
9,"In evaluating this applicant's credit risk, the model first considered their age of 54, which played a significant role in increasing the likelihood of being classified as a good credit risk. This positive influence was somewhat counterbalanced by the applicant's housing status, as having free housing slightly reduced the model's confidence in a favorable outcome. Meanwhile, the requested credit amount of 1597 contributed positively, nudging the prediction further toward a good credit risk classification. However, the purpose of the loan—education—introduced a minor negative effect, subtly diminishing the overall score. Finally, the status of the applicant's checking account, described as 'little,' provided a modest boost to the prediction. Altogether, these factors interacted to shape the model's final assessment, with age and credit amount exerting the most substantial positive effects, while housing status and loan purpose tempered the optimism of the prediction.","Altogether, these factors interacted to shape the model's final assessment, with age and credit amount exerting the most substantial positive effects, while housing status and loan purpose tempered the optimism of the prediction. Finally, the status of the applicant's checking account, described as 'little,' provided a modest boost to the prediction. However, the purpose of the loan—education—introduced a minor negative effect, subtly diminishing the overall score. Meanwhile, the requested credit amount of 1597 contributed positively, nudging the prediction further toward a good credit risk classification. This positive influence was somewhat counterbalanced by the applicant's housing status, as having free housing slightly reduced the model's confidence in a favorable outcome. In evaluating this applicant's credit risk, the model first considered their age of 54, which played a significant role in increasing the likelihood of being classified as a good credit risk.","However, the purpose of the loan—education—introduced a minor negative effect, subtly diminishing the overall score. This positive influence was somewhat counterbalanced by the applicant's housing status, as having free housing slightly reduced the model's confidence in a favorable outcome. Meanwhile, the requested credit amount of 1597 contributed positively, nudging the prediction further toward a good credit risk classification. Finally, the status of the applicant's checking account, described as 'little,' provided a modest boost to the prediction. In evaluating this applicant's credit risk, the model first considered their age of 54, which played a significant role in increasing the likelihood of being classified as a good credit risk. Altogether, these factors interacted to shape the model's final assessment, with age and credit amount exerting the most substantial positive effects, while housing status and loan purpose tempered the optimism of the prediction.",6,9.37,13.42,12.64,4.05,3.28,1.43,1.35,11.53,1.46,9.5,14.3,-2.504,14.4,4.68,23.83,9.37,-5.5987,26.08,9.79,43.39,13.42,-13.0785,34.14,26.28,90.16,12.64
