text_id,num_sentences,distinct_2gram_ratio,ttr,verb_ratio,connectives_ratio,cumulative_ppls
0,5,0.980392,0.715232,0.172185,0.112583,"[42.7774, 47.1141, 19.7431, 17.8588, 14.1214]"
1,5,0.993631,0.720497,0.186335,0.086957,"[42.7774, 33.9866, 24.7846, 16.0811, 14.5429]"
2,5,0.977444,0.698529,0.125,0.051471,"[57.3104, 19.0256, 17.6633, 12.8659, 10.6443]"
3,5,0.968992,0.709924,0.137405,0.083969,"[57.3104, 23.8144, 22.114, 15.5201, 13.6732]"
4,5,0.992126,0.775194,0.170543,0.085271,"[57.3104, 28.698, 22.7492, 19.3776, 16.7402]"
5,5,0.977778,0.71223,0.129496,0.086331,"[57.3104, 23.8144, 16.6082, 15.7734, 12.2997]"
6,5,0.985612,0.723404,0.163121,0.06383,"[57.3104, 17.4963, 12.3527, 10.2403, 10.1523]"
7,5,0.971831,0.712329,0.184932,0.09589,"[57.3104, 16.7028, 13.6947, 12.4988, 12.2246]"
8,5,0.968992,0.732824,0.160305,0.068702,"[57.3104, 26.2489, 18.7971, 15.6586, 15.6047]"
9,5,0.986301,0.739726,0.219178,0.082192,"[42.7774, 25.397, 19.3894, 20.484, 16.1472]"
10,5,0.979167,0.712329,0.164384,0.082192,"[57.3104, 17.1293, 12.6685, 10.2926, 9.2124]"
11,5,0.984733,0.768657,0.156716,0.08209,"[57.3104, 16.7028, 11.8994, 12.154, 10.5701]"
12,5,1.0,0.795775,0.190141,0.105634,"[42.7774, 43.6092, 24.4391, 20.0956, 18.3771]"
13,5,0.944056,0.694444,0.173611,0.083333,"[42.7774, 31.6589, 19.6819, 17.4602, 14.617]"
14,5,0.972973,0.748344,0.172185,0.07947,"[57.3104, 27.9381, 21.8928, 16.9351, 13.8738]"
15,5,0.98125,0.736196,0.177914,0.067485,"[42.7774, 27.3105, 13.9293, 13.8564, 11.6599]"
16,5,0.985075,0.755556,0.177778,0.096296,"[57.3104, 23.8144, 17.9027, 17.0492, 14.7503]"
17,5,0.987097,0.754839,0.206452,0.077419,"[42.7774, 27.8693, 22.9618, 18.4955, 14.5721]"
18,5,0.979021,0.744828,0.165517,0.082759,"[35.9871, 38.4144, 19.7559, 17.5228, 13.7106]"
19,5,0.97037,0.693431,0.160584,0.094891,"[57.3104, 27.3919, 21.6776, 14.824, 11.9298]"
20,5,0.978261,0.744681,0.184397,0.092199,"[42.7774, 23.5211, 19.3496, 18.6911, 16.1822]"
21,5,0.985612,0.692308,0.125874,0.111888,"[57.3104, 15.3331, 15.5807, 14.664, 12.2072]"
22,5,0.97973,0.763158,0.164474,0.072368,"[42.7774, 32.4655, 18.7248, 17.9958, 17.2271]"
23,5,0.985507,0.744681,0.163121,0.085106,"[57.3104, 17.4963, 17.4268, 13.5926, 11.9004]"
24,5,0.961832,0.701493,0.156716,0.059701,"[57.3104, 39.1871, 25.261, 19.3425, 17.3339]"
25,5,0.984615,0.755556,0.192593,0.088889,"[35.9871, 42.1709, 26.5218, 21.8818, 17.9129]"
26,5,0.984733,0.746269,0.164179,0.074627,"[57.3104, 17.1293, 13.7817, 11.0048, 9.2402]"
27,5,0.985612,0.741259,0.160839,0.062937,"[57.3104, 19.7834, 16.7224, 13.5035, 11.8881]"
28,5,0.956204,0.713287,0.153846,0.062937,"[57.3104, 19.7834, 17.6922, 14.2156, 12.3347]"
29,5,0.963504,0.724638,0.202899,0.057971,"[42.7774, 35.3089, 21.6574, 16.5777, 13.4218]"
