text_id,num_sentences,ppl_original,ppl_shuffled,ppl_reversed,ppl_loo_mean,ppl_diff_shuffled,ppl_diff_reversed,ppl_diff_loo,ppl_change_ratio_shuffled,ppl_change_ratio_reversed,ppl_change_ratio_loo
0,5,14.1214,15.8571,18.7969,16.2162,1.7356,4.6755,2.0947,0.122906,0.33109,0.148335
1,5,14.5429,18.1364,18.3135,16.6344,3.5935,3.7707,2.0915,0.247098,0.259281,0.143818
2,5,10.6443,15.2767,15.2637,13.4859,4.6325,4.6195,2.8417,0.435209,0.43399,0.266969
3,5,13.6732,18.2816,20.2898,16.4358,4.6083,6.6166,2.7626,0.337035,0.483911,0.202045
4,5,16.7402,18.607,20.4854,18.8307,1.8667,3.7451,2.0904,0.11151,0.223721,0.124875
5,5,12.2997,15.4962,16.8547,14.8017,3.1965,4.555,2.502,0.259881,0.370332,0.20342
6,5,10.1523,12.3576,13.5259,11.6153,2.2053,3.3736,1.463,0.217217,0.332301,0.144101
7,5,12.2246,15.6523,16.8959,15.0498,3.4277,4.6714,2.8253,0.280398,0.38213,0.231115
8,5,15.6047,21.691,23.3589,17.9923,6.0863,7.7542,2.3876,0.390032,0.496915,0.153006
9,5,16.1472,18.7131,23.2473,18.8394,2.5659,7.1,2.6922,0.158905,0.439706,0.166726
10,5,9.2124,13.025,14.1515,11.2098,3.8126,4.9391,1.9974,0.413861,0.536137,0.216821
11,5,10.5701,15.6983,15.3524,12.8608,5.1282,4.7823,2.2906,0.485156,0.452434,0.216706
12,5,18.3771,21.5462,27.793,21.375,3.169,9.4159,2.9979,0.172444,0.512369,0.163132
13,5,14.617,16.9262,16.7636,17.1943,2.3091,2.1466,2.5773,0.157975,0.146853,0.17632
14,5,13.8738,18.3964,22.1676,16.7387,4.5226,8.2939,2.8649,0.325985,0.597809,0.206501
15,5,11.6599,15.3557,16.8619,14.7061,3.6958,5.202,3.0463,0.316968,0.446145,0.26126
16,5,14.7503,17.4002,19.3979,18.2856,2.6499,4.6476,3.5352,0.179649,0.315085,0.239672
17,5,14.5721,16.5892,18.9812,16.8694,2.0171,4.4091,2.2973,0.138423,0.302571,0.157654
18,5,13.7106,17.4713,18.2901,16.4388,3.7607,4.5795,2.7282,0.27429,0.334012,0.198987
19,5,11.9298,14.6084,15.5364,14.3833,2.6786,3.6066,2.4535,0.224533,0.302318,0.205661
20,5,16.1822,17.8923,19.1705,19.1209,1.7101,2.9883,2.9386,0.105675,0.184663,0.181597
21,5,12.2072,15.6253,18.3479,14.9959,3.4181,6.1407,2.7887,0.280011,0.503039,0.228445
22,5,17.2271,23.3203,23.8671,19.951,6.0932,6.64,2.724,0.353701,0.385441,0.158121
23,5,11.9004,15.2135,16.3988,14.3879,3.3132,4.4984,2.4875,0.27841,0.378008,0.209027
24,5,17.3339,21.1942,24.0095,20.5286,3.8603,6.6757,3.1947,0.222703,0.385122,0.184305
25,5,17.9129,23.8574,24.4089,20.8448,5.9445,6.496,2.9319,0.331856,0.362642,0.163674
26,5,9.2402,14.9541,14.8352,11.1889,5.7139,5.595,1.9487,0.61837,0.605499,0.210888
27,5,11.8881,16.6268,18.4243,14.3363,4.7387,6.5362,2.4482,0.398608,0.549812,0.205937
28,5,12.3347,17.1934,18.7257,15.1638,4.8586,6.391,2.8291,0.393899,0.518128,0.229363
29,5,13.4218,16.4363,15.4348,15.5297,3.0145,2.013,2.1079,0.224597,0.14998,0.157053
