text_id,num_sentences,ppl_original,ppl_shuffled,ppl_reversed,ppl_loo_mean,ppl_diff_shuffled,ppl_diff_reversed,ppl_diff_loo,ppl_change_ratio_shuffled,ppl_change_ratio_reversed,ppl_change_ratio_loo
0,5,12.1085,16.0281,18.8847,14.891,3.9196,6.7762,2.7826,0.323705,0.559628,0.229804
1,5,11.7814,16.2307,15.2629,13.6961,4.4493,3.4815,1.9147,0.377651,0.295507,0.162517
2,5,10.736,13.5266,13.7815,12.6333,2.7906,3.0455,1.8972,0.259928,0.283671,0.176716
3,5,13.7557,16.9492,17.317,16.0859,3.1936,3.5613,2.3303,0.232164,0.258898,0.169405
4,5,11.4984,14.8912,14.6415,13.8675,3.3927,3.1431,2.3691,0.295062,0.273349,0.206035
5,5,11.2836,13.0428,14.5828,12.849,1.7592,3.2992,1.5654,0.155905,0.29239,0.138733
6,5,13.5532,14.326,18.648,16.0744,0.7727,5.0947,2.5211,0.057016,0.375903,0.186018
7,5,16.327,19.5869,21.661,18.7043,3.2599,5.334,2.3773,0.199662,0.326698,0.145606
8,5,12.2799,16.1049,15.7087,14.6596,3.825,3.4288,2.3797,0.311487,0.27922,0.193784
9,5,13.524,15.165,17.2336,16.1879,1.641,3.7095,2.6639,0.121338,0.274293,0.196976
10,5,12.1124,14.7436,16.0674,15.0097,2.6311,3.955,2.8973,0.217224,0.326522,0.2392
11,5,13.1829,20.686,16.4837,15.552,7.5031,3.3007,2.369,0.569151,0.250379,0.179705
12,5,12.7948,14.8111,16.1745,14.6561,2.0164,3.3797,1.8613,0.157593,0.264151,0.145474
13,5,13.6159,17.5737,21.1734,16.9641,3.9578,7.5575,3.3482,0.290677,0.555049,0.245907
14,5,11.0085,12.7108,13.4736,12.3672,1.7023,2.465,1.3586,0.154631,0.223919,0.123418
15,5,10.6021,13.6434,13.6772,12.6167,3.0413,3.0751,2.0147,0.286862,0.290044,0.190025
16,5,15.0094,19.6581,24.8384,18.4242,4.6487,9.829,3.4148,0.309718,0.654853,0.227509
17,5,9.0365,11.4625,11.7263,10.6286,2.426,2.6898,1.592,0.268469,0.297661,0.176178
18,5,13.9631,18.1138,22.2077,17.0143,4.1507,8.2447,3.0512,0.297266,0.590461,0.218519
19,5,14.1853,17.4924,18.6268,16.5985,3.3071,4.4415,2.4132,0.233135,0.313106,0.170118
20,5,10.594,15.7973,15.1911,13.2749,5.2033,4.5971,2.6809,0.491159,0.433935,0.253055
21,5,10.7071,14.4114,15.0237,12.6729,3.7043,4.3167,1.9659,0.345967,0.403159,0.183604
22,5,10.3706,13.2668,15.1941,12.2915,2.8962,4.8235,1.921,0.279275,0.465115,0.185234
23,5,12.1511,17.2138,17.0044,14.4863,5.0627,4.8533,2.3352,0.416642,0.39941,0.192178
24,5,11.1816,14.2906,16.6867,13.1566,3.109,5.5051,1.975,0.27805,0.492339,0.176631
25,5,9.4843,12.0664,12.6854,11.0722,2.5821,3.2011,1.5879,0.272248,0.337516,0.167423
26,5,11.2601,12.0473,14.6837,13.0,0.7872,3.4236,1.7399,0.069908,0.304045,0.154517
27,5,11.8892,12.9855,14.4545,13.5917,1.0963,2.5654,1.7025,0.092214,0.215775,0.143199
28,5,14.0151,22.0232,21.8486,17.6946,8.0081,7.8335,3.6795,0.571393,0.558929,0.262538
29,5,11.7397,13.6045,12.7842,13.7083,1.8648,1.0445,1.9686,0.158848,0.088974,0.167688
