id,text,reversed_text,shuffled_text,num_sentences,ppl,ppl_reversed,ppl_shuffled,ppl_diff_reversed,ppl_diff_shuffled,ppl_ratio_reversed,ppl_ratio_shuffled,ppl_loo_mean,ppl_loo_std,ppl_loo_min,ppl_loo_max,ppl_cumulative_slope,ppl_cumulative_mean,ppl_cumulative_std,ppl_cumulative_first,ppl_cumulative_last,ppl_cumulative_rev_slope,ppl_cumulative_rev_mean,ppl_cumulative_rev_std,ppl_cumulative_rev_first,ppl_cumulative_rev_last,ppl_cumulative_shuff_slope,ppl_cumulative_shuff_mean,ppl_cumulative_shuff_std,ppl_cumulative_shuff_first,ppl_cumulative_shuff_last
0,"The model predicted that the student undertaking the mathematics course is likely to fail. This outcome is driven most strongly by the student’s second period grade, which is noticeably below the average—suggesting that recent academic performance has not met expectations and is a key warning sign for final success. The first period grade also falls short of the typical student’s, reinforcing the concern that the student has struggled to keep up with the course material over time. While the student has not failed any classes before, which is a positive sign, their number of absences is higher than average, possibly indicating missed learning opportunities that could further hinder progress. Although the student does not go out with friends often, which might suggest fewer distractions, the combination of lower grades and higher absences ultimately led the model to predict a failing outcome, highlighting the importance of consistent performance and attendance in passing the course.","Although the student does not go out with friends often, which might suggest fewer distractions, the combination of lower grades and higher absences ultimately led the model to predict a failing outcome, highlighting the importance of consistent performance and attendance in passing the course. While the student has not failed any classes before, which is a positive sign, their number of absences is higher than average, possibly indicating missed learning opportunities that could further hinder progress. The first period grade also falls short of the typical student’s, reinforcing the concern that the student has struggled to keep up with the course material over time. This outcome is driven most strongly by the student’s second period grade, which is noticeably below the average—suggesting that recent academic performance has not met expectations and is a key warning sign for final success. The model predicted that the student undertaking the mathematics course is likely to fail.","While the student has not failed any classes before, which is a positive sign, their number of absences is higher than average, possibly indicating missed learning opportunities that could further hinder progress. This outcome is driven most strongly by the student’s second period grade, which is noticeably below the average—suggesting that recent academic performance has not met expectations and is a key warning sign for final success. The first period grade also falls short of the typical student’s, reinforcing the concern that the student has struggled to keep up with the course material over time. Although the student does not go out with friends often, which might suggest fewer distractions, the combination of lower grades and higher absences ultimately led the model to predict a failing outcome, highlighting the importance of consistent performance and attendance in passing the course. The model predicted that the student undertaking the mathematics course is likely to fail.",5,10.92,14.46,13.62,3.54,2.7,1.32,1.25,13.03,1.05,11.51,14.71,-10.5794,25.56,16.34,55.44,10.92,-3.2625,18.32,5.54,29.13,14.46,-2.6651,17.6,4.1,22.33,13.62
1,"The model predicted that the student undertaking the mathematics course is likely to fail. This outcome is driven most strongly by the student’s low grades in both the first and second periods, with scores of 5 and 6, which are well below the typical averages and suggest ongoing academic struggles. While the student’s parents are living apart, which can sometimes add stress or reduce support at home, this factor played a smaller role in the prediction. The number of absences, which matches the average, did not significantly sway the result, but frequent absences can sometimes compound academic difficulties. Finally, the fact that the student’s mother works at home may offer some support, but it was not enough to offset the impact of consistently low grades, which are the clearest signals of risk in this case.","Finally, the fact that the student’s mother works at home may offer some support, but it was not enough to offset the impact of consistently low grades, which are the clearest signals of risk in this case. The number of absences, which matches the average, did not significantly sway the result, but frequent absences can sometimes compound academic difficulties. While the student’s parents are living apart, which can sometimes add stress or reduce support at home, this factor played a smaller role in the prediction. This outcome is driven most strongly by the student’s low grades in both the first and second periods, with scores of 5 and 6, which are well below the typical averages and suggest ongoing academic struggles. The model predicted that the student undertaking the mathematics course is likely to fail.","The number of absences, which matches the average, did not significantly sway the result, but frequent absences can sometimes compound academic difficulties. This outcome is driven most strongly by the student’s low grades in both the first and second periods, with scores of 5 and 6, which are well below the typical averages and suggest ongoing academic struggles. While the student’s parents are living apart, which can sometimes add stress or reduce support at home, this factor played a smaller role in the prediction. Finally, the fact that the student’s mother works at home may offer some support, but it was not enough to offset the impact of consistently low grades, which are the clearest signals of risk in this case. The model predicted that the student undertaking the mathematics course is likely to fail.",5,12.1,15.09,15.16,2.99,3.06,1.25,1.25,14.28,1.85,12.1,17.11,-9.2918,24.43,15.82,55.44,12.1,-2.1661,18.22,3.27,22.3,15.09,-9.1133,26.66,14.54,54.08,15.16
2,"The model predicted that the student undertaking the mathematics course is likely to pass. This confident prediction is driven most strongly by the student’s second period grade, which stands out as notably higher than average—a sign that the student has recently demonstrated strong mathematical ability, often a key indicator of final success. The student’s number of absences is slightly below average, suggesting consistent attendance, which is generally linked to better academic outcomes. While the first period grade is just below the average, the improvement seen in the second period may indicate positive momentum and growing mastery of the material. Additionally, the student’s age is a bit younger than typical for the course, and with no previous failures, this combination hints at a student who is progressing smoothly and steadily, further supporting the model’s optimistic outlook.","Additionally, the student’s age is a bit younger than typical for the course, and with no previous failures, this combination hints at a student who is progressing smoothly and steadily, further supporting the model’s optimistic outlook. While the first period grade is just below the average, the improvement seen in the second period may indicate positive momentum and growing mastery of the material. The student’s number of absences is slightly below average, suggesting consistent attendance, which is generally linked to better academic outcomes. This confident prediction is driven most strongly by the student’s second period grade, which stands out as notably higher than average—a sign that the student has recently demonstrated strong mathematical ability, often a key indicator of final success. The model predicted that the student undertaking the mathematics course is likely to pass.","While the first period grade is just below the average, the improvement seen in the second period may indicate positive momentum and growing mastery of the material. This confident prediction is driven most strongly by the student’s second period grade, which stands out as notably higher than average—a sign that the student has recently demonstrated strong mathematical ability, often a key indicator of final success. The student’s number of absences is slightly below average, suggesting consistent attendance, which is generally linked to better academic outcomes. Additionally, the student’s age is a bit younger than typical for the course, and with no previous failures, this combination hints at a student who is progressing smoothly and steadily, further supporting the model’s optimistic outlook. The model predicted that the student undertaking the mathematics course is likely to pass.",5,12.32,16.84,14.14,4.52,1.82,1.37,1.15,14.1,0.82,12.54,14.79,-11.091,27.12,17.7,60.63,12.32,-5.5616,23.21,9.02,39.55,16.84,-4.599,19.82,7.12,32.26,14.14
3,"The model predicted that this student will pass the mathematics course. The most influential factor in this decision was the student’s strong second period grade of 14, which stands out well above the typical score and signals consistent academic performance. Supporting this, the first period grade of 15 further demonstrates the student’s ability to maintain high achievement over time, suggesting a solid grasp of the material from the start. The student’s very low number of absences and lack of previous class failures both point to strong engagement and reliability, which are often linked to better outcomes in school. Finally, being slightly younger than the average student may indicate that this student is progressing smoothly through their education, possibly benefiting from a supportive environment or strong foundational skills.","Finally, being slightly younger than the average student may indicate that this student is progressing smoothly through their education, possibly benefiting from a supportive environment or strong foundational skills. The student’s very low number of absences and lack of previous class failures both point to strong engagement and reliability, which are often linked to better outcomes in school. Supporting this, the first period grade of 15 further demonstrates the student’s ability to maintain high achievement over time, suggesting a solid grasp of the material from the start. The most influential factor in this decision was the student’s strong second period grade of 14, which stands out well above the typical score and signals consistent academic performance. The model predicted that this student will pass the mathematics course.","The student’s very low number of absences and lack of previous class failures both point to strong engagement and reliability, which are often linked to better outcomes in school. The most influential factor in this decision was the student’s strong second period grade of 14, which stands out well above the typical score and signals consistent academic performance. Supporting this, the first period grade of 15 further demonstrates the student’s ability to maintain high achievement over time, suggesting a solid grasp of the material from the start. Finally, being slightly younger than the average student may indicate that this student is progressing smoothly through their education, possibly benefiting from a supportive environment or strong foundational skills. The model predicted that this student will pass the mathematics course.",5,13.93,17.69,16.71,3.76,2.78,1.27,1.2,15.92,1.17,14.07,17.23,-13.353,30.61,21.68,71.67,13.93,-4.7625,23.37,7.58,37.39,17.69,-6.6923,24.79,10.51,43.35,16.71
4,"The model predicted that the student will pass the mathematics course. The most influential factor in this prediction was the student’s second period grade, which, although slightly below the average, may have been offset by other strengths. Notably, the student’s first period grade was above average, suggesting a solid academic foundation and the potential to recover from a dip in performance. Participation in extra paid classes likely signaled additional support and motivation, which can be especially helpful for students facing academic challenges. Despite the student’s very bad current health, their low number of absences indicates strong attendance, which often helps students keep up with coursework and ultimately succeed.","Despite the student’s very bad current health, their low number of absences indicates strong attendance, which often helps students keep up with coursework and ultimately succeed. Participation in extra paid classes likely signaled additional support and motivation, which can be especially helpful for students facing academic challenges. Notably, the student’s first period grade was above average, suggesting a solid academic foundation and the potential to recover from a dip in performance. The most influential factor in this prediction was the student’s second period grade, which, although slightly below the average, may have been offset by other strengths. The model predicted that the student will pass the mathematics course.","Participation in extra paid classes likely signaled additional support and motivation, which can be especially helpful for students facing academic challenges. The most influential factor in this prediction was the student’s second period grade, which, although slightly below the average, may have been offset by other strengths. Notably, the student’s first period grade was above average, suggesting a solid academic foundation and the potential to recover from a dip in performance. Despite the student’s very bad current health, their low number of absences indicates strong attendance, which often helps students keep up with coursework and ultimately succeed. The model predicted that the student will pass the mathematics course.",5,15.38,18.34,18.34,2.96,2.96,1.19,1.19,18.28,3.91,14.21,23.2,-7.7032,22.71,14.1,50.19,15.38,-9.6045,31.9,14.38,53.29,18.34,-12.1037,31.94,20.41,70.51,18.34
5,"The model predicted that the student will pass the mathematics course. This confident prediction is driven most strongly by the student’s solid performance in the second period, with a grade of 11, which is slightly above the typical average and often signals a strong grasp of the material as the course progresses. The first period grade also matches this level, suggesting consistent achievement rather than a one-time spike, which is generally a good sign for future success. Notably, the student has no record of past class failures, which removes a major risk factor, and has not missed any classes, a pattern that usually supports better learning and retention. Finally, the student chose the school for its reputation, which might reflect a positive attitude toward education and a supportive environment, further tipping the scales toward a passing outcome.","Finally, the student chose the school for its reputation, which might reflect a positive attitude toward education and a supportive environment, further tipping the scales toward a passing outcome. Notably, the student has no record of past class failures, which removes a major risk factor, and has not missed any classes, a pattern that usually supports better learning and retention. The first period grade also matches this level, suggesting consistent achievement rather than a one-time spike, which is generally a good sign for future success. This confident prediction is driven most strongly by the student’s solid performance in the second period, with a grade of 11, which is slightly above the typical average and often signals a strong grasp of the material as the course progresses. The model predicted that the student will pass the mathematics course.","Notably, the student has no record of past class failures, which removes a major risk factor, and has not missed any classes, a pattern that usually supports better learning and retention. This confident prediction is driven most strongly by the student’s solid performance in the second period, with a grade of 11, which is slightly above the typical average and often signals a strong grasp of the material as the course progresses. The first period grade also matches this level, suggesting consistent achievement rather than a one-time spike, which is generally a good sign for future success. Finally, the student chose the school for its reputation, which might reflect a positive attitude toward education and a supportive environment, further tipping the scales toward a passing outcome. The model predicted that the student will pass the mathematics course.",5,14.32,19.42,16.25,5.1,1.93,1.36,1.13,17.08,2.74,14.82,22.44,-7.9713,24.74,13.14,50.19,14.32,-6.4984,27.79,10.48,47.78,19.42,-4.5313,21.91,7.31,35.77,16.25
6,"The model predicted that the student will pass the mathematics course. This confident prediction is largely due to the student’s strong performance in the second period, with a grade of 13, which is notably higher than what is typical for most students and signals consistent understanding of the material. The first period grade is also impressive at 15, reinforcing the idea that the student has maintained solid academic progress throughout the year. Although the student has had 9 absences—more than average—the absence of any past class failures suggests resilience and the ability to keep up with coursework despite missing some classes. Finally, the fact that the student chose the school for its reputation may indicate a supportive environment and personal motivation, both of which can further enhance academic success.","Finally, the fact that the student chose the school for its reputation may indicate a supportive environment and personal motivation, both of which can further enhance academic success. Although the student has had 9 absences—more than average—the absence of any past class failures suggests resilience and the ability to keep up with coursework despite missing some classes. The first period grade is also impressive at 15, reinforcing the idea that the student has maintained solid academic progress throughout the year. This confident prediction is largely due to the student’s strong performance in the second period, with a grade of 13, which is notably higher than what is typical for most students and signals consistent understanding of the material. The model predicted that the student will pass the mathematics course.","Although the student has had 9 absences—more than average—the absence of any past class failures suggests resilience and the ability to keep up with coursework despite missing some classes. This confident prediction is largely due to the student’s strong performance in the second period, with a grade of 13, which is notably higher than what is typical for most students and signals consistent understanding of the material. The first period grade is also impressive at 15, reinforcing the idea that the student has maintained solid academic progress throughout the year. Finally, the fact that the student chose the school for its reputation may indicate a supportive environment and personal motivation, both of which can further enhance academic success. The model predicted that the student will pass the mathematics course.",5,13.54,18.26,16.86,4.72,3.32,1.35,1.25,15.36,1.53,14.25,18.39,-7.9254,23.18,13.73,50.19,13.54,-2.974,22.73,4.36,29.47,18.26,-6.6627,24.49,11.26,46.32,16.86
7,"The model predicted that this student will pass the mathematics course. The most influential factor in this prediction was the student’s strong second period grade, which stands out as significantly higher than the typical score, suggesting consistent academic ability and engagement. Closely following, the first period grade was also well above average, reinforcing the impression of a student who has built a solid foundation in mathematics from the start of the year. Interestingly, the fact that the student’s father works at home did not have a strong impact on the prediction, nor did the student’s perfect attendance, though having no absences likely supports steady learning. Finally, the absence of any previous class failures further strengthens the case for success, as it indicates a history of overcoming academic challenges.","Finally, the absence of any previous class failures further strengthens the case for success, as it indicates a history of overcoming academic challenges. Interestingly, the fact that the student’s father works at home did not have a strong impact on the prediction, nor did the student’s perfect attendance, though having no absences likely supports steady learning. Closely following, the first period grade was also well above average, reinforcing the impression of a student who has built a solid foundation in mathematics from the start of the year. The most influential factor in this prediction was the student’s strong second period grade, which stands out as significantly higher than the typical score, suggesting consistent academic ability and engagement. The model predicted that this student will pass the mathematics course.","Interestingly, the fact that the student’s father works at home did not have a strong impact on the prediction, nor did the student’s perfect attendance, though having no absences likely supports steady learning. The most influential factor in this prediction was the student’s strong second period grade, which stands out as significantly higher than the typical score, suggesting consistent academic ability and engagement. Closely following, the first period grade was also well above average, reinforcing the impression of a student who has built a solid foundation in mathematics from the start of the year. Finally, the absence of any previous class failures further strengthens the case for success, as it indicates a history of overcoming academic challenges. The model predicted that this student will pass the mathematics course.",5,11.69,14.78,12.88,3.09,1.2,1.26,1.1,13.92,2.21,11.83,17.77,-13.5664,27.85,22.74,71.67,11.69,-5.8508,22.19,9.2,39.23,14.78,-4.3651,18.5,6.73,30.07,12.88
8,"The model predicted that this student will pass the mathematics course. The most influential factor in this decision was the student’s strong second period grade, which stands well above the typical average and signals consistent academic performance. Their first period grade also matches this high level, reinforcing the impression of a student who has maintained steady effort and understanding throughout the year. With only a few absences, the student has been present for most classes, which likely helped them keep up with the material, and the absence of any previous failures suggests a solid academic foundation. Additionally, participation in extra paid classes may have provided further support, giving the student an extra boost in mastering challenging topics.","Additionally, participation in extra paid classes may have provided further support, giving the student an extra boost in mastering challenging topics. With only a few absences, the student has been present for most classes, which likely helped them keep up with the material, and the absence of any previous failures suggests a solid academic foundation. Their first period grade also matches this high level, reinforcing the impression of a student who has maintained steady effort and understanding throughout the year. The most influential factor in this decision was the student’s strong second period grade, which stands well above the typical average and signals consistent academic performance. The model predicted that this student will pass the mathematics course.","With only a few absences, the student has been present for most classes, which likely helped them keep up with the material, and the absence of any previous failures suggests a solid academic foundation. The most influential factor in this decision was the student’s strong second period grade, which stands well above the typical average and signals consistent academic performance. Their first period grade also matches this high level, reinforcing the impression of a student who has maintained steady effort and understanding throughout the year. Additionally, participation in extra paid classes may have provided further support, giving the student an extra boost in mastering challenging topics. The model predicted that this student will pass the mathematics course.",5,14.22,19.59,17.23,5.36,3.01,1.38,1.21,17.06,3.04,14.09,22.4,-13.4439,31.04,21.53,71.67,14.22,-11.4651,30.96,22.03,74.96,19.59,-0.8057,17.33,1.83,19.57,17.23
9,"The model predicted that the student undertaking the mathematics course is likely to fail. This outcome is driven most strongly by the student’s low second period grade, which is much lower than what is typical and often signals ongoing academic struggles that are hard to overcome by the end of the course. The first period grade is also below average, reinforcing the concern that the student has not built a strong foundation in mathematics from the start. Although the student has attended extra paid classes and has not failed any classes in the past, these positive factors are outweighed by the consistently low grades. Additionally, the student’s number of absences is slightly above average, which may have further limited their ability to keep up with the material, making it even more challenging to pass the course.","Additionally, the student’s number of absences is slightly above average, which may have further limited their ability to keep up with the material, making it even more challenging to pass the course. Although the student has attended extra paid classes and has not failed any classes in the past, these positive factors are outweighed by the consistently low grades. The first period grade is also below average, reinforcing the concern that the student has not built a strong foundation in mathematics from the start. This outcome is driven most strongly by the student’s low second period grade, which is much lower than what is typical and often signals ongoing academic struggles that are hard to overcome by the end of the course. The model predicted that the student undertaking the mathematics course is likely to fail.","Although the student has attended extra paid classes and has not failed any classes in the past, these positive factors are outweighed by the consistently low grades. This outcome is driven most strongly by the student’s low second period grade, which is much lower than what is typical and often signals ongoing academic struggles that are hard to overcome by the end of the course. The first period grade is also below average, reinforcing the concern that the student has not built a strong foundation in mathematics from the start. Additionally, the student’s number of absences is slightly above average, which may have further limited their ability to keep up with the material, making it even more challenging to pass the course. The model predicted that the student undertaking the mathematics course is likely to fail.",5,10.2,12.69,12.4,2.49,2.21,1.24,1.22,11.83,1.27,10.24,13.71,-10.0946,23.8,16.47,55.44,10.2,-0.1663,12.51,0.51,12.92,12.69,-4.322,17.93,6.53,28.84,12.4
