text_id,num_sentences,ppl_original,ppl_shuffled,ppl_reversed,ppl_loo_mean,ppl_diff_shuffled,ppl_diff_reversed,ppl_diff_loo,ppl_change_ratio_shuffled,ppl_change_ratio_reversed,ppl_change_ratio_loo
0,5,10.9179,13.6226,14.4613,13.0268,2.7047,3.5434,2.1089,0.247733,0.324549,0.193158
1,5,12.0982,15.1621,15.0887,14.2775,3.0639,2.9906,2.1794,0.253255,0.247191,0.18014
2,5,12.3197,14.1387,16.8424,14.0951,1.819,4.5226,1.7753,0.147647,0.367104,0.144105
3,5,13.9334,16.7087,17.6914,15.9184,2.7753,3.7579,1.985,0.199179,0.269707,0.142462
4,5,15.3807,18.3376,18.3412,18.285,2.9569,2.9605,2.9043,0.192249,0.19248,0.188827
5,5,14.3194,16.2523,19.4153,17.0757,1.9329,5.0959,2.7562,0.134984,0.355872,0.192481
6,5,13.5401,16.8647,18.2601,15.3644,3.3246,4.72,1.8243,0.245539,0.348594,0.134732
7,5,11.6888,12.8847,14.7759,13.9178,1.1959,3.0872,2.229,0.102316,0.264116,0.190696
8,5,14.225,17.2314,19.5854,17.0634,3.0065,5.3604,2.8384,0.211353,0.37683,0.199537
9,5,10.1953,12.4041,12.6876,11.8312,2.2088,2.4924,1.6359,0.216652,0.244463,0.160456
10,5,9.9409,11.4758,13.8101,11.3414,1.5349,3.8692,1.4005,0.1544,0.389223,0.140886
11,5,13.5376,15.9124,18.0394,15.8499,2.3749,4.5019,2.3124,0.175427,0.332546,0.170813
12,5,11.4537,13.3604,14.885,13.6109,1.9068,3.4313,2.1573,0.166477,0.299585,0.188348
13,5,11.8865,16.3278,15.5514,13.9239,4.4413,3.665,2.0375,0.373641,0.30833,0.17141
14,5,12.2708,14.8809,17.3606,14.4614,2.6101,5.0899,2.1907,0.212712,0.414797,0.178527
15,5,12.7929,17.421,18.1969,16.0673,4.6281,5.4041,3.2744,0.361774,0.42243,0.255956
16,5,14.498,16.1132,18.1583,16.6093,1.6152,3.6603,2.1113,0.111406,0.252467,0.145626
17,5,14.8795,18.7658,21.0108,17.3487,3.8864,6.1313,2.4692,0.261191,0.412065,0.165948
18,5,11.6454,15.4369,17.8637,14.1753,3.7915,6.2182,2.5299,0.325577,0.533961,0.217242
19,5,14.2447,17.9234,19.5648,16.8153,3.6786,5.3201,2.5706,0.258246,0.373478,0.180458
20,5,11.3311,15.8732,16.4892,13.7049,4.5421,5.1581,2.3737,0.400849,0.455214,0.209487
21,5,10.9579,13.7999,14.3684,13.0068,2.842,3.4105,2.0489,0.259352,0.311237,0.186983
22,5,12.4186,15.1061,17.1482,14.6922,2.6875,4.7297,2.2736,0.21641,0.380856,0.183083
23,5,13.7783,15.1155,15.9542,15.3112,1.3371,2.1758,1.5329,0.097046,0.157917,0.111253
24,5,8.2758,9.8344,11.9422,9.8423,1.5586,3.6664,1.5665,0.188334,0.443028,0.189283
25,5,13.6831,16.8086,18.7709,16.5401,3.1255,5.0877,2.8569,0.22842,0.371826,0.208792
26,5,11.0905,13.7136,15.1454,12.7887,2.6231,4.0549,1.6982,0.236519,0.36562,0.153122
27,5,12.9206,15.609,16.0767,14.933,2.6885,3.1562,2.0124,0.208076,0.244274,0.155755
28,5,9.4511,11.0533,11.2374,10.7465,1.6022,1.7863,1.2954,0.169528,0.189008,0.13706
29,5,13.0021,17.4565,19.0572,15.4893,4.4544,6.0551,2.4872,0.342594,0.465703,0.191289
