text_id,num_sentences,ppl_original,ppl_shuffled,ppl_reversed,ppl_loo_mean,ppl_diff_shuffled,ppl_diff_reversed,ppl_diff_loo,ppl_change_ratio_shuffled,ppl_change_ratio_reversed,ppl_change_ratio_loo
0,5,12.0896,13.4582,14.1525,13.5231,1.3685,2.0629,1.4335,0.1132,0.170634,0.118575
1,5,8.9501,8.9901,9.5374,10.0164,0.04,0.5873,1.0663,0.004468,0.065615,0.119137
2,5,9.7949,11.8105,12.9842,10.9236,2.0156,3.1894,1.1288,0.205785,0.32562,0.115241
3,5,9.2881,11.3047,11.3577,10.7324,2.0166,2.0696,1.4443,0.217118,0.222818,0.155497
4,5,9.9993,11.0753,10.9222,11.2732,1.076,0.9229,1.2739,0.10761,0.092301,0.127396
5,5,8.5707,10.568,10.7238,9.5529,1.9973,2.1531,0.9823,0.233042,0.251221,0.114607
6,5,9.2672,10.8803,12.5607,10.5826,1.6131,3.2935,1.3154,0.174067,0.355395,0.141942
7,5,11.2502,13.1175,11.6925,12.2511,1.8672,0.4423,1.0009,0.165973,0.039313,0.088964
8,5,7.6585,9.9806,9.6227,8.8922,2.3221,1.9642,1.2337,0.303212,0.256479,0.16109
9,5,10.1696,12.1484,12.82,11.7781,1.9788,2.6504,1.6085,0.194583,0.260625,0.158168
10,5,9.9171,11.9982,11.5945,11.3149,2.081,1.6773,1.3978,0.209844,0.169136,0.140948
11,5,8.1291,9.2537,9.2762,9.5494,1.1246,1.1472,1.4203,0.138341,0.141117,0.174724
12,5,8.7719,10.0293,12.8337,10.0187,1.2574,4.0619,1.2468,0.14335,0.463056,0.142135
13,5,7.1125,8.5579,8.3811,8.1237,1.4454,1.2686,1.0112,0.203219,0.178357,0.142171
14,5,9.3264,9.7553,11.3332,10.8333,0.4289,2.0069,1.5069,0.045993,0.215181,0.161577
15,5,10.593,11.8113,12.1196,11.7381,1.2183,1.5267,1.1452,0.115012,0.144123,0.108105
16,5,11.0895,12.5343,12.1812,13.1265,1.4448,1.0917,2.0371,0.130289,0.098449,0.183693
17,5,10.3841,12.2267,12.4347,11.8665,1.8426,2.0506,1.4825,0.177445,0.197474,0.142763
18,5,9.7655,10.7527,10.5933,10.8678,0.9872,0.8278,1.1023,0.10109,0.084769,0.11288
19,5,8.9344,9.4481,11.1627,10.0193,0.5137,2.2283,1.0849,0.057497,0.249412,0.121427
20,5,8.5045,10.4756,11.5822,9.8037,1.9712,3.0777,1.2993,0.231778,0.36189,0.152773
21,5,8.2696,9.0162,9.0382,9.6287,0.7466,0.7687,1.3592,0.090286,0.092952,0.164356
22,5,10.3443,11.4383,10.6924,11.4854,1.094,0.3481,1.1411,0.105759,0.033648,0.11031
23,5,9.4246,9.7744,9.9423,10.6918,0.3498,0.5177,1.2672,0.037121,0.054932,0.134453
24,5,12.1585,13.1076,13.5707,13.7675,0.9491,1.4122,1.609,0.07806,0.116152,0.132334
25,5,8.7987,9.1691,9.5615,10.2506,0.3704,0.7628,1.4519,0.042093,0.086691,0.165015
26,5,8.7446,9.8073,9.1893,9.7905,1.0628,0.4448,1.046,0.121534,0.050863,0.119615
27,5,9.1556,10.977,9.4072,10.05,1.8214,0.2516,0.8944,0.19894,0.027479,0.097691
28,5,10.8818,11.1904,13.3575,12.0795,0.3086,2.4757,1.1977,0.028362,0.227513,0.110064
29,5,10.5616,10.8734,11.0536,11.8639,0.3119,0.4921,1.3024,0.029531,0.046591,0.123311
