id,text,reversed_text,shuffled_text,num_sentences,ppl,ppl_reversed,ppl_shuffled,ppl_diff_reversed,ppl_diff_shuffled,ppl_ratio_reversed,ppl_ratio_shuffled,ppl_loo_mean,ppl_loo_std,ppl_loo_min,ppl_loo_max,ppl_cumulative_slope,ppl_cumulative_mean,ppl_cumulative_std,ppl_cumulative_first,ppl_cumulative_last,ppl_cumulative_rev_slope,ppl_cumulative_rev_mean,ppl_cumulative_rev_std,ppl_cumulative_rev_first,ppl_cumulative_rev_last,ppl_cumulative_shuff_slope,ppl_cumulative_shuff_mean,ppl_cumulative_shuff_std,ppl_cumulative_shuff_first,ppl_cumulative_shuff_last
0,"The model predicted that this individual is not likely to be rearrested within the next two years. The most influential factor in this assessment was the person’s young age of 21, which, despite being lower than the average, actually reduced the estimated risk—possibly because younger individuals with no prior record may be seen as less entrenched in criminal behavior. Supporting this, the individual has no prior crimes, a strong protective factor compared to the typical history of several offenses in the dataset. Although the person has previously recidivated, this was outweighed by the lack of prior crimes and the relatively short time—just four months—spent in jail, which is much less than most others and may indicate a less severe criminal history. Finally, while being recorded as Black is a demographic detail the model considered, it played a smaller role compared to the other factors, and the overall combination of features led to a low predicted risk of recidivism.","Finally, while being recorded as Black is a demographic detail the model considered, it played a smaller role compared to the other factors, and the overall combination of features led to a low predicted risk of recidivism. Although the person has previously recidivated, this was outweighed by the lack of prior crimes and the relatively short time—just four months—spent in jail, which is much less than most others and may indicate a less severe criminal history. Supporting this, the individual has no prior crimes, a strong protective factor compared to the typical history of several offenses in the dataset. The most influential factor in this assessment was the person’s young age of 21, which, despite being lower than the average, actually reduced the estimated risk—possibly because younger individuals with no prior record may be seen as less entrenched in criminal behavior. The model predicted that this individual is not likely to be rearrested within the next two years.","Although the person has previously recidivated, this was outweighed by the lack of prior crimes and the relatively short time—just four months—spent in jail, which is much less than most others and may indicate a less severe criminal history. The most influential factor in this assessment was the person’s young age of 21, which, despite being lower than the average, actually reduced the estimated risk—possibly because younger individuals with no prior record may be seen as less entrenched in criminal behavior. Supporting this, the individual has no prior crimes, a strong protective factor compared to the typical history of several offenses in the dataset. Finally, while being recorded as Black is a demographic detail the model considered, it played a smaller role compared to the other factors, and the overall combination of features led to a low predicted risk of recidivism. The model predicted that this individual is not likely to be rearrested within the next two years.",5,12.09,14.15,13.46,2.06,1.37,1.17,1.11,13.52,1.09,11.48,14.55,-2.1321,15.96,3.21,21.47,12.09,-4.979,22.27,7.7,36.36,14.15,-3.5997,19.08,5.78,30.1,13.46
1,"The model predicted that this individual is at risk of being rearrested within two years. The most influential factor in this prediction was the individual's race, with the model noting that they are not recorded as Black, a detail that, based on historical data, tends to slightly lower risk estimates—though this may reflect broader systemic biases in the data. The next most important feature was whether the person had previously recidivated, and in this case, they had not, which would typically reduce the predicted risk, as prior recidivism is a strong indicator of future behavior. Age also played a role, with the individual being 34 years old, which is close to the average in the dataset; research often shows that recidivism risk is higher for younger individuals, so age here may have had a neutral or slightly protective effect. Interestingly, despite having spent only one month in jail—much less than the average—the individual has five prior crimes, which is above average and may have ultimately tipped the balance toward a higher risk prediction, as a greater number of prior offenses is often associated with increased likelihood of reoffending.","Interestingly, despite having spent only one month in jail—much less than the average—the individual has five prior crimes, which is above average and may have ultimately tipped the balance toward a higher risk prediction, as a greater number of prior offenses is often associated with increased likelihood of reoffending. Age also played a role, with the individual being 34 years old, which is close to the average in the dataset; research often shows that recidivism risk is higher for younger individuals, so age here may have had a neutral or slightly protective effect. The next most important feature was whether the person had previously recidivated, and in this case, they had not, which would typically reduce the predicted risk, as prior recidivism is a strong indicator of future behavior. The most influential factor in this prediction was the individual's race, with the model noting that they are not recorded as Black, a detail that, based on historical data, tends to slightly lower risk estimates—though this may reflect broader systemic biases in the data. The model predicted that this individual is at risk of being rearrested within two years.","Age also played a role, with the individual being 34 years old, which is close to the average in the dataset; research often shows that recidivism risk is higher for younger individuals, so age here may have had a neutral or slightly protective effect. The most influential factor in this prediction was the individual's race, with the model noting that they are not recorded as Black, a detail that, based on historical data, tends to slightly lower risk estimates—though this may reflect broader systemic biases in the data. The next most important feature was whether the person had previously recidivated, and in this case, they had not, which would typically reduce the predicted risk, as prior recidivism is a strong indicator of future behavior. Interestingly, despite having spent only one month in jail—much less than the average—the individual has five prior crimes, which is above average and may have ultimately tipped the balance toward a higher risk prediction, as a greater number of prior offenses is often associated with increased likelihood of reoffending. The model predicted that this individual is at risk of being rearrested within two years.",5,8.95,9.54,8.99,0.59,0.04,1.07,1.0,10.02,0.73,8.82,10.86,-5.7189,16.78,8.7,32.03,8.95,-3.2305,13.25,5.62,24.24,9.54,-2.1659,12.14,3.25,16.89,8.99
2,"The model predicted that this individual is at risk of being rearrested within two years. The most influential factor in this prediction was that the person has not previously recidivated, which would typically lower their risk, but other aspects outweighed this protective effect. Notably, the individual has only two prior crimes, which is below the average in the dataset and might have been expected to reduce their risk, yet the model still flagged them as high risk. Their age, at 34, is close to the average and does not strongly sway the prediction, but being recorded as Black—despite the model assigning a negative influence to this feature—reflects broader systemic patterns that can affect risk assessments in complex ways. Finally, the fact that they have not spent any time in jail, compared to an average of over 20 months, might suggest less exposure to environments that can reinforce criminal behavior, but in this case, the combination of all these factors led the model to predict a higher likelihood of recidivism.","Finally, the fact that they have not spent any time in jail, compared to an average of over 20 months, might suggest less exposure to environments that can reinforce criminal behavior, but in this case, the combination of all these factors led the model to predict a higher likelihood of recidivism. Their age, at 34, is close to the average and does not strongly sway the prediction, but being recorded as Black—despite the model assigning a negative influence to this feature—reflects broader systemic patterns that can affect risk assessments in complex ways. Notably, the individual has only two prior crimes, which is below the average in the dataset and might have been expected to reduce their risk, yet the model still flagged them as high risk. The most influential factor in this prediction was that the person has not previously recidivated, which would typically lower their risk, but other aspects outweighed this protective effect. The model predicted that this individual is at risk of being rearrested within two years.","Their age, at 34, is close to the average and does not strongly sway the prediction, but being recorded as Black—despite the model assigning a negative influence to this feature—reflects broader systemic patterns that can affect risk assessments in complex ways. The most influential factor in this prediction was that the person has not previously recidivated, which would typically lower their risk, but other aspects outweighed this protective effect. Notably, the individual has only two prior crimes, which is below the average in the dataset and might have been expected to reduce their risk, yet the model still flagged them as high risk. Finally, the fact that they have not spent any time in jail, compared to an average of over 20 months, might suggest less exposure to environments that can reinforce criminal behavior, but in this case, the combination of all these factors led the model to predict a higher likelihood of recidivism. The model predicted that this individual is at risk of being rearrested within two years.",5,9.79,12.98,11.81,3.19,2.02,1.33,1.21,10.92,1.28,9.32,12.96,-4.9914,17.08,7.99,32.03,9.79,-1.8131,16.6,2.88,18.8,12.98,-10.2912,25.67,15.79,54.21,11.81
3,"The model predicted that this individual is not likely to be rearrested within the next two years. The most influential factor in this decision was the unusually long time—181 months—that the individual has already spent in jail, which is much higher than what is typical in the dataset; extended incarceration can sometimes be associated with lower short-term recidivism, possibly due to age-related desistance or the impact of long-term separation from previous criminal networks. Another key consideration was that the individual has not recidivated before, suggesting a history of compliance after release, which generally lowers risk. The model also took into account that the individual is not recorded as Black, a demographic factor that, while controversial and complex, has been shown in some datasets to correlate with different recidivism rates, often reflecting broader systemic issues. Finally, the relatively young age of 25 and a lower-than-average number of prior crimes (2 compared to the dataset average) were considered, but these factors were less influential than the extended jail time and lack of prior recidivism, ultimately supporting the model’s prediction of a lower risk of reoffending.","Finally, the relatively young age of 25 and a lower-than-average number of prior crimes (2 compared to the dataset average) were considered, but these factors were less influential than the extended jail time and lack of prior recidivism, ultimately supporting the model’s prediction of a lower risk of reoffending. The model also took into account that the individual is not recorded as Black, a demographic factor that, while controversial and complex, has been shown in some datasets to correlate with different recidivism rates, often reflecting broader systemic issues. Another key consideration was that the individual has not recidivated before, suggesting a history of compliance after release, which generally lowers risk. The most influential factor in this decision was the unusually long time—181 months—that the individual has already spent in jail, which is much higher than what is typical in the dataset; extended incarceration can sometimes be associated with lower short-term recidivism, possibly due to age-related desistance or the impact of long-term separation from previous criminal networks. The model predicted that this individual is not likely to be rearrested within the next two years.","The model also took into account that the individual is not recorded as Black, a demographic factor that, while controversial and complex, has been shown in some datasets to correlate with different recidivism rates, often reflecting broader systemic issues. The most influential factor in this decision was the unusually long time—181 months—that the individual has already spent in jail, which is much higher than what is typical in the dataset; extended incarceration can sometimes be associated with lower short-term recidivism, possibly due to age-related desistance or the impact of long-term separation from previous criminal networks. Another key consideration was that the individual has not recidivated before, suggesting a history of compliance after release, which generally lowers risk. Finally, the relatively young age of 25 and a lower-than-average number of prior crimes (2 compared to the dataset average) were considered, but these factors were less influential than the extended jail time and lack of prior recidivism, ultimately supporting the model’s prediction of a lower risk of reoffending. The model predicted that this individual is not likely to be rearrested within the next two years.",5,9.29,11.36,11.3,2.07,2.02,1.22,1.22,10.73,1.01,9.7,12.03,-2.6476,14.12,4.05,21.47,9.29,-2.5885,15.66,3.79,22.11,11.36,-7.6925,21.64,12.5,45.63,11.3
4,"The model predicted that this individual is not likely to be rearrested within the next two years, despite a history that might suggest otherwise. The most influential factor in the prediction was the high number of prior crimes—26, which is much higher than what is typical in the dataset—usually a strong signal for future recidivism. However, the model also considered that, although this person has recidivated before, their current age of 36 may play a protective role, as research often shows that the likelihood of reoffending tends to decrease as people get older. Additionally, the fact that this individual has not spent any recent time in jail, compared to the average, may indicate a period of stability or successful community integration. While being recorded as Black is a noted feature in the data, the model’s decision was more heavily influenced by the interplay between prior criminal history and current life circumstances, ultimately tipping the balance toward a lower risk prediction.","While being recorded as Black is a noted feature in the data, the model’s decision was more heavily influenced by the interplay between prior criminal history and current life circumstances, ultimately tipping the balance toward a lower risk prediction. Additionally, the fact that this individual has not spent any recent time in jail, compared to the average, may indicate a period of stability or successful community integration. However, the model also considered that, although this person has recidivated before, their current age of 36 may play a protective role, as research often shows that the likelihood of reoffending tends to decrease as people get older. The most influential factor in the prediction was the high number of prior crimes—26, which is much higher than what is typical in the dataset—usually a strong signal for future recidivism. The model predicted that this individual is not likely to be rearrested within the next two years, despite a history that might suggest otherwise.","Additionally, the fact that this individual has not spent any recent time in jail, compared to the average, may indicate a period of stability or successful community integration. The most influential factor in the prediction was the high number of prior crimes—26, which is much higher than what is typical in the dataset—usually a strong signal for future recidivism. However, the model also considered that, although this person has recidivated before, their current age of 36 may play a protective role, as research often shows that the likelihood of reoffending tends to decrease as people get older. While being recorded as Black is a noted feature in the data, the model’s decision was more heavily influenced by the interplay between prior criminal history and current life circumstances, ultimately tipping the balance toward a lower risk prediction. The model predicted that this individual is not likely to be rearrested within the next two years, despite a history that might suggest otherwise.",5,10.0,10.92,11.08,0.92,1.08,1.09,1.11,11.27,1.15,9.36,12.89,-2.6929,13.02,4.32,20.62,10.0,-6.3139,19.52,9.89,37.64,10.92,-3.9724,16.85,6.09,27.08,11.08
5,"The model predicted that the individual undergoing recidivism risk assessment is likely to be rearrested within two years. Age played the most significant role in this prediction, as the individual is 37 years old—older than the average in the dataset—which typically suggests a lower risk, since recidivism rates often decline with age. However, the fact that this person has not previously recidivated, which would usually be a protective factor, was outweighed by other considerations. Notably, the individual has three prior crimes, which, while slightly below the dataset average, still signals a history of criminal involvement that increases risk, and their relatively short time spent in jail (just two months compared to the average of over 20) may indicate less exposure to rehabilitative programs or consequences. Additionally, the model considered that the individual is not recorded as Black, a factor that, while present in the data, should be interpreted with caution due to broader social and systemic issues; ultimately, the combination of these features led the model to predict a higher likelihood of recidivism despite some factors that might have suggested otherwise.","Additionally, the model considered that the individual is not recorded as Black, a factor that, while present in the data, should be interpreted with caution due to broader social and systemic issues; ultimately, the combination of these features led the model to predict a higher likelihood of recidivism despite some factors that might have suggested otherwise. Notably, the individual has three prior crimes, which, while slightly below the dataset average, still signals a history of criminal involvement that increases risk, and their relatively short time spent in jail (just two months compared to the average of over 20) may indicate less exposure to rehabilitative programs or consequences. However, the fact that this person has not previously recidivated, which would usually be a protective factor, was outweighed by other considerations. Age played the most significant role in this prediction, as the individual is 37 years old—older than the average in the dataset—which typically suggests a lower risk, since recidivism rates often decline with age. The model predicted that the individual undergoing recidivism risk assessment is likely to be rearrested within two years.","Notably, the individual has three prior crimes, which, while slightly below the dataset average, still signals a history of criminal involvement that increases risk, and their relatively short time spent in jail (just two months compared to the average of over 20) may indicate less exposure to rehabilitative programs or consequences. Age played the most significant role in this prediction, as the individual is 37 years old—older than the average in the dataset—which typically suggests a lower risk, since recidivism rates often decline with age. However, the fact that this person has not previously recidivated, which would usually be a protective factor, was outweighed by other considerations. Additionally, the model considered that the individual is not recorded as Black, a factor that, while present in the data, should be interpreted with caution due to broader social and systemic issues; ultimately, the combination of these features led the model to predict a higher likelihood of recidivism despite some factors that might have suggested otherwise. The model predicted that the individual undergoing recidivism risk assessment is likely to be rearrested within two years.",5,8.57,10.72,10.57,2.15,2.0,1.25,1.23,9.55,0.65,8.74,10.68,-2.5515,12.08,4.22,20.23,8.57,-3.5395,15.71,5.33,25.16,10.72,-5.0667,17.1,8.16,32.65,10.57
6,"The model predicted that this individual is at risk of being rearrested within two years. The most influential factor in this prediction was the person’s young age of 21, which is notably lower than the average and often associated with higher recidivism risk, possibly because younger individuals have more years ahead in which to reoffend and may have less stable life circumstances. Interestingly, the individual has only one prior crime, which is much fewer than the average in the dataset, and this would typically lower the risk, but it was outweighed by other factors. The model also considered that the person has previously recidivated and is recorded as Black, both of which can reflect broader systemic patterns and historical data trends, though it’s important to recognize that these factors may also reflect biases present in the data. Finally, the very short time spent in jail—just one month compared to a much higher average—may suggest limited exposure to rehabilitative programs or insufficient time for deterrence, which could also contribute to the elevated risk prediction.","Finally, the very short time spent in jail—just one month compared to a much higher average—may suggest limited exposure to rehabilitative programs or insufficient time for deterrence, which could also contribute to the elevated risk prediction. The model also considered that the person has previously recidivated and is recorded as Black, both of which can reflect broader systemic patterns and historical data trends, though it’s important to recognize that these factors may also reflect biases present in the data. Interestingly, the individual has only one prior crime, which is much fewer than the average in the dataset, and this would typically lower the risk, but it was outweighed by other factors. The most influential factor in this prediction was the person’s young age of 21, which is notably lower than the average and often associated with higher recidivism risk, possibly because younger individuals have more years ahead in which to reoffend and may have less stable life circumstances. The model predicted that this individual is at risk of being rearrested within two years.","The model also considered that the person has previously recidivated and is recorded as Black, both of which can reflect broader systemic patterns and historical data trends, though it’s important to recognize that these factors may also reflect biases present in the data. The most influential factor in this prediction was the person’s young age of 21, which is notably lower than the average and often associated with higher recidivism risk, possibly because younger individuals have more years ahead in which to reoffend and may have less stable life circumstances. Interestingly, the individual has only one prior crime, which is much fewer than the average in the dataset, and this would typically lower the risk, but it was outweighed by other factors. Finally, the very short time spent in jail—just one month compared to a much higher average—may suggest limited exposure to rehabilitative programs or insufficient time for deterrence, which could also contribute to the elevated risk prediction. The model predicted that this individual is at risk of being rearrested within two years.",5,9.27,12.56,10.88,3.29,1.61,1.36,1.17,10.58,1.2,9.19,12.71,-4.7827,14.59,8.78,32.03,9.27,-7.117,23.64,10.32,39.28,12.56,-7.3015,19.45,12.69,44.43,10.88
7,"The model predicted that this individual is at risk of recidivism, even though their age—at 62 years old—is much higher than the typical person assessed, which usually lowers risk since older individuals are statistically less likely to reoffend. Interestingly, despite having no prior crimes, a factor that would generally suggest a lower risk, the model still flagged them as likely to recidivate. The fact that this person is not recorded as Black and has not previously recidivated are both characteristics that, in many datasets, are associated with a reduced risk, yet these did not outweigh other influences in the model’s decision. Their very short time spent in jail—just one month compared to the average of over 20 months—may have contributed to the prediction, possibly because limited incarceration can sometimes mean less access to rehabilitation programs or less time for deterrence. Overall, the model’s decision seems to be shaped by a complex interplay of factors, and while some features point toward a lower risk, there may be subtle patterns in the data that lead the model to err on the side of caution for this assessment.","Overall, the model’s decision seems to be shaped by a complex interplay of factors, and while some features point toward a lower risk, there may be subtle patterns in the data that lead the model to err on the side of caution for this assessment. Their very short time spent in jail—just one month compared to the average of over 20 months—may have contributed to the prediction, possibly because limited incarceration can sometimes mean less access to rehabilitation programs or less time for deterrence. The fact that this person is not recorded as Black and has not previously recidivated are both characteristics that, in many datasets, are associated with a reduced risk, yet these did not outweigh other influences in the model’s decision. Interestingly, despite having no prior crimes, a factor that would generally suggest a lower risk, the model still flagged them as likely to recidivate. The model predicted that this individual is at risk of recidivism, even though their age—at 62 years old—is much higher than the typical person assessed, which usually lowers risk since older individuals are statistically less likely to reoffend.","Their very short time spent in jail—just one month compared to the average of over 20 months—may have contributed to the prediction, possibly because limited incarceration can sometimes mean less access to rehabilitation programs or less time for deterrence. Interestingly, despite having no prior crimes, a factor that would generally suggest a lower risk, the model still flagged them as likely to recidivate. The fact that this person is not recorded as Black and has not previously recidivated are both characteristics that, in many datasets, are associated with a reduced risk, yet these did not outweigh other influences in the model’s decision. Overall, the model’s decision seems to be shaped by a complex interplay of factors, and while some features point toward a lower risk, there may be subtle patterns in the data that lead the model to err on the side of caution for this assessment. The model predicted that this individual is at risk of recidivism, even though their age—at 62 years old—is much higher than the typical person assessed, which usually lowers risk since older individuals are statistically less likely to reoffend.",5,11.25,11.69,13.12,0.44,1.87,1.04,1.17,12.25,1.02,11.11,13.94,-2.1219,15.26,3.24,21.1,11.25,-1.134,14.59,2.06,15.07,11.69,-4.863,20.81,7.19,33.32,13.12
8,"The model predicted that the individual is at risk of recidivism, meaning it expects they will be rearrested within two years. The most influential factor in this prediction was the individual's age: at 38, they are older than the average person assessed, and while older age is often linked to lower recidivism risk, this effect may have been outweighed by other factors. Notably, the individual has only two prior crimes, which is fewer than the average in the dataset, suggesting a somewhat lower risk, but this protective factor may not have been strong enough on its own. The model also considered that the individual is not recorded as Black and has not previously recidivated, both of which, in the context of the dataset, are associated with a lower risk of reoffending. However, the very short time spent in jail—just one month compared to the much longer average—could indicate that the individual may not have received interventions or deterrents that sometimes accompany longer sentences, possibly tipping the balance toward a higher predicted risk.","However, the very short time spent in jail—just one month compared to the much longer average—could indicate that the individual may not have received interventions or deterrents that sometimes accompany longer sentences, possibly tipping the balance toward a higher predicted risk. The model also considered that the individual is not recorded as Black and has not previously recidivated, both of which, in the context of the dataset, are associated with a lower risk of reoffending. Notably, the individual has only two prior crimes, which is fewer than the average in the dataset, suggesting a somewhat lower risk, but this protective factor may not have been strong enough on its own. The most influential factor in this prediction was the individual's age: at 38, they are older than the average person assessed, and while older age is often linked to lower recidivism risk, this effect may have been outweighed by other factors. The model predicted that the individual is at risk of recidivism, meaning it expects they will be rearrested within two years.","The model also considered that the individual is not recorded as Black and has not previously recidivated, both of which, in the context of the dataset, are associated with a lower risk of reoffending. The most influential factor in this prediction was the individual's age: at 38, they are older than the average person assessed, and while older age is often linked to lower recidivism risk, this effect may have been outweighed by other factors. Notably, the individual has only two prior crimes, which is fewer than the average in the dataset, suggesting a somewhat lower risk, but this protective factor may not have been strong enough on its own. However, the very short time spent in jail—just one month compared to the much longer average—could indicate that the individual may not have received interventions or deterrents that sometimes accompany longer sentences, possibly tipping the balance toward a higher predicted risk. The model predicted that the individual is at risk of recidivism, meaning it expects they will be rearrested within two years.",5,7.66,9.62,9.98,1.96,2.32,1.26,1.3,8.89,1.0,7.18,10.23,-2.045,9.8,3.63,16.95,7.66,-6.542,18.33,10.4,38.01,9.62,-3.9392,14.76,6.77,27.99,9.98
9,"The model predicted that this individual is at risk of being rearrested within two years. The most influential factor in this prediction was the person’s young age of 21, which is much lower than the average and is often associated with a higher likelihood of recidivism, possibly due to less life stability or experience. Interestingly, despite having no prior crimes—unlike the average person in the dataset who has several—this protective factor was outweighed by other risks. The individual also has not previously recidivated and has never spent time in jail, both of which typically lower the risk, but these positives were not enough to offset the impact of their youth. Finally, the model noted that the person is not recorded as Black, a demographic factor that, while present in the data, played a smaller role compared to age and prior history, suggesting that the prediction was driven primarily by the individual’s age rather than their criminal or demographic background.","Finally, the model noted that the person is not recorded as Black, a demographic factor that, while present in the data, played a smaller role compared to age and prior history, suggesting that the prediction was driven primarily by the individual’s age rather than their criminal or demographic background. The individual also has not previously recidivated and has never spent time in jail, both of which typically lower the risk, but these positives were not enough to offset the impact of their youth. Interestingly, despite having no prior crimes—unlike the average person in the dataset who has several—this protective factor was outweighed by other risks. The most influential factor in this prediction was the person’s young age of 21, which is much lower than the average and is often associated with a higher likelihood of recidivism, possibly due to less life stability or experience. The model predicted that this individual is at risk of being rearrested within two years.","The individual also has not previously recidivated and has never spent time in jail, both of which typically lower the risk, but these positives were not enough to offset the impact of their youth. The most influential factor in this prediction was the person’s young age of 21, which is much lower than the average and is often associated with a higher likelihood of recidivism, possibly due to less life stability or experience. Interestingly, despite having no prior crimes—unlike the average person in the dataset who has several—this protective factor was outweighed by other risks. Finally, the model noted that the person is not recorded as Black, a demographic factor that, while present in the data, played a smaller role compared to age and prior history, suggesting that the prediction was driven primarily by the individual’s age rather than their criminal or demographic background. The model predicted that this individual is at risk of being rearrested within two years.",5,10.17,12.82,12.15,2.65,1.98,1.26,1.19,11.78,1.49,9.8,14.3,-4.5329,15.78,8.19,32.03,10.17,-4.1908,19.6,6.19,30.28,12.82,-4.9032,18.29,8.56,35.18,12.15
