text_id,num_sentences,last_sentence,ppl
0,1,The model predicted that this individual is not likely to be rearrested within the next two years.,21.47
0,2,"The most influential factor in this assessment was the person’s young age of 21, which, despite being lower than the average, actually reduced the estimated risk—possibly because younger individuals with no prior record may be seen as less entrenched in criminal behavior.",16.14
0,3,"Supporting this, the individual has no prior crimes, a strong protective factor compared to the typical history of several offenses in the dataset.",16.54
0,4,"Although the person has previously recidivated, this was outweighed by the lack of prior crimes and the relatively short time—just four months—spent in jail, which is much less than most others and may indicate a less severe criminal history.",13.57
0,5,"Finally, while being recorded as Black is a demographic detail the model considered, it played a smaller role compared to the other factors, and the overall combination of features led to a low predicted risk of recidivism.",12.09
1,1,The model predicted that this individual is at risk of being rearrested within two years.,32.03
1,2,"The most influential factor in this prediction was the individual's race, with the model noting that they are not recorded as Black, a detail that, based on historical data, tends to slightly lower risk estimates—though this may reflect broader systemic biases in the data.",20.78
1,3,"The next most important feature was whether the person had previously recidivated, and in this case, they had not, which would typically reduce the predicted risk, as prior recidivism is a strong indicator of future behavior.",12.41
1,4,"Age also played a role, with the individual being 34 years old, which is close to the average in the dataset; research often shows that recidivism risk is higher for younger individuals, so age here may have had a neutral or slightly protective effect.",9.75
1,5,"Interestingly, despite having spent only one month in jail—much less than the average—the individual has five prior crimes, which is above average and may have ultimately tipped the balance toward a higher risk prediction, as a greater number of prior offenses is often associated with increased likelihood of reoffending.",8.95
2,1,The model predicted that this individual is at risk of being rearrested within two years.,32.03
2,2,"The most influential factor in this prediction was that the person has not previously recidivated, which would typically lower their risk, but other aspects outweighed this protective effect.",18.4
2,3,"Notably, the individual has only two prior crimes, which is below the average in the dataset and might have been expected to reduce their risk, yet the model still flagged them as high risk.",12.19
2,4,"Their age, at 34, is close to the average and does not strongly sway the prediction, but being recorded as Black—despite the model assigning a negative influence to this feature—reflects broader systemic patterns that can affect risk assessments in complex ways.",12.96
2,5,"Finally, the fact that they have not spent any time in jail, compared to an average of over 20 months, might suggest less exposure to environments that can reinforce criminal behavior, but in this case, the combination of all these factors led the model to predict a higher likelihood of recidivism.",9.79
3,1,The model predicted that this individual is not likely to be rearrested within the next two years.,21.47
3,2,"The most influential factor in this decision was the unusually long time—181 months—that the individual has already spent in jail, which is much higher than what is typical in the dataset; extended incarceration can sometimes be associated with lower short-term recidivism, possibly due to age-related desistance or the impact of long-term separation from previous criminal networks.",14.15
3,3,"Another key consideration was that the individual has not recidivated before, suggesting a history of compliance after release, which generally lowers risk.",13.68
3,4,"The model also took into account that the individual is not recorded as Black, a demographic factor that, while controversial and complex, has been shown in some datasets to correlate with different recidivism rates, often reflecting broader systemic issues.",12.03
3,5,"Finally, the relatively young age of 25 and a lower-than-average number of prior crimes (2 compared to the dataset average) were considered, but these factors were less influential than the extended jail time and lack of prior recidivism, ultimately supporting the model’s prediction of a lower risk of reoffending.",9.29
4,1,"The model predicted that this individual is not likely to be rearrested within the next two years, despite a history that might suggest otherwise.",20.62
4,2,"The most influential factor in the prediction was the high number of prior crimes—26, which is much higher than what is typical in the dataset—usually a strong signal for future recidivism.",15.05
4,3,"However, the model also considered that, although this person has recidivated before, their current age of 36 may play a protective role, as research often shows that the likelihood of reoffending tends to decrease as people get older.",10.07
4,4,"Additionally, the fact that this individual has not spent any recent time in jail, compared to the average, may indicate a period of stability or successful community integration.",9.36
4,5,"While being recorded as Black is a noted feature in the data, the model’s decision was more heavily influenced by the interplay between prior criminal history and current life circumstances, ultimately tipping the balance toward a lower risk prediction.",10.0
5,1,The model predicted that the individual undergoing recidivism risk assessment is likely to be rearrested within two years.,20.23
5,2,"Age played the most significant role in this prediction, as the individual is 37 years old—older than the average in the dataset—which typically suggests a lower risk, since recidivism rates often decline with age.",11.93
5,3,"However, the fact that this person has not previously recidivated, which would usually be a protective factor, was outweighed by other considerations.",9.91
5,4,"Notably, the individual has three prior crimes, which, while slightly below the dataset average, still signals a history of criminal involvement that increases risk, and their relatively short time spent in jail (just two months compared to the average of over 20) may indicate less exposure to rehabilitative programs or consequences.",9.74
5,5,"Additionally, the model considered that the individual is not recorded as Black, a factor that, while present in the data, should be interpreted with caution due to broader social and systemic issues; ultimately, the combination of these features led the model to predict a higher likelihood of recidivism despite some factors that might have suggested otherwise.",8.57
6,1,The model predicted that this individual is at risk of being rearrested within two years.,32.03
6,2,"The most influential factor in this prediction was the person’s young age of 21, which is notably lower than the average and often associated with higher recidivism risk, possibly because younger individuals have more years ahead in which to reoffend and may have less stable life circumstances.",12.16
6,3,"Interestingly, the individual has only one prior crime, which is much fewer than the average in the dataset, and this would typically lower the risk, but it was outweighed by other factors.",9.63
6,4,"The model also considered that the person has previously recidivated and is recorded as Black, both of which can reflect broader systemic patterns and historical data trends, though it’s important to recognize that these factors may also reflect biases present in the data.",9.86
6,5,"Finally, the very short time spent in jail—just one month compared to a much higher average—may suggest limited exposure to rehabilitative programs or insufficient time for deterrence, which could also contribute to the elevated risk prediction.",9.27
7,1,"The model predicted that this individual is at risk of recidivism, even though their age—at 62 years old—is much higher than the typical person assessed, which usually lowers risk since older individuals are statistically less likely to reoffend.",21.1
7,2,"Interestingly, despite having no prior crimes, a factor that would generally suggest a lower risk, the model still flagged them as likely to recidivate.",15.46
7,3,"The fact that this person is not recorded as Black and has not previously recidivated are both characteristics that, in many datasets, are associated with a reduced risk, yet these did not outweigh other influences in the model’s decision.",14.57
7,4,"Their very short time spent in jail—just one month compared to the average of over 20 months—may have contributed to the prediction, possibly because limited incarceration can sometimes mean less access to rehabilitation programs or less time for deterrence.",13.94
7,5,"Overall, the model’s decision seems to be shaped by a complex interplay of factors, and while some features point toward a lower risk, there may be subtle patterns in the data that lead the model to err on the side of caution for this assessment.",11.25
8,1,"The model predicted that the individual is at risk of recidivism, meaning it expects they will be rearrested within two years.",16.95
8,2,"The most influential factor in this prediction was the individual's age: at 38, they are older than the average person assessed, and while older age is often linked to lower recidivism risk, this effect may have been outweighed by other factors.",9.06
8,3,"Notably, the individual has only two prior crimes, which is fewer than the average in the dataset, suggesting a somewhat lower risk, but this protective factor may not have been strong enough on its own.",8.18
8,4,"The model also considered that the individual is not recorded as Black and has not previously recidivated, both of which, in the context of the dataset, are associated with a lower risk of reoffending.",7.18
8,5,"However, the very short time spent in jail—just one month compared to the much longer average—could indicate that the individual may not have received interventions or deterrents that sometimes accompany longer sentences, possibly tipping the balance toward a higher predicted risk.",7.66
9,1,The model predicted that this individual is at risk of being rearrested within two years.,32.03
9,2,"The most influential factor in this prediction was the person’s young age of 21, which is much lower than the average and is often associated with a higher likelihood of recidivism, possibly due to less life stability or experience.",12.75
9,3,"Interestingly, despite having no prior crimes—unlike the average person in the dataset who has several—this protective factor was outweighed by other risks.",12.81
9,4,"The individual also has not previously recidivated and has never spent time in jail, both of which typically lower the risk, but these positives were not enough to offset the impact of their youth.",11.14
9,5,"Finally, the model noted that the person is not recorded as Black, a demographic factor that, while present in the data, played a smaller role compared to age and prior history, suggesting that the prediction was driven primarily by the individual’s age rather than their criminal or demographic background.",10.17
